,Unnamed: 0.1,Unnamed: 0,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
915,493.0,104947.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-17,150522,85281,18009,    7088,    2392,    2498
916,494.0,104948.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-10,143434,82889,15511,     299,    3236,    1111
917,495.0,104949.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-03,143135,79653,14400,    3256,   -2400,    1210
918,496.0,104950.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-26,139879,82053,13190, -103472,  -10268,  -20335
919,497.0,104951.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-19,243351,92321,33525,   11261,   -6083,   -2874
920,498.0,104952.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-12,232090,98404,36399,   47368,   12923,   -5224
921,499.0,104953.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-05,184722,85481,41623,   -2053,   -6669,    1493
922,500.0,104954.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-29,186775,92150,40130,   14743,    8259,   -4794
923,501.0,104955.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-22,172032,83891,44924,    3144,    1272,    5402
924,502.0,104956.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-15,168888,82619,39522,   22577,   17502,   -7776
925,503.0,104957.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-08,146311,65117,47298,    8282,   12535,    3567
926,504.0,104958.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-01,138029,52582,43731,   16243,   13565,    3083
927,505.0,104959.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-24,121786,39017,40648,    7176,   13468,    -892
928,506.0,104960.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-17,114610,25549,41540,    4344,    2487,    2914
929,507.0,104961.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-10,110266,23062,38626,   -2830,     994,  -18607
930,508.0,104962.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-03,113096,22068,57233,   -1388,   -2545,     638
931,509.0,104963.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-27,114484,24613,56595,  -47216,    3592,  -15579
932,510.0,104964.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-20,161700,21021,72174,    2081,    5263,  -17723
933,511.0,104965.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-13,159619,15758,89897,    2748,   -5827,   -6613
934,512.0,104966.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-03-06,156871,21585,96510,   19095,    4022,   22523
935,513.0,104967.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-27,137776,17563,73987,   -3785,     558,   -8444
936,514.0,104968.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-20,141561,17005,82431,     839,   -2925,    5806
937,515.0,104969.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-13,140722,19930,76625,  -13869,    1003,  -22948
938,516.0,104970.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-02-06,154591,18927,99573,    8215,   -2723,    7047
939,517.0,104971.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-30,146376,21650,92526,   -6019,    -821,   -7802
940,518.0,104972.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-23,152395,22471,100328,     -43,     441,    -669
941,519.0,104973.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-16,152438,22030,100997,   -3484,    1393,   -4546
942,520.0,104974.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-09,155922,20637,105543,    7278,   -2946,    7692
943,521.0,104975.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-01-03,148644,23583,97851,   11681,    2104,   10078
944,522.0,104976.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-26,136963,21479,87773,  -46369,   -5707,    3195
945,523.0,104977.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-19,183332,27186,84578,   17616,    1013,    6397
946,524.0,104978.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-12,165716,26173,78181,   34092,    1616,    7145
947,525.0,104979.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-05,131624,24557,71036,    7071,   -2377,    3820
948,526.0,104980.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-28,124553,26934,67216,  -13560,    3698,  -14913
949,527.0,104981.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-21,138113,23236,82129,    8576,   -2666,    8852
950,528.0,104982.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-14,129537,25902,73277,   26111,     903,   27936
951,529.0,104983.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-07,103426,24999,45341,    -924,    1181,   -2155
952,530.0,104984.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-31,104350,23818,47496,    4147,   -1167,    8278
953,531.0,104985.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-24,100203,24985,39218,   -9970,   -1848,  -12113
954,532.0,104986.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-17,110173,26833,51331,   18980,   -7439,   18918
955,533.0,104987.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-10,91193,34272,32413,   -8948,  -11263,   -3843
956,534.0,104988.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-03,100141,45535,36256,    6013,    6993,    4224
957,535.0,104989.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-26,94128,38542,32032,  -44710,   -2501,   -8156
958,536.0,104990.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-19,138838,41043,40188,     657,    3304,   17231
959,537.0,104991.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-12,138181,37739,22957,   26476,  -11701,     983
960,538.0,104992.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-05,111705,49440,21974,    5563,    3463,    6602
961,539.0,104993.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-29,106142,45977,15372,   19475,   18172,    3060
962,540.0,104994.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-22,86667,27805,12312,    -148,     599,   -6297
963,541.0,104995.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-15,86815,27206,18609,    4305,    4021,    5254
964,542.0,104996.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-08,82510,23185,13355,   -3538,    4376,  -12870
965,543.0,104997.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-01,86048,18809,26225,   -5915,   -4804,   -2807
966,544.0,104998.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-25,91963,23613,29032,    8548,     311,   15014
967,545.0,104999.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-18,83415,23302,14018,   -9563,   -6640,   -4303
968,546.0,105000.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-11,92978,29942,18321,    -863,  -12820,   12006
969,547.0,105001.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-03,93841,42762,6315,    4050,    4597,   -1541
970,548.0,105002.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-27,89791,38165,7856,  -33655,    1141,   -5190
971,549.0,105003.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-20,123446,37024,13046,   -6261,   -9555,    -182
972,550.0,105004.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-13,129707,46579,13228,   10909,    2136,   -8353
973,551.0,105005.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-06,118798,44443,21581,    9546,   -1494,    7351
974,552.0,105006.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-30,109252,45937,14230,   -2724,    8957,   -7048
975,553.0,105007.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-23,111976,36980,21278,   -5863,   -9080,   -5254
976,554.0,105008.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-16,117839,46060,26532,   -3207,   -6051,    3294
977,555.0,105009.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-09,121046,52111,23238,   10767,    3114,    6393
978,556.0,105010.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-02,110279,48997,16845,    9688,   17048,     519
979,557.0,105011.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-25,100591,31949,16326,    7421,    8724,      19
980,558.0,105012.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-18,93170,23225,16307,    5480,   -1414,    5610
981,559.0,105013.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-11,87690,24639,10697,    3389,   12558,   -5530
982,560.0,105014.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-04,84301,12081,16227,   -3055,   -1193,   -4858
983,561.0,105015.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-28,87356,13274,21085,    2137,   -5021,    -952
984,562.0,105016.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-21,85219,18295,22037,  -40493,  -15684,    2079
985,563.0,105017.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-14,125712,33979,19958,  -11483,  -21247,    6055
986,564.0,105018.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-07,137195,55226,13903,   12211,     295,    -394
987,565.0,105019.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-28,124984,54931,14297,    9108,    8221,    2784
988,566.0,105020.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-21,115876,46710,11513,   -2481,   -5510,    -243
989,567.0,105021.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-14,118357,52220,11756,   -3532,   -4078,     303
990,568.0,105022.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-07,121889,56298,11453,    4575,    5593,   -1768
991,569.0,105023.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-31,117314,50705,13221,   15219,   15657,    5306
992,570.0,105024.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-24,102095,35048,7915,     143,   -4458,   -4658
993,571.0,105025.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-17,101952,39506,12573,    3608,    6878,    3262
994,572.0,105026.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-10,98344,32628,9311,   -7057,  -13121,     249
995,573.0,105027.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-03,105401,45749,9062,    2361,   -3719,    1886
996,574.0,105028.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-27,103040,49468,7176,  -34579,   -6074,    -255
997,575.0,105029.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-20,137619,55542,7431,   -4831,  -10926,   -2854
998,576.0,105030.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-13,142450,66468,10285,   24113,   17404,   -1462
999,577.0,105031.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-06,118337,49064,11747,    3184,    6753,   -1554
1000,578.0,105032.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-29,115153,42311,13301,    9147,    8726,   -4559
1001,579.0,105033.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-22,106006,33585,17860,    3456,    1098,    5542
1002,580.0,105034.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-15,102550,32487,12318,   -1801,   -4747,    1424
1003,581.0,105035.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-08,104351,37234,10894,   -3875,   -7201,    3619
1004,582.0,105036.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-01,108226,44435,7275,    3601,     586,     371
1005,583.0,105037.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-25,104625,43849,6904,   -7729,   -7410,   -1543
1006,584.0,105038.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-18,112354,51259,8447,    3207,     727,    1506
1007,585.0,105039.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-11,109147,50532,6941,     969,    3506,   -2054
1008,586.0,105040.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-04,108178,47026,8995,   -1879,   -3494,    1571
1009,587.0,105041.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-27,110057,50520,7424,  -38114,    4984,  -11609
1010,588.0,105042.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-20,148171,45536,19033,    6952,    -421,    2668
1011,589.0,105043.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-13,141219,45957,16365,   23768,    -466,     -65
1012,590.0,105044.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-06,117451,46423,16430,    6298,    1519,     440
1013,591.0,105045.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-30,111153,44904,15990,    3302,    3361,   -1010
1014,592.0,105046.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-23,107851,41543,17000,   -1654,   -2499,    -995
1015,593.0,105047.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-16,109505,44042,17995,   16920,   10455,   -1378
1016,594.0,105048.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-09,92585,33587,19373,    4679,    4621,    2571
1017,595.0,105049.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-02,87906,28966,16802,   -2847,   -2874,    2481
1018,596.0,105050.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-26,90753,31840,14321,    -502,   -3844,    4462
1019,597.0,105051.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-19,91255,35684,9859,    -168,     402,   -2220
1020,598.0,105052.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-12,91423,35282,12079,   21349,   15918,   -3197
1021,599.0,105053.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-05,70074,19364,15276,   -1448,   -1595,   -3399
1022,600.0,105054.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-28,71522,20959,18675,    4379,    4087,    2087
1023,601.0,105055.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-21,67143,16872,16588,    3956,    5940,  -11933
1024,602.0,105056.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-14,63187,10932,28521,  -30999,    1257,   -7715
1025,603.0,105057.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-07,94186,9675,36236,    -514,    -849,   -5528
1026,604.0,105058.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-31,94700,10524,41764,   -2133,     718,    -926
1027,605.0,105059.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-24,96833,9806,42690,   -2256,   -1856,   -2464
1028,606.0,105060.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-17,99089,11662,45154,   12223,      11,    5708
1029,607.0,105061.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-10,86866,11651,39446,   -6412,    -783,   -6309
1030,608.0,105062.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-03,93278,12434,45755,    7441,   -1342,    7260
1031,609.0,105063.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-26,85837,13776,38495,    9066,    -129,    8232
1032,610.0,105064.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-19,76771,13905,30263,    7479,   -2046,    6878
1033,611.0,105065.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-12,69292,15951,23385,  -11010,  -19848,   13261
1034,612.0,105066.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-05,80302,35799,10124,    -891,     344,    1359
1035,613.0,105067.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-29,81193,35455,8765,   -8651,   -7688,   -2831
1036,614.0,105068.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-22,89844,43143,11596,  -35347,    6884,    1487
1037,615.0,105069.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-15,125191,36259,10109,   19271,   18696,   -4125
1038,616.0,105070.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-08,105920,17563,14234,   10276,    5770,   -4388
1039,617.0,105071.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-01,95644,11793,18622,    7369,     518,    4206
1040,618.0,105072.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-22,88275,11275,14416,    4907,     515,   -1651
1041,619.0,105073.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-15,83368,10760,16067,     698,     154,   -1904
1042,620.0,105074.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-08,82670,10606,17971,    5664,   -1521,    7113
1043,621.0,105075.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-01,77006,12127,10858,   -1844,   -5225,   -3841
1044,622.0,105076.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-25,78850,17352,14699,    1465,   -2421,     426
1045,623.0,105077.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-18,77385,19773,14273,    7535,     456,    4849
1046,624.0,105078.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-11,69850,19317,9424,   -1205,   -1131,   -1362
1047,625.0,105079.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-04,71055,20448,10786,    4884,    1233,   -2295
1048,626.0,105080.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-12-28,66171,19215,13081,     719,   -1207,   -1065
1049,627.0,105081.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-12-21,65452,20422,14146,  -35861,   -1467,    1334
1050,628.0,105082.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-12-14,101313,21889,12812,   -7643,   -8978,     315
1051,629.0,105083.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-12-07,108956,30867,12497,    3063,   -4767,     494
1052,630.0,105084.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-30,105893,35634,12003,     522,   -1573,    4267
1053,631.0,105085.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-23,105371,37207,7736,   -3173,   -3345,     519
1054,632.0,105086.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-16,108544,40552,7217,   -1254,    -866,     771
1055,633.0,105087.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-09,109798,41418,6446,   -5877,   -4478,     242
1056,634.0,105088.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-02,115675,45896,6204,    5954,    2909,    -560
1057,635.0,105089.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-10-26,109721,42987,6764,   -6314,   -6047,   -2250
1058,636.0,105090.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-10-19,116035,49034,9014,   -1079,   -7841,    1525
1059,637.0,105091.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-10-12,117114,56875,7489,    5912,    3839,    -379
1060,638.0,105092.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-10-05,111202,53036,7868,   12876,     320,    1908
1061,639.0,105093.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-09-28,98326,52716,5960,    9279,    8101,     744
1062,640.0,105094.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-09-21,89047,44615,5216,  -22738,   -5756,    -503
1063,641.0,105095.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-09-14,111785,50371,5719,    4618,    3992,     643
1064,642.0,105096.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-09-07,107167,46379,5076,   20983,   11073,   -1092
1065,643.0,105097.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-31,86184,35306,6168,   -5861,   -5201,    -596
1066,644.0,105098.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-24,92045,40507,6764,    5241,    2528,    -121
1067,645.0,105099.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-17,86804,37979,6885,    6531,    4886,     431
1068,646.0,105100.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-10,80273,33093,6454,    3327,    3594,     556
1069,647.0,105101.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-03,76946,29499,5898,    1041,   -1527,     587
1070,648.0,105102.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-07-27,75905,31026,5311,   -7039,   -5890,    -627
1071,649.0,105103.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-07-20,82944,36916,5938,   10305,    6803,    -299
1072,650.0,105104.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-07-13,72639,30113,6237,   10632,   11180,   -1375
1073,651.0,105105.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-07-06,62007,18933,7612,    2991,    2056,   -9000
1074,652.0,105106.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-29,59016,16877,16612,     567,    4612,  -10858
1075,653.0,105107.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-22,58449,12265,27470,  -26051,   -1774,    2441
1076,654.0,105108.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-15,84500,14039,25029,    7402,     890,    6988
1077,655.0,105109.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-08,77098,13149,18041,   -5040,    -281,   -9665
1078,656.0,105110.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-01,82138,13430,27706,    -131,     276,   -4625
1079,657.0,105111.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-05-25,82269,13154,32331,   -8845,    -226,   -9783
1080,658.0,105112.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-05-18,91114,13380,42114,    4752,    -325,    2761
1081,659.0,105113.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-05-11,86362,13705,39353,    4595,     527,    6784
1082,660.0,105114.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-05-04,81767,13178,32569,   10791,     868,   10634
1083,661.0,105115.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-04-27,70976,12310,21935,    5567,   -1896,    7177
1084,662.0,105116.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-04-20,65409,14206,14758,   -1013,   -6579,   11123
1085,663.0,105117.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-04-12,66422,20785,3635,  -19999,  -23434,    1281
1086,664.0,105118.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-04-06,86421,44219,2354,   10308,    9153,     303
1087,665.0,105119.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-30,76113,35066,2051,   27411,   24504,   -1411
1088,666.0,105120.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-23,48702,10562,3462,  -22901,     742,   -2616
1089,667.0,105121.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-16,71603,9820,6078,   -1279,   -1785,   -2703
1090,668.0,105122.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-09,72882,11605,8781,    7374,    5771,   -6468
1091,669.0,105123.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-02,65508,5834,15249,    2860,    -935,    1704
1092,670.0,105124.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-02-24,62648,6769,13545,     750,   -1616,    4787
1093,671.0,105125.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-02-17,61898,8385,8758,   -4790,     417,   -3644
1094,672.0,105126.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-02-10,66688,7968,12402,    3359,     133,     715
1095,673.0,105127.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-02-03,63329,7835,11687,   -2590,   -8643,    8918
1096,674.0,105128.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-01-27,65919,16478,2769,  -10144,   -8754,    1481
1097,675.0,105129.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-01-20,76063,25232,1288,  -13842,  -14426,    -801
1098,676.0,105130.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-01-13,89905,39658,2089,   16470,   10160,    -197
1099,677.0,105131.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-01-06,73435,29498,2286,    6899,    7162,   -1091
1100,678.0,105132.0,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-12-30,66536,22336,3377,    3786,    8801,   -1495
