,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Open Interest (All),Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Open Interest (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All)
685,SILVER - COMMODITY EXCHANGE INC.,2004-04-20,110293,46589,3286,   -9608,   -8855,    -442
686,SILVER - COMMODITY EXCHANGE INC.,2004-04-12,119901,55444,3728,    -606,   -1989,   -1968
687,SILVER - COMMODITY EXCHANGE INC.,2004-04-06,120507,57433,5696,    1360,   -2154,    2200
688,SILVER - COMMODITY EXCHANGE INC.,2004-03-30,119147,59587,3496,    -829,   -2133,   -1877
689,SILVER - COMMODITY EXCHANGE INC.,2004-03-23,119976,61720,5373,    2317,     276,     190
690,SILVER - COMMODITY EXCHANGE INC.,2004-03-16,117659,61444,5183,    1360,   -1691,     734
691,SILVER - COMMODITY EXCHANGE INC.,2004-03-09,116299,63135,4449,    2814,    5048,     666
692,SILVER - COMMODITY EXCHANGE INC.,2004-03-02,113485,58087,3783,   -4664,    1956,    1351
693,SILVER - COMMODITY EXCHANGE INC.,2004-02-24,118149,56131,2432,    -921,   -1013,   -1537
694,SILVER - COMMODITY EXCHANGE INC.,2004-02-17,119070,57144,3969,    6483,    3029,     -14
695,SILVER - COMMODITY EXCHANGE INC.,2004-02-10,112587,54115,3983,    5155,     909,    1333
696,SILVER - COMMODITY EXCHANGE INC.,2004-02-03,107432,53206,2650,   -6604,   -7860,   -1971
697,SILVER - COMMODITY EXCHANGE INC.,2004-01-27,114036,61066,4621,    6222,    6141,   -3122
698,SILVER - COMMODITY EXCHANGE INC.,2004-01-20,107814,54925,7743,    -910,   -2439,    2991
699,SILVER - COMMODITY EXCHANGE INC.,2004-01-13,108724,57364,4752,    1059,   -2179,     710
700,SILVER - COMMODITY EXCHANGE INC.,2004-01-06,107665,59543,4042,    4881,    4654,     678
701,SILVER - COMMODITY EXCHANGE INC.,2003-12-30,102784,54889,3364,     199,    2421,    -134
702,SILVER - COMMODITY EXCHANGE INC.,2003-12-22,102585,52468,3498,   -1508,    -769,    -271
703,SILVER - COMMODITY EXCHANGE INC.,2003-12-16,104093,53237,3769,     993,    2429,     174
704,SILVER - COMMODITY EXCHANGE INC.,2003-12-09,103100,50808,3595,    -977,    3010,     939
705,SILVER - COMMODITY EXCHANGE INC.,2003-12-02,104077,47798,2656,   -3685,    6562,     997
706,SILVER - COMMODITY EXCHANGE INC.,2003-11-25,107762,41236,1659,   -1958,   -1331,   -3554
707,SILVER - COMMODITY EXCHANGE INC.,2003-11-18,109720,42567,5213,   17840,   13075,    -164
708,SILVER - COMMODITY EXCHANGE INC.,2003-11-11,91880,29492,5377,    -376,    -735,     221
709,SILVER - COMMODITY EXCHANGE INC.,2003-11-04,92256,30227,5156,   -1153,   -2841,     145
710,SILVER - COMMODITY EXCHANGE INC.,2003-10-28,93409,33068,5011,    2810,    2912,   -3217
711,SILVER - COMMODITY EXCHANGE INC.,2003-10-21,90599,30156,8228,    3604,    1977,   -1465
712,SILVER - COMMODITY EXCHANGE INC.,2003-10-14,86995,28179,9693,   -2791,   -1553,    2702
713,SILVER - COMMODITY EXCHANGE INC.,2003-10-07,89786,29732,6991,  -15756,  -21226,     958
714,SILVER - COMMODITY EXCHANGE INC.,2003-09-30,105542,50958,6033,   -9036,   -3441,     291
715,SILVER - COMMODITY EXCHANGE INC.,2003-09-23,114578,54399,5742,    -932,   -1730,     624
716,SILVER - COMMODITY EXCHANGE INC.,2003-09-16,115510,56129,5118,    6012,   -1361,     438
717,SILVER - COMMODITY EXCHANGE INC.,2003-09-09,109498,57490,4680,    6187,    9680,   -1393
718,SILVER - COMMODITY EXCHANGE INC.,2003-09-02,103311,47810,6073,     -32,    1062,    1670
719,SILVER - COMMODITY EXCHANGE INC.,2003-08-26,103343,46748,4403,   -4365,    1676,   -1079
720,SILVER - COMMODITY EXCHANGE INC.,2003-08-19,107708,45072,5482,     263,   -3274,    -681
721,SILVER - COMMODITY EXCHANGE INC.,2003-08-12,107445,48346,6163,   -2560,   -4720,     810
722,SILVER - COMMODITY EXCHANGE INC.,2003-08-05,110005,53066,5353,    1194,   -2938,   -2219
723,SILVER - COMMODITY EXCHANGE INC.,2003-07-29,108811,56004,7572,   19776,   16674,   -1847
724,SILVER - COMMODITY EXCHANGE INC.,2003-07-22,89035,39330,9419,    1163,     693,    1125
725,SILVER - COMMODITY EXCHANGE INC.,2003-07-15,87872,38637,8294,    6097,    7512,   -1916
726,SILVER - COMMODITY EXCHANGE INC.,2003-07-08,81775,31125,10210,    1803,    4439,   -7600
727,SILVER - COMMODITY EXCHANGE INC.,2003-07-01,79972,26686,17810,   -3933,    -468,     412
728,SILVER - COMMODITY EXCHANGE INC.,2003-06-24,83905,27154,17398,    4477,    -204,    3722
729,SILVER - COMMODITY EXCHANGE INC.,2003-06-17,79428,27358,13676,     744,     754,    1736
730,SILVER - COMMODITY EXCHANGE INC.,2003-06-10,78684,26604,11940,    2772,    -394,    5690
731,SILVER - COMMODITY EXCHANGE INC.,2003-06-03,75912,26998,6250,   -6635,   -9417,     140
732,SILVER - COMMODITY EXCHANGE INC.,2003-05-27,82547,36415,6110,   -6816,   -3925,   -2066
733,SILVER - COMMODITY EXCHANGE INC.,2003-05-20,89363,40340,8176,     255,    1302,    1371
734,SILVER - COMMODITY EXCHANGE INC.,2003-05-13,89108,39038,6805,    4335,    4869,   -1776
735,SILVER - COMMODITY EXCHANGE INC.,2003-05-06,84773,34169,8581,    2816,    9554,   -6817
736,SILVER - COMMODITY EXCHANGE INC.,2003-04-29,81957,24615,15398,   -5607,   -2177,   -7303
737,SILVER - COMMODITY EXCHANGE INC.,2003-04-22,87564,26792,22701,   -1141,     -62,   -4500
738,SILVER - COMMODITY EXCHANGE INC.,2003-04-15,88705,26854,27201,   -1987,    -658,    -991
739,SILVER - COMMODITY EXCHANGE INC.,2003-04-08,90692,27512,28192,    1645,    2244,    -756
740,SILVER - COMMODITY EXCHANGE INC.,2003-04-01,89047,25268,28948,     858,     175,    3234
741,SILVER - COMMODITY EXCHANGE INC.,2003-03-25,88189,25093,25714,    4261,   -2425,   10955
742,SILVER - COMMODITY EXCHANGE INC.,2003-03-18,83928,27518,14759,    1985,   -1079,    8182
743,SILVER - COMMODITY EXCHANGE INC.,2003-03-11,81943,28597,6577,     118,    1088,   -2922
744,SILVER - COMMODITY EXCHANGE INC.,2003-03-04,81825,27509,9499,   -9130,   -3120,    -224
745,SILVER - COMMODITY EXCHANGE INC.,2003-02-25,90955,30629,9723,   -1184,    -192,    -920
746,SILVER - COMMODITY EXCHANGE INC.,2003-02-14,92139,30821,10643,   -2897,   -5640,    3319
747,SILVER - COMMODITY EXCHANGE INC.,2003-02-11,95036,36461,7324,   -8478,  -12649,     742
748,SILVER - COMMODITY EXCHANGE INC.,2003-02-04,103514,49110,6582,    1300,    1971,    -585
749,SILVER - COMMODITY EXCHANGE INC.,2003-01-28,102214,47139,7167,    2794,     123,   -1449
750,SILVER - COMMODITY EXCHANGE INC.,2003-01-21,99420,47016,8616,     820,    1115,     -42
751,SILVER - COMMODITY EXCHANGE INC.,2003-01-14,98600,45901,8658,    2861,     -92,    1252
752,SILVER - COMMODITY EXCHANGE INC.,2003-01-07,95739,45993,7406,   14819,    9341,    2634
753,SILVER - COMMODITY EXCHANGE INC.,2002-12-31,80920,36652,4772,    3988,    2406,    -542
754,SILVER - COMMODITY EXCHANGE INC.,2002-12-23,76932,34246,5314,   -1967,     482,    -824
755,SILVER - COMMODITY EXCHANGE INC.,2002-12-17,78899,33764,6138,    2204,    2476,   -4011
756,SILVER - COMMODITY EXCHANGE INC.,2002-12-10,76695,31288,10149,   -2488,    1973,   -6616
757,SILVER - COMMODITY EXCHANGE INC.,2002-12-03,79183,29315,16765,   -4273,     527,     441
758,SILVER - COMMODITY EXCHANGE INC.,2002-11-26,83456,28788,16324,   -2800,   -3551,    1840
759,SILVER - COMMODITY EXCHANGE INC.,2002-11-19,86256,32339,14484,    2153,    1594,   -1452
760,SILVER - COMMODITY EXCHANGE INC.,2002-11-12,84103,30745,15936,   -1500,    2331,   -6298
761,SILVER - COMMODITY EXCHANGE INC.,2002-11-05,85603,28414,22234,   -3460,   -1523,   -5167
762,SILVER - COMMODITY EXCHANGE INC.,2002-10-29,89063,29937,27401,   -3613,    -191,   -3516
763,SILVER - COMMODITY EXCHANGE INC.,2002-10-22,92676,30128,30917,    2028,    1499,    1915
764,SILVER - COMMODITY EXCHANGE INC.,2002-10-15,90648,28629,29002,    4147,    -623,    8120
765,SILVER - COMMODITY EXCHANGE INC.,2002-10-08,86501,29252,20882,    4758,   -1588,    8090
766,SILVER - COMMODITY EXCHANGE INC.,2002-10-01,81743,30840,12792,      80,   -2113,    2045
767,SILVER - COMMODITY EXCHANGE INC.,2002-09-24,81663,32953,10747,     478,    4547,   -3340
768,SILVER - COMMODITY EXCHANGE INC.,2002-09-17,81185,28406,14087,    1176,    1794,    -951
769,SILVER - COMMODITY EXCHANGE INC.,2002-09-10,80009,26612,15038,    2130,     402,     183
770,SILVER - COMMODITY EXCHANGE INC.,2002-09-03,77879,26210,14855,   -1589,    -340,    1431
771,SILVER - COMMODITY EXCHANGE INC.,2002-08-27,79468,26550,13424,   -3962,     319,    3637
772,SILVER - COMMODITY EXCHANGE INC.,2002-08-20,83430,26231,9787,    1039,   -2750,    3543
773,SILVER - COMMODITY EXCHANGE INC.,2002-08-13,82391,28981,6244,   -1239,    -711,    1478
774,SILVER - COMMODITY EXCHANGE INC.,2002-08-06,83630,29692,4766,     528,   -2390,    1058
775,SILVER - COMMODITY EXCHANGE INC.,2002-07-30,83102,32082,3708,  -12215,  -15028,    -127
776,SILVER - COMMODITY EXCHANGE INC.,2002-07-23,95317,47110,3835,   -5111,   -5524,    -254
777,SILVER - COMMODITY EXCHANGE INC.,2002-07-16,100428,52634,4089,    3259,    2568,   -1653
778,SILVER - COMMODITY EXCHANGE INC.,2002-07-09,97169,50066,5742,    3228,    3050,     979
779,SILVER - COMMODITY EXCHANGE INC.,2002-07-02,93941,47016,4763,   -4986,    2195,    -894
780,SILVER - COMMODITY EXCHANGE INC.,2002-06-25,98927,44821,5657,   -3681,   -4675,     816
781,SILVER - COMMODITY EXCHANGE INC.,2002-06-18,102608,49496,4841,    1044,   -5224,     313
782,SILVER - COMMODITY EXCHANGE INC.,2002-06-11,101564,54720,4528,     161,   -3464,   -1484
783,SILVER - COMMODITY EXCHANGE INC.,2002-06-04,101403,58184,6012,    2637,    2092,    -574
784,SILVER - COMMODITY EXCHANGE INC.,2002-05-28,98766,56092,6586,   13100,    7054,    2878
785,SILVER - COMMODITY EXCHANGE INC.,2002-05-21,85666,49038,3708,   10779,   14661,     295
786,SILVER - COMMODITY EXCHANGE INC.,2002-05-14,74887,34377,3413,    1158,     680,    -348
787,SILVER - COMMODITY EXCHANGE INC.,2002-05-07,73729,33697,3761,     111,    1036,      75
788,SILVER - COMMODITY EXCHANGE INC.,2002-04-30,73618,32661,3686,    2335,     311,     -12
789,SILVER - COMMODITY EXCHANGE INC.,2002-04-23,71283,32350,3698,   -2491,   -1775,   -2260
790,SILVER - COMMODITY EXCHANGE INC.,2002-04-16,73774,34125,5958,   -5252,   -9447,    1426
791,SILVER - COMMODITY EXCHANGE INC.,2002-04-09,79026,43572,4532,   -1035,   -2043,     846
792,SILVER - COMMODITY EXCHANGE INC.,2002-04-02,80061,45615,3686,    5584,    6795,    -331
793,SILVER - COMMODITY EXCHANGE INC.,2002-03-26,74477,38820,4017,    2699,    2139,     417
794,SILVER - COMMODITY EXCHANGE INC.,2002-03-19,71778,36681,3600,    1857,     166,    -282
795,SILVER - COMMODITY EXCHANGE INC.,2002-03-12,69921,36515,3882,    3028,     520,     -76
796,SILVER - COMMODITY EXCHANGE INC.,2002-03-05,66893,35995,3958,    1884,    3668,   -1259
797,SILVER - COMMODITY EXCHANGE INC.,2002-02-26,65009,32327,5217,   -3009,    -206,     812
798,SILVER - COMMODITY EXCHANGE INC.,2002-02-19,68018,32533,4405,    3316,    1756,     152
799,SILVER - COMMODITY EXCHANGE INC.,2002-02-12,64702,30777,4253,   -1312,      65,   -1238
800,SILVER - COMMODITY EXCHANGE INC.,2002-02-05,66014,30712,5491,     832,   -1716,    1658
801,SILVER - COMMODITY EXCHANGE INC.,2002-01-29,65182,32428,3833,   -2395,   -4208,     233
802,SILVER - COMMODITY EXCHANGE INC.,2002-01-22,67577,36636,3600,   -4171,   -4246,   -1074
803,SILVER - COMMODITY EXCHANGE INC.,2002-01-15,71748,40882,4674,    4336,    3154,    -441
804,SILVER - COMMODITY EXCHANGE INC.,2002-01-08,67412,37728,5115,    4152,    5670,   -3875
805,SILVER - COMMODITY EXCHANGE INC.,2001-12-28,63260,32058,8990,    -588,     250,   -4850
806,SILVER - COMMODITY EXCHANGE INC.,2001-12-21,63848,31808,13840,   -1856,    -299,   -5176
807,SILVER - COMMODITY EXCHANGE INC.,2001-12-18,65704,32107,19016,   -2125,    -716,   -5903
808,SILVER - COMMODITY EXCHANGE INC.,2001-12-11,67829,32823,24919,   -3522,     467,   -4384
809,SILVER - COMMODITY EXCHANGE INC.,2001-12-04,71351,32356,29303,   -1498,     767,    -863
810,SILVER - COMMODITY EXCHANGE INC.,2001-11-27,72849,31589,30166,   -2619,      57,    2667
811,SILVER - COMMODITY EXCHANGE INC.,2001-11-20,75468,31532,27499,    1797,    -388,    2418
812,SILVER - COMMODITY EXCHANGE INC.,2001-11-13,73671,31920,25081,     496,     745,    3098
813,SILVER - COMMODITY EXCHANGE INC.,2001-11-06,73175,31175,21983,    5759,     702,   10136
814,SILVER - COMMODITY EXCHANGE INC.,2001-10-30,67416,30473,11847,    1896,   -1125,    3344
815,SILVER - COMMODITY EXCHANGE INC.,2001-10-23,65520,31598,8503,     -37,   -6354,    1807
816,SILVER - COMMODITY EXCHANGE INC.,2001-10-16,65557,37952,6696,   -5658,   -5791,   -2308
817,SILVER - COMMODITY EXCHANGE INC.,2001-10-09,71215,43743,9004,    5742,    6314,    1568
818,SILVER - COMMODITY EXCHANGE INC.,2001-10-02,65473,37429,7436,    2346,    3732,   -2141
819,SILVER - COMMODITY EXCHANGE INC.,2001-09-25,63127,33697,9577,    -465,    -367,  -15628
820,SILVER - COMMODITY EXCHANGE INC.,2001-09-18,63592,34064,25205,   -7233,    1336,   -6293
821,SILVER - COMMODITY EXCHANGE INC.,2001-09-10,70825,32728,31498,   -1722,    -240,     133
822,SILVER - COMMODITY EXCHANGE INC.,2001-09-04,72547,32968,31365,   -1167,    -376,    1493
823,SILVER - COMMODITY EXCHANGE INC.,2001-08-28,73714,33344,29872,    -899,     389,    -113
824,SILVER - COMMODITY EXCHANGE INC.,2001-08-21,74613,32955,29985,    -594,    1798,   -1798
825,SILVER - COMMODITY EXCHANGE INC.,2001-08-14,75207,31157,31783,   -2849,   -1294,   -2018
826,SILVER - COMMODITY EXCHANGE INC.,2001-08-07,78056,32451,33801,     440,      78,    -325
827,SILVER - COMMODITY EXCHANGE INC.,2001-07-31,77616,32373,34126,     894,     510,     286
828,SILVER - COMMODITY EXCHANGE INC.,2001-07-24,76722,31863,33840,    -706,     343,    -266
829,SILVER - COMMODITY EXCHANGE INC.,2001-07-17,77428,31520,34106,    3897,    -143,    3010
830,SILVER - COMMODITY EXCHANGE INC.,2001-07-10,73531,31663,31096,    4457,     483,    3478
831,SILVER - COMMODITY EXCHANGE INC.,2001-07-03,69074,31180,27618,   -1420,    2027,    4589
832,SILVER - COMMODITY EXCHANGE INC.,2001-06-26,70494,29153,23029,    5186,     646,    4055
833,SILVER - COMMODITY EXCHANGE INC.,2001-06-19,65308,28507,18974,   -3518,    -559,   -2917
834,SILVER - COMMODITY EXCHANGE INC.,2001-06-12,68826,29066,21891,    2387,   -1437,    2794
835,SILVER - COMMODITY EXCHANGE INC.,2001-06-05,66439,30503,19097,   -2025,   -2306,    1895
836,SILVER - COMMODITY EXCHANGE INC.,2001-05-29,68464,32809,17202,     491,     430,   -3850
837,SILVER - COMMODITY EXCHANGE INC.,2001-05-22,67973,32379,21052,   -1437,    2795,   -9993
838,SILVER - COMMODITY EXCHANGE INC.,2001-05-15,69410,29584,31045,    2557,     510,    2593
839,SILVER - COMMODITY EXCHANGE INC.,2001-05-08,66853,29074,28452,    2072,     178,    3659
840,SILVER - COMMODITY EXCHANGE INC.,2001-05-01,64781,28896,24793,   -2859,     247,    2699
841,SILVER - COMMODITY EXCHANGE INC.,2001-04-24,67640,28649,22094,   -2752,     547,   -3389
842,SILVER - COMMODITY EXCHANGE INC.,2001-04-17,70392,28102,25483,   -4913,   -2474,   -2867
843,SILVER - COMMODITY EXCHANGE INC.,2001-04-10,75305,30576,28350,      24,    -169,   -1243
844,SILVER - COMMODITY EXCHANGE INC.,2001-04-03,75281,30745,29593,    2023,     383,    1741
845,SILVER - COMMODITY EXCHANGE INC.,2001-03-27,73258,30362,27852,   -1757,     651,   -3301
846,SILVER - COMMODITY EXCHANGE INC.,2001-03-20,75015,29711,31153,    1977,      69,     444
847,SILVER - COMMODITY EXCHANGE INC.,2001-03-13,73038,29642,30709,   -1301,     211,   -1020
848,SILVER - COMMODITY EXCHANGE INC.,2001-03-06,74339,29431,31729,   -8682,    -336,    2169
849,SILVER - COMMODITY EXCHANGE INC.,2001-02-27,83021,29767,29560,    6195,     341,    1345
850,SILVER - COMMODITY EXCHANGE INC.,2001-02-20,76826,29426,28215,    4731,    -102,    5122
851,SILVER - COMMODITY EXCHANGE INC.,2001-02-13,72095,29528,23093,    5756,   -3467,    7245
852,SILVER - COMMODITY EXCHANGE INC.,2001-02-06,66339,32995,15848,    -139,    1863,    -121
853,SILVER - COMMODITY EXCHANGE INC.,2001-01-30,66478,31132,15969,    -242,     168,   -3195
854,SILVER - COMMODITY EXCHANGE INC.,2001-01-23,66720,30964,19164,   -2490,     111,  -10080
855,SILVER - COMMODITY EXCHANGE INC.,2001-01-16,69210,30853,29244,   -3355,   -1334,   -3672
856,SILVER - COMMODITY EXCHANGE INC.,2001-01-09,72565,32187,32916,    -690,     305,   -1181
857,SILVER - COMMODITY EXCHANGE INC.,2001-01-02,73255,31882,34097,     964,    -170,    1285
858,SILVER - COMMODITY EXCHANGE INC.,2000-12-26,72291,32052,32812,    -970,       5,     -29
859,SILVER - COMMODITY EXCHANGE INC.,2000-12-19,73261,32047,32841,   -1836,   -2353,     385
860,SILVER - COMMODITY EXCHANGE INC.,2000-12-12,75097,34400,32456,    1582,     436,    -260
861,SILVER - COMMODITY EXCHANGE INC.,2000-12-05,73515,33964,32716,   -6168,     915,    1346
862,SILVER - COMMODITY EXCHANGE INC.,2000-11-28,79683,33049,31370,   -1699,    2432,   -1067
863,SILVER - COMMODITY EXCHANGE INC.,2000-11-21,81382,30617,32437,   -2826,    -303,   -2193
864,SILVER - COMMODITY EXCHANGE INC.,2000-11-14,84208,30920,34630,   -2338,   -4631,    -933
865,SILVER - COMMODITY EXCHANGE INC.,2000-11-07,86546,35551,35563,    1705,    1091,     813
866,SILVER - COMMODITY EXCHANGE INC.,2000-10-31,84841,34460,34750,    2748,   -1025,    2299
867,SILVER - COMMODITY EXCHANGE INC.,2000-10-24,82093,35485,32451,    3603,     770,    5480
868,SILVER - COMMODITY EXCHANGE INC.,2000-10-17,78490,34715,26971,    3575,    2275,    3379
869,SILVER - COMMODITY EXCHANGE INC.,2000-10-10,74915,32440,23592,    2550,     668,     478
870,SILVER - COMMODITY EXCHANGE INC.,2000-10-03,72365,31772,23114,    -986,    -606,   -2356
871,SILVER - COMMODITY EXCHANGE INC.,2000-09-26,73351,32378,25470,    -274,    -142,    -271
872,SILVER - COMMODITY EXCHANGE INC.,2000-09-19,73625,32520,25741,    1103,    -720,    1756
873,SILVER - COMMODITY EXCHANGE INC.,2000-09-12,72522,33240,23985,   -1768,    1199,    -447
874,SILVER - COMMODITY EXCHANGE INC.,2000-09-05,74290,32041,24432,  -13476,   -1336,   -6246
875,SILVER - COMMODITY EXCHANGE INC.,2000-08-29,87766,33377,30678,  -10932,    -818,   -2305
876,SILVER - COMMODITY EXCHANGE INC.,2000-08-22,98698,34195,32983,    2414,     363,    2099
877,SILVER - COMMODITY EXCHANGE INC.,2000-08-15,96284,33832,30884,    6751,    1863,    5780
878,SILVER - COMMODITY EXCHANGE INC.,2000-08-08,89533,31969,25104,   11265,    2487,    5337
879,SILVER - COMMODITY EXCHANGE INC.,2000-08-01,78268,29482,19767,    1366,   -1140,   -1958
880,SILVER - COMMODITY EXCHANGE INC.,2000-07-25,76902,30622,21725,    4830,    1535,    3988
881,SILVER - COMMODITY EXCHANGE INC.,2000-07-18,72072,29087,17737,   -2273,   -2124,   -1686
882,SILVER - COMMODITY EXCHANGE INC.,2000-07-11,74345,31211,19423,     321,     750,    2319
883,SILVER - COMMODITY EXCHANGE INC.,2000-07-05,74024,30461,17104,   -4713,     959,   -3617
884,SILVER - COMMODITY EXCHANGE INC.,2000-06-27,78737,29502,20721,    6238,    -594,    7416
885,SILVER - COMMODITY EXCHANGE INC.,2000-06-20,72499,30096,13305,   -2660,     806,   -1046
886,SILVER - COMMODITY EXCHANGE INC.,2000-06-13,75159,29290,14351,   -1135,   -2135,    -935
887,SILVER - COMMODITY EXCHANGE INC.,2000-06-06,76294,31425,15286,   -5068,   -2846,  -13801
888,SILVER - COMMODITY EXCHANGE INC.,2000-05-30,81362,34271,29087,    5731,    1614,    8963
889,SILVER - COMMODITY EXCHANGE INC.,2000-05-23,75631,32657,20124,    3615,    1050,    4840
890,SILVER - COMMODITY EXCHANGE INC.,2000-05-16,72016,31607,15284,   -1462,    -686,    -925
891,SILVER - COMMODITY EXCHANGE INC.,2000-05-09,73478,32293,16209,     805,      72,   -4219
892,SILVER - COMMODITY EXCHANGE INC.,2000-05-02,72673,32221,20428,   -9878,     811,     287
893,SILVER - COMMODITY EXCHANGE INC.,2000-04-25,82551,31410,20141,    5823,      97,    8414
894,SILVER - COMMODITY EXCHANGE INC.,2000-04-18,76728,31313,11727,    5264,     586,    -902
895,SILVER - COMMODITY EXCHANGE INC.,2000-04-11,71464,30727,12629,   -2149,    -199,   -3956
896,SILVER - COMMODITY EXCHANGE INC.,2000-04-04,73613,30926,16585,   -5070,   -3541,   -1698
897,SILVER - COMMODITY EXCHANGE INC.,2000-03-28,78683,34467,18283,    4546,     740,    2027
898,SILVER - COMMODITY EXCHANGE INC.,2000-03-21,74137,33727,16256,    -131,    -790,   -1593
899,SILVER - COMMODITY EXCHANGE INC.,2000-03-14,74268,34517,17849,    -148,     993,    2122
900,SILVER - COMMODITY EXCHANGE INC.,2000-03-07,74416,33524,15727,     346,    -865,    5247
901,SILVER - COMMODITY EXCHANGE INC.,2000-02-29,74070,34389,10480,   -5859,   -7662,    8833
902,SILVER - COMMODITY EXCHANGE INC.,2000-02-22,79929,42051,1647,   -1240,    -568,    -330
903,SILVER - COMMODITY EXCHANGE INC.,2000-02-15,81169,42619,1977,   -4726,   -4743,   -1192
904,SILVER - COMMODITY EXCHANGE INC.,2000-02-08,85895,47362,3169,    5236,    4172,   -1083
905,SILVER - COMMODITY EXCHANGE INC.,2000-02-01,80659,43190,4252,    3873,    4047,   -2350
906,SILVER - COMMODITY EXCHANGE INC.,2000-01-25,76786,39143,6602,     354,    3919,   -4555
907,SILVER - COMMODITY EXCHANGE INC.,2000-01-18,76432,35224,11157,    3275,    -255,    5447
908,SILVER - COMMODITY EXCHANGE INC.,2000-01-11,73157,35479,5710,   -2936,   -4414,     665
909,SILVER - COMMODITY EXCHANGE INC.,2000-01-04,76093,39893,5045,    6093,    7252,   -1538
910,SILVER - COMMODITY EXCHANGE INC.,1999-12-28,70000,32641,6583,     938,      99,       9
911,SILVER - COMMODITY EXCHANGE INC.,1999-12-21,69062,32542,6574,    -727,    1599,   -1940
912,SILVER - COMMODITY EXCHANGE INC.,1999-12-14,69789,30943,8514,      20,    -806,    -257
913,SILVER - COMMODITY EXCHANGE INC.,1999-12-07,69769,31749,8771,   -1805,    -518,     937
914,SILVER - COMMODITY EXCHANGE INC.,1999-11-30,71574,32267,7834,   -4635,   -1162,     697
915,SILVER - COMMODITY EXCHANGE INC.,1999-11-23,76209,33429,7137,   -4852,     715,   -6984
916,SILVER - COMMODITY EXCHANGE INC.,1999-11-16,81061,32714,14121,   -5397,     278,   -2474
917,SILVER - COMMODITY EXCHANGE INC.,1999-11-09,86458,32436,16595,    6922,   -1615,    9884
918,SILVER - COMMODITY EXCHANGE INC.,1999-11-02,79536,34051,6711,    1637,    1018,    1924
919,SILVER - COMMODITY EXCHANGE INC.,1999-10-26,77899,33033,4787,   -2421,   -4233,    2216
920,SILVER - COMMODITY EXCHANGE INC.,1999-10-19,80320,37266,2571,  -15231,  -16054,    -563
921,SILVER - COMMODITY EXCHANGE INC.,1999-10-12,95551,53320,3134,    2814,    3330,   -1624
922,SILVER - COMMODITY EXCHANGE INC.,1999-10-05,92737,49990,4758,    2954,     164,    -262
923,SILVER - COMMODITY EXCHANGE INC.,1999-09-28,89783,49826,5020,   10646,   10355,   -3350
924,SILVER - COMMODITY EXCHANGE INC.,1999-09-21,79137,39471,8370,    4158,    5284,    -971
925,SILVER - COMMODITY EXCHANGE INC.,1999-09-14,74979,34187,9341,    2240,     422,     911
926,SILVER - COMMODITY EXCHANGE INC.,1999-09-07,72739,33765,8430,   -1105,    -318,     967
927,SILVER - COMMODITY EXCHANGE INC.,1999-08-31,73844,34083,7463,   -9690,   -4268,    3575
928,SILVER - COMMODITY EXCHANGE INC.,1999-08-24,83534,38351,3888,   -3265,   -6231,    1222
929,SILVER - COMMODITY EXCHANGE INC.,1999-08-17,86799,44582,2666,   -7587,   -6577,     -55
930,SILVER - COMMODITY EXCHANGE INC.,1999-08-10,94386,51159,2721,    8326,    6164,    -314
931,SILVER - COMMODITY EXCHANGE INC.,1999-08-03,86060,44995,3035,   11387,   14171,   -2139
932,SILVER - COMMODITY EXCHANGE INC.,1999-07-27,74673,30824,5174,    -321,    1229,   -1691
933,SILVER - COMMODITY EXCHANGE INC.,1999-07-20,74994,29595,6865,   -6013,   -5773,    3672
934,SILVER - COMMODITY EXCHANGE INC.,1999-07-13,81007,35368,3193,    -768,    -319,    -150
935,SILVER - COMMODITY EXCHANGE INC.,1999-07-06,81775,35687,3343,    3332,    6008,   -6164
936,SILVER - COMMODITY EXCHANGE INC.,1999-06-29,78443,29679,9507,   -1423,    2118,   -6021
937,SILVER - COMMODITY EXCHANGE INC.,1999-06-22,79866,27561,15528,    3384,     -64,    2390
938,SILVER - COMMODITY EXCHANGE INC.,1999-06-15,76482,27625,13138,   -5689,    1016,   -2382
939,SILVER - COMMODITY EXCHANGE INC.,1999-06-08,82171,26609,15520,    5683,    -222,    6652
940,SILVER - COMMODITY EXCHANGE INC.,1999-06-01,76488,26831,8868,    2238,   -2444,    6087
941,SILVER - COMMODITY EXCHANGE INC.,1999-05-25,74250,29275,2781,   -7019,  -10048,    1013
942,SILVER - COMMODITY EXCHANGE INC.,1999-05-18,81269,39323,1768,    -753,   -1268,    -368
943,SILVER - COMMODITY EXCHANGE INC.,1999-05-11,82022,40591,2136,    5408,    4784,   -1289
944,SILVER - COMMODITY EXCHANGE INC.,1999-05-04,76614,35807,3425,   -5795,    3835,   -5120
945,SILVER - COMMODITY EXCHANGE INC.,1999-04-27,82409,31972,8545,    -687,    1132,    -811
946,SILVER - COMMODITY EXCHANGE INC.,1999-04-20,83096,30840,9356,   -1860,   -1128,  -10807
947,SILVER - COMMODITY EXCHANGE INC.,1999-04-13,84956,31968,20163,    5186,   -1452,    8626
948,SILVER - COMMODITY EXCHANGE INC.,1999-04-06,79770,33420,11537,    1203,    1117,    4566
