Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions,Close,Change Price,signal,Interpretation
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-09-16,69430,47384,-1591,14881,134445,-20820,22046,-16472.0,0.07598172128200531,0.0005754753947257996,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-09-09,71021,32503,-4423,-3777,155265,11010,38518,-646.0,0.07572498917579651,-0.00012912601232528687,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-09-02,75444,36280,3764,1270,144255,2590,39164,2494.0,0.07631898671388626,5.826354026794434e-06,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-08-26,71680,35010,15473,-8790,141665,490,36670,24263.0,0.07639752328395844,-3.74913215637207e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-08-19,56207,43800,4274,-8174,141175,-13519,12407,12448.0,0.07664050906896591,0.0004813671112060547,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-08-12,51933,51974,-25602,6872,154694,11458,-41,-32474.0,0.07612059265375137,-4.567950963973999e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-08-05,77535,45102,-23016,21666,143236,-1948,32433,-44682.0,0.07520425319671631,-0.00028573721647262573,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-29,100551,23436,1728,3747,145184,2930,77115,-2019.0,0.07655209302902222,0.0005388334393501282,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-22,98823,19689,12116,2619,142254,11146,79134,9497.0,0.07730962336063385,-3.7439167499542236e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-15,86707,17070,3930,3104,131108,4877,69637,826.0,0.07726404815912247,-0.00010658800601959229,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-08,82777,13966,-2610,-1859,126231,-3194,68811,-751.0,0.0770227313041687,-9.254366159439087e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-07-01,85387,15825,444,-149,129425,1092,69562,593.0,0.07728572189807892,0.0002911612391471863,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-06-24,84943,15974,-6284,-6178,128333,-6684,68969,-106.0,0.07657600939273834,-0.00033405423164367676,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-06-17,91227,22152,-15339,5789,135017,-65185,69075,-21128.0,0.07628172636032104,-0.0007219687104225159,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-06-10,106566,16363,900,-3287,200202,37555,90203,4187.0,0.07680962979793549,-9.481608867645264e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-06-03,105666,19650,3858,1143,162647,5021,86016,2715.0,0.077287457883358,-8.766353130340576e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-05-27,101808,18507,9078,3043,157626,2831,83301,6035.0,0.0777798518538475,5.144625902175903e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-05-20,92730,15464,6593,-2051,154795,5586,77266,8644.0,0.07744769752025604,5.9217214584350586e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-05-13,86137,17515,18474,-2264,149209,2754,68622,20738.0,0.07748664170503616,-8.505582809448242e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-05-06,67663,19779,-410,1324,146455,18355,47884,-1734.0,0.07676111161708832,-0.00037266314029693604,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-29,68073,18455,-256,3637,128100,-832,49618,-3893.0,0.07630849629640579,-0.00017462670803070068,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-22,68329,14818,-2709,-1983,128932,-2480,53511,-726.0,0.076618492603302,8.221715688705444e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-15,71038,16801,667,2931,131412,1081,54237,-2264.0,0.07638473808765411,-0.00020299851894378662,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-08,70371,13870,20478,-14239,130331,-14939,56501,34717.0,0.07651852816343307,-0.0004916265606880188,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-04-01,49893,28109,27124,3686,145270,29412,21784,23438.0,0.07662764936685562,0.00022301077842712402,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-03-25,22769,24423,3449,3833,115858,4801,-1654,-384.0,0.07625491172075272,4.3995678424835205e-05,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-03-18,19320,20590,6581,-396,111057,-55892,-1270,6977.0,0.07606025785207748,0.0007862597703933716,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-03-11,12739,20986,4509,-7994,166949,40064,-8247,12503.0,0.07527626305818558,-0.00025300681591033936,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-03-04,8230,28980,-1741,-2560,126885,-1657,-20750,819.0,0.0753287747502327,-0.00021532922983169556,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-02-25,9971,31540,1877,134,128542,-2555,-21569,1743.0,0.0756315216422081,0.0006682127714157104,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-02-18,8094,31406,-1588,-12216,131097,3872,-23312,10628.0,0.07554410398006439,0.00047782063484191895,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-02-11,9682,43622,-4012,-4587,127225,-4607,-33940,575.0,0.07525094598531723,0.0001471191644668579,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-02-04,13694,48209,-7036,-7837,131832,-1203,-34515,801.0,0.07512781023979187,-0.0002555921673774719,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-01-28,20730,56046,-6009,25679,133035,11893,-35316,-31688.0,0.07588865607976913,0.001230873167514801,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-01-21,26739,30367,-5756,11589,121142,8144,-3628,-17345.0,0.07533751428127289,0.00014162808656692505,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-01-14,32495,18778,-5954,-2064,112998,-4010,13717,-3890.0,0.07646849751472473,0.0006862357258796692,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2014-01-07,38449,20842,575,-1427,117008,205,17607,2002.0,0.07687635719776154,0.0006841346621513367,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-31,37874,22269,-9332,-4759,116803,-6930,15605,-4573.0,0.07676181942224503,-1.8849968910217285e-06,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-24,47206,27028,6796,2268,123733,9119,20178,4528.0,0.07683376967906952,-5.729496479034424e-06,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-17,40410,24760,458,7338,114614,-40613,15650,-6880.0,0.07723045349121094,-0.0002823173999786377,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-10,39952,17422,12291,-1306,155227,33766,22530,13597.0,0.07782524824142456,0.00102262943983078,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-12-03,27661,18728,-10847,-7317,121461,-6109,8933,-3530.0,0.07633116096258163,-0.0003436654806137085,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-11-26,38508,26045,-2056,-4980,127570,-2539,12463,2924.0,0.07660792022943497,0.0003591179847717285,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-11-19,40564,31025,7950,5428,130109,7938,9539,2522.0,0.07724333554506302,0.0008072778582572937,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-11-12,32614,25597,3140,1303,122171,6099,7017,1837.0,0.07590708881616592,-0.0009833946824073792,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-11-05,29474,24294,1739,1455,116072,1566,5180,284.0,0.07597976177930832,2.816319465637207e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-29,27735,22839,-1041,1277,114506,-828,4896,-2318.0,0.07734993100166321,0.0001438632607460022,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-22,28776,21562,5062,5609,115334,9020,7214,-547.0,0.07785451412200928,0.000845782458782196,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-15,23714,15953,-3570,-398,106314,-1661,7761,-3172.0,0.07698401063680649,-0.000862807035446167,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-08,27284,16351,-9877,-6209,107975,-11813,10933,-3668.0,0.07578226178884506,-4.0918588638305664e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-10-01,37161,22560,-10726,-11304,119788,-10369,14601,578.0,0.07597565650939941,-0.0003166571259498596,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-09-24,47887,33864,19408,-4816,130157,18682,14023,24224.0,0.07714203745126724,0.00024912506341934204,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-09-17,28479,38680,-4274,14206,111475,-33650,-10201,-18480.0,0.07740573585033417,-0.0016482695937156677,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-09-10,32753,24474,-1008,-8599,145125,37151,8279,7591.0,0.07648435235023499,-0.00023471564054489136,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-09-03,33761,33073,-8015,-1505,107974,-1487,688,-6510.0,0.07469933480024338,-0.0004468262195587158,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-08-27,41776,34578,-19459,9474,109461,14976,7198,-28933.0,0.07545996457338333,0.0003450736403465271,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-08-20,61235,25104,-5664,-5475,94485,-5361,36131,-189.0,0.07709208130836487,0.0016124099493026733,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-08-13,66899,30579,4669,474,99846,5571,36320,4195.0,0.07857804745435715,3.8877129554748535e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-08-06,62230,30105,1181,-6056,94275,-2860,32125,7237.0,0.07926128804683685,0.0007683485746383667,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-30,61049,36161,5548,459,97135,3378,24888,5089.0,0.07836192101240158,-0.00013101845979690552,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-23,55501,35702,14692,6259,93757,15119,19799,8433.0,0.0800602063536644,0.000731639564037323,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-16,40809,29443,9527,6196,78638,10087,11366,3331.0,0.07926065474748611,-0.0008900314569473267,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-09,31282,23247,3766,-1422,68551,3688,8035,5188.0,0.07752959430217743,-0.0006986334919929504,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-07-02,27516,24669,-3552,-1418,64863,-2933,2847,-2134.0,0.0766976997256279,-0.0006370320916175842,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-06-25,31068,26087,-11939,4029,67796,3901,4981,-15968.0,0.07546486705541611,-0.0006119981408119202,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-06-18,43007,22058,-28847,13978,63895,-55862,20949,-42825.0,0.07751216739416122,0.0017465576529502869,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-06-11,71854,8080,-22776,-3679,119757,-6556,63774,-19097.0,0.07796663045883179,0.0005732402205467224,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-06-04,94630,11759,-31500,6493,126313,-24152,82871,-37993.0,0.07873519510030746,0.0009819567203521729,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-05-28,126130,5266,-14319,1680,150465,-12324,120864,-15999.0,0.07917537540197372,0.0001595914363861084,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-05-21,140449,3586,-4890,-1434,162789,-5251,136863,-3456.0,0.08109971135854721,0.0006142184138298035,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-05-14,145339,5020,1263,-612,168040,381,140319,1875.0,0.08204521983861923,2.4221837520599365e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-05-07,144076,5632,-1856,-1749,167659,-2947,138444,-107.0,0.08320783078670502,-0.00026113539934158325,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-30,145932,7381,-5370,2990,170606,-6896,138551,-8360.0,0.08240897953510284,0.00038192421197891235,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-23,151302,4391,-8122,-3745,177502,-1989,146911,-4377.0,0.08168933540582657,-0.00045361369848251343,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-16,159424,8136,7640,-1106,179491,6845,151288,8746.0,0.08240491151809692,0.0004947632551193237,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-09,151784,9242,-10401,-10188,172646,-10234,142542,-213.0,0.08231671899557114,-0.0003661736845970154,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-04-02,162185,19430,11443,-3150,182880,10075,142755,14593.0,0.08152484148740768,0.0005367845296859741,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-03-26,150742,22580,17806,-980,172805,16524,128162,18786.0,0.08094937354326248,-8.724629878997803e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-03-19,132936,23560,12460,16854,156281,-36483,109376,-4394.0,0.08035872131586075,-0.0006805285811424255,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-03-12,120476,6706,17480,-2769,192764,31845,113770,20249.0,0.08044405281543732,6.401538848876953e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-03-05,102996,9475,-17405,-6122,160919,-12887,93521,-11283.0,0.07874573767185211,0.0004568174481391907,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-02-26,120401,15597,-4212,7149,173806,602,104804,-11361.0,0.07787070423364639,-0.0004433467984199524,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-02-19,124613,8448,-7002,1412,173204,3478,116165,-8414.0,0.07918597012758255,0.0005479827523231506,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-02-12,131615,7036,-18880,-1957,169726,-11405,124579,-16923.0,0.07886061817407608,-3.1113624572753906e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-02-05,150495,8993,-6367,1002,181131,-5947,141502,-7369.0,0.0791822075843811,0.00032283365726470947,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-01-29,156862,7991,-3047,-1881,187078,-2874,148871,-1166.0,0.07865221798419952,9.901821613311768e-06,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-01-22,159909,9872,-634,994,189952,-950,150037,-1628.0,0.07924997806549072,0.0004831477999687195,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-01-15,160543,8878,12250,108,190902,5691,151665,12142.0,0.07929836213588715,2.954155206680298e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2013-01-08,148293,8770,-1331,898,185211,-970,139523,-2229.0,0.07817324995994568,-0.000433214008808136,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-31,149624,7872,-7714,-111,186181,-14279,141752,-7603.0,0.07789799571037292,0.0003172755241394043,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-24,157338,7983,-12075,-13681,200460,-11730,149355,1606.0,0.07710754126310349,9.02712345123291e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-18,169413,21664,14117,15639,212190,-39697,147749,-1522.0,0.07861264050006866,0.0003335326910018921,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-11,155296,6025,28339,-1970,251887,61136,149271,30309.0,0.07856385409832001,9.309500455856323e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-12-04,126957,7995,25467,363,190751,17591,118962,25104.0,0.07726721465587616,-0.00016632676124572754,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-11-27,101490,7632,5039,-2032,173160,7220,93858,7071.0,0.0767277181148529,-0.0003970712423324585,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-11-20,96451,9664,-6466,3741,165940,-4071,86787,-10207.0,0.07693254947662354,0.0002918615937232971,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-11-13,102917,5923,-17306,122,170011,-19648,96994,-17428.0,0.07559321820735931,0.0002483278512954712,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-11-06,120223,5801,-10401,1186,189659,-12797,114422,-11587.0,0.07720815390348434,0.0006332024931907654,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-30,130624,4615,-6056,337,202456,-5150,126009,-6393.0,0.07654272019863129,0.00011641532182693481,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-23,136680,4278,-3107,-53,207606,-1176,132402,-3054.0,0.07710634917020798,4.396587610244751e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-16,139787,4331,395,1331,208782,-475,135456,-936.0,0.07804208248853683,-0.00012017041444778442,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-09,139392,3000,1406,879,209257,-707,136392,527.0,0.07774598896503448,0.0007779151201248169,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-10-02,137986,2121,-9259,-3868,209964,-10071,135865,-5391.0,0.07778771966695786,-0.0002427920699119568,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-09-25,147245,5989,6870,-16239,220035,5114,141256,23109.0,0.07775445282459259,5.43743371963501e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-09-18,140375,22228,13207,17303,214921,-94323,118147,-4096.0,0.07815980166196823,0.000411398708820343,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-09-11,127168,4925,25671,-5691,309244,86589,122243,31362.0,0.07701549679040909,7.170438766479492e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-09-04,101497,10616,-2742,1003,222655,1126,90881,-3745.0,0.0759134292602539,-0.0003130510449409485,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-08-28,104239,9613,-2901,454,221529,-1243,94626,-3355.0,0.07585757225751877,0.0007605105638504028,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-08-21,107140,9159,11324,-3146,222772,15776,97981,14470.0,0.07633413374423981,-0.00011905282735824585,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-08-14,95816,12305,13915,-218,206996,25476,83511,14133.0,0.07592034339904785,-0.00026200711727142334,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-08-07,81901,12523,12359,-9463,181520,10543,69378,21822.0,0.07568246126174927,-0.0004384145140647888,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-31,69542,21986,3557,5663,170977,6380,47556,-2106.0,0.07497263699769974,0.00011897832155227661,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-24,65985,16323,5213,-9460,164597,4626,49662,14673.0,0.07294478267431259,-0.0005873367190361023,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-17,60772,25783,12205,2438,159971,17502,34989,9767.0,0.07610523700714111,-6.202608346939087e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-10,48567,23345,7963,216,142469,9800,25222,7747.0,0.0748278945684433,-0.00036572664976119995,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-07-03,40604,23129,8414,-16708,132669,11145,17475,25122.0,0.07505141198635101,1.4081597328186035e-05,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-06-26,32190,39837,9389,2362,121524,11729,-7647,7027.0,0.07268920540809631,-0.0010511279106140137,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-06-19,22801,37475,3375,-3955,109795,-88821,-14674,7330.0,0.07310903817415237,4.5940279960632324e-05,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-06-12,19426,41430,8428,36,198616,6246,-22004,8392.0,0.07161630690097809,0.00015660375356674194,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-06-05,10998,41394,-13874,3527,192370,4912,-30396,-17401.0,0.07039477676153183,-0.0009196922183036804,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-29,24872,37867,2457,-664,187458,-1796,-12995,3121.0,0.07199735194444656,0.001388348639011383,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-22,22415,38531,-13442,17119,189254,14868,-16116,-30561.0,0.07196004688739777,0.00037654489278793335,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-15,35857,21412,-17523,4960,174386,14217,14445,-22483.0,0.0722564235329628,-0.0004497021436691284,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-08,53380,16452,-4527,590,160169,3670,36928,-5117.0,0.07485029846429825,0.0008994787931442261,2,Market is Weak (Bearish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-05-01,57907,15862,-637,-2474,156499,-5906,42045,1837.0,0.07748934626579285,0.00014384090900421143,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-04-24,58544,18336,-5304,589,162405,-5213,40208,-5893.0,0.07605719566345215,2.898275852203369e-06,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-04-17,63848,17747,-20752,1747,167618,-6612,46101,-22499.0,0.0763586089015007,0.000507943332195282,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-04-10,84600,16000,-7144,8759,174230,-1462,68600,-15903.0,0.07606066763401031,2.660602331161499e-05,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-04-03,91744,7241,-156,-1826,175692,-2859,84503,1670.0,0.07834534347057343,0.00011032074689865112,4,Market is weakening (Bullish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-03-27,91900,9067,4418,-54086,178551,3860,82833,58504.0,0.07870917022228241,0.00028333812952041626,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-03-20,87482,63153,1033,55596,174691,-73086,24329,-54563.0,0.07901390641927719,0.000344984233379364,3,Market is Strengthening (Bearish Reversal)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-03-13,86449,7557,1935,-10610,247777,39783,78892,12545.0,0.07970668375492096,0.0011199861764907837,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-03-06,84514,18167,10704,5107,207994,18216,66347,5597.0,0.0769663006067276,-0.0006451308727264404,1,Market is Strong (Bullish)
MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE,2012-02-28,73810,13060,11035,-290,189778,16696,60750,11325.0,0.07794535905122757,0.0001364573836326599,1,Market is Strong (Bullish)
