As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2011-02-22,72774,4426,   -4244,    -502,140610,68348,Bearish Reversal
2011-02-15,77018,4928,    4119,  -28181,140822,72090,Bullish Reversal
2011-02-08,72899,33109,   17713,   11737,141604,39790,Bullish
2011-02-01,55186,21372,    1111,    -984,119488,33814,Bullish
2011-01-25,54075,22356,  -13539,   -1203,117899,31719,Bearish Reversal
2011-01-18,67614,23559,   -3258,     444,128185,44055,Bearish Reversal
2011-01-11,70872,23115,    5451,   -3958,129480,47757,Bullish
2011-01-04,65421,27073,    7279,    3718,120758,38348,Bullish
2010-12-28,58142,23355,   18477,    8638,113223,34787,Bullish
2010-12-21,39665,14717,   -5175,    3273,91294,24948,Bearish Reversal
2010-12-14,44840,11444,   -2163,   -1837,142291,33396,Bearish
2010-12-07,47003,13281,   16004,    1437,114999,33722,Bullish
2010-11-30,30999,11844,   -5798,   -2454,100245,19155,Bearish Reversal
2010-11-23,36797,14298,  -21593,   -5651,105442,22499,Bearish Reversal
2010-11-16,58390,19949,   -4143,   -5246,124587,38441,Bullish Reversal
2010-11-09,62533,25195,   20643,    6670,128710,37338,Bullish
2010-11-02,41890,18525,    4088,     598,104809,23365,Bullish
2010-10-26,37802,17927,  -10050,     815,102269,19875,Bearish Reversal
2010-10-19,47852,17112,  -15431,   -2385,112791,30740,Bearish Reversal
2010-10-12,63283,19497,     374,    -734,123851,43786,Bullish
2010-10-05,62909,20231,   19831,    5023,120045,42678,Bullish
2010-09-28,43078,15208,   -3907,   -1962,101260,27870,Bearish Reversal
2010-09-21,46985,17170,   17928,    5808,101524,29815,Bullish Reversal
2010-09-14,29057,11362,    1323,  -15920,110946,17695,Bullish
2010-09-07,27734,27282,     777,   -4439,107378,452,Bullish Reversal
2010-08-31,26957,31721,    2068,   22979,108003,-4764,Bearish
2010-08-24,24889,8742,   -9557,    3810,94976,16147,Bearish
2010-08-17,34446,4932,  -12170,    -505,94908,29514,Bearish Reversal
2010-08-10,46616,5437,    6281,    -716,105543,41179,Bullish
2010-08-03,40335,6153,   13290,    2976,99262,34182,Bullish
2010-07-27,27045,3177,    3306,   -4138,85121,23868,Bullish
2010-07-20,23739,7315,   -4213,    1401,83317,16424,Bearish Reversal
2010-07-13,27952,5914,    -597,  -14541,87394,22038,Bullish Reversal
2010-07-06,28549,20455,   -3026,    4774,92565,8094,Bearish
2010-06-29,31575,15681,   -6924,    3535,88461,15894,Bearish
2010-06-22,38499,12146,    1039,    2040,86397,26353,Bearish Reversal
2010-06-15,37460,10106,     685,   -4159,127919,27354,Bullish
2010-06-08,36775,14265,    -487,    -843,121438,22510,Bullish
2010-06-01,37262,15108,   -2851,   -1133,117450,22154,Bearish Reversal
2010-05-25,40113,16241,  -13141,    7872,122642,23872,Bearish Reversal
2010-05-18,53254,8369,   -4756,     813,124952,44885,Bearish
2010-05-11,58010,7556,   -7421,   -5863,122092,50454,Bearish Reversal
2010-05-04,65431,13419,   -6935,     251,137181,52012,Bearish Reversal
2010-04-27,72366,13168,  -10298,     160,144191,59198,Bearish Reversal
2010-04-20,82664,13008,   -5254,   -4435,149360,69656,Bearish Reversal
2010-04-13,87918,17443,    -963,   -2126,153401,70475,Bullish
2010-04-06,88881,19569,     286,    1270,151537,69312,Bearish Reversal
2010-03-30,88595,18299,   -1683,    1048,152133,70296,Bearish Reversal
2010-03-23,90278,17251,    9296,    5909,152885,73027,Bullish Reversal
2010-03-16,80982,11342,    9632,    1391,180184,69640,Bullish
2010-03-09,71350,9951,   24180,    1070,138991,61399,Bullish
2010-03-02,47170,8881,    6946,   -2922,109517,38289,Bullish
2010-02-23,40224,11803,    5198,     232,100629,28421,Bullish
2010-02-16,35026,11571,   10741,   -3851,93330,23455,Bullish
2010-02-09,24285,15422,   -1354,    5138,84317,8863,Bearish
2010-02-02,25639,10284,  -10020,     434,82692,15355,Bearish Reversal
2010-01-26,35659,9850,  -22389,   -1395,91375,25809,Bearish Reversal
2010-01-19,58048,11245,   -2171,    -279,120271,46803,Bearish
2010-01-12,60219,11524,    8483,     -16,117310,48695,Bullish
2010-01-05,51736,11540,    1279,    1072,107554,40196,Bullish
2009-12-29,50457,10468,   19076,    1788,101157,39989,Bullish
2009-12-22,31381,8680,    2016,    4940,79423,22701,Bearish Reversal
2009-12-15,29365,3740,   -3830,       4,109895,25625,Bearish
2009-12-08,33195,3736,   -2769,   -1419,103218,29459,Bearish
2009-12-01,35964,5155,    5472,    -684,97431,30809,Bullish
2009-11-24,30492,5839,   -5161,   -6208,89131,24653,Bullish Reversal
2009-11-17,35653,12047,    5485,    3863,94241,23606,Bullish
2009-11-09,30168,8184,    2306,    3691,85919,21984,Bearish
2009-11-03,27862,4493,  -13399,   -1313,82896,23369,Bearish Reversal
2009-10-27,41261,5806,  -11428,   -3346,99635,35455,Bearish Reversal
2009-10-20,52689,9152,    1950,    2609,111244,43537,Bearish
2009-10-13,50739,6543,    9348,     927,102958,44196,Bullish
2009-10-06,41391,5616,   17548,     -18,88135,35775,Bullish
2009-09-29,23843,5634,  -20313,   -3970,71015,18209,Bearish Reversal
2009-09-22,44156,9604,    -738,    2742,89054,34552,Bearish Reversal
2009-09-15,44894,6862,    2050,     836,124489,38032,Bullish
2009-09-08,42844,6026,    5006,    1077,105084,36818,Bullish
2009-09-01,37838,4949,  -13003,   -5903,88664,32889,Bearish Reversal
2009-08-25,50841,10852,    2783,     252,99083,39989,Bullish
2009-08-18,48058,10600,     111,   -3458,93429,37458,Bullish Reversal
2009-08-11,47947,14058,  -10479,   -7776,95923,33889,Bearish Reversal
2009-08-04,58426,21834,    9878,    2354,105272,36592,Bullish
2009-07-28,48548,19480,    5901,   -6661,92023,29068,Bullish
2009-07-21,42647,26141,   10797,     184,89893,16506,Bullish
2009-07-14,31850,25957,    1879,    2538,85347,5893,Bearish
2009-07-07,29971,23419,   -2464,     256,80191,6552,Bearish Reversal
2009-06-30,32435,23163,    2392,    4467,80536,9272,Bearish
2009-06-23,30043,18696,   -1390,    2723,74353,11347,Bearish Reversal
2009-06-16,31433,15973,   -1972,   -4466,118604,15460,Bullish
2009-06-09,33405,20439,    1526,   -4846,97915,12966,Bullish
2009-06-02,31879,25285,    -550,    4388,90613,6594,Bearish
2009-05-26,32429,20897,    3613,   -2494,89446,11532,Bullish
2009-05-19,28816,23391,    3636,    3660,86527,5425,Bearish
2009-05-12,25180,19731,    3173,    -262,81402,5449,Bullish
2009-05-05,22007,19993,    5612,   -4109,74576,2014,Bullish
2009-04-28,16395,24102,    3498,   -1502,67729,-7707,Bullish
2009-04-21,12897,25604,    2482,   -2540,63049,-12707,Bullish
2009-04-14,10415,28144,    3018,   -2564,60486,-17729,Bullish
2009-04-07,7397,30708,     944,     909,58219,-23311,Bullish Reversal
2009-03-31,6453,29799,    1250,    3924,58595,-23346,Bearish
2009-03-24,5203,25875,   -3512,   -6790,56641,-20672,Bullish Reversal
2009-03-17,8715,32665,     724,    4384,93979,-23950,Bearish
2009-03-10,7991,28281,   -3868,   -2591,87787,-20290,Bearish
2009-03-03,11859,30872,    2817,    8865,83768,-19013,Bearish
2009-02-24,9042,22007,    -589,    -533,74438,-12965,Bearish
2009-02-17,9631,22540,    1842,    3280,72185,-12909,Bearish
2009-02-10,7789,19260,   -1808,   -2912,67863,-11471,Bullish
2009-02-03,9597,22172,    1699,    -692,67011,-12575,Bullish
2009-01-27,7898,22864,   -1051,    -670,64951,-14966,Bearish Reversal
2009-01-20,8949,23534,    -328,    2053,65416,-14585,Bearish
2009-01-13,9277,21481,     347,   -1321,55217,-12204,Bullish
2009-01-06,8930,22802,     457,    3974,53297,-13872,Bearish
2008-12-30,8473,18828,    -872,    -547,47479,-10355,Bearish
2008-12-22,9345,19375,   -1384,    1898,43701,-10030,Bearish Reversal
2008-12-16,10729,17477,   -1850,   -3931,85413,-6748,Bullish Reversal
2008-12-09,12579,21408,    -497,   -1375,86795,-8829,Bullish Reversal
2008-12-02,13076,22783,     555,    3993,88581,-9707,Bearish
2008-11-25,12521,18790,   -2905,   -3813,83766,-6269,Bullish Reversal
2008-11-18,15426,22603,    -641,    3291,92554,-7177,Bearish Reversal
2008-11-11,16067,19312,   -1078,   -5327,98146,-3245,Bullish Reversal
2008-11-04,17145,24639,    -920,   -3273,107787,-7494,Bullish Reversal
2008-10-28,18065,27912,   -2633,   -5181,107866,-9847,Bullish Reversal
2008-10-21,20698,33093,    4478,   -1011,111438,-12395,Bullish
2008-10-14,16220,34104,   -2211,   -1479,98295,-17884,Bearish
2008-10-07,18431,35583,   -1260,   -2129,94501,-17152,Bullish
2008-09-30,19691,37712,    2601,    1969,93626,-18021,Bullish
2008-09-23,17090,35743,  -16000,   -7569,92330,-18653,Bearish Reversal
2008-09-16,33090,43312,   -3044,   -2806,145036,-10222,Bearish
2008-09-09,36134,46118,   -1071,   -8661,142344,-9984,Bullish
2008-09-02,37205,54779,    3876,    5686,122277,-17574,Bearish
2008-08-26,33329,49093,   -5312,  -17633,116253,-15764,Bullish Reversal
2008-08-19,38641,66726,    4991,    7747,126865,-28085,Bearish
2008-08-12,33650,58979,   -1792,    4765,121154,-25329,Bearish
2008-08-05,35442,54214,    5760,   22286,116660,-18772,Bearish
2008-07-29,29682,31928,  -13890,   10245,97065,-2246,Bearish Reversal
2008-07-22,43572,21683,    3600,   -5430,99845,21889,Bullish
2008-07-15,39972,27113,    9789,   -9022,97365,12859,Bullish
2008-07-08,30183,36135,    5451,    1613,91389,-5952,Bullish
2008-07-01,24732,34522,   -2665,    2636,87207,-9790,Bearish
2008-06-24,27397,31886,   -8989,   -5451,84325,-4489,Bearish Reversal
2008-06-17,36386,37337,   -6890,   11640,130634,-951,Bearish
2008-06-10,43276,25697,  -20549,    7610,123950,17579,Bearish
2008-06-03,63825,18087,   -5811,   -1424,122819,45738,Bearish Reversal
2008-05-27,69636,19511,   16518,   -2189,127620,50125,Bullish
2008-05-20,53118,21700,    6872,    4863,115665,31418,Bullish
2008-05-13,46246,16837,   -1858,     445,108527,29409,Bearish Reversal
2008-05-06,48104,16392,   16288,   -7996,114709,31712,Bullish
2008-04-29,31816,24388,  -12020,   -2078,98159,7428,Bearish Reversal
2008-04-22,43836,26466,   10318,   -1549,105665,17370,Bullish
2008-04-15,33518,28015,   -4001,   -2940,104970,5503,Bearish Reversal
2008-04-08,37519,30955,    9137,    3296,106562,6564,Bullish
2008-04-01,28382,27659,     199,    1654,100329,723,Bearish
2008-03-25,28183,26005,  -15233,    3488,98867,2178,Bearish Reversal
2008-03-18,43416,22517,   -6937,    1095,127275,20899,Bearish
2008-03-11,50353,21422,   -9752,   -2277,117606,28931,Bearish Reversal
2008-03-04,60105,23699,    9782,    -440,117986,36406,Bullish
2008-02-26,50323,24139,   16936,    2699,110073,26184,Bullish
2008-02-19,33387,21440,  -10004,   -1516,95614,11947,Bearish Reversal
2008-02-12,43391,22956,   12788,    2593,101187,20435,Bullish
2008-02-05,30603,20363,    4655,   -1290,93574,10240,Bullish
2008-01-29,25948,21653,    1485,    4867,90907,4295,Bearish
2008-01-22,24463,16786,    1597,    1685,86378,7677,Bearish
2008-01-15,22866,15101,   -8782,    -123,81827,7765,Bearish Reversal
2008-01-08,31648,15224,   -4007,    2567,82454,16424,Bearish Reversal
2007-12-31,35655,12657,    5696,   -2579,83024,22998,Bullish
2007-12-24,29959,15236,   -4936,    3628,77357,14723,Bearish Reversal
2007-12-18,34895,11608,    3960,    -663,121294,23287,Bullish
2007-12-11,30935,12271,   -3259,   -6599,118951,18664,Bullish
2007-12-04,34194,18870,   -5338,    8337,114020,15324,Bearish
2007-11-27,39532,10533,   -2042,    1251,112354,28999,Bearish
2007-11-20,41574,9282,  -14302,     129,109533,32292,Bearish Reversal
2007-11-13,55876,9153,  -19656,   -2791,121478,46723,Bearish Reversal
2007-11-06,75532,11944,   -3520,    1723,138502,63588,Bearish
2007-10-30,79052,10221,   -3573,   -1081,137711,68831,Bearish Reversal
2007-10-23,82625,11302,   -8315,   -2689,140205,71323,Bearish Reversal
2007-10-16,90940,13991,   -8677,   -2625,147428,76949,Bearish Reversal
2007-10-09,99617,16616,   12079,   -1743,157628,83001,Bullish
2007-10-02,87538,18359,   14496,    4479,144193,69179,Bullish
2007-09-25,73042,13880,  -15716,    4950,126605,59162,Bearish Reversal
2007-09-18,88758,8930,   10609,  -10465,167680,79828,Bullish
2007-09-11,78149,19395,    4915,   -2494,145388,58754,Bullish
2007-09-04,73234,21889,    5221,   -1030,135940,51345,Bullish
2007-08-28,68013,22919,    7969,    2908,133856,45094,Bullish
2007-08-21,60044,20011,   -6483,    1294,128591,40033,Bearish Reversal
2007-08-14,66527,18717,   -5162,   -1034,134044,47810,Bearish Reversal
2007-08-07,71689,19751,    3551,    1311,135946,51938,Bullish
2007-07-31,68138,18440,  -26345,     921,133951,49698,Bearish Reversal
2007-07-24,94483,17519,    9202,    -490,158948,76964,Bullish
2007-07-17,85281,18009,    2392,    2498,150522,67272,Bearish
2007-07-10,82889,15511,    3236,    1111,143434,67378,Bullish
2007-07-03,79653,14400,   -2400,    1210,143135,65253,Bearish
2007-06-26,82053,13190,  -10268,  -20335,139879,68863,Bullish Reversal
2007-06-19,92321,33525,   -6083,   -2874,243351,58796,Bearish
2007-06-12,98404,36399,   12923,   -5224,232090,62005,Bullish
2007-06-05,85481,41623,   -6669,    1493,184722,43858,Bearish Reversal
2007-05-29,92150,40130,    8259,   -4794,186775,52020,Bullish
2007-05-22,83891,44924,    1272,    5402,172032,38967,Bearish
2007-05-15,82619,39522,   17502,   -7776,168888,43097,Bullish
2007-05-08,65117,47298,   12535,    3567,146311,17819,Bullish
2007-05-01,52582,43731,   13565,    3083,138029,8851,Bullish
2007-04-24,39017,40648,   13468,    -892,121786,-1631,Bullish
2007-04-17,25549,41540,    2487,    2914,114610,-15991,Bearish
2007-04-10,23062,38626,     994,  -18607,110266,-15564,Bullish Reversal
2007-04-03,22068,57233,   -2545,     638,113096,-35165,Bearish Reversal
2007-03-27,24613,56595,    3592,  -15579,114484,-31982,Bullish Reversal
2007-03-20,21021,72174,    5263,  -17723,161700,-51153,Bullish
2007-03-13,15758,89897,   -5827,   -6613,159619,-74139,Bullish
2007-03-06,21585,96510,    4022,   22523,156871,-74925,Bearish
2007-02-27,17563,73987,     558,   -8444,137776,-56424,Bullish Reversal
2007-02-20,17005,82431,   -2925,    5806,141561,-65426,Bearish
2007-02-13,19930,76625,    1003,  -22948,140722,-56695,Bullish Reversal
2007-02-06,18927,99573,   -2723,    7047,154591,-80646,Bearish
2007-01-30,21650,92526,    -821,   -7802,146376,-70876,Bullish Reversal
2007-01-23,22471,100328,     441,    -669,152395,-77857,Bullish Reversal
2007-01-16,22030,100997,    1393,   -4546,152438,-78967,Bullish Reversal
2007-01-09,20637,105543,   -2946,    7692,155922,-84906,Bearish
2007-01-03,23583,97851,    2104,   10078,148644,-74268,Bearish
2006-12-26,21479,87773,   -5707,    3195,136963,-66294,Bearish Reversal
2006-12-19,27186,84578,    1013,    6397,183332,-57392,Bearish
2006-12-12,26173,78181,    1616,    7145,165716,-52008,Bearish
2006-12-05,24557,71036,   -2377,    3820,131624,-46479,Bearish
2006-11-28,26934,67216,    3698,  -14913,124553,-40282,Bullish Reversal
2006-11-21,23236,82129,   -2666,    8852,138113,-58893,Bearish
2006-11-14,25902,73277,     903,   27936,129537,-47375,Bearish
2006-11-07,24999,45341,    1181,   -2155,103426,-20342,Bullish Reversal
2006-10-31,23818,47496,   -1167,    8278,104350,-23678,Bearish
2006-10-24,24985,39218,   -1848,  -12113,100203,-14233,Bullish Reversal
2006-10-17,26833,51331,   -7439,   18918,110173,-24498,Bearish
2006-10-10,34272,32413,  -11263,   -3843,91193,1859,Bearish Reversal
2006-10-03,45535,36256,    6993,    4224,100141,9279,Bullish
2006-09-26,38542,32032,   -2501,   -8156,94128,6510,Bullish Reversal
2006-09-19,41043,40188,    3304,   17231,138838,855,Bearish
2006-09-12,37739,22957,  -11701,     983,138181,14782,Bearish
2006-09-05,49440,21974,    3463,    6602,111705,27466,Bearish
2006-08-29,45977,15372,   18172,    3060,106142,30605,Bullish
2006-08-22,27805,12312,     599,   -6297,86667,15493,Bullish Reversal
2006-08-15,27206,18609,    4021,    5254,86815,8597,Bearish
2006-08-08,23185,13355,    4376,  -12870,82510,9830,Bullish Reversal
2006-08-01,18809,26225,   -4804,   -2807,86048,-7416,Bearish Reversal
2006-07-25,23613,29032,     311,   15014,91963,-5419,Bearish
2006-07-18,23302,14018,   -6640,   -4303,83415,9284,Bearish Reversal
2006-07-11,29942,18321,  -12820,   12006,92978,11621,Bearish Reversal
2006-07-03,42762,6315,    4597,   -1541,93841,36447,Bullish
2006-06-27,38165,7856,    1141,   -5190,89791,30309,Bullish Reversal
2006-06-20,37024,13046,   -9555,    -182,123446,23978,Bearish Reversal
2006-06-13,46579,13228,    2136,   -8353,129707,33351,Bullish
2006-06-06,44443,21581,   -1494,    7351,118798,22862,Bearish
2006-05-30,45937,14230,    8957,   -7048,109252,31707,Bullish Reversal
2006-05-23,36980,21278,   -9080,   -5254,111976,15702,Bearish Reversal
2006-05-16,46060,26532,   -6051,    3294,117839,19528,Bearish Reversal
2006-05-09,52111,23238,    3114,    6393,121046,28873,Bearish
2006-05-02,48997,16845,   17048,     519,110279,32152,Bullish
2006-04-25,31949,16326,    8724,      19,100591,15623,Bullish
2006-04-18,23225,16307,   -1414,    5610,93170,6918,Bearish
2006-04-11,24639,10697,   12558,   -5530,87690,13942,Bullish
2006-04-04,12081,16227,   -1193,   -4858,84301,-4146,Bullish Reversal
2006-03-28,13274,21085,   -5021,    -952,87356,-7811,Bearish
2006-03-21,18295,22037,  -15684,    2079,85219,-3742,Bearish Reversal
2006-03-14,33979,19958,  -21247,    6055,125712,14021,Bearish Reversal
2006-03-07,55226,13903,     295,    -394,137195,41323,Bullish
2006-02-28,54931,14297,    8221,    2784,124984,40634,Bullish
2006-02-21,46710,11513,   -5510,    -243,115876,35197,Bearish Reversal
2006-02-14,52220,11756,   -4078,     303,118357,40464,Bearish Reversal
2006-02-07,56298,11453,    5593,   -1768,121889,44845,Bullish
2006-01-31,50705,13221,   15657,    5306,117314,37484,Bullish
2006-01-24,35048,7915,   -4458,   -4658,102095,27133,Bullish
2006-01-17,39506,12573,    6878,    3262,101952,26933,Bullish
2006-01-10,32628,9311,  -13121,     249,98344,23317,Bearish Reversal
2006-01-03,45749,9062,   -3719,    1886,105401,36687,Bearish
2005-12-27,49468,7176,   -6074,    -255,103040,42292,Bearish Reversal
2005-12-20,55542,7431,  -10926,   -2854,137619,48111,Bearish Reversal
2005-12-13,66468,10285,   17404,   -1462,142450,56183,Bullish
2005-12-06,49064,11747,    6753,   -1554,118337,37317,Bullish
2005-11-29,42311,13301,    8726,   -4559,115153,29010,Bullish
2005-11-22,33585,17860,    1098,    5542,106006,15725,Bearish
2005-11-15,32487,12318,   -4747,    1424,102550,20169,Bearish Reversal
2005-11-08,37234,10894,   -7201,    3619,104351,26340,Bearish Reversal
2005-11-01,44435,7275,     586,     371,108226,37160,Bullish
2005-10-25,43849,6904,   -7410,   -1543,104625,36945,Bearish Reversal
2005-10-18,51259,8447,     727,    1506,112354,42812,Bearish
2005-10-11,50532,6941,    3506,   -2054,109147,43591,Bullish
2005-10-04,47026,8995,   -3494,    1571,108178,38031,Bearish Reversal
2005-09-27,50520,7424,    4984,  -11609,110057,43096,Bullish Reversal
2005-09-20,45536,19033,    -421,    2668,148171,26503,Bearish
2005-09-13,45957,16365,    -466,     -65,141219,29592,Bearish
2005-09-06,46423,16430,    1519,     440,117451,29993,Bullish
2005-08-30,44904,15990,    3361,   -1010,111153,28914,Bullish
2005-08-23,41543,17000,   -2499,    -995,107851,24543,Bearish Reversal
2005-08-16,44042,17995,   10455,   -1378,109505,26047,Bullish
2005-08-09,33587,19373,    4621,    2571,92585,14214,Bullish
2005-08-02,28966,16802,   -2874,    2481,87906,12164,Bearish Reversal
2005-07-26,31840,14321,   -3844,    4462,90753,17519,Bearish Reversal
2005-07-19,35684,9859,     402,   -2220,91255,25825,Bullish Reversal
2005-07-12,35282,12079,   15918,   -3197,91423,23203,Bullish
2005-07-05,19364,15276,   -1595,   -3399,70074,4088,Bullish Reversal
2005-06-28,20959,18675,    4087,    2087,71522,2284,Bullish
2005-06-21,16872,16588,    5940,  -11933,67143,284,Bullish
2005-06-14,10932,28521,    1257,   -7715,63187,-17589,Bullish Reversal
2005-06-07,9675,36236,    -849,   -5528,94186,-26561,Bullish Reversal
2005-05-31,10524,41764,     718,    -926,94700,-31240,Bullish Reversal
2005-05-24,9806,42690,   -1856,   -2464,96833,-32884,Bullish Reversal
2005-05-17,11662,45154,      11,    5708,99089,-33492,Bearish
2005-05-10,11651,39446,    -783,   -6309,86866,-27795,Bullish Reversal
2005-05-03,12434,45755,   -1342,    7260,93278,-33321,Bearish
2005-04-26,13776,38495,    -129,    8232,85837,-24719,Bearish
2005-04-19,13905,30263,   -2046,    6878,76771,-16358,Bearish
2005-04-12,15951,23385,  -19848,   13261,69292,-7434,Bearish Reversal
2005-04-05,35799,10124,     344,    1359,80302,25675,Bearish Reversal
2005-03-29,35455,8765,   -7688,   -2831,81193,26690,Bearish Reversal
2005-03-22,43143,11596,    6884,    1487,89844,31547,Bullish Reversal
2005-03-15,36259,10109,   18696,   -4125,125191,26150,Bullish
2005-03-08,17563,14234,    5770,   -4388,105920,3329,Bullish
2005-03-01,11793,18622,     518,    4206,95644,-6829,Bearish
2005-02-22,11275,14416,     515,   -1651,88275,-3141,Bullish
2005-02-15,10760,16067,     154,   -1904,83368,-5307,Bullish
2005-02-08,10606,17971,   -1521,    7113,82670,-7365,Bearish
2005-02-01,12127,10858,   -5225,   -3841,77006,1269,Bearish Reversal
2005-01-25,17352,14699,   -2421,     426,78850,2653,Bearish
2005-01-18,19773,14273,     456,    4849,77385,5500,Bearish
2005-01-11,19317,9424,   -1131,   -1362,69850,9893,Bullish Reversal
2005-01-04,20448,10786,    1233,   -2295,71055,9662,Bullish
2004-12-28,19215,13081,   -1207,   -1065,66171,6134,Bearish
2004-12-21,20422,14146,   -1467,    1334,65452,6276,Bearish Reversal
2004-12-14,21889,12812,   -8978,     315,101313,9077,Bearish Reversal
2004-12-07,30867,12497,   -4767,     494,108956,18370,Bearish
2004-11-30,35634,12003,   -1573,    4267,105893,23631,Bearish
2004-11-23,37207,7736,   -3345,     519,105371,29471,Bearish Reversal
2004-11-16,40552,7217,    -866,     771,108544,33335,Bearish Reversal
2004-11-09,41418,6446,   -4478,     242,109798,34972,Bearish Reversal
2004-11-02,45896,6204,    2909,    -560,115675,39692,Bullish
2004-10-26,42987,6764,   -6047,   -2250,109721,36223,Bearish Reversal
2004-10-19,49034,9014,   -7841,    1525,116035,40020,Bearish Reversal
2004-10-12,56875,7489,    3839,    -379,117114,49386,Bullish
2004-10-05,53036,7868,     320,    1908,111202,45168,Bearish
2004-09-28,52716,5960,    8101,     744,98326,46756,Bullish
2004-09-21,44615,5216,   -5756,    -503,89047,39399,Bearish Reversal
2004-09-14,50371,5719,    3992,     643,111785,44652,Bullish
2004-09-07,46379,5076,   11073,   -1092,107167,41303,Bullish
2004-08-31,35306,6168,   -5201,    -596,86184,29138,Bearish Reversal
2004-08-24,40507,6764,    2528,    -121,92045,33743,Bullish
2004-08-17,37979,6885,    4886,     431,86804,31094,Bullish
2004-08-10,33093,6454,    3594,     556,80273,26639,Bullish
2004-08-03,29499,5898,   -1527,     587,76946,23601,Bearish
2004-07-27,31026,5311,   -5890,    -627,75905,25715,Bearish Reversal
2004-07-20,36916,5938,    6803,    -299,82944,30978,Bullish
2004-07-13,30113,6237,   11180,   -1375,72639,23876,Bullish
2004-07-06,18933,7612,    2056,   -9000,62007,11321,Bullish
2004-06-29,16877,16612,    4612,  -10858,59016,265,Bullish
2004-06-22,12265,27470,   -1774,    2441,58449,-15205,Bearish Reversal
2004-06-15,14039,25029,     890,    6988,84500,-10990,Bearish
2004-06-08,13149,18041,    -281,   -9665,77098,-4892,Bullish Reversal
2004-06-01,13430,27706,     276,   -4625,82138,-14276,Bullish Reversal
2004-05-25,13154,32331,    -226,   -9783,82269,-19177,Bullish Reversal
2004-05-18,13380,42114,    -325,    2761,91114,-28734,Bearish
2004-05-11,13705,39353,     527,    6784,86362,-25648,Bearish
2004-05-04,13178,32569,     868,   10634,81767,-19391,Bearish
2004-04-27,12310,21935,   -1896,    7177,70976,-9625,Bearish
2004-04-20,14206,14758,   -6579,   11123,65409,-552,Bearish Reversal
2004-04-12,20785,3635,  -23434,    1281,66422,17150,Bearish Reversal
2004-04-06,44219,2354,    9153,     303,86421,41865,Bullish
2004-03-30,35066,2051,   24504,   -1411,76113,33015,Bullish
2004-03-23,10562,3462,     742,   -2616,48702,7100,Bullish Reversal
2004-03-16,9820,6078,   -1785,   -2703,71603,3742,Bullish Reversal
2004-03-09,11605,8781,    5771,   -6468,72882,2824,Bullish
2004-03-02,5834,15249,    -935,    1704,65508,-9415,Bearish
2004-02-24,6769,13545,   -1616,    4787,62648,-6776,Bearish
2004-02-17,8385,8758,     417,   -3644,61898,-373,Bullish Reversal
2004-02-10,7968,12402,     133,     715,66688,-4434,Bearish
2004-02-03,7835,11687,   -8643,    8918,63329,-3852,Bearish Reversal
2004-01-27,16478,2769,   -8754,    1481,65919,13709,Bearish Reversal
2004-01-20,25232,1288,  -14426,    -801,76063,23944,Bearish Reversal
2004-01-13,39658,2089,   10160,    -197,89905,37569,Bullish
2004-01-06,29498,2286,    7162,   -1091,73435,27212,Bullish
2003-12-30,22336,3377,    8801,   -1495,66536,18959,Bullish
2003-12-22,13535,4872,   -4092,    3843,62750,8663,Bearish Reversal
2003-12-16,17627,1029,   -9780,     709,81898,16598,Bearish Reversal
2003-12-09,27407,320,   -3748,    -167,87364,27087,Bearish
2003-12-02,31155,487,    4637,    -154,82914,30668,Bullish
2003-11-25,26518,641,   -7530,      69,79162,25877,Bearish Reversal
2003-11-18,34048,572,    3856,      85,86715,33476,Bullish
2003-11-11,30192,487,     985,       0,80154,29705,Bullish
2003-11-04,29207,487,   -5146,    -995,78303,28720,Bearish Reversal
2003-10-28,34353,1482,    4506,    1040,84034,32871,Bullish
2003-10-21,29847,442,    -850,    -401,80185,29405,Bearish
2003-10-14,30697,843,    -314,     432,80019,29854,Bearish
2003-10-07,31011,411,    6183,   -1330,76303,30600,Bullish
2003-09-30,24828,1741,    1374,     594,69358,23087,Bullish
2003-09-23,23454,1147,    3172,     997,66514,22307,Bullish Reversal
2003-09-16,20282,150,     862,     150,81631,20132,Bullish
2003-09-09,19420,0,    7036,    -119,78757,19420,Bullish
2003-09-02,12384,119,    2722,       6,64314,12265,Bullish
2003-08-26,9662,113,    -782,    -360,62024,9549,Bearish
2003-08-19,10444,473,   -3299,    -224,61784,9971,Bearish Reversal
2003-08-12,13743,697,    4158,    -593,66366,13046,Bullish
2003-08-05,9585,1290,    -443,     696,62515,8295,Bearish Reversal
2003-07-29,10028,594,     676,    -492,62645,9434,Bullish Reversal
2003-07-22,9352,1086,   -2766,   -1696,66155,8266,Bearish Reversal
2003-07-15,12118,2782,   -5866,    2721,69818,9336,Bearish Reversal
2003-07-08,17984,61,     -38,   -1180,74235,17923,Bullish Reversal
2003-07-01,18022,1241,    1423,     421,75746,16781,Bullish
2003-06-24,16599,820,   -3364,    -689,72542,15779,Bearish Reversal
2003-06-17,19963,1509,    -651,   -1425,92878,18454,Bullish Reversal
2003-06-10,20614,2934,   -1161,    -479,95778,17680,Bearish
2003-06-03,21775,3413,    -686,     899,94481,18362,Bearish
