As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2011-01-04,250305,47987,   -7840,    5630,592613,202318,Bearish Reversal
2010-12-28,258145,42357,    6423,   -2941,594490,215788,Bullish
2010-12-21,251722,45298,   -8195,    5576,582133,206424,Bearish Reversal
2010-12-14,259917,39722,   -9587,    2969,594652,220195,Bearish Reversal
2010-12-07,269504,36753,    3680,   -1464,603632,232751,Bullish
2010-11-30,265824,38217,    3855,   -2423,600158,227607,Bullish Reversal
2010-11-23,261969,40640,   -5188,   -8038,622712,221329,Bullish Reversal
2010-11-16,267157,48678,  -30848,   -3148,637435,218479,Bearish Reversal
2010-11-09,298005,51826,   15298,    -653,650764,246179,Bullish
2010-11-02,282707,52479,    -446,    8412,618381,230228,Bearish
2010-10-26,283153,44067,  -16122,   -5456,607582,239086,Bearish Reversal
2010-10-19,299275,49523,   -5289,     833,630626,249752,Bearish
2010-10-12,304564,48690,    3993,    7739,616382,255874,Bearish Reversal
2010-10-05,300571,40951,    3299,    1328,617204,259620,Bullish Reversal
2010-09-28,297272,39623,   10704,   -2932,619408,257649,Bullish
2010-09-21,286568,42555,     331,     579,597592,244013,Bearish
2010-09-14,286237,41976,   10870,    6306,594058,244261,Bullish
2010-09-07,275367,35670,    2858,    1238,585564,239697,Bullish
2010-08-31,272509,34432,   16265,    -621,577352,238077,Bullish
2010-08-24,256244,35053,   15290,   -1673,556464,221191,Bullish
2010-08-17,240954,36726,   16469,    2928,543674,204228,Bullish
2010-08-10,224485,33798,    1781,   -3391,523078,190687,Bullish
2010-08-03,222704,37189,   -5547,   -2161,518643,185515,Bearish Reversal
2010-07-27,228251,39350,     288,  -10306,560066,188901,Bullish
2010-07-20,227963,49656,  -15904,   10710,559473,178307,Bearish Reversal
2010-07-13,243867,38946,   -7406,   -3285,568078,204921,Bearish Reversal
2010-07-06,251273,42231,  -28719,    6964,577732,209042,Bearish Reversal
2010-06-29,279992,35267,   -3928,  -10019,601138,244725,Bullish Reversal
2010-06-22,283920,45286,   10263,    1880,602411,238634,Bullish
2010-06-15,273657,43406,    2928,      75,569204,230251,Bullish
2010-06-08,270729,43331,    4160,    1308,564792,227398,Bullish
2010-06-01,266569,42023,   -4615,   -1470,553950,224546,Bearish Reversal
2010-05-25,271184,43493,  -10801,   -6822,591360,227691,Bearish
2010-05-18,281985,50315,    -390,    3765,579758,231670,Bearish Reversal
2010-05-11,282375,46550,   10864,    5586,583504,235825,Bullish
2010-05-04,271511,40964,    8039,    3160,551616,230547,Bullish
2010-04-27,263472,37804,   12228,   -2789,538591,225668,Bullish
2010-04-20,251244,40593,  -11355,   -1264,521338,210651,Bearish Reversal
2010-04-13,262599,41857,   20297,    3001,528856,220742,Bullish
2010-04-06,242302,38856,   32428,    2748,497388,203446,Bullish
2010-03-30,209874,36108,  -11598,   -1492,466678,173766,Bearish Reversal
2010-03-23,221472,37600,  -17593,   -1119,495143,183872,Bearish Reversal
2010-03-16,239065,38719,   -1803,    6045,496481,200346,Bearish
2010-03-09,240868,32674,    1103,     281,493909,208194,Bullish
2010-03-02,239765,32393,    6659,     -91,482786,207372,Bullish
2010-02-23,233106,32484,    8391,   -3373,466572,200622,Bullish
2010-02-16,224715,35857,    1940,   -5399,466509,188858,Bullish Reversal
2010-02-09,222775,41256,  -23273,    5377,466905,181519,Bearish Reversal
2010-02-02,246048,35879,    -175,    1580,480860,210169,Bearish Reversal
2010-01-26,246223,34299,  -15053,   -5508,507565,211924,Bearish Reversal
2010-01-19,261276,39807,   -9984,   -2111,528924,221469,Bearish
2010-01-12,271260,41918,    8252,    6677,523266,229342,Bullish
2010-01-05,263008,35241,    -623,    2100,507643,227767,Bearish
2009-12-29,263631,33141,   -9856,   -2270,491712,230490,Bearish Reversal
2009-12-22,273487,35411,  -14995,    3037,499233,238076,Bearish Reversal
2009-12-15,288482,32374,   -2474,   -4153,504368,256108,Bullish Reversal
2009-12-08,290956,36527,   -6360,   -1725,505652,254429,Bearish Reversal
2009-12-01,297316,38252,    2536,    5803,521433,259064,Bearish
2009-11-24,294780,32449,   10390,  -16244,521253,262331,Bullish Reversal
2009-11-17,284390,48693,    3992,    6355,533119,235697,Bearish
2009-11-09,280398,42338,     874,    4133,530505,238060,Bearish
2009-11-03,279524,38205,    6578,    7036,493991,241319,Bearish Reversal
2009-10-27,272946,31169,  -13918,   -5588,497479,241777,Bearish Reversal
2009-10-20,286864,36757,   -1350,    2498,509678,250107,Bearish
2009-10-13,288214,34259,   18335,    4048,504187,253955,Bullish
2009-10-06,269879,30211,   16885,    8603,484307,239668,Bullish
2009-09-29,252994,21608,  -12931,   -7568,454585,231386,Bearish Reversal
2009-09-22,265925,29176,    2596,    1494,467145,236749,Bullish Reversal
2009-09-15,263329,27682,   11621,     650,467892,235647,Bullish
2009-09-08,251708,27032,   44909,    4734,451713,224676,Bullish
2009-09-01,206799,22298,    1327,    -192,384703,184501,Bullish
2009-08-25,205472,22490,    2005,   -3447,379629,182982,Bullish
2009-08-18,203467,25937,   -8522,    4034,373810,177530,Bearish Reversal
2009-08-11,211989,21903,   -5020,   -1592,385002,190086,Bearish Reversal
2009-08-04,217009,23495,   17557,   -3186,392834,193514,Bullish
2009-07-28,199452,26681,   -1817,   -1286,386340,172771,Bearish Reversal
2009-07-21,201269,27967,   15565,    1067,390939,173302,Bullish
2009-07-14,185704,26900,   -4682,     658,370509,158804,Bearish Reversal
2009-07-07,190386,26242,   -3619,   -3577,372985,164144,Bearish Reversal
2009-06-30,194005,29819,   -1649,     459,379199,164186,Bearish
2009-06-23,195654,29360,   -7033,    2216,370347,166294,Bearish Reversal
2009-06-16,202687,27144,  -13098,    1033,371997,175543,Bearish Reversal
2009-06-09,215785,26111,    -183,   -2517,387181,189674,Bullish Reversal
2009-06-02,215968,28628,    6235,   -3797,391057,187340,Bullish Reversal
2009-05-26,209733,32425,   23801,   -3923,396965,177308,Bullish
2009-05-19,185932,36348,    1423,   -9284,367931,149584,Bullish
2009-05-12,184509,45632,   13016,    4130,359517,138877,Bullish
2009-05-05,171493,41502,    4672,    3781,341461,129991,Bullish Reversal
2009-04-28,166821,37721,    2493,    1760,343037,129100,Bullish
2009-04-21,164328,35961,   -1538,     -10,339226,128367,Bearish
2009-04-14,165866,35971,     489,   -1594,336930,129895,Bullish Reversal
2009-04-07,165377,37565,  -17609,    9438,344929,127812,Bearish Reversal
2009-03-31,182986,28127,    4351,    1419,368618,154859,Bullish Reversal
2009-03-24,178635,26708,    3445,    1913,387177,151927,Bullish
2009-03-17,175190,24795,   -2970,   -8577,376237,150395,Bullish
2009-03-10,178160,33372,  -11420,    3085,371321,144788,Bearish
2009-03-03,189580,30287,  -10250,   -7678,365271,159293,Bearish Reversal
2009-02-24,199830,37965,    3864,    7920,372697,161865,Bearish
2009-02-17,195966,30045,    7068,    4769,361619,165921,Bullish
2009-02-10,188898,25276,    7878,    -438,350858,163622,Bullish
2009-02-03,181020,25714,   15368,    1176,346288,155306,Bullish Reversal
2009-01-27,165652,24538,   18742,    1565,354191,141114,Bullish
2009-01-20,146910,22973,     743,    4424,331507,123937,Bearish
2009-01-13,146167,18549,   -6402,    -416,318185,127618,Bearish Reversal
2009-01-06,152569,18965,    6277,   -1366,320391,133604,Bullish
2008-12-30,146292,20331,    5046,   -1127,300448,125961,Bullish
2008-12-22,141246,21458,    8572,   -2967,291022,119788,Bullish
2008-12-16,132674,24425,   21390,   -3704,282915,108249,Bullish
2008-12-09,111284,28129,    -308,     906,261001,83155,Bearish Reversal
2008-12-02,111592,27223,   -3422,   -5919,264796,84369,Bullish Reversal
2008-11-25,115014,33142,    3951,  -13092,276567,81872,Bullish Reversal
2008-11-18,111063,46234,   -5288,   -6158,289700,64829,Bullish Reversal
2008-11-11,116351,52392,   -1815,    2421,293831,63959,Bearish Reversal
2008-11-04,118166,49971,     528,   10648,303908,68195,Bearish Reversal
2008-10-28,117638,39323,   -8313,   12574,313709,78315,Bearish Reversal
2008-10-21,125951,26749,   -5142,    2481,319472,99202,Bearish Reversal
2008-10-14,131093,24268,   -6579,   -1791,323496,106825,Bearish Reversal
2008-10-07,137672,26059,   -3354,    2819,329480,111613,Bearish Reversal
2008-09-30,141026,23240,  -15786,  -12556,336598,117786,Bearish Reversal
2008-09-23,156812,35796,    9092,  -21633,368254,121016,Bullish Reversal
2008-09-16,147720,57429,   13774,    6138,393814,90291,Bullish
2008-09-09,133946,51291,   -5305,    5231,392592,82655,Bearish
2008-09-02,139251,46060,   -7989,    4099,382329,93191,Bearish
2008-08-26,147240,41961,    3136,   10223,380766,105279,Bearish
2008-08-19,144104,31738,  -15209,    3085,372968,112366,Bearish
2008-08-12,159313,28653,  -33215,    -147,365611,130660,Bearish Reversal
2008-08-05,192528,28800,  -19757,   -1166,408430,163728,Bearish Reversal
2008-07-29,212285,29966,  -18885,   -6551,446013,182319,Bearish Reversal
2008-07-22,231170,36517,   -9764,   -1634,475606,194653,Bullish Reversal
2008-07-22,3630,2011,    -755,     932,11538,1619,Bearish Reversal
2008-07-15,240934,38151,   15889,    2708,483920,202783,Bullish
2008-07-15,4385,1079,.,.,11842,3306,No signal
2008-07-08,225045,35443,    1506,    -417,443202,189602,Bullish
2008-07-01,223539,35860,   33321,    -820,434024,187679,Bullish
2008-06-24,190218,36680,    9581,    7233,401226,153538,Bullish
2008-06-17,180637,29447,   -8538,   -8480,390471,151190,Bearish Reversal
2008-06-10,189175,37927,  -11369,    7594,396392,151248,Bearish Reversal
2008-06-03,200544,30333,  -20410,     891,398441,170211,Bearish Reversal
2008-05-27,220954,29442,    4630,   -4763,430961,191512,Bullish Reversal
2008-05-20,216324,34205,   18515,  -10666,453084,182119,Bullish
2008-05-13,197809,44871,    5090,    8119,439636,152938,Bullish
2008-05-13,2996,2126,     401,     287,12321,870,Bearish
2008-05-06,192719,36752,   -2125,    2556,433741,155967,Bullish
2008-04-29,3681,2378,.,.,12443,1303,No signal
2008-04-29,194844,34196,   -7021,     -46,429670,160648,Bearish
2008-04-22,201865,34242,   -1045,    3309,424218,167623,Bearish
2008-04-15,202910,30933,    6087,    -497,422699,171977,Bullish
2008-04-08,196823,31430,    5865,    1750,407212,165393,Bullish
2008-04-01,190958,29680,  -23693,   -9229,399393,161278,Bearish Reversal
2008-03-25,214651,38909,  -17776,   -1509,452193,175742,Bearish Reversal
2008-03-18,232427,40418,   -6621,   -2287,489055,192009,Bullish
2008-03-18,3440,2384,    -247,    -637,15459,1056,Bullish
2008-03-11,3687,3021,     487,    -127,15039,666,Bearish
2008-03-11,239048,42705,   -1549,   -2112,482035,196343,Bullish Reversal
2008-03-04,3200,3148,     297,     -63,14944,52,Bearish
2008-03-04,240597,44817,   -9673,    3910,486992,195780,Bullish Reversal
2008-02-26,2903,3211,     286,    1265,14824,-308,Bearish
2008-02-26,250270,40907,   -1447,    1449,495102,209363,Bullish
2008-02-19,2617,1946,    -393,    -355,13825,671,Bearish Reversal
2008-02-19,251717,39458,   10911,    5248,489789,212259,Bullish
2008-02-12,3010,2301,    -324,     105,14136,709,Bearish Reversal
2008-02-12,240806,34210,    5954,    3100,475749,206596,Bullish Reversal
2008-02-05,3334,2196,      48,    1285,14324,1138,Bearish
2008-02-05,234852,31110,   -2400,    -362,495139,203742,Bullish Reversal
2008-01-29,3286,911,    -537,   -1062,14027,2375,Bearish Reversal
2008-01-29,237252,31472,   -3931,   -4636,522142,205780,Bullish Reversal
2008-01-22,3823,1973,   -1251,     939,16322,1850,Bearish Reversal
2008-01-22,241183,36108,   -5923,    1049,560173,205075,Bullish Reversal
2008-01-15,5074,1034,    -972,   -1006,16645,4040,Bearish Reversal
2008-01-15,247106,35059,    9017,    2374,593953,212047,Bullish
2008-01-08,6046,2040,    -107,    1091,17969,4006,Bearish
2008-01-08,238089,32685,   10977,    5011,558309,205404,Bullish
2007-12-31,227112,27674,   16591,    1528,541854,199438,Bullish
2007-12-31,6153,949,    1707,     189,16569,5204,Bullish
2007-12-24,4446,760,    1370,    -246,15482,3686,Bearish
2007-12-24,210521,26146,   12732,   -1370,517020,184375,Bullish
2007-12-18,3076,1006,    -901,   -1078,14998,2070,Bearish Reversal
2007-12-18,197789,27516,    1260,    2761,495001,170273,Bullish
2007-12-11,3977,2084,     677,    1596,16180,1893,Bearish
2007-12-11,196529,24755,    5641,    1391,486198,171774,Bullish Reversal
2007-12-04,3300,488,     297,    -789,15254,2812,Bearish Reversal
2007-12-04,190888,23364,  -15610,   -8053,486709,167524,Bearish Reversal
2007-11-27,206498,31417,   -6736,   -9427,520782,175081,Bullish
2007-11-27,3003,1277,    -538,    -370,17129,1726,Bearish Reversal
2007-11-20,213234,40844,  -15126,    3269,512430,172390,Bullish Reversal
2007-11-20,3541,1647,     293,   -1357,18555,1894,Bullish Reversal
2007-11-13,3248,3004,   -3544,   -2152,21821,244,Bearish Reversal
2007-11-13,228360,37575,  -13115,   -1775,552546,190785,Bearish Reversal
2007-11-06,241475,39350,    8853,    5334,556856,202125,Bullish
2007-11-06,6792,5156,     186,    -905,22742,1636,Bearish
2007-10-30,232622,34016,    5747,   -6555,516163,198606,Bullish
2007-10-30,6606,6061,    -266,    1211,21494,545,Bearish Reversal
2007-10-23,6872,4850,     482,     362,21573,2022,Bearish Reversal
2007-10-23,226875,40571,  -11557,    3998,489471,186304,Bearish
2007-10-16,238432,36573,   16683,    5520,483872,201859,Bullish
2007-10-16,6390,4488,    -636,     681,22087,1902,Bearish
2007-10-09,7026,3807,   -2027,     104,20314,3219,Bearish Reversal
2007-10-09,221749,31053,   10983,   -3818,458936,190696,Bullish
2007-10-02,210766,34871,    9578,    7728,439865,175895,Bullish Reversal
2007-10-02,9053,3703,     -27,     -93,22888,5350,Bullish Reversal
2007-09-25,9080,3796,    1149,      74,23271,5284,Bearish
2007-09-25,201188,27143,   33048,     653,440945,174045,Bullish
2007-09-18,168140,26490,   12823,   -2158,392748,141650,Bullish
2007-09-18,7931,3722,     214,     104,22267,4209,Bullish
2007-09-11,7717,3618,     491,     763,20591,4099,Bearish
2007-09-11,155317,28648,   28971,    -718,373686,126669,Bullish
2007-09-04,126346,29366,   22502,    2733,339439,96980,Bullish
2007-09-04,7226,2855,    1151,      81,19656,4371,Bearish
2007-08-28,103844,26633,    1266,   -7015,325767,77211,Bullish Reversal
2007-08-28,6075,2774,    1597,    -251,19026,3301,Bearish
2007-08-21,102578,33648,  -16400,    8881,330204,68930,Bullish Reversal
2007-08-21,4478,3025,    -337,     502,17736,1453,Bearish Reversal
2007-08-14,4815,2523,     783,      60,19220,2292,Bearish
2007-08-14,118978,24767,   -4413,   -9253,347973,94211,Bullish Reversal
2007-08-07,123391,34020,    9685,    1203,352908,89371,Bullish
2007-08-07,4032,2463,    -859,    -842,17817,1569,Bearish Reversal
2007-07-31,113706,32817,  -40545,    1496,351185,80889,Bullish Reversal
2007-07-31,4891,3305,   -1982,    -218,20164,1586,Bearish Reversal
2007-07-24,154251,31321,   39463,   -3748,401603,122930,Bullish
2007-07-24,6873,3523,    1946,   -1557,23707,3350,Bearish
2007-07-17,114788,35069,    1278,   -6221,385595,79719,Bullish Reversal
2007-07-17,4927,5080,     169,      14,22517,-153,Bearish
2007-07-10,113510,41290,    3858,   -2700,387916,72220,Bullish
2007-07-10,4758,5066,    1465,     881,21795,-308,Bearish
2007-07-03,109652,43990,   -9416,  -12001,375642,65662,Bullish Reversal
2007-07-03,3293,4185,      46,   -2015,21155,-892,Bearish Reversal
2007-06-26,119068,55991,   -7139,   11389,407640,63077,Bullish Reversal
2007-06-26,3247,6200,      68,    1395,22237,-2953,Bearish
2007-06-19,126207,44602,    1131,   -4578,410324,81605,Bullish Reversal
2007-06-19,3179,4805,   -1773,     203,20600,-1626,Bearish Reversal
2007-06-12,4952,4602,   -1379,   -1582,21638,350,Bearish Reversal
2007-06-12,125076,49180,  -17976,   13745,412150,75896,Bullish
2007-06-05,6331,6184,    1136,     244,23828,147,Bearish Reversal
2007-06-05,143052,35435,    8648,   -4072,385046,107617,Bullish Reversal
2007-05-29,134404,39507,   -6890,   -5972,425688,94897,Bullish
2007-05-29,5195,5940,   -1710,   -1810,25939,-745,Bullish Reversal
2007-05-22,6905,7750,    -834,    -897,28826,-845,Bearish Reversal
2007-05-22,141294,45479,   -8478,    9605,416813,95815,Bullish
2007-05-15,7739,8647,   -2439,    2997,29914,-908,Bearish
2007-05-15,149772,35874,  -18578,    3810,408936,113898,Bearish Reversal
2007-05-08,168350,32064,    4527,   -1314,411273,136286,Bullish
2007-05-08,10178,5650,     701,    -542,29366,4528,Bearish
2007-05-01,163823,33378,   -5880,   -2483,396276,130445,Bullish Reversal
2007-05-01,9477,6192,   -1545,    1807,29074,3285,Bearish Reversal
2007-04-24,11022,4385,   -1129,    1895,32194,6637,Bearish
2007-04-24,169703,35861,    -898,     618,403388,133842,Bullish
2007-04-17,12151,2490,    -122,     590,31771,9661,Bearish Reversal
2007-04-17,170601,35243,   20028,   -2374,380800,135358,Bullish
2007-04-10,12273,1900,     429,    1211,31854,10373,Bearish
2007-04-10,150573,37617,   18715,    -296,369536,112956,Bullish
2007-04-03,11844,689,      55,   -3666,31397,11155,Bearish Reversal
2007-04-03,131858,37913,    5445,    6623,347817,93945,Bullish Reversal
2007-03-27,11789,4355,     359,   -2077,35262,7434,Bearish Reversal
2007-03-27,126413,31290,    1212,    -487,359434,95123,Bullish Reversal
2007-03-20,125201,31777,   -3877,    -959,359726,93424,Bullish Reversal
2007-03-20,11430,6432,     716,   -2272,39649,4998,Bullish
2007-03-13,10714,8704,    -551,     475,39354,2010,Bearish Reversal
2007-03-13,129078,32736,   -7343,   -1987,394090,96342,Bullish
2007-03-06,11265,8229,   -3962,    4170,40957,3036,Bearish Reversal
2007-03-06,136421,34723,  -46035,   -5641,382550,101698,Bullish Reversal
2007-02-27,15227,4059,    3651,   -1910,45832,11168,Bearish
2007-02-27,182456,40364,   13618,    1459,415155,142092,Bullish
2007-02-20,168838,38905,    1359,   -3824,396115,129933,Bullish
2007-02-20,11576,5969,   -2279,    2579,40402,5607,Bearish
2007-02-13,13855,3390,    3082,   -1323,39189,10465,Bearish
2007-02-13,167479,42729,   15588,    -616,383169,124750,Bullish
2007-02-06,151891,43345,    7927,    -274,360936,108546,Bullish
2007-02-06,10773,4713,    -370,    -355,38492,6060,Bearish
2007-01-30,11143,5068,   -1243,   -1342,36750,6075,Bearish Reversal
2007-01-30,143964,43619,   15501,    -343,348035,100345,Bullish Reversal
2007-01-23,12386,6410,    3432,     722,43817,5976,Bearish
2007-01-23,128463,43962,   19077,   -2474,361114,84501,Bullish
2007-01-16,109386,46436,    4229,   -5853,344685,62950,Bullish Reversal
2007-01-16,8954,5688,    1167,    -835,38599,3266,Bullish
2007-01-09,7787,6523,   -6219,    1178,37605,1264,Bearish Reversal
2007-01-09,105157,52289,  -15482,    9533,347491,52868,Bullish Reversal
2007-01-03,14006,5345,    2729,     131,44571,8661,Bearish
2007-01-03,120639,42756,   10153,     362,353494,77883,Bullish
2006-12-26,110486,42394,     804,    2605,340473,68092,Bullish
2006-12-26,11277,5214,    -529,      41,41191,6063,Bearish Reversal
2006-12-19,109682,39789,  -10446,    1490,337096,69893,Bullish
2006-12-19,11806,5173,   -1456,    -211,42779,6633,Bearish Reversal
2006-12-12,120128,38299,   -2017,    -207,333101,81829,Bullish
2006-12-12,13262,5384,   -4070,   -1336,43761,7878,Bearish Reversal
2006-12-05,17332,6720,    2913,     946,47355,10612,Bearish Reversal
2006-12-05,122145,38506,    2067,   -1706,330530,83639,Bullish Reversal
2006-11-28,14419,5774,    -830,    1177,50655,8645,Bearish Reversal
2006-11-28,120078,40212,   -2943,    1484,349517,79866,Bearish Reversal
2006-11-21,123021,38728,   -3886,     655,355430,84293,Bullish Reversal
2006-11-21,15249,4597,    1059,   -1512,54178,10652,Bullish
2006-11-14,14190,6109,   -3843,    1739,52263,8081,Bearish Reversal
2006-11-14,126907,38073,    5501,   -2167,356575,88834,Bullish
2006-11-07,18033,4370,    2663,     825,52364,13663,Bearish
2006-11-07,121406,40240,   13934,   -2516,335036,81166,Bullish
2006-10-31,15370,3545,    8025,   -2211,49533,11825,Bearish
2006-10-31,107472,42756,    3373,   -5293,323481,64716,Bullish Reversal
2006-10-24,104099,48049,   -3894,    1315,331598,56050,Bullish
2006-10-24,7345,5756,    1288,    -785,44891,1589,Bearish
2006-10-17,107993,46734,    1782,    2972,329875,61259,Bullish Reversal
2006-10-17,6057,6541,     932,   -3620,41246,-484,Bullish Reversal
2006-10-10,5125,10161,    1168,      72,42577,-5036,Bearish
2006-10-10,106211,43762,   -1359,    5626,334329,62449,Bearish
2006-10-03,107570,38136,    -547,    1263,330065,69434,Bullish
2006-10-03,3957,10089,     420,    1299,39005,-6132,Bearish
2006-09-26,3537,8790,    -437,   -3507,37248,-5253,Bearish Reversal
2006-09-26,108117,36873,   -8002,   -1378,322937,71244,Bullish Reversal
2006-09-19,3974,12297,    -539,    1784,41036,-8323,Bearish
2006-09-19,116119,38251,   -5336,    1018,325852,77868,Bullish
2006-09-12,4513,10513,   -5934,    8298,36419,-6000,Bearish
2006-09-12,121455,37233,  -12536,    1576,310510,84222,Bullish Reversal
2006-09-05,10447,2215,    4954,   -3503,33795,8232,Bearish Reversal
2006-09-05,133991,35657,    9570,   -1048,319998,98334,Bullish
2006-08-29,124421,36705,   -4476,    3756,307583,87716,Bullish
2006-08-29,5493,5718,    -992,    3290,34338,-225,Bearish
2006-08-22,128897,32949,   -3122,    1474,306171,95948,Bullish Reversal
2006-08-22,6485,2428,     764,    -318,31222,4057,Bullish Reversal
2006-08-15,5721,2746,    -122,    1372,31735,2975,Bearish
2006-08-15,132019,31475,   -6952,   -1398,313327,100544,Bullish
2006-08-08,5843,1374,    -237,     -95,27939,4469,Bearish
2006-08-08,138971,32873,    6190,    2853,309097,106098,Bullish
2006-08-01,6080,1469,    1445,    -835,24512,4611,Bearish Reversal
2006-08-01,132781,30020,     513,    -693,304907,102761,Bullish Reversal
2006-07-25,132268,30713,  -10934,   -5115,315635,101555,Bullish Reversal
2006-07-25,4635,2304,   -1326,    -351,26254,2331,Bearish Reversal
2006-07-18,5961,2655,   -2195,    1130,28473,3306,Bearish
2006-07-18,143202,35828,    1008,   -4437,324276,107374,Bullish
2006-07-11,8156,1525,     -28,   -1030,25432,6631,Bearish
2006-07-11,142194,40265,   11008,     999,312684,101929,Bullish
2006-07-03,131186,39266,    2876,   -3420,292500,91920,Bullish Reversal
2006-07-03,8184,2555,    1757,     345,23014,5629,Bearish
2006-06-27,128310,42686,   -3554,    1043,292789,85624,Bullish
2006-06-27,6427,2210,    -315,     -23,22415,4217,Bearish Reversal
2006-06-20,131864,41643,   -6902,    2164,288148,90221,Bullish Reversal
2006-06-20,6742,2233,   -1528,   -2440,22685,4509,Bearish Reversal
2006-06-13,138766,39479,    4117,     726,288981,99287,Bullish
2006-06-13,8270,4673,    2142,    3026,25882,3597,Bearish
2006-06-06,6128,1647,    1263,    1157,19220,4481,Bearish Reversal
2006-06-06,134649,38753,    1174,    6765,283161,95896,Bearish Reversal
2006-05-30,133475,31988,  -10772,   -1161,314494,101487,Bullish Reversal
2006-05-30,4865,490,    -496,   -2701,19677,4375,Bearish Reversal
2006-05-23,144247,33149,  -19526,   -4467,316143,111098,Bullish Reversal
2006-05-23,5361,3191,    -580,   -1732,24200,2170,Bullish Reversal
2006-05-16,5941,4923,     984,    1855,32955,1018,Bearish
2006-05-16,163773,37616,  -11936,   -4157,338720,126157,Bearish Reversal
2006-05-09,175709,41773,   -2000,   -5648,351933,133936,Bullish Reversal
2006-05-09,4957,3068,      57,   -1748,21019,1889,Bearish
2006-05-02,177709,47421,    2363,    1453,359539,130288,Bullish
2006-05-02,4900,4816,    -449,    -447,17784,84,Bearish Reversal
2006-04-25,175346,45968,   -2524,   -1608,354108,129378,Bullish
2006-04-25,5349,5263,    -317,      36,18863,86,Bearish
2006-04-18,5666,5227,    -118,     223,17077,439,Bearish
2006-04-18,177870,47576,    2870,   -3092,353757,130294,Bullish
2006-04-11,5784,5004,.,.,16832,780,No signal
2006-04-11,175000,50668,   -3040,    4836,342632,124332,Bearish Reversal
2006-04-04,178040,45832,   14984,    3362,342721,132208,Bullish
2006-03-28,163056,42470,   13110,   -3212,334042,120586,Bullish
2006-03-21,149946,45682,    6249,   -2075,319618,104264,Bullish Reversal
2006-03-14,143697,47757,  -23447,    1502,322360,95940,Bearish Reversal
2006-03-07,167144,46255,   -2819,    3662,338325,120889,Bearish Reversal
2006-02-28,169963,42593,    6077,   -2609,339859,127370,Bullish
2006-02-21,163886,45202,   -4024,   -3794,333410,118684,Bearish Reversal
2006-02-14,167910,48996,  -13061,   -4626,338143,118914,Bearish Reversal
2006-02-07,180971,53622,   -6435,    5466,341727,127349,Bearish
2006-01-31,187406,48156,   -1522,    2077,339645,139250,Bearish Reversal
2006-01-24,188928,46079,   -2722,    2908,356080,142849,Bearish Reversal
2006-01-17,191650,43171,    7242,    4569,361704,148479,Bullish
2006-01-10,184408,38602,    3720,    8876,343419,145806,Bearish
2006-01-03,180688,29726,    1364,    4924,325524,150962,Bearish
2005-12-27,179324,24802,   -3399,   -1751,320115,154522,Bearish Reversal
2005-12-20,182723,26553,   -7208,   -7047,324429,156170,Bearish Reversal
2005-12-13,189931,33600,  -18535,   -7453,337574,156331,Bearish Reversal
2005-12-06,208466,41053,    8945,     437,341011,167413,Bullish Reversal
2005-11-29,199521,40616,   -2244,    1833,350225,158905,Bearish Reversal
2005-11-22,201765,38783,   24344,   -8952,350603,162982,Bullish
2005-11-15,177421,47735,   10171,    3596,324719,129686,Bullish
2005-11-08,167250,44139,  -13304,   -5847,317076,123111,Bearish Reversal
2005-11-01,180554,49986,  -26255,   -3471,334470,130568,Bearish Reversal
2005-10-25,206809,53457,  -17615,    -543,339388,153352,Bearish Reversal
2005-10-18,224424,54000,   -9636,   -2650,362699,170424,Bearish Reversal
2005-10-11,234060,56650,    4596,   -1316,370844,177410,Bullish
2005-10-04,229464,57966,    9816,    4418,363529,171498,Bullish Reversal
2005-09-27,219648,53548,    -315,   -8289,366819,166100,Bullish
2005-09-20,219963,61837,   44678,   13350,363315,158126,Bullish
2005-09-13,175285,48487,   15363,    3817,321200,126798,Bullish
2005-09-06,159922,44670,    1081,   -4338,299192,115252,Bullish
2005-08-30,158841,49008,  -48057,    1797,291894,109833,Bearish Reversal
2005-08-23,206898,47211,   -1660,   -3740,331804,159687,Bullish
2005-08-16,208558,50951,   39945,      37,331633,157607,Bullish
2005-08-09,168613,50914,   49672,   -2458,287839,117699,Bullish
2005-08-02,118941,53372,    8256,   -8291,244488,65569,Bullish Reversal
2005-07-26,110685,61663,   -5887,    -798,256886,49022,Bearish Reversal
2005-07-19,116572,62461,   -8013,   11598,270001,54111,Bearish
2005-07-12,124585,50863,  -22148,    9004,269891,73722,Bearish Reversal
2005-07-05,146733,41859,  -28787,   -3730,281186,104874,Bearish Reversal
2005-06-28,175520,45589,   13282,   -8139,303385,129931,Bullish
2005-06-21,162238,53728,   42780,   -8869,289771,108510,Bullish
2005-06-14,119458,62597,    7662,  -10092,257034,56861,Bullish
2005-06-07,111796,72689,   -1206,   -7348,252151,39107,Bullish Reversal
2005-05-31,113002,80037,   -1963,    4581,255995,32965,Bearish Reversal
2005-05-24,114965,75456,   -9604,    6831,272748,39509,Bearish Reversal
2005-05-17,124569,68625,  -10150,   14284,274382,55944,Bearish Reversal
2005-05-10,134719,54341,  -19195,    8155,282478,80378,Bearish Reversal
2005-05-03,153914,46186,  -19912,   10137,290539,107728,Bearish Reversal
