As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2010-11-16,21645,10818,   -4479,   -8991,32813,10827,Bullish Reversal
2010-11-09,26124,19809,   -1788,    -117,38371,6315,Bearish Reversal
2010-11-02,27912,19926,    3896,    1760,40266,7986,Bullish
2010-10-26,24016,18166,    1227,   -1442,38585,5850,Bullish
2010-10-19,22789,19608,    3203,   -1470,37745,3181,Bullish
2010-10-12,19586,21078,     457,     369,34984,-1492,Bullish
2010-10-05,19129,20709,   -1679,    1285,34586,-1580,Bearish
2010-09-28,20808,19424,     948,    3201,33147,1384,Bearish
2010-09-21,19860,16223,    1686,    3776,28701,3637,Bearish
2010-09-14,18174,12447,     912,    9533,24885,5727,Bearish
2010-09-07,17262,2914,      69,     694,24239,14348,Bearish Reversal
2010-08-31,17193,2220,   -4191,   -3441,24350,14973,Bearish Reversal
2010-08-24,21384,5661,   -4177,   -1153,28979,15723,Bearish Reversal
2010-08-17,25561,6814,    3212,     -27,31979,18747,Bullish
2010-08-10,22349,6841,    6705,    3572,28784,15508,Bullish
2010-08-03,15644,3269,    -844,     733,22911,12375,Bearish
2010-07-27,16488,2536,   -1188,    -680,22557,13952,Bearish Reversal
2010-07-20,17676,3216,   -1379,   -1580,24176,14460,Bullish Reversal
2010-07-13,19055,4796,   -2033,      26,25589,14259,Bearish Reversal
2010-07-06,21088,4770,   -1147,    1772,27998,16318,Bearish Reversal
2010-06-29,22235,2998,   -1529,     -85,30261,19237,Bearish Reversal
2010-06-22,23764,3083,    -936,     345,32053,20681,Bearish Reversal
2010-06-15,24700,2738,    -891,   -2111,32329,21962,Bullish Reversal
2010-06-08,25591,4849,    2257,     687,38248,20742,Bullish
2010-06-01,23334,4162,   -1149,    1024,36277,19172,Bearish Reversal
2010-05-25,24483,3138,   -2311,     240,37952,21345,Bearish Reversal
2010-05-18,26794,2898,   -2652,    -463,39545,23896,Bearish Reversal
2010-05-11,29446,3361,   -5666,   -2082,42824,26085,Bearish Reversal
2010-05-04,35112,5443,    2019,   -1905,48517,29669,Bullish
2010-04-27,33093,7348,    1708,     943,47054,25745,Bullish
2010-04-20,31385,6405,   -1792,     904,44558,24980,Bearish Reversal
2010-04-13,33177,5501,   -2069,     409,46766,27676,Bearish Reversal
2010-04-06,35246,5092,  -10766,   -5757,50152,30154,Bearish Reversal
2010-03-30,46012,10849,    7658,    4692,60419,35163,Bullish
2010-03-23,38354,6157,    3752,     335,51403,32197,Bullish
2010-03-16,34602,5822,   -5878,    1287,46920,28780,Bearish Reversal
2010-03-09,40480,4535,   -2524,    -396,58121,35945,Bearish
2010-03-02,43004,4931,    -649,    -330,55702,38073,Bearish Reversal
2010-02-23,43653,5261,   -2075,   -2885,57575,38392,Bullish Reversal
2010-02-16,45728,8146,     -35,    3372,58733,37582,Bearish Reversal
2010-02-09,45763,4774,   -7562,   -6112,58939,40989,Bearish Reversal
2010-02-02,53325,10886,    9173,    4280,67283,42439,Bullish
2010-01-26,44152,6606,    7820,     345,59330,37546,Bullish
2010-01-19,36332,6261,   -3832,    -394,49139,30071,Bearish Reversal
2010-01-12,40164,6655,   -8459,   -2570,52227,33509,Bearish Reversal
2010-01-05,48623,9225,   -2427,   -2791,62056,39398,Bullish Reversal
2009-12-29,51050,12016,    5077,     173,63184,39034,Bullish
2009-12-22,45973,11843,    8394,      34,59792,34130,Bullish
2009-12-15,37579,11809,    8440,   -3267,51271,25770,Bullish
2009-12-08,29139,15076,    5452,   -4169,48594,14063,Bullish
2009-12-01,23687,19245,    1026,   -1965,39680,4442,Bullish Reversal
2009-11-24,22661,21210,    1082,   -1457,39858,1451,Bullish Reversal
2009-11-17,21579,22667,    5043,     529,42265,-1088,Bullish
2009-11-09,16536,22138,    1628,    1136,37246,-5602,Bullish
2009-11-03,14908,21002,    2118,    -713,35969,-6094,Bullish Reversal
2009-10-27,12790,21715,     313,    -715,36160,-8925,Bullish Reversal
2009-10-20,12477,22430,    1587,    2049,36619,-9953,Bearish
2009-10-13,10890,20381,     332,     746,33891,-9491,Bearish
2009-10-06,10558,19635,    1764,    2331,31874,-9077,Bearish
2009-09-29,8794,17304,   -2119,   -3671,29776,-8510,Bullish Reversal
2009-09-22,10913,20975,     478,    1418,33704,-10062,Bearish Reversal
2009-09-15,10435,19557,     593,    3088,34399,-9122,Bearish Reversal
2009-09-08,9842,16469,    1269,    6214,38153,-6627,Bearish
2009-09-01,8573,10255,    2698,   -3429,30351,-1682,Bullish
2009-08-25,5875,13684,    1941,    2500,27317,-7809,Bearish
2009-08-18,3934,11184,   -2214,   -4516,25171,-7250,Bullish Reversal
2009-08-11,6148,15700,   -1357,   -3698,27863,-9552,Bullish Reversal
2009-08-04,7505,19398,    1076,    3404,28621,-11893,Bearish
2009-07-28,6429,15994,   -1631,   -1474,25803,-9565,Bearish Reversal
2009-07-21,8060,17468,    2856,    4198,27107,-9408,Bearish
2009-07-14,5204,13270,      69,    1504,21435,-8066,Bearish
2009-07-07,5135,11766,     498,     812,20244,-6631,Bearish
2009-06-30,4637,10954,    -233,   -1053,20118,-6317,Bullish Reversal
2009-06-23,4870,12007,     734,    -224,20532,-7137,Bullish
2009-06-16,4136,12231,   -8461,   -1877,20470,-8095,Bearish Reversal
2009-06-09,12597,14108,   -1497,   -3092,42229,-1511,Bullish
2009-06-02,14094,17200,     305,    2460,40030,-3106,Bearish
2009-05-26,13789,14740,    4041,    5926,37046,-951,Bearish
2009-05-19,9748,8814,    -448,    2266,30331,934,Bearish
2009-05-12,10196,6548,      70,    2800,28144,3648,Bearish
2009-05-05,10126,3748,   -1574,    1054,23738,6378,Bearish
2009-04-28,11700,2694,   -1601,     -51,22223,9006,Bearish Reversal
2009-04-21,13301,2745,     780,   -1897,23331,10556,Bullish Reversal
2009-04-14,12521,4642,    -879,     606,23893,7879,Bearish
2009-04-07,13400,4036,    2253,    -444,23676,9364,Bullish
2009-03-31,11147,4480,     514,     563,23205,6667,Bearish Reversal
2009-03-24,10633,3917,   -3683,    1318,24678,6716,Bearish
2009-03-17,14316,2599,   -1861,    1385,22831,11717,Bearish Reversal
2009-03-10,16177,1214,    2597,    -217,29295,14963,Bullish
2009-03-03,13580,1431,    -533,     -68,24186,12149,Bearish
2009-02-24,14113,1499,   -1113,     295,22578,12614,Bearish Reversal
2009-02-17,15226,1204,    3197,    -229,25037,14022,Bullish
2009-02-10,12029,1433,    -197,    -266,18679,10596,Bullish Reversal
2009-02-03,12226,1699,    1908,    -120,19347,10527,Bullish
2009-01-27,10318,1819,    2437,     -68,18800,8499,Bullish
2009-01-20,7881,1887,     542,      46,15431,5994,Bullish
2009-01-13,7339,1841,   -1007,    -929,13884,5498,Bearish Reversal
2009-01-06,8346,2770,      56,     500,15924,5576,Bearish
2008-12-30,8290,2270,    -257,    -418,15706,6020,Bullish
2008-12-22,8547,2688,   -1703,     957,15660,5859,Bearish Reversal
2008-12-16,10250,1731,   -7829,     483,16566,8519,Bearish Reversal
2008-12-09,18079,1248,     242,       6,41502,16831,Bullish
2008-12-02,17837,1242,   -2732,    -483,39382,16595,Bearish Reversal
2008-11-25,20569,1725,     979,     640,40815,18844,Bullish
2008-11-18,19590,1085,   -1092,     -84,38314,18505,Bearish Reversal
2008-11-11,20682,1169,    -375,     163,38679,19513,Bearish
2008-11-04,21057,1006,     684,    -326,38298,20051,Bullish Reversal
2008-10-28,20373,1332,   -7393,    -320,39279,19041,Bearish Reversal
2008-10-21,27766,1652,    1092,    -112,44040,26114,Bullish Reversal
2008-10-14,26674,1764,     727,    -584,46605,24910,Bullish
2008-10-07,25947,2348,    -969,     413,45172,23599,Bearish Reversal
2008-09-30,26916,1935,   -3422,    -693,46227,24981,Bearish Reversal
2008-09-23,30338,2628,   -9964,     181,49702,27710,Bearish Reversal
2008-09-16,40302,2447,    -422,   -4030,52872,37855,Bullish Reversal
2008-09-09,40724,6477,    3704,     787,78978,34247,Bullish
2008-09-02,37020,5690,    4746,    1536,49395,31330,Bullish
2008-08-26,32274,4154,    2774,     753,43723,28120,Bullish
2008-08-19,29500,3401,    8982,      31,41746,26099,Bullish
2008-08-12,20518,3370,    1561,   -5202,33273,17148,Bullish
2008-08-05,18957,8572,   -2683,   -2193,32021,10385,Bearish Reversal
2008-07-29,21640,10765,   -1981,   -6765,36628,10875,Bullish Reversal
2008-07-22,23621,17530,   -1548,   -3731,38097,6091,Bullish Reversal
2008-07-15,25169,21261,    2512,    6640,39105,3908,Bearish
2008-07-08,22657,14621,     713,     306,35197,8036,Bullish
2008-07-01,21944,14315,    3841,    5165,34557,7629,Bearish
2008-06-24,18103,9150,    3127,    1969,30158,8953,Bullish
2008-06-17,14976,7181,   -3605,   -5555,26204,7795,Bullish Reversal
2008-06-10,18581,12736,    1711,      46,48962,5845,Bullish
2008-06-03,16870,12690,     797,   -4594,37903,4180,Bullish Reversal
2008-05-27,16073,17284,    -835,    1966,39949,-1211,Bearish
2008-05-20,16908,15318,    5868,    3783,38353,1590,Bullish
2008-05-13,11040,11535,     561,   -2090,33434,-495,Bullish Reversal
2008-05-06,10479,13625,     681,      18,34667,-3146,Bullish Reversal
2008-04-29,9798,13607,   -5161,   -9136,36165,-3809,Bullish Reversal
2008-04-22,14959,22743,    -374,    2796,45823,-7784,Bearish
2008-04-15,15333,19947,    1507,     192,43202,-4614,Bullish
2008-04-08,13826,19755,    1079,    -430,41801,-5929,Bullish Reversal
2008-04-01,12747,20185,     602,     295,42995,-7438,Bullish
2008-03-25,12145,19890,    1344,      10,42371,-7745,Bullish Reversal
2008-03-18,10801,19880,   -3252,   -4626,43911,-9079,Bullish Reversal
2008-03-11,14053,24506,    3235,    5814,55391,-10453,Bearish
2008-03-04,10818,18692,    1003,     666,47078,-7874,Bullish
2008-02-26,9815,18026,    3353,    5344,46256,-8211,Bearish
2008-02-19,6462,12682,    1115,    3305,39574,-6220,Bearish
2008-02-12,5347,9377,   -2017,   -6433,36980,-4030,Bullish Reversal
2008-02-05,7364,15810,    -717,    2211,43742,-8446,Bearish
2008-01-29,8081,13599,     507,    3431,39342,-5518,Bearish
2008-01-22,7574,10168,   -3090,   -3289,35993,-2594,Bullish Reversal
2008-01-15,10664,13457,     712,    2226,39456,-2793,Bearish
2008-01-08,9952,11231,     968,    3726,37030,-1279,Bearish
2007-12-31,8984,7505,     703,    2510,34016,1479,Bearish
2007-12-24,8281,4995,     -78,   -2065,33192,3286,Bullish Reversal
2007-12-18,8359,7060,    2424,   -6208,34423,1299,Bullish Reversal
2007-12-11,5935,13268,     256,   -1382,44569,-7333,Bullish
2007-12-04,5679,14650,    -421,   -4650,37432,-8971,Bullish Reversal
2007-11-27,6100,19300,     334,   -1116,38395,-13200,Bullish Reversal
2007-11-20,5766,20416,     521,     424,38488,-14650,Bullish
2007-11-13,5245,19992,   -2813,   -6557,37711,-14747,Bullish Reversal
2007-11-06,8058,26549,     835,    -808,41317,-18491,Bullish
2007-10-30,7223,27357,     659,   -1651,41134,-20134,Bullish
2007-10-23,6564,29008,    1265,     948,41114,-22444,Bullish
2007-10-16,5299,28060,   -1014,   -2616,39583,-22761,Bullish Reversal
2007-10-09,6313,30676,    -453,    -653,40580,-24363,Bullish
2007-10-02,6766,31329,     929,    -531,40574,-24563,Bullish Reversal
2007-09-25,5837,31860,     566,    1089,40781,-26023,Bearish
2007-09-18,5271,30771,    -541,    7755,39341,-25500,Bearish
2007-09-11,5812,23016,    2487,    6011,34474,-17204,Bearish
2007-09-04,3325,17005,    1125,    1177,24242,-13680,Bearish
2007-08-28,2200,15828,     -37,    1790,23662,-13628,Bearish Reversal
2007-08-21,2237,14038,   -2938,   -8037,25793,-11801,Bullish Reversal
2007-08-14,5175,22075,   -3796,  -12358,33933,-16900,Bullish Reversal
2007-08-07,8971,34433,    -363,   -1878,42621,-25462,Bullish Reversal
2007-07-31,9334,36311,   -1037,   -2411,44523,-26977,Bullish Reversal
2007-07-24,10371,38722,     -78,    2852,47619,-28351,Bearish
2007-07-17,10449,35870,     778,    6240,44644,-25421,Bearish
2007-07-10,9671,29630,     176,    1129,38063,-19959,Bearish
2007-07-03,9495,28501,    2259,   10377,35149,-19006,Bearish
2007-06-26,7236,18124,     -38,    7713,24151,-10888,Bearish
2007-06-19,7274,10411,    2489,   -4299,18675,-3137,Bullish Reversal
2007-06-12,4785,14710,     -84,   -4690,27553,-9925,Bullish
2007-06-05,4869,19400,   -1394,   -2922,27472,-14531,Bullish Reversal
2007-05-29,6263,22322,     409,     245,31076,-16059,Bullish
2007-05-22,5854,22077,   -2029,   -3756,30861,-16223,Bullish Reversal
2007-05-15,7883,25833,    -127,   -1057,34833,-17950,Bullish Reversal
2007-05-08,8010,26890,   -1323,   -3569,36084,-18880,Bullish Reversal
2007-05-01,9333,30459,    -572,     996,40972,-21126,Bearish
2007-04-24,9905,29463,     290,    6308,39208,-19558,Bearish
2007-04-17,9615,23155,     801,    2525,33602,-13540,Bearish
2007-04-10,8814,20630,    -725,     449,31100,-11816,Bearish
2007-04-03,9539,20181,    1233,    1285,30160,-10642,Bearish
2007-03-27,8306,18896,     588,    -380,28790,-10590,Bullish
2007-03-20,7718,19276,   -1806,    3740,28672,-11558,Bearish Reversal
2007-03-13,9524,15536,   -1271,   -3919,34213,-6012,Bullish
2007-03-06,10795,19455,    -539,   -1262,29328,-8660,Bullish Reversal
2007-02-27,11334,20717,   -3145,    3266,32784,-9383,Bearish
2007-02-20,14479,17451,     239,    7234,29787,-2972,Bearish
2007-02-13,14240,10217,    -511,    -839,25207,4023,Bullish
2007-02-06,14751,11056,     702,    2031,24626,3695,Bearish
2007-01-30,14049,9025,    2001,   -1641,22227,5024,Bullish
2007-01-23,12048,10666,     -16,     774,21969,1382,Bearish
2007-01-16,12064,9892,     116,   -5362,21111,2172,Bullish Reversal
2007-01-09,11948,15254,    2460,   -3747,25856,-3306,Bullish Reversal
2007-01-03,9488,19001,    1558,   -1384,28542,-9513,Bullish Reversal
2006-12-26,7930,20385,    -778,    -756,29824,-12455,Bearish Reversal
2006-12-19,8708,21141,   -3820,   -3814,30678,-12433,Bearish Reversal
2006-12-12,12528,24955,   -5457,    3613,46967,-12427,Bearish
2006-12-05,17985,21342,    7674,    3710,39682,-3357,Bullish
2006-11-28,10311,17632,   -2268,    5583,37290,-7321,Bearish
2006-11-21,12579,12049,      13,   -1263,33582,530,Bullish Reversal
2006-11-14,12566,13312,    -260,    3077,34532,-746,Bearish
2006-11-07,12826,10235,     916,    2063,34478,2591,Bearish
2006-10-31,11910,8172,   -9831,     659,32961,3738,Bearish Reversal
2006-10-24,21741,7513,   -2908,    -488,33789,14228,Bearish Reversal
2006-10-17,24649,8001,    5596,     178,36745,16648,Bullish
2006-10-10,19053,7823,    5571,    -447,30911,11230,Bullish
2006-10-03,13482,8270,    6000,     122,24522,5212,Bullish
2006-09-26,7482,8148,     606,     923,19545,-666,Bearish
2006-09-19,6876,7225,   -5041,   -1790,17288,-349,Bearish Reversal
2006-09-12,11917,9015,    3710,   -2620,22167,2902,Bullish
2006-09-05,8207,11635,    -326,     574,20114,-3428,Bearish
2006-08-29,8533,11061,    1229,     512,19685,-2528,Bullish
2006-08-22,7304,10549,     -67,     494,19174,-3245,Bearish
2006-08-15,7371,10055,    -502,     206,18471,-2684,Bearish
2006-08-08,7873,9849,    1065,    2366,18272,-1976,Bearish
2006-08-01,6808,7483,   -1397,    -582,15676,-675,Bearish Reversal
2006-07-25,8205,8065,    -642,     211,16878,140,Bearish Reversal
2006-07-18,8847,7854,     927,   -4670,17233,993,Bullish Reversal
2006-07-11,7920,12524,     831,    1389,20530,-4604,Bearish
2006-07-03,7089,11135,   -3087,   -2199,18821,-4046,Bearish Reversal
2006-06-27,10176,13334,    2700,   -2221,20784,-3158,Bullish Reversal
2006-06-20,7476,15555,    -950,   -1678,24660,-8079,Bullish Reversal
2006-06-13,8426,17233,   -2160,    -614,40169,-8807,Bearish
2006-06-06,10586,17847,     198,    -816,38771,-7261,Bullish Reversal
2006-05-30,10388,18663,     131,    1828,39881,-8275,Bearish
2006-05-23,10257,16835,   -1198,    1245,38195,-6578,Bearish
2006-05-16,11455,15590,    1379,   -1204,38171,-4135,Bullish Reversal
2006-05-09,10076,16794,    1409,    2704,40912,-6718,Bearish
2006-05-02,8667,14090,   -2115,    5586,38433,-5423,Bearish
2006-04-25,10782,8504,    -441,    3510,32012,2278,Bearish
2006-04-18,11223,4994,      61,     887,28704,6229,Bearish
2006-04-11,11162,4107,     -65,    -376,27493,7055,Bullish Reversal
2006-04-04,11227,4483,   -2466,    1120,27672,6744,Bearish
2006-03-28,13693,3363,    2579,   -1128,27158,10330,Bullish Reversal
2006-03-21,11114,4491,   -7196,    1690,27692,6623,Bearish Reversal
2006-03-14,18310,2801,    1167,     204,28833,15509,Bullish Reversal
2006-03-07,17143,2597,   -1003,    -196,32565,14546,Bearish
2006-02-28,18146,2793,    -881,   -1247,30389,15353,Bullish Reversal
2006-02-21,19027,4040,    3783,     945,32312,14987,Bullish
2006-02-14,15244,3095,    4240,   -1911,29351,12149,Bullish
2006-02-07,11004,5006,     328,   -1609,26930,5998,Bullish Reversal
2006-01-31,10676,6615,     403,     169,27383,4061,Bullish Reversal
2006-01-24,10273,6446,     291,    1168,27516,3827,Bearish
2006-01-17,9982,5278,    -130,     108,25968,4704,Bearish
2006-01-10,10112,5170,   -3808,    1778,23845,4942,Bearish Reversal
2006-01-03,13920,3392,     678,    1276,26629,10528,Bearish
2005-12-27,13242,2116,    -301,    -682,24463,11126,Bullish Reversal
2005-12-20,13543,2798,   -7284,    -646,25940,10745,Bearish Reversal
2005-12-13,20827,3444,   -1960,     297,35108,17383,Bearish
2005-12-06,22787,3147,    2190,    1261,30676,19640,Bullish
2005-11-29,20597,1886,  -10798,     -72,29114,18711,Bearish Reversal
2005-11-22,31395,1958,   -1387,   -1596,38120,29437,Bullish Reversal
2005-11-15,32782,3554,    3026,     703,41712,29228,Bullish
2005-11-08,29756,2851,    3214,      -6,38747,26905,Bullish
2005-11-01,26542,2857,   -1264,    -716,33202,23685,Bearish Reversal
2005-10-25,27806,3573,   10780,     230,34050,24233,Bullish
2005-10-18,17026,3343,    3320,   -1847,24239,13683,Bullish
2005-10-11,13706,5190,    -249,    2374,20688,8516,Bearish
2005-10-04,13955,2816,    1260,    -315,19561,11139,Bullish
2005-09-27,12695,3131,    5140,     696,17573,9564,Bullish
2005-09-20,7555,2435,    3337,   -1752,12289,5120,Bullish Reversal
2005-09-13,4218,4187,   -1662,   -7048,18149,31,Bullish Reversal
2005-09-06,5880,11235,    -632,    8713,20866,-5355,Bearish
2005-08-30,6512,2522,     670,    -850,17497,3990,Bullish Reversal
2005-08-23,5842,3372,     615,     273,20169,2470,Bullish
2005-08-16,5227,3099,   -7888,     438,19267,2128,Bearish Reversal
2005-08-09,13115,2661,    1475,     256,26450,10454,Bullish
2005-08-02,11640,2405,   -4704,     717,25732,9235,Bearish Reversal
2005-07-26,16344,1688,   -1131,     -53,28423,14656,Bearish Reversal
2005-07-19,17475,1741,     529,     338,29038,15734,Bullish
2005-07-12,16946,1403,   -6499,   -1174,28052,15543,Bearish Reversal
2005-07-05,23445,2577,    1934,     376,33821,20868,Bullish
2005-06-28,21511,2201,    2591,     409,31235,19310,Bullish
2005-06-21,18920,1792,    -567,    -731,29184,17128,Bullish
2005-06-14,19487,2523,    1476,     560,28682,16964,Bullish Reversal
2005-06-07,18011,1963,     294,    -393,35655,16048,Bullish
2005-05-31,17717,2356,     922,    -189,29298,15361,Bullish
2005-05-24,16795,2545,    1502,   -1046,28052,14250,Bullish
2005-05-17,15293,3591,    6514,   -1774,26178,11702,Bullish
2005-05-10,8779,5365,     358,     661,20907,3414,Bearish
2005-05-03,8421,4704,    1509,      33,19584,3717,Bullish
2005-04-26,6912,4671,    -195,     248,17382,2241,Bearish
2005-04-19,7107,4423,     -88,    -726,16713,2684,Bullish Reversal
2005-04-12,7195,5149,    1268,    -221,17744,2046,Bullish Reversal
2005-04-05,5927,5370,     720,   -2647,17753,557,Bullish Reversal
2005-03-29,5207,8017,      46,   -4131,18079,-2810,Bullish Reversal
2005-03-22,5161,12148,   -1752,   -7000,20060,-6987,Bullish Reversal
2005-03-15,6913,19148,    -983,    2595,25241,-12235,Bearish Reversal
2005-03-08,7896,16553,     454,    2113,31213,-8657,Bearish
2005-03-01,7442,14440,     415,    1616,23437,-6998,Bearish
2005-02-22,7027,12824,     952,    6087,21539,-5797,Bearish
2005-02-15,6075,6737,    -204,   -1095,16999,-662,Bullish Reversal
2005-02-08,6279,7832,     347,   -1994,18658,-1553,Bullish Reversal
2005-02-01,5932,9826,     956,    -146,19411,-3894,Bullish
2005-01-25,4976,9972,     679,    -249,18962,-4996,Bullish
2005-01-18,4297,10221,    -611,     143,17426,-5924,Bearish Reversal
2005-01-11,4908,10078,    -759,   -4454,18150,-5170,Bullish Reversal
2005-01-04,5667,14532,    -693,   -4747,22089,-8865,Bullish Reversal
2004-12-28,6360,19279,     561,    1703,27370,-12919,Bearish
2004-12-21,5799,17576,     445,   -1393,24045,-11777,Bullish Reversal
2004-12-14,5354,18969,    -350,   -2367,24811,-13615,Bullish Reversal
2004-12-07,5704,21336,    -708,      62,29025,-15632,Bearish Reversal
2004-11-30,6412,21274,    1094,    2184,29091,-14862,Bearish
2004-11-23,5318,19090,      38,    -433,27580,-13772,Bullish Reversal
2004-11-16,5280,19523,   -2344,   -2762,27615,-14243,Bullish Reversal
2004-11-09,7624,22285,    1465,    2901,28426,-14661,Bearish
2004-11-02,6159,19384,     594,    2836,25874,-13225,Bearish
2004-10-26,5565,16548,     -73,     649,24779,-10983,Bearish
2004-10-19,5638,15899,    -174,    -431,24744,-10261,Bullish
2004-10-12,5812,16330,      90,     252,24382,-10518,Bearish
2004-10-05,5722,16078,     542,    2147,23717,-10356,Bearish
2004-09-28,5180,13931,     120,    1788,20199,-8751,Bearish
2004-09-21,5060,12143,     859,    2959,16940,-7083,Bearish
2004-09-14,4201,9184,     760,    3184,13892,-4983,Bearish Reversal
2004-09-07,3441,6000,    -303,     -37,16372,-2559,Bearish
2004-08-31,3744,6037,     293,       5,14591,-2293,Bullish
2004-08-24,3451,6032,     -74,   -1294,14584,-2581,Bullish Reversal
2004-08-17,3525,7326,     207,    2050,15143,-3801,Bearish
2004-08-10,3318,5276,    -162,    -304,14125,-1958,Bullish Reversal
2004-08-03,3480,5580,       1,   -1289,14334,-2100,Bullish Reversal
2004-07-27,3479,6869,   -1970,   -3951,15081,-3390,Bullish Reversal
2004-07-20,5449,10820,     645,    1821,18047,-5371,Bearish
2004-07-13,4804,8999,     370,     256,16402,-4195,Bullish
2004-07-06,4434,8743,     541,    4689,15317,-4309,Bearish
2004-06-29,3893,4054,    1132,    -361,11924,-161,Bullish
2004-06-22,2761,4415,     221,    -269,10521,-1654,Bullish
2004-06-15,2540,4684,   -1889,   -1390,10201,-2144,Bearish Reversal
2004-06-08,4429,6074,    -200,    1024,12727,-1645,Bearish
2004-06-01,4629,5050,   -1107,    3034,12062,-421,Bearish
2004-05-25,5736,2016,   -1334,    -299,10818,3720,Bearish Reversal
2004-05-18,7070,2315,   -2043,     -98,13384,4755,Bearish Reversal
2004-05-11,9113,2413,    6616,   -1627,15844,6700,Bullish
2004-05-04,2497,4040,    -218,   -1410,11056,-1543,Bullish Reversal
2004-04-27,2715,5450,     271,     261,12261,-2735,Bullish Reversal
2004-04-20,2444,5189,    -240,   -1330,12416,-2745,Bullish Reversal
2004-04-12,2684,6519,     343,    -216,14601,-3835,Bullish Reversal
2004-04-06,2341,6735,    -543,    2019,14699,-4394,Bearish
2004-03-30,2884,4716,      52,     216,10883,-1832,Bearish
2004-03-23,2832,4500,     440,     182,10693,-1668,Bullish Reversal
2004-03-16,2392,4318,     -26,    -920,10814,-1926,Bullish Reversal
2004-03-09,2418,5238,    1181,   -1453,15165,-2820,Bullish Reversal
2004-03-02,1237,6691,   -2211,   -2894,15513,-5454,Bullish Reversal
2004-02-24,3448,9585,   -1022,   -4502,18322,-6137,Bullish Reversal
2004-02-17,4470,14087,    1249,    4225,24313,-9617,Bearish
2004-02-10,3221,9862,     406,    -212,18809,-6641,Bullish
2004-02-03,2815,10074,     214,     766,18543,-7259,Bearish
2004-01-27,2601,9308,    -349,    -932,17755,-6707,Bullish Reversal
2004-01-20,2950,10240,   -1811,   -2618,18951,-7290,Bullish Reversal
2004-01-13,4761,12858,    -579,   -1232,22597,-8097,Bullish Reversal
2004-01-06,5340,14090,     -17,    -625,23146,-8750,Bullish Reversal
2003-12-30,5357,14715,     670,    2070,23826,-9358,Bearish
2003-12-22,4687,12645,     295,       4,21447,-7958,Bullish
2003-12-16,4392,12641,   -1093,     780,20927,-8249,Bearish Reversal
2003-12-09,5485,11861,    -595,    -836,22245,-6376,Bullish
2003-12-02,6080,12697,    1357,     980,21966,-6617,Bullish
2003-11-25,4723,11717,    -857,   -3064,20503,-6994,Bullish Reversal
2003-11-18,5580,14781,    1357,    4598,24290,-9201,Bearish
2003-11-11,4223,10183,    -305,   -2018,17820,-5960,Bullish Reversal
2003-11-04,4528,12201,   -1529,   -1992,20034,-7673,Bullish Reversal
2003-10-28,6057,14193,     303,    1480,23490,-8136,Bearish
2003-10-21,5754,12713,   -1339,    -606,21673,-6959,Bearish Reversal
2003-10-14,7093,13319,     -95,    1426,22390,-6226,Bearish
2003-10-07,7188,11893,    -811,     115,21117,-4705,Bearish
2003-09-30,7999,11778,     -99,    3695,20550,-3779,Bearish
2003-09-23,8098,8083,    3391,    3761,16602,15,Bearish
2003-09-16,4707,4322,     500,     460,11795,385,Bullish Reversal
2003-09-09,4207,3862,      95,     286,14056,345,Bearish
2003-09-02,4112,3576,     316,     308,12721,536,Bullish
2003-08-26,3796,3268,    -309,   -1818,12222,528,Bullish Reversal
2003-08-19,4105,5086,    -377,     367,12352,-981,Bearish
2003-08-05,4482,4719,   -1113,      83,11803,-237,Bearish Reversal
2003-07-29,5595,4636,    1402,    -446,12578,959,Bullish
2003-07-22,4193,5082,   -1043,    -960,12248,-889,Bearish
2003-07-15,5236,6042,   -1193,    -927,11331,-806,Bearish Reversal
2003-07-08,6429,6969,    -382,   -1856,12393,-540,Bullish Reversal
2003-07-01,6811,8825,    1023,    1176,14923,-2014,Bearish
2003-06-24,5788,7649,    1183,    -624,14604,-1861,Bullish Reversal
2003-06-17,4605,8273,   -1626,   -1159,18416,-3668,Bearish Reversal
2003-06-10,6231,9432,     316,     390,19701,-3201,Bearish
2003-06-03,5915,9042,    -434,     410,18548,-3127,Bearish Reversal
2003-05-27,6349,8632,     -61,    -119,18724,-2283,Bullish Reversal
2003-05-20,6410,8751,     478,     738,19370,-2341,Bearish
2003-05-13,5932,8013,    -773,   -1246,18432,-2081,Bullish Reversal
2003-05-06,6705,9259,    2296,    2992,19514,-2554,Bearish
2003-04-29,4409,6267,     634,     398,14820,-1858,Bullish
2003-04-22,3775,5869,.,.,13595,-2094,No signal
2003-04-01,2700,3655,     251,   -2440,11184,-955,Bullish Reversal
2003-03-25,2449,6095,    -336,     642,12594,-3646,Bearish Reversal
2003-03-18,2785,5453,   -3481,   -5751,13316,-2668,Bullish Reversal
2003-03-11,6266,11204,     483,     242,22162,-4938,Bullish
2003-03-04,5783,10962,     861,    1242,20596,-5179,Bearish
2003-02-25,4922,9720,      14,    -269,18569,-4798,Bullish Reversal
2003-02-14,4908,9989,      -2,    -177,19113,-5081,Bullish Reversal
2003-02-11,4910,10166,   -1585,   -1641,19257,-5256,Bullish Reversal
2003-02-04,6495,11807,      -2,    -232,21561,-5312,Bullish Reversal
