As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2011-01-25,53961,30049,   -8544,   -2267,155810,23912,Bearish Reversal
2011-01-18,62505,32316,     975,     893,165873,30189,Bullish
2011-01-11,61530,31423,    -328,    1178,165488,30107,Bearish Reversal
2011-01-04,61858,30245,      21,     210,166289,31613,Bearish Reversal
2010-12-28,61837,30035,    2033,    2394,167334,31802,Bearish
2010-12-21,59804,27641,    1517,    -378,166422,32163,Bullish
2010-12-14,58287,28019,    4720,     884,163546,30268,Bullish
2010-12-07,53567,27135,    5783,     458,157675,26432,Bullish
2010-11-30,47784,26677,    1687,    3370,148249,21107,Bearish
2010-11-23,46097,23307,   -3889,    -719,146054,22790,Bearish Reversal
2010-11-16,49986,24026,   -5580,   -1451,152332,25960,Bearish Reversal
2010-11-09,55566,25477,    2981,   -1900,164045,30089,Bullish
2010-11-02,52585,27377,   -2675,   -1420,163209,25208,Bearish Reversal
2010-10-26,55260,28797,     957,     644,167063,26463,Bullish
2010-10-19,54303,28153,    1509,    -573,162855,26150,Bullish
2010-10-12,52794,28726,    1211,    1542,158917,24068,Bearish
2010-10-05,51583,27184,    3200,     963,153457,24399,Bullish
2010-09-28,48383,26221,    4506,    -575,147744,22162,Bullish
2010-09-21,43877,26796,    1733,    1061,142955,17081,Bullish
2010-09-14,42144,25735,     386,   -1240,141028,16409,Bullish
2010-09-07,41758,26975,    2366,     813,137079,14783,Bullish
2010-08-31,39392,26162,    3088,    -728,134206,13230,Bullish Reversal
2010-08-24,36304,26890,   -4806,     259,139877,9414,Bearish Reversal
2010-08-17,41110,26631,     878,    3045,140934,14479,Bearish
2010-08-10,40232,23586,    2248,   -1438,139666,16646,Bullish Reversal
2010-08-03,37984,25024,    2138,     428,141838,12960,Bullish
2010-07-27,35846,24596,    3254,   -4081,136009,11250,Bullish
2010-07-20,32592,28677,     772,    1215,132711,3915,Bearish
2010-07-13,31820,27462,     200,   -1973,129938,4358,Bullish
2010-07-06,31620,29435,    -348,     329,127883,2185,Bearish Reversal
2010-06-29,31968,29106,   -1406,   -2795,130392,2862,Bullish Reversal
2010-06-22,33374,31901,      68,      31,139932,1473,Bullish
2010-06-15,33306,31870,   -1041,   -1195,137265,1436,Bullish
2010-06-08,34347,33065,    1580,    5609,131799,1282,Bearish
2010-06-01,32767,27456,     175,   -1153,127018,5311,Bullish Reversal
2010-05-25,32592,28609,   -2666,     576,128730,3983,Bearish
2010-05-18,35258,28033,    -834,    2539,128554,7225,Bearish Reversal
2010-05-11,36092,25494,   -6550,   -3658,130991,10598,Bearish Reversal
2010-05-04,42642,29152,   -5310,    1010,142318,13490,Bearish Reversal
2010-04-27,47952,28142,   -2509,   -1405,151824,19810,Bearish Reversal
2010-04-20,50461,29547,   -2997,    -443,153954,20914,Bearish
2010-04-13,53458,29990,    2928,    2406,150306,23468,Bullish Reversal
2010-04-06,50530,27584,    3327,    2038,151388,22946,Bullish
2010-03-30,47203,25546,    4567,     961,141517,21657,Bullish
2010-03-23,42636,24585,     348,    1301,132494,18051,Bearish
2010-03-16,42288,23284,     375,    -351,130126,19004,Bullish
2010-03-09,41913,23635,    3041,     630,127613,18278,Bullish
2010-03-02,38872,23005,    -119,     -22,125878,15867,Bearish Reversal
2010-02-23,38991,23027,    1269,    -615,126394,15964,Bullish
2010-02-16,37722,23642,    1825,    1395,126363,14080,Bullish
2010-02-09,35897,22247,   -4541,      81,124076,13650,Bearish Reversal
2010-02-02,40438,22166,   -8289,    2209,132113,18272,Bearish Reversal
2010-01-26,48727,19957,   -2035,   -3138,140683,28770,Bullish Reversal
2010-01-19,50762,23095,   -1212,   -6338,143012,27667,Bullish Reversal
2010-01-12,51974,29433,     236,   -5777,151321,22541,Bullish Reversal
2010-01-05,51738,35210,    1265,    -729,158539,16528,Bullish
2009-12-29,50473,35939,    7143,    1184,154559,14534,Bullish
2009-12-22,43330,34755,   -2341,    -439,145637,8575,Bearish Reversal
2009-12-15,45671,35194,   -2457,    -308,147691,10477,Bearish Reversal
2009-12-08,48128,35502,    1669,     263,147950,12626,Bullish Reversal
2009-12-01,46459,35239,     381,     297,148809,11220,Bullish Reversal
2009-11-24,46078,34942,    1482,    -403,152001,11136,Bullish
2009-11-17,44596,35345,    5947,    4258,151451,9251,Bullish
2009-11-09,38649,31087,     147,    1647,143698,7562,Bearish
2009-11-03,38502,29440,     667,     660,140662,9062,Bullish
2009-10-27,37835,28780,    4887,   -2483,138431,9055,Bullish
2009-10-20,32948,31263,    7591,    4077,133100,1685,Bullish
2009-10-13,25357,27186,    1079,   -1863,121664,-1829,Bullish
2009-10-06,24278,29049,    2177,     667,119080,-4771,Bullish
2009-09-29,22101,28382,   -2341,     403,113874,-6281,Bearish Reversal
2009-09-22,24442,27979,   -1994,    -790,117248,-3537,Bearish Reversal
2009-09-15,26436,28769,   -1497,   -1412,117983,-2333,Bearish Reversal
2009-09-08,27933,30181,    -344,   -1644,118148,-2248,Bullish Reversal
2009-09-01,28277,31825,    -612,    1692,119527,-3548,Bearish
2009-08-25,28889,30133,    1458,    1445,118454,-1244,Bullish
2009-08-18,27431,28688,      -2,   -9155,116703,-1257,Bullish Reversal
2009-08-11,27433,37843,     177,     -67,117741,-10410,Bullish Reversal
2009-08-04,27256,37910,    2021,   -1900,121925,-10654,Bullish
2009-07-28,25235,39810,    2221,     736,120479,-14575,Bullish
2009-07-21,23014,39074,    5407,    1330,115991,-16060,Bullish
2009-07-14,17607,37744,    -364,   -1188,106268,-20137,Bullish
2009-07-07,17971,38932,     -58,     839,102426,-20961,Bearish Reversal
2009-06-30,18029,38093,    -576,   -2247,104189,-20064,Bullish Reversal
2009-06-23,18605,40340,   -2642,     629,109536,-21735,Bearish Reversal
2009-06-16,21247,39711,    1457,    1152,115321,-18464,Bullish
2009-06-09,19790,38559,   -1695,   -1580,109820,-18769,Bearish Reversal
2009-06-02,21485,40139,    1651,    2593,111357,-18654,Bearish
2009-05-26,19834,37546,    1450,     354,107631,-17712,Bullish
2009-05-19,18384,37192,     -19,      50,105791,-18808,Bearish Reversal
2009-05-12,18403,37142,    -589,    -388,108470,-18739,Bearish
2009-05-05,18992,37530,    -988,    -335,104619,-18538,Bearish Reversal
2009-04-28,19980,37865,    1476,    -119,106170,-17885,Bullish
2009-04-21,18504,37984,     630,    1249,103736,-19480,Bearish Reversal
2009-04-14,17874,36735,    -702,     761,106758,-18861,Bearish
2009-04-07,18576,35974,    3059,    1932,102332,-17398,Bullish
2009-03-31,15517,34042,    -541,    -431,96572,-18525,Bearish
2009-03-24,16058,34473,     331,    -101,95985,-18415,Bullish
2009-03-17,15727,34574,    3330,    2101,92910,-18847,Bullish
2009-03-10,12397,32473,    5094,     273,86966,-20076,Bullish
2009-03-03,7303,32200,    -158,   -2755,80939,-24897,Bullish Reversal
2009-02-24,7461,34955,    -204,    -137,84903,-27494,Bearish Reversal
2009-02-17,7665,35092,   -1209,    1573,89405,-27427,Bearish
2009-02-10,8874,33519,    1522,     929,83934,-24645,Bullish Reversal
2009-02-03,7352,32590,     760,     468,87299,-25238,Bullish
2009-01-27,6592,32122,    -417,    -196,84113,-25530,Bearish
2009-01-20,7009,32318,    -182,    2021,83617,-25309,Bearish
2009-01-13,7191,30297,   -1861,    1556,81996,-23106,Bearish
2009-01-06,9052,28741,   -1018,    -774,76356,-19689,Bearish
2008-12-30,10070,29515,     388,     765,74252,-19445,Bearish
2008-12-22,9682,28750,     151,     978,74212,-19068,Bearish
2008-12-16,9531,27772,    1401,    2425,71777,-18241,Bearish
2008-12-09,8130,25347,    -523,   -1028,69033,-17217,Bullish Reversal
2008-12-02,8653,26375,     780,    2405,70029,-17722,Bearish Reversal
2008-11-25,7873,23970,    -200,    -347,72372,-16097,Bullish Reversal
2008-11-18,8073,24317,    1746,    2581,80583,-16244,Bearish
2008-11-11,6327,21736,     422,    -327,77148,-15409,Bullish Reversal
2008-11-04,5905,22063,    -758,    -483,77976,-16158,Bearish Reversal
2008-10-28,6663,22546,     404,   -1292,79285,-15883,Bullish Reversal
2008-10-21,6259,23838,     378,    -170,83603,-17579,Bullish
2008-10-14,5881,24008,     238,    -434,80670,-18127,Bullish
2008-10-07,5643,24442,    -173,    2457,80024,-18799,Bearish
2008-09-30,5816,21985,   -3928,    2342,78214,-16169,Bearish
2008-09-23,9744,19643,     990,   -1508,74489,-9899,Bullish Reversal
2008-09-16,8754,21151,    1661,     639,76698,-12397,Bullish Reversal
2008-09-09,7093,20512,    -627,     723,76798,-13419,Bearish Reversal
2008-09-02,7720,19789,   -1220,    -203,77739,-12069,Bearish Reversal
2008-08-26,8940,19992,   -1509,     416,87899,-11052,Bearish Reversal
2008-08-19,10449,19576,   -2588,    1097,94900,-9127,Bearish Reversal
2008-08-12,13037,18479,   -2943,   -1820,100371,-5442,Bearish Reversal
2008-08-05,15980,20299,   -2082,      -5,110205,-4319,Bearish
2008-07-29,18062,20304,   -2362,     873,108234,-2242,Bearish Reversal
2008-07-22,20424,19431,    -577,    1449,110899,993,Bearish
2008-07-15,21001,17982,   -4342,    -823,105627,3019,Bearish Reversal
2008-07-08,25343,18805,    -742,     158,110218,6538,Bearish Reversal
2008-07-01,26085,18647,     848,      28,111367,7438,Bullish
2008-06-24,25237,18619,    2088,   -1341,109496,6618,Bullish
2008-06-17,23149,19960,    2535,    -470,102488,3189,Bullish
2008-06-10,20614,20430,    -162,   -1233,96229,184,Bullish Reversal
2008-06-03,20776,21663,   -1429,    3119,97981,-887,Bearish Reversal
2008-05-27,22205,18544,   -2427,   -1048,98441,3661,Bearish Reversal
2008-05-20,24632,19592,     459,    -393,101017,5040,Bullish
2008-05-13,24173,19985,   -3660,    -654,97799,4188,Bearish Reversal
2008-05-06,27833,20639,   -1290,   -1920,99434,7194,Bullish Reversal
2008-04-29,29123,22559,   -1580,     869,104206,6564,Bearish Reversal
2008-04-22,30703,21690,      60,     330,107654,9013,Bearish
2008-04-15,30643,21360,    2620,    2178,105070,9283,Bullish
2008-04-08,28023,19182,    2413,    3153,102525,8841,Bearish
2008-04-01,25610,16029,    2537,     511,101860,9581,Bullish
2008-03-25,23073,15518,   -4158,   -4370,97323,7555,Bullish Reversal
2008-03-18,27231,19888,   -1911,     746,101953,7343,Bearish Reversal
2008-03-11,29142,19142,    1755,     851,103107,10000,Bullish
2008-03-04,27387,18291,    2604,    -911,101867,9096,Bullish Reversal
2008-02-26,24783,19202,    3447,    1418,101872,5581,Bullish
2008-02-19,21336,17784,    2919,     -79,93661,3552,Bullish
2008-02-12,18417,17863,    6865,    -918,88310,554,Bullish Reversal
2008-02-05,11552,18781,     864,   -1243,90375,-7229,Bullish
2008-01-29,10688,20024,    -619,    -331,89706,-9336,Bearish
2008-01-22,11307,20355,     583,     816,86382,-9048,Bearish
2008-01-15,10724,19539,    1342,    3960,83849,-8815,Bearish
2008-01-08,9382,15579,      73,   -1000,75606,-6197,Bullish
2007-12-31,9309,16579,     805,      12,72142,-7270,Bullish
2007-12-24,8504,16567,    -198,   -1179,71767,-8063,Bullish Reversal
2007-12-18,8702,17746,      29,    1081,73019,-9044,Bearish
2007-12-11,8673,16665,     216,    -147,70873,-7992,Bullish
2007-12-04,8457,16812,   -1123,    -688,70839,-8355,Bearish Reversal
2007-11-27,9580,17500,   -1816,    -497,73905,-7920,Bearish Reversal
2007-11-20,11396,17997,    -767,    -568,77837,-6601,Bearish Reversal
2007-11-13,12163,18565,   -3393,    -115,78465,-6402,Bearish Reversal
2007-11-06,15556,18680,   -1847,   -1380,83317,-3124,Bearish Reversal
2007-10-30,17403,20060,   -2203,     -70,86013,-2657,Bearish Reversal
2007-10-23,19606,20130,   -3284,    -791,86858,-524,Bearish Reversal
2007-10-16,22890,20921,    -432,    1638,90148,1969,Bearish
2007-10-09,23322,19283,    2535,     -24,86905,4039,Bullish
2007-10-02,20787,19307,    3313,    1911,83055,1480,Bullish
2007-09-25,17474,17396,    3039,     533,77528,78,Bullish
2007-09-18,14435,16863,    1917,     226,71557,-2428,Bullish
2007-09-11,12518,16637,    1040,       3,68684,-4119,Bullish Reversal
2007-09-04,11478,16634,     207,   -1174,69156,-5156,Bullish Reversal
2007-08-28,11271,17808,   -1042,   -1572,73083,-6537,Bullish Reversal
2007-08-21,12313,19380,   -1657,    -528,76498,-7067,Bearish
2007-08-14,13970,19908,   -4493,   -4109,76111,-5938,Bearish Reversal
2007-08-07,18463,24017,   -1081,    -942,84651,-5554,Bearish Reversal
2007-07-31,19544,24959,   -2449,       1,89395,-5415,Bearish Reversal
2007-07-24,21993,24958,    1354,     552,94496,-2965,Bullish
2007-07-17,20639,24406,      -9,    -151,89893,-3767,Bullish
2007-07-10,20648,24557,    5288,     847,87538,-3909,Bullish
2007-07-03,15360,23710,    1886,    1313,81852,-8350,Bullish
2007-06-26,13474,22397,    -420,     141,79416,-8923,Bearish
2007-06-19,13894,22256,     672,      52,78337,-8362,Bullish
2007-06-12,13222,22204,     482,    -119,76962,-8982,Bullish Reversal
2007-06-05,12740,22323,     647,   -1301,81226,-9583,Bullish
2007-05-29,12093,23624,    -562,    -148,79901,-11531,Bearish Reversal
2007-05-22,12655,23772,   -2662,    -596,80380,-11117,Bearish Reversal
2007-05-15,15317,24368,    -583,     403,81845,-9051,Bearish
2007-05-08,15900,23965,     821,     556,81613,-8065,Bullish Reversal
2007-05-01,15079,23409,    1156,    1003,81864,-8330,Bullish
2007-04-24,13923,22406,     136,    -166,80138,-8483,Bullish Reversal
2007-04-17,13787,22572,    1454,     215,80657,-8785,Bullish
2007-04-10,12333,22357,    2406,    -461,80185,-10024,Bullish
2007-04-03,9927,22818,    1247,   -1652,77186,-12891,Bullish
2007-03-27,8680,24470,     919,    1631,74716,-15790,Bearish
2007-03-20,7761,22839,    3119,     -68,71303,-15078,Bullish
2007-03-13,4642,22907,    -565,   -1579,65156,-18265,Bullish Reversal
2007-03-06,5207,24486,     -94,     333,65495,-19279,Bearish Reversal
2007-02-27,5301,24153,     145,   -1714,65863,-18852,Bullish Reversal
2007-02-20,5156,25867,    -554,    -519,71320,-20711,Bearish
2007-02-13,5710,26386,     261,    -961,70803,-20676,Bullish Reversal
2007-02-06,5449,27347,     -96,     218,72035,-21898,Bearish
2007-01-30,5545,27129,     355,     568,71448,-21584,Bearish
2007-01-23,5190,26561,    -168,     576,70723,-21371,Bearish
2007-01-16,5358,25985,    -977,     395,68933,-20627,Bearish Reversal
2007-01-09,6335,25590,     488,    -251,69879,-19255,Bullish Reversal
2007-01-03,5847,25841,    -660,    -873,70253,-19994,Bullish
2006-12-26,6507,26714,   -1916,    -680,67350,-20207,Bearish Reversal
2006-12-19,8423,27394,   -1016,     429,68920,-18971,Bearish
2006-12-12,9439,26965,    -111,     333,67911,-17526,Bearish Reversal
2006-12-05,9550,26632,    -309,    -863,68793,-17082,Bullish Reversal
2006-11-28,9859,27495,     729,     263,70308,-17636,Bullish Reversal
2006-11-21,9130,27232,    -883,     209,73218,-18102,Bearish Reversal
2006-11-14,10013,27023,   -1430,    1940,73681,-17010,Bearish
2006-11-07,11443,25083,    -305,    2392,72371,-13640,Bearish Reversal
2006-10-31,11748,22691,    -687,     508,74423,-10943,Bearish Reversal
2006-10-24,12435,22183,    -633,     191,75321,-9748,Bearish
2006-10-17,13068,21992,    2506,   -1857,72713,-8924,Bullish
2006-10-10,10562,23849,       8,    1002,69015,-13287,Bearish Reversal
2006-10-03,10554,22847,     -12,    2680,69400,-12293,Bearish
2006-09-26,10566,20167,    1396,     -45,67977,-9601,Bullish Reversal
2006-09-19,9170,20212,    1289,    2937,68168,-11042,Bearish Reversal
2006-09-12,7881,17275,   -1495,    -824,68944,-9394,Bearish Reversal
2006-09-05,9376,18099,    1220,   -1237,69247,-8723,Bullish Reversal
2006-08-29,8156,19336,     -55,    1407,69311,-11180,Bearish Reversal
2006-08-22,8211,17929,   -1113,     581,72057,-9718,Bearish Reversal
2006-08-15,9324,17348,     -63,    1367,74277,-8024,Bearish
2006-08-08,9387,15981,     744,    1031,72385,-6594,Bearish
2006-08-01,8643,14950,     172,     785,71537,-6307,Bearish Reversal
2006-07-25,8471,14165,   -2377,     -32,73348,-5694,Bearish Reversal
2006-07-18,10848,14197,     234,    1369,76332,-3349,Bearish
2006-07-11,10614,12828,    2154,    1929,74754,-2214,Bullish
2006-07-03,8460,10899,     263,   -1008,72880,-2439,Bullish Reversal
2006-06-27,8197,11907,    -250,     208,73323,-3710,Bearish Reversal
2006-06-20,8447,11699,      67,   -2337,76311,-3252,Bullish Reversal
2006-06-13,8380,14036,    -395,   -2041,78658,-5656,Bullish
2006-06-06,8775,16077,   -1581,    -651,76869,-7302,Bearish Reversal
2006-05-30,10356,16728,    -548,    -687,79541,-6372,Bullish Reversal
2006-05-23,10904,17415,   -1990,    2039,81363,-6511,Bearish Reversal
2006-05-16,12894,15376,   -1498,      69,85375,-2482,Bearish Reversal
2006-05-09,14392,15307,    -662,   -1751,86434,-915,Bullish
2006-05-02,15054,17058,   -1478,   -2103,85352,-2004,Bullish Reversal
2006-04-25,16532,19161,   -3693,   -2628,96336,-2629,Bearish Reversal
2006-04-18,20225,21789,   -1909,   -1773,99934,-1564,Bearish
2006-04-11,22134,23562,   -1436,    -396,97705,-1428,Bearish Reversal
2006-04-04,23570,23958,    1049,    2979,100249,-388,Bearish
2006-03-28,22521,20979,     243,    1711,97486,1542,Bearish
2006-03-21,22278,19268,    2236,     -63,97150,3010,Bullish
2006-03-14,20042,19331,    1650,   -1768,91472,711,Bullish
2006-03-07,18392,21099,    -192,   -2044,85611,-2707,Bullish
2006-02-28,18584,23143,   -4658,   -2529,85356,-4559,Bearish Reversal
2006-02-21,23242,25672,   -5411,   -2378,89954,-2430,Bearish Reversal
2006-02-14,28653,28050,   -4668,   -1519,92717,603,Bearish Reversal
2006-02-07,33321,29569,     740,   -1839,99049,3752,Bullish Reversal
2006-01-31,32581,31408,    -761,     812,101294,1173,Bearish Reversal
2006-01-24,33342,30596,    1156,     666,102580,2746,Bullish
2006-01-17,32186,29930,    -704,   -1850,100702,2256,Bullish Reversal
2006-01-10,32890,31780,    -192,    1402,101982,1110,Bearish Reversal
2006-01-03,33082,30378,     678,     735,103466,2704,Bearish
2005-12-27,32404,29643,    1536,     996,103119,2761,Bullish
2005-12-20,30868,28647,   -2022,     416,101998,2221,Bearish Reversal
2005-12-13,32890,28231,    -316,     384,104891,4659,Bearish Reversal
2005-12-06,33206,27847,     -22,    -169,105746,5359,Bullish Reversal
2005-11-29,33228,28016,   -1673,    -432,108347,5212,Bearish Reversal
2005-11-22,34901,28448,   -1679,    -605,113630,6453,Bearish Reversal
2005-11-15,36580,29053,    2528,     740,114189,7527,Bullish
2005-11-08,34052,28313,    2319,    -193,109378,5739,Bullish
2005-11-01,31733,28506,      71,   -1925,105650,3227,Bullish
2005-10-25,31662,30431,   -6843,    -748,102512,1231,Bearish Reversal
2005-10-18,38505,31179,   -4662,    -877,107427,7326,Bearish Reversal
2005-10-11,43167,32056,    2171,     581,111629,11111,Bullish
2005-10-04,40996,31475,    3513,    3209,107932,9521,Bullish
2005-09-27,37483,28266,    2703,     381,104395,9217,Bullish
2005-09-20,34780,27885,    1046,     402,100852,6895,Bullish
2005-09-13,33734,27483,   -5092,   -1576,99329,6251,Bearish Reversal
2005-09-06,38826,29059,    1535,    1123,105839,9767,Bullish
2005-08-30,37291,27936,   -1067,     440,104766,9355,Bearish
2005-08-23,38358,27496,   -2911,     990,102608,10862,Bearish Reversal
2005-08-16,41269,26506,   -3170,   -1569,105061,14763,Bearish Reversal
2005-08-09,44439,28075,   -1771,      59,113439,16364,Bearish Reversal
2005-08-02,46210,28016,    3860,    2485,117895,18194,Bullish
2005-07-26,42350,25531,    2706,    2764,114252,16819,Bearish
2005-07-19,39644,22767,    2922,    1126,111141,16877,Bullish
2005-07-12,36722,21641,    3199,    1475,106406,15081,Bullish
2005-07-05,33523,20166,   -8324,    -970,102082,13357,Bearish Reversal
2005-06-28,41847,21136,    -854,    1218,112939,20711,Bearish
2005-06-21,42701,19918,    5809,    3838,112051,22783,Bullish
2005-06-14,36892,16080,    5271,    2471,104947,20812,Bullish
2005-06-07,31621,13609,    8294,    -226,99573,18012,Bullish
2005-05-31,23327,13835,    3233,   -2706,92253,9492,Bullish
2005-05-24,20094,16541,    -431,    -663,91941,3553,Bullish Reversal
2005-05-17,20525,17204,  -11128,    2435,94172,3321,Bearish Reversal
2005-05-10,31653,14769,   -2996,    -500,104321,16884,Bearish Reversal
2005-05-03,34649,15269,    -568,    2412,107401,19380,Bearish Reversal
2005-04-26,35217,12857,    2704,   -1016,116212,22360,Bullish Reversal
2005-04-19,32513,13873,  -13621,   -4115,117163,18640,Bearish Reversal
2005-04-12,46134,17988,    3053,    2434,132104,28146,Bullish
2005-04-05,43081,15554,    2390,     468,119690,27527,Bullish
2005-03-29,40691,15086,   -6410,   -1784,114349,25605,Bearish Reversal
2005-03-22,47101,16870,     330,     887,120517,30231,Bearish
2005-03-15,46771,15983,   -5561,    -260,114956,30788,Bearish Reversal
2005-03-08,52332,16243,    3077,     214,118035,36089,Bullish
2005-03-01,49255,16029,    5095,    -413,112973,33226,Bullish
2005-02-22,44160,16442,   11379,    4288,108804,27718,Bullish
2005-02-15,32781,12154,    9551,    3742,95044,20627,Bullish
2005-02-08,23230,8412,   -3571,   -1074,85163,14818,Bearish Reversal
2005-02-01,26801,9486,    -326,    2239,88810,17315,Bearish
2005-01-25,27127,7247,    3710,    1411,87458,19880,Bullish
2005-01-18,23417,5836,     229,     720,81248,17581,Bearish Reversal
2005-01-11,23188,5116,   -3357,   -1165,81259,18072,Bearish Reversal
2005-01-04,26545,6281,   -6736,    -477,87161,20264,Bearish Reversal
2004-12-28,33281,6758,    4560,    1254,93230,26523,Bullish
2004-12-21,28721,5504,    3162,     555,86174,23217,Bullish
2004-12-14,25559,4949,   -4445,   -1055,83533,20610,Bearish Reversal
2004-12-07,30004,6004,   -6867,   -2605,90604,24000,Bearish Reversal
2004-11-30,36871,8609,    4282,     926,97637,28262,Bullish
2004-11-23,32589,7683,    7330,   -1537,93862,24906,Bullish
2004-11-16,25259,9220,    3020,    1590,80861,16039,Bullish
2004-11-09,22239,7630,    3251,     803,75539,14609,Bullish
2004-11-02,18988,6827,     597,      74,69692,12161,Bullish Reversal
2004-10-26,18391,6753,   -1995,    -354,72971,11638,Bearish Reversal
2004-10-19,20386,7107,  -26632,  -10257,74501,13279,Bearish Reversal
2004-10-12,47018,17364,    1085,    -322,103422,29654,Bullish
2004-10-05,45933,17686,    4723,     511,100292,28247,Bullish
2004-09-28,41210,17175,    6307,    1789,93997,24035,Bullish
2004-09-21,34903,15386,    8552,    4202,85631,19517,Bullish
2004-09-14,26351,11184,    4872,    2351,75040,15167,Bullish
2004-09-07,21479,8833,   -1552,    1280,72214,12646,Bearish Reversal
2004-08-31,23031,7553,    1016,    -910,73755,15478,Bullish
2004-08-24,22015,8463,   -8503,   -2683,69773,13552,Bearish Reversal
2004-08-17,30518,11146,   10683,    3699,78129,19372,Bullish
2004-08-10,19835,7447,   -5268,   -1266,65598,12388,Bearish Reversal
2004-08-03,25103,8713,    5485,    3685,71515,16390,Bullish
2004-07-27,19618,5028,   -4360,    -778,65605,14590,Bearish Reversal
2004-07-20,23978,5806,    2315,     438,69505,18172,Bullish
2004-07-13,21663,5368,    9337,    1060,66740,16295,Bullish
2004-07-06,12326,4308,    1044,    -476,58133,8018,Bullish
2004-06-29,11282,4784,   -1387,   -5190,57873,6498,Bullish Reversal
2004-06-22,12669,9974,     657,    1825,66825,2695,Bearish
2004-06-15,12012,8149,   -5878,      64,62719,3863,Bearish Reversal
2004-06-08,17890,8085,   -2586,    -285,67204,9805,Bearish Reversal
2004-06-01,20476,8370,    3867,     252,71536,12106,Bullish
2004-05-25,16609,8118,     955,    -444,68371,8491,Bullish
2004-05-18,15654,8562,    -592,    -761,64357,7092,Bullish
2004-05-11,16246,9323,   -1544,   -1165,63658,6923,Bearish Reversal
2004-05-04,17790,10488,   -1589,    -711,65438,7302,Bearish Reversal
2004-04-27,19379,11199,   -6751,   -6157,69318,8180,Bearish Reversal
2004-04-20,26130,17356,    2215,     775,74361,8774,Bullish
2004-04-12,23915,16581,   -1780,      95,74015,7334,Bearish Reversal
2004-04-06,25695,16486,   -3087,    2463,76267,9209,Bearish Reversal
2004-03-30,28782,14023,    -922,    2901,82822,14759,Bearish
2004-03-23,29704,11122,    -427,     783,73595,18582,Bearish Reversal
2004-03-16,30131,10339,    1295,    1276,77104,19792,Bullish
2004-03-09,28836,9063,   -6362,   -2500,74980,19773,Bearish Reversal
2004-03-02,35198,11563,    -577,    1321,84146,23635,Bearish Reversal
2004-02-24,35775,10242,   -3577,    -223,89394,25533,Bearish
2004-02-17,39352,10465,    -603,   -2802,87694,28887,Bullish
2004-02-10,39955,13267,   -3375,   -1986,85340,26688,Bearish Reversal
2004-02-03,43330,15253,     881,     784,91868,28077,Bullish Reversal
2004-01-27,42449,14469,   -2648,    -789,93722,27980,Bearish
2004-01-20,45097,15258,    -423,      82,90133,29839,Bearish Reversal
2004-01-13,45520,15176,    -587,     338,91442,30344,Bearish
2004-01-06,46107,14838,    2372,   -2700,90562,31269,Bullish
2003-12-30,43735,17538,    -201,    2008,89485,26197,Bearish Reversal
2003-12-22,43936,15530,     760,     -29,91634,28406,Bullish
2003-12-16,43176,15559,    1203,    -293,90778,27617,Bullish
2003-12-09,41973,15852,   -2882,    -338,88432,26121,Bearish Reversal
2003-12-02,44855,16190,    3532,     716,91716,28665,Bullish
2003-11-25,41323,15474,  -10113,   -1021,90652,25849,Bearish Reversal
2003-11-18,51436,16495,   -8801,     507,102838,34941,Bearish Reversal
2003-11-11,60237,15988,   -1057,    -899,108854,44249,Bearish Reversal
2003-11-04,61294,16887,   -1407,    -636,109436,44407,Bearish Reversal
2003-10-28,62701,17523,   -4109,   -1259,109796,45178,Bearish Reversal
2003-10-21,66810,18782,    -754,    -400,111559,48028,Bearish
2003-10-14,67564,19182,    9269,    1051,109627,48382,Bullish
2003-10-07,58295,18131,   10269,    4101,101927,40164,Bullish
2003-09-30,48026,14030,   -3685,   -2530,90622,33996,Bearish Reversal
2003-09-23,51711,16560,    1975,    1818,94529,35151,Bullish
2003-09-16,49736,14742,   -2871,    -713,91181,34994,Bearish Reversal
2003-09-09,52607,15455,    7921,    2562,94004,37152,Bullish
2003-09-02,44686,12893,    2530,      48,84781,31793,Bullish Reversal
2003-08-26,42156,12845,      84,    1097,93229,29311,Bearish Reversal
2003-08-19,42072,11748,   -1378,   -1135,94011,30324,Bearish Reversal
2003-08-12,43450,12883,   -5270,   -1220,94633,30567,Bearish Reversal
2003-08-05,48720,14103,    4571,     891,101260,34617,Bullish
2003-07-29,44149,13212,    9426,    1994,98215,30937,Bullish
2003-07-22,34723,11218,    -699,     -81,83451,23505,Bearish
2003-07-15,35422,11299,   14645,     307,82166,24123,Bullish
2003-07-08,20777,10992,    1012,    -231,71369,9785,Bullish Reversal
2003-07-01,19765,11223,  -10261,     -74,72785,8542,Bearish Reversal
2003-06-24,30026,11297,     -69,    -255,80818,18729,Bullish
2003-06-17,30095,11552,   -1313,     -71,80520,18543,Bearish Reversal
2003-06-10,31408,11623,     691,   -1314,83001,19785,Bullish Reversal
2003-06-03,30717,12937,    4274,    -658,84207,17780,Bullish
2003-05-27,26443,13595,    4241,    -593,80038,12848,Bullish
2003-05-20,22202,14188,    7930,   -3002,77525,8014,Bullish
2003-05-13,14272,17190,   -2441,  -14641,73710,-2918,Bullish Reversal
2003-05-06,16713,31831,    -777,    2664,81212,-15118,Bearish Reversal
