As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2011-02-22,72726,6662,    1879,    1329,125341,66064,Bullish
2011-02-15,70847,5333,  -14894,   -8429,122473,65514,Bearish Reversal
2011-02-08,85741,13762,   14597,    2695,135334,71979,Bullish
2011-02-01,71144,11067,   11959,   -2660,120991,60077,Bullish
2011-01-25,59185,13727,   -4626,    3424,113570,45458,Bearish Reversal
2011-01-18,63811,10303,   -1026,   -1037,114314,53508,Bullish
2011-01-11,64837,11340,  -10219,   -1203,113920,53497,Bearish Reversal
2011-01-04,75056,12543,   -1801,       2,121562,62513,Bearish Reversal
2010-12-28,76857,12541,    6982,    3216,124005,64316,Bullish
2010-12-21,69875,9325,    7205,     433,115007,60550,Bullish
2010-12-14,62670,8892,    9120,   -1306,113584,53778,Bullish Reversal
2010-12-07,53550,10198,    8756,   -7953,127012,43352,Bullish
2010-11-30,44794,18151,   -2141,    -313,117302,26643,Bearish Reversal
2010-11-23,46935,18464,   -5527,    2204,117998,28471,Bearish Reversal
2010-11-16,52462,16260,  -10521,     893,121110,36202,Bearish Reversal
2010-11-09,62983,15367,   -3838,    -274,130206,47616,Bearish
2010-11-02,66821,15641,    -612,    3323,125968,51180,Bearish Reversal
2010-10-26,67433,12318,   -4228,    -162,128470,55115,Bearish Reversal
2010-10-19,71661,12480,   -8036,     474,133257,59181,Bearish Reversal
2010-10-12,79697,12006,   -2174,    -829,138537,67691,Bearish Reversal
2010-10-05,81871,12835,     452,     949,139447,69036,Bearish
2010-09-28,81419,11886,    3475,   -1734,137646,69533,Bullish
2010-09-21,77944,13620,    3868,   -3787,129713,64324,Bullish
2010-09-14,74076,17407,    4376,    4673,120308,56669,Bearish Reversal
2010-09-07,69700,12734,   15439,    2281,128346,56966,Bullish
2010-08-31,54261,10453,   -4201,    -992,102439,43808,Bearish Reversal
2010-08-24,58462,11445,  -12558,   -1878,107434,47017,Bearish Reversal
2010-08-17,71020,13323,    2667,    -660,120329,57697,Bullish
2010-08-10,68353,13983,    6257,     602,114049,54370,Bullish
2010-08-03,62096,13381,   10814,    2632,99149,48715,Bullish
2010-07-27,51282,10749,    6029,   -1618,89389,40533,Bullish
2010-07-20,45253,12367,   10044,     638,80302,32886,Bullish
2010-07-13,35209,11729,    9324,   -6910,68482,23480,Bullish
2010-07-06,25885,18639,   -2220,    3388,64872,7246,Bearish
2010-06-29,28105,15251,   -1704,   -2752,59657,12854,Bullish Reversal
2010-06-22,29809,18003,    2080,    2680,60340,11806,Bearish
2010-06-15,27729,15323,   -2017,   -5988,57653,12406,Bullish Reversal
2010-06-08,29746,21311,   -7275,    -665,108956,8435,Bearish Reversal
2010-06-01,37021,21976,   -2346,    2132,110772,15045,Bearish
2010-05-25,39367,19844,  -11197,    7660,106473,19523,Bearish Reversal
2010-05-18,50564,12184,   -5591,    5227,113271,38380,Bearish Reversal
2010-05-11,56155,6957,  -12041,   -4257,115269,49198,Bearish Reversal
2010-05-04,68196,11214,   -7161,    1925,136437,56982,Bearish Reversal
2010-04-27,75357,9289,  -11812,    1024,140472,66068,Bearish Reversal
2010-04-20,87169,8265,   -1466,     304,154367,78904,Bearish
2010-04-13,88635,7961,    4575,   -2901,154014,80674,Bullish
2010-04-06,84060,10862,    4362,     504,151605,73198,Bullish
2010-03-30,79698,10358,   -4550,     449,142815,69340,Bearish
2010-03-23,84248,9909,   10501,    -344,142413,74339,Bullish
2010-03-16,73747,10253,    3862,    1653,126301,63494,Bullish Reversal
2010-03-09,69885,8600,   10779,   -1745,130808,61285,Bullish
2010-03-02,59106,10345,    7224,   -2545,116667,48761,Bullish
2010-02-23,51882,12890,    8567,   -3422,108320,38992,Bullish
2010-02-16,43315,16312,   -1031,    -428,98449,27003,Bearish Reversal
2010-02-09,44346,16740,   -2185,    3480,99643,27606,Bearish
2010-02-02,46531,13260,  -14566,   -2519,98426,33271,Bearish Reversal
2010-01-26,61097,15779,  -16234,    1299,112867,45318,Bearish Reversal
2010-01-19,77331,14480,    4091,     592,133086,62851,Bullish
2010-01-12,73240,13888,   11126,   -1118,126970,59352,Bullish
2010-01-05,62114,15006,    8511,   -2066,108728,47108,Bullish
2009-12-29,53603,17072,    4834,     728,98465,36531,Bullish
2009-12-22,48769,16344,   -5988,    2570,94188,32425,Bearish Reversal
2009-12-15,54757,13774,    4038,    9737,101906,40983,Bearish Reversal
2009-12-08,50719,4037,   -4696,   -2940,125262,46682,Bearish
2009-12-01,55415,6977,    1672,   -3202,118047,48438,Bullish Reversal
2009-11-24,53743,10179,   -6892,   -3568,118766,43564,Bearish Reversal
2009-11-17,60635,13747,    6233,    6779,124030,46888,Bearish
2009-11-09,54402,6968,   -1423,    1526,111424,47434,Bearish Reversal
2009-11-03,55825,5442,   -3303,    -799,114518,50383,Bearish Reversal
2009-10-27,59128,6241,   -3301,   -2198,115342,52887,Bearish Reversal
2009-10-20,62429,8439,    2499,    1156,120590,53990,Bullish
2009-10-13,59930,7283,    1901,    -581,119675,52647,Bullish
2009-10-06,58029,7864,    2329,    -138,110359,50165,Bullish
2009-09-29,55700,8002,   -5301,   -1475,104250,47698,Bearish Reversal
2009-09-22,61001,9477,    2828,     -95,109900,51524,Bullish
2009-09-15,58173,9572,    3344,    3127,104312,48601,Bullish Reversal
2009-09-08,54829,6445,    2862,   -3586,114028,48384,Bullish
2009-09-01,51967,10031,   -3373,    2978,102915,41936,Bearish Reversal
2009-08-25,55340,7053,    3548,    -619,106751,48287,Bullish
2009-08-18,51792,7672,   -5484,    -758,101123,44120,Bearish Reversal
2009-08-11,57276,8430,     976,   -1460,106896,48846,Bullish
2009-08-04,56300,9890,    2423,    -492,106512,46410,Bullish
2009-07-28,53877,10382,    2825,   -1882,103394,43495,Bullish
2009-07-21,51052,12264,    8751,   -4444,98479,38788,Bullish
2009-07-14,42301,16708,   -2241,    4052,87807,25593,Bearish
2009-07-07,44542,12656,   -1806,    1298,86620,31886,Bearish Reversal
2009-06-30,46348,11358,    6568,     946,91416,34990,Bullish
2009-06-23,39780,10412,   -1453,    1382,77430,29368,Bearish
2009-06-16,41233,9030,     267,     -53,73219,32203,Bullish Reversal
2009-06-09,40966,9083,   -1129,   -2268,107627,31883,Bullish
2009-06-02,42095,11351,     437,    2162,92940,30744,Bearish
2009-05-26,41658,9189,    3383,     209,90037,32469,Bullish
2009-05-19,38275,8980,   -1209,   -2273,85069,29295,Bullish
2009-05-12,39484,11253,    5298,     131,84347,28231,Bullish
2009-05-05,34186,11122,    8438,    2066,79209,23064,Bullish
2009-04-28,25748,9056,     -92,     466,69683,16692,Bearish
2009-04-21,25840,8590,   -5801,   -2262,69568,17250,Bearish Reversal
2009-04-14,31641,10852,    2761,      88,74516,20789,Bullish
2009-04-07,28880,10764,    4286,   -2543,70500,18116,Bullish
2009-03-31,24594,13307,    2340,    -534,63184,11287,Bullish
2009-03-24,22254,13841,    7328,   -1504,58361,8413,Bullish
2009-03-17,14926,15345,    3277,    -249,50497,-419,Bullish Reversal
2009-03-10,11649,15594,    -737,     422,68898,-3945,Bearish
2009-03-03,12386,15172,    2478,    -319,49180,-2786,Bullish
2009-02-24,9908,15491,    -275,   -1982,45886,-5583,Bullish Reversal
2009-02-17,10183,17473,     676,    2118,48452,-7290,Bearish
2009-02-10,9507,15355,   -2688,   -1959,44254,-5848,Bearish Reversal
2009-02-03,12195,17314,    -396,    1308,48632,-5119,Bearish
2009-01-27,12591,16006,    1620,   -1080,45177,-3415,Bullish Reversal
2009-01-20,10971,17086,     661,    2300,45585,-6115,Bearish
2009-01-13,10310,14786,   -2346,    2725,39676,-4476,Bearish
2009-01-06,12656,12061,    1447,     400,38208,595,Bullish
2008-12-30,11209,11661,     628,    -356,33147,-452,Bullish
2008-12-22,10581,12017,    4659,    1896,32564,-1436,Bullish
2008-12-16,5922,10121,    -541,    -794,28784,-4199,Bullish Reversal
2008-12-09,6463,10915,     342,   -5084,68074,-4452,Bullish Reversal
2008-12-02,6121,15999,    -403,     851,71412,-9878,Bearish
2008-11-25,6524,15148,    -137,    2697,69320,-8624,Bearish
2008-11-18,6661,12451,    -653,   -3467,63207,-5790,Bullish Reversal
2008-11-11,7314,15918,   -3309,    -218,65790,-8604,Bearish Reversal
2008-11-04,10623,16136,    1861,   -2445,67219,-5513,Bullish Reversal
2008-10-28,8762,18581,    2051,    4636,72743,-9819,Bearish
2008-10-21,6711,13945,    -800,    -539,57785,-7234,Bearish
2008-10-14,7511,14484,   -1990,   -3364,47396,-6973,Bullish Reversal
2008-10-07,9501,17848,     398,   -5602,54239,-8347,Bullish
2008-09-30,9103,23450,    1344,   -3771,53200,-14347,Bullish Reversal
2008-09-23,7759,27221,    -816,    1620,55072,-19462,Bearish
2008-09-16,8575,25601,  -23217,   -4605,53874,-17026,Bearish Reversal
2008-09-09,31792,30206,   -1760,   -1835,93898,1586,Bullish
2008-09-02,33552,32041,    1732,    1598,84673,1511,Bullish
2008-08-26,31820,30443,     804,    5377,78479,1377,Bearish
2008-08-19,31016,25066,    3302,    6405,76367,5950,Bearish
2008-08-12,27714,18661,   -5574,     120,74805,9053,Bearish Reversal
2008-08-05,33288,18541,   -7467,    6705,80980,14747,Bearish Reversal
2008-07-29,40755,11836,  -26350,   -1681,85686,28919,Bearish Reversal
2008-07-22,67105,13517,   -2021,     459,107776,53588,Bearish
2008-07-15,69126,13058,    9360,    2598,105902,56068,Bullish
2008-07-08,59766,10460,   -1146,     957,97165,49306,Bearish
2008-07-01,60912,9503,    3645,    1618,96429,51409,Bullish
2008-06-24,57267,7885,   14731,    2336,88918,49382,Bullish
2008-06-17,42536,5549,  -15000,   -4490,72514,36987,Bearish Reversal
2008-06-10,57536,10039,   -6137,    -327,106214,47497,Bearish Reversal
2008-06-03,63673,10366,   -3527,     458,109056,53307,Bearish
2008-05-27,67200,9908,   -5218,   -1209,107884,57292,Bearish Reversal
2008-05-20,72418,11117,    2625,   -1222,111047,61301,Bullish
2008-05-13,69793,12339,   -5834,    2133,101516,57454,Bearish Reversal
2008-05-06,75627,10206,   15382,     426,106209,65421,Bullish
2008-04-29,60245,9780,  -10103,   -2070,96564,50465,Bearish Reversal
2008-04-22,70348,11850,   12812,   -1041,101469,58498,Bullish
2008-04-15,57536,12891,   -2149,    4895,90258,44645,Bearish
2008-04-08,59685,7996,   18650,    3929,88174,51689,Bullish
2008-04-01,41035,4067,     793,    -555,72433,36968,Bullish
2008-03-25,40242,4622,    -383,    -438,71646,35620,Bullish Reversal
2008-03-18,40625,5060,   -7255,  -11128,72466,35565,Bullish Reversal
2008-03-11,47880,16188,   -7928,   -2234,93044,31692,Bearish
2008-03-04,55808,18422,   -1393,   -1935,90774,37386,Bullish Reversal
2008-02-26,57201,20357,   -1263,    2313,94774,36844,Bearish
2008-02-19,58464,18044,    4981,     429,94144,40420,Bullish
2008-02-12,53483,17615,    8158,    5187,86843,35868,Bullish
2008-02-05,45325,12428,   16288,    -300,73676,32897,Bullish
2008-01-29,29037,12728,    5258,   -5444,65613,16309,Bullish Reversal
2008-01-22,23779,18172,  -16933,    2920,68055,5607,Bearish Reversal
2008-01-15,40712,15252,    4765,    2701,81641,25460,Bullish
2008-01-08,35947,12551,    9046,    3674,78398,23396,Bullish
2007-12-31,26901,8877,    2801,   -1683,60423,18024,Bullish
2007-12-24,24100,10560,    4735,    2232,57131,13540,Bullish
2007-12-18,19365,8328,  -16783,    5145,54969,11037,Bearish Reversal
2007-12-11,36148,3183,    4996,   -4450,75747,32965,Bullish
2007-12-04,31152,7633,    1005,    3140,67940,23519,Bearish
2007-11-27,30147,4493,   -5157,    -315,64572,25654,Bearish Reversal
2007-11-20,35304,4808,   -3572,   -1240,70026,30496,Bearish Reversal
2007-11-13,38876,6048,  -21035,   -3226,78011,32828,Bearish Reversal
2007-11-06,59911,9274,    5059,     444,93618,50637,Bullish
2007-10-30,54852,8830,    3180,     811,88532,46022,Bullish
2007-10-23,51672,8019,  -13082,   -1146,85160,43653,Bearish Reversal
2007-10-16,64754,9165,    3700,   -2838,96797,55589,Bullish
2007-10-09,61054,12003,   -5803,    -222,95293,49051,Bearish Reversal
2007-10-02,66857,12225,   20353,    4763,97556,54632,Bullish
2007-09-25,46504,7462,   11992,   -3934,74017,39042,Bullish
2007-09-18,34512,11396,   -5407,    1924,59950,23116,Bearish Reversal
2007-09-11,39919,9472,    3637,    -290,106674,30447,Bullish
2007-09-04,36282,9762,   13073,   -1488,103527,26520,Bullish
2007-08-28,23209,11250,    -988,   -7971,96642,11959,Bullish
2007-08-21,24197,19221,  -18375,     -31,95901,4976,Bearish Reversal
2007-08-14,42572,19252,  -10399,   -3000,105080,23320,Bearish Reversal
2007-08-07,52971,22252,   -1283,    3771,110617,30719,Bearish
2007-07-31,54254,18481,  -21397,    9673,108022,35773,Bearish Reversal
2007-07-24,75651,8808,   -2371,    -958,118608,66843,Bearish Reversal
2007-07-17,78022,9766,    8077,    4979,120509,68256,Bullish
2007-07-10,69945,4787,    1892,   -5169,110984,65158,Bullish
2007-07-03,68053,9956,   -5261,    3617,109147,58097,Bearish Reversal
2007-06-26,73314,6339,   -1873,   -3635,111504,66975,Bullish Reversal
2007-06-19,75187,9974,  -15256,   -7095,115118,65213,Bearish Reversal
2007-06-12,90443,17069,    5337,    9219,157047,73374,Bearish
2007-06-05,85106,7850,   23560,  -14358,122120,77256,Bullish
2007-05-29,61546,22208,   -5315,    2647,97790,39338,Bearish Reversal
2007-05-22,66861,19561,  -16839,   10999,103300,47300,Bearish Reversal
2007-05-15,83700,8562,    1720,     208,114784,75138,Bullish
2007-05-08,81980,8354,    9317,    -464,114679,73626,Bullish
2007-05-01,72663,8818,  -12528,     104,107911,63845,Bearish Reversal
2007-04-24,85191,8714,   -3533,   -1693,123137,76477,Bearish Reversal
2007-04-17,88724,10407,    8147,    4185,123468,78317,Bullish
2007-04-10,80577,6222,   -7226,     250,117562,74355,Bearish Reversal
2007-04-03,87803,5972,    -705,   -1939,121869,81831,Bullish
2007-03-27,88508,7911,   16923,    -509,120220,80597,Bullish
2007-03-20,71585,8420,   18866,    3808,104097,63165,Bullish Reversal
2007-03-13,52719,4612,    6748,  -14349,132184,48107,Bullish
2007-03-06,45971,18961,  -46698,    9367,120959,27010,Bearish Reversal
2007-02-27,92669,9594,   16134,    2676,140036,83075,Bullish
2007-02-20,76535,6918,    6539,    1790,123639,69617,Bullish
2007-02-13,69996,5128,    -817,   -4440,115145,64868,Bullish Reversal
2007-02-06,70813,9568,     693,    3653,117781,61245,Bearish
2007-01-30,70120,5915,  -16720,   -3677,116294,64205,Bearish Reversal
2007-01-23,86840,9592,   13335,    2843,127566,77248,Bullish
2007-01-16,73505,6749,   11527,   -5351,121645,66756,Bullish
2007-01-09,61978,12100,  -35432,    3513,116268,49878,Bearish Reversal
2007-01-03,97410,8587,    5359,    1571,132225,88823,Bullish
2006-12-26,92051,7016,   -3492,     373,128732,85035,Bearish Reversal
2006-12-19,95543,6643,    3518,   -4468,129934,88900,Bullish Reversal
2006-12-12,92025,11111,    3558,   -2045,170902,80914,Bullish
2006-12-05,88467,13156,   -1796,    2651,129455,75311,Bearish
2006-11-28,90263,10505,   15027,    2730,123916,79758,Bullish
2006-11-21,75236,7775,    3617,    1106,108253,67461,Bullish
2006-11-14,71619,6669,  -22395,   -1730,105229,64950,Bearish Reversal
2006-11-07,94014,8399,   15584,    1322,123491,85615,Bullish
2006-10-31,78430,7077,   16692,    1763,107657,71353,Bullish
2006-10-24,61738,5314,   12711,   -4024,87502,56424,Bullish
2006-10-17,49027,9338,    5196,     757,74025,39689,Bullish
2006-10-10,43831,8581,   12338,   -1331,65437,35250,Bullish
2006-10-03,31493,9912,   -2949,    5559,56292,21581,Bearish Reversal
2006-09-26,34442,4353,   -4613,   -1070,57337,30089,Bearish Reversal
2006-09-19,39055,5423,   13316,    4218,61952,33632,Bullish Reversal
2006-09-12,25739,1205,  -23986,    -574,69370,24534,Bearish Reversal
2006-09-05,49725,1779,   15342,     637,81372,47946,Bullish
2006-08-29,34383,1142,    2799,    -367,63348,33241,Bullish
2006-08-22,31584,1509,  -11167,   -2150,62131,30075,Bearish Reversal
2006-08-15,42751,3659,    6387,     352,72893,39092,Bullish
2006-08-08,36364,3307,   -3831,    1225,65353,33057,Bearish Reversal
2006-08-01,40195,2082,    3149,   -1572,67931,38113,Bullish
2006-07-25,37046,3654,    6432,    1255,62339,33392,Bullish
2006-07-18,30614,2399,    8713,   -2566,54649,28215,Bullish
2006-07-11,21901,4965,    4760,   -7115,51757,16936,Bullish
2006-07-03,17141,12080,    2921,     566,45680,5061,Bullish
2006-06-27,14220,11514,    2467,   -2651,42014,2706,Bullish
2006-06-20,11753,14165,  -11549,    2815,37629,-2412,Bearish Reversal
2006-06-13,23302,11350,    -804,    1162,81160,11952,Bearish
2006-06-06,24106,10188,   -9614,    3256,72968,13918,Bearish Reversal
2006-05-30,33720,6932,    5267,   -5211,76396,26788,Bullish Reversal
2006-05-23,28453,12143,   -8069,    6206,81572,16310,Bearish
2006-05-16,36522,5937,    1837,     106,78831,30585,Bullish
2006-05-09,34685,5831,    7388,     307,74660,28854,Bullish
2006-05-02,27297,5524,    3613,  -10403,57861,21773,Bullish
2006-04-25,23684,15927,    3087,    6491,52591,7757,Bearish
2006-04-18,20597,9436,   -2657,   -6881,52049,11161,Bullish Reversal
2006-04-11,23254,16317,    1625,  -11162,54618,6937,Bullish Reversal
2006-04-04,21629,27479,    3107,   -4375,65124,-5850,Bullish Reversal
2006-03-28,18522,31854,    -543,    1462,68768,-13332,Bearish
2006-03-21,19065,30392,    2494,   15455,61058,-11327,Bearish
2006-03-14,16571,14937,    -232,   -4762,43094,1634,Bullish Reversal
2006-03-07,16803,19699,     628,    4899,67707,-2896,Bearish
2006-02-28,16175,14800,   -3474,    -848,58377,1375,Bearish Reversal
2006-02-21,19649,15648,   -3020,    1030,62973,4001,Bearish
2006-02-14,22669,14618,   -8640,    4090,62933,8051,Bearish Reversal
2006-02-07,31309,10528,   -7214,    1263,68525,20781,Bearish Reversal
2006-01-31,38523,9265,    8625,   -1257,73813,29258,Bullish
2006-01-24,29898,10522,    2796,    6129,63978,19376,Bearish
2006-01-17,27102,4393,     399,    -576,61525,22709,Bullish
2006-01-10,26703,4969,    5587,   -9037,55332,21734,Bullish Reversal
2006-01-03,21116,14006,    7425,    1219,60245,7110,Bullish
2005-12-27,13691,12787,    -806,    6199,57071,904,Bearish
2005-12-20,14497,6588,   -9393,    2980,43315,7909,Bearish Reversal
2005-12-13,23890,3608,     838,   -3732,82817,20282,Bullish
2005-12-06,23052,7340,    1862,   -8108,71637,15712,Bullish Reversal
2005-11-29,21190,15448,    1500,   -3493,78973,5742,Bullish Reversal
2005-11-22,19690,18941,    1323,     767,79829,749,Bullish
2005-11-15,18367,18174,    1184,    5062,75581,193,Bearish
2005-11-08,17183,13112,    2560,    2525,68200,4071,Bullish
2005-11-01,14623,10587,    -939,    2939,61243,4036,Bearish
2005-10-25,15562,7648,   -3831,    -683,59833,7914,Bearish Reversal
2005-10-18,19393,8331,     549,    6415,63897,11062,Bearish
2005-10-11,18844,1916,  -10608,    1334,60128,16928,Bearish Reversal
2005-10-04,29452,582,    5925,       0,69587,28870,Bullish
2005-09-27,23527,582,  -12674,     582,63181,22945,Bearish Reversal
2005-09-20,36201,0,     -84,   -3043,78632,36201,Bullish Reversal
2005-09-13,36285,3043,   15487,    1578,96367,33242,Bullish
2005-09-06,20798,1465,    6656,   -1812,65292,19333,Bullish
2005-08-30,14142,3277,    -519,     486,61099,10865,Bearish
2005-08-23,14661,2791,  -12429,    2005,60188,11870,Bearish Reversal
2005-08-16,27090,786,   -2957,   -1243,73801,26304,Bearish
2005-08-09,30047,2029,    9498,   -1203,72496,28018,Bullish
2005-08-02,20549,3232,     -94,     -68,60900,17317,Bearish Reversal
2005-07-26,20643,3300,    4434,   -6153,60938,17343,Bullish Reversal
2005-07-19,16209,9453,   -1659,     141,63659,6756,Bearish Reversal
2005-07-12,17868,9312,    1334,    1348,64490,8556,Bearish
2005-07-05,16534,7964,   -7913,    6491,60369,8570,Bearish Reversal
2005-06-28,24447,1473,  -12019,   -1598,69392,22974,Bearish Reversal
2005-06-21,36466,3071,   16620,   -1516,83291,33395,Bullish
2005-06-14,19846,4587,    4318,    1908,59436,15259,Bullish Reversal
2005-06-07,15528,2679,     509,   -6416,87578,12849,Bullish
2005-05-31,15019,9095,   -6920,     463,83172,5924,Bearish Reversal
2005-05-24,21939,8632,   -2282,    -354,85299,13307,Bearish
2005-05-17,24221,8986,  -11957,    3634,84442,15235,Bearish Reversal
2005-05-10,36178,5352,    2191,     730,89282,30826,Bullish Reversal
2005-05-03,33987,4622,       1,   -2070,89548,29365,Bullish
2005-04-26,33986,6692,    8741,    -230,89273,27294,Bullish
2005-04-19,25245,6922,   -6464,     636,85577,18323,Bearish
2005-04-12,31709,6286,    5575,    1238,85163,25423,Bullish
2005-04-05,26134,5048,   -4685,     853,78489,21086,Bearish Reversal
2005-03-29,30819,4195,  -28154,     213,81324,26624,Bearish Reversal
2005-03-22,58973,3982,    1563,     713,105846,54991,Bullish
2005-03-15,57410,3269,    1594,    -594,102848,54141,Bullish Reversal
2005-03-08,55816,3863,    -434,    2992,130231,51953,Bearish
2005-03-01,56250,871,    6332,   -3077,104099,55379,Bullish
2005-02-22,49918,3948,    5300,   -3971,95179,45970,Bullish
2005-02-15,44618,7919,    8568,    -532,89106,36699,Bullish
2005-02-08,36050,8451,   -2380,    5805,76844,27599,Bearish Reversal
2005-02-01,38430,2646,    6525,    1644,79897,35784,Bullish
2005-01-25,31905,1002,    4156,     468,71814,30903,Bullish
2005-01-18,27749,534,    1255,      17,65081,27215,Bullish
2005-01-11,26494,517,   -5789,   -1153,62685,25977,Bearish Reversal
2005-01-04,32283,1670,    1953,    1597,66759,30613,Bullish
2004-12-28,30330,73,    1261,       8,60977,30257,Bullish
2004-12-21,29069,65,    -558,      -1,59283,29004,Bearish
2004-12-14,29627,66,   -6025,   -1343,56837,29561,Bearish Reversal
2004-12-07,35652,1409,    2291,    -978,88254,34243,Bullish
2004-11-30,33361,2387,     147,    -198,73359,30974,Bullish
2004-11-23,33214,2585,   -4071,     -97,70137,30629,Bearish Reversal
2004-11-16,37285,2682,    2461,     248,70438,34603,Bullish
2004-11-09,34824,2434,    4087,     687,67041,32390,Bullish
2004-11-02,30737,1747,     158,    -302,61179,28990,Bullish
2004-10-26,30579,2049,    5737,    -284,60051,28530,Bullish
2004-10-19,24842,2333,   -1218,     476,53667,22509,Bearish
2004-10-12,26060,1857,    6550,    -753,53591,24203,Bullish
2004-10-05,19510,2610,    8727,   -1088,43324,16900,Bullish
2004-09-28,10783,3698,    3811,   -2461,29604,7085,Bullish
2004-09-21,6972,6159,    1812,     336,22195,813,Bullish Reversal
2004-09-07,5160,5823,   -1978,    3423,35375,-663,Bearish
2004-08-31,7138,2400,   -1654,     887,32662,4738,Bearish Reversal
2004-08-24,8792,1513,    -330,     570,34627,7279,Bearish
2004-08-17,9122,943,     644,    -422,33254,8179,Bullish
2004-08-10,8478,1365,    1130,     477,30904,7113,Bullish
2004-08-03,7348,888,    2330,   -1481,30603,6460,Bullish
2004-07-27,5018,2369,   -5956,    1501,28377,2649,Bearish Reversal
2004-07-20,10974,868,    2352,     -85,36642,10106,Bullish
2004-07-13,8622,953,    3365,   -2114,30583,7669,Bullish
2004-07-06,5257,3067,    -628,   -1114,25832,2190,Bullish Reversal
2004-06-29,5885,4181,    2223,    -613,26312,1704,Bullish
2004-06-22,3662,4794,    -269,     -47,24238,-1132,Bearish
2004-06-15,3931,4841,    1745,   -1414,23761,-910,Bullish Reversal
2004-06-08,2186,6255,    -822,   -1816,42488,-4069,Bullish
2004-06-01,3008,8071,    -809,     -26,39054,-5063,Bearish
2004-05-25,3817,8097,    -443,    2062,38618,-4280,Bearish
2004-05-18,4260,6035,    1415,     348,38361,-1775,Bullish
2004-05-11,2845,5687,   -3552,    1476,36777,-2842,Bearish
2004-05-04,6397,4211,     596,    1543,35722,2186,Bearish
2004-04-27,5801,2668,      -7,     106,32822,3133,Bearish
2004-04-20,5808,2562,   -6444,    1736,31409,3246,Bearish Reversal
2004-04-12,12252,826,     408,    -651,39460,11426,Bullish
2004-04-06,11844,1477,    5068,   -1127,37468,10367,Bullish
2004-03-30,6776,2604,    1243,      37,30367,4172,Bullish
2004-03-23,5533,2567,   -1259,    -389,29576,2966,Bearish
2004-03-16,6792,2956,   -7464,    -815,29167,3836,Bearish Reversal
2004-03-09,14256,3771,   -3161,    2776,58264,10485,Bearish
2004-03-02,17417,995,   -5012,     -87,55548,16422,Bearish Reversal
2004-02-24,22429,1082,   -8819,   -1071,59772,21347,Bearish Reversal
2004-02-17,31248,2153,    6998,    -184,67461,29095,Bullish
2004-02-10,24250,2337,    2928,    1293,58655,21913,Bullish
2004-02-03,21322,1044,   -5201,    -109,51677,20278,Bearish Reversal
2004-01-27,26523,1153,     254,     455,61742,25370,Bearish Reversal
2004-01-20,26269,698,   -1000,   -1215,61905,25571,Bullish Reversal
2004-01-13,27269,1913,    1421,     572,62404,25356,Bullish
2004-01-06,25848,1341,    -855,     759,61052,24507,Bearish
2003-12-30,26703,582,   -1102,     102,58386,26121,Bearish
2003-12-22,27805,480,    2094,     -52,57595,27325,Bullish
2003-12-16,25711,532,    -980,    -512,56208,25179,Bearish Reversal
2003-12-09,26691,1044,    -387,     397,73209,25647,Bearish
2003-12-02,27078,647,    1219,      22,63089,26431,Bullish
2003-11-25,25859,625,   -2089,   -1133,61806,25234,Bearish Reversal
2003-11-18,27948,1758,    2153,     698,63444,26190,Bullish
2003-11-11,25795,1060,    -585,       0,60650,24735,Bearish
2003-11-04,26380,1060,    3164,       0,59105,25320,Bullish
2003-10-28,23216,1060,    1365,    -401,55553,22156,Bullish
2003-10-21,21851,1461,    2669,     401,53949,20390,Bullish
2003-10-14,19182,1060,     958,    -421,50668,18122,Bullish
2003-10-07,18224,1481,    5036,    -288,49919,16743,Bullish
2003-09-30,13188,1769,    1629,      55,42727,11419,Bullish
2003-09-23,11559,1714,     -31,      21,41264,9845,Bearish
2003-09-16,11590,1693,    6844,     381,36082,9897,Bullish Reversal
2003-09-09,4746,1312,   -2561,   -1292,36930,3434,Bearish
2003-09-02,7307,2604,     -86,    1710,33573,4703,Bearish
2003-08-26,7393,894,   -2927,     894,31865,6499,Bearish Reversal
2003-08-19,10320,0,    -258,       0,34305,10320,Bearish
2003-08-12,10578,0,    -807,       0,33216,10578,Bearish Reversal
2003-08-05,11385,0,    -822,       0,33355,11385,Bearish Reversal
2003-07-29,12207,0,     586,       0,36006,12207,Bullish
2003-07-22,11621,0,    -612,       0,33512,11621,Bearish Reversal
2003-07-15,12233,0,   -1942,       0,34228,12233,Bearish Reversal
2003-07-08,14175,0,   -1049,       0,36365,14175,Bearish Reversal
2003-07-01,15224,0,    2424,       0,38754,15224,Bullish
2003-06-24,12800,0,    1844,       0,36254,12800,Bullish Reversal
2003-06-17,10956,0,   -2382,    -431,36601,10956,Bearish Reversal
2003-06-10,13338,431,    -810,       2,44219,12907,Bearish
2003-06-03,14148,429,    2263,       0,42095,13719,Bullish
2003-05-27,11885,429,   -1486,       0,37438,11456,Bearish Reversal
2003-05-20,13371,429,   -1718,       0,39408,12942,Bearish Reversal
2003-05-13,15089,429,     102,       0,41295,14660,Bullish Reversal
2003-05-06,14987,429,    -248,       0,41820,14558,Bearish Reversal
2003-04-29,15235,429,     316,    -708,43118,14806,Bullish
2003-04-22,14919,1137,    3965,    1137,41589,13782,Bullish
