As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2010-09-21,25054,2076,    2981,     -84,37937,22978,Bullish
2010-09-14,22073,2160,    2585,    -873,34637,19913,Bullish
2010-09-07,19488,3033,    1013,      83,32647,16455,Bullish
2010-08-31,18475,2950,    -190,     545,31010,15525,Bearish
2010-08-24,18665,2405,    -280,     377,30248,16260,Bearish Reversal
2010-08-17,18945,2028,    -500,     149,31047,16917,Bearish Reversal
2010-08-10,19445,1879,    -551,    -202,31262,17566,Bearish Reversal
2010-08-03,19996,2081,    2215,    -219,31615,17915,Bullish
2010-07-27,17781,2300,    1798,    -262,28971,15481,Bullish
2010-07-20,15983,2562,    -244,     238,27646,13421,Bearish Reversal
2010-07-13,16227,2324,     296,     229,27985,13903,Bullish Reversal
2010-07-06,15931,2095,   -1598,    -234,28097,13836,Bearish Reversal
2010-06-29,17529,2329,    -610,     344,29497,15200,Bearish Reversal
2010-06-22,18139,1985,     250,    -105,30667,16154,Bullish
2010-06-15,17889,2090,     175,    -150,30659,15799,Bullish
2010-06-08,17714,2240,    -351,    -662,29728,15474,Bullish Reversal
2010-06-01,18065,2902,     529,     354,30293,15163,Bullish
2010-05-25,17536,2548,   -7482,     582,30283,14988,Bearish Reversal
2010-05-18,25018,1966,     555,     -80,35541,23052,Bullish Reversal
2010-05-11,24463,2046,    -836,     216,35673,22417,Bearish Reversal
2010-05-04,25299,1830,    -462,    -213,36320,23469,Bearish Reversal
2010-04-27,25761,2043,     744,     -27,37251,23718,Bullish
2010-04-20,25017,2070,   -1244,    -131,37178,22947,Bearish Reversal
2010-04-13,26261,2201,     365,     -50,37422,24060,Bullish Reversal
2010-04-06,25896,2251,     555,    -232,37763,23645,Bullish
2010-03-30,25341,2483,    -226,     379,37583,22858,Bearish Reversal
2010-03-23,25567,2104,     526,    -628,38255,23463,Bullish
2010-03-16,25041,2732,     573,    -246,36930,22309,Bullish
2010-03-09,24468,2978,     757,     370,35953,21490,Bullish
2010-03-02,23711,2608,     408,    -418,35096,21103,Bullish
2010-02-23,23303,3026,    -578,    -798,34991,20277,Bullish Reversal
2010-02-16,23881,3824,     618,    -105,35153,20057,Bullish
2010-02-09,23263,3929,     -46,    -357,34325,19334,Bullish Reversal
2010-02-02,23309,4286,     377,    -132,35072,19023,Bullish
2010-01-26,22932,4418,      88,    1002,34697,18514,Bearish
2010-01-19,22844,3416,    -169,     562,34352,19428,Bearish Reversal
2010-01-12,23013,2854,    1350,    1569,34502,20159,Bearish
2010-01-05,21663,1285,     612,    -507,33582,20378,Bullish
2009-12-29,21051,1792,    -258,      15,32473,19259,Bearish Reversal
2009-12-22,21309,1777,    -617,      94,32478,19532,Bearish Reversal
2009-12-15,21926,1683,    -894,     -23,32909,20243,Bearish Reversal
2009-12-08,22820,1706,   -1587,    -221,34120,21114,Bearish Reversal
2009-12-01,24407,1927,     635,    -262,35855,22480,Bullish
2009-11-24,23772,2189,      93,     355,34981,21583,Bearish
2009-11-17,23679,1834,    1782,     252,34656,21845,Bullish
2009-11-09,21897,1582,     872,    -139,32774,20315,Bullish
2009-11-03,21025,1721,     221,     344,31269,19304,Bearish Reversal
2009-10-27,20804,1377,    -629,    -859,31649,19427,Bullish Reversal
2009-10-20,21433,2236,     -85,     127,32227,19197,Bearish
2009-10-13,21518,2109,    1562,     108,31813,19409,Bullish
2009-10-06,19956,2001,     699,     115,29743,17955,Bullish
2009-09-29,19257,1886,   -1151,    -298,28591,17371,Bearish Reversal
2009-09-22,20408,2184,    1311,    -392,30270,18224,Bullish
2009-09-15,19097,2576,    1517,     144,29051,16521,Bullish
2009-09-08,17580,2432,    1192,      79,26908,15148,Bullish
2009-09-01,16388,2353,    -744,     -47,26857,14035,Bearish Reversal
2009-08-25,17132,2400,     634,     185,27053,14732,Bullish
2009-08-18,16498,2215,    1459,     148,25878,14283,Bullish
2009-08-11,15039,2067,     993,      22,24264,12972,Bullish
2009-08-04,14046,2045,    1213,    -773,23272,12001,Bullish
2009-07-28,12833,2818,     -34,    -309,22289,10015,Bullish
2009-07-21,12867,3127,     770,     198,21774,9740,Bullish
2009-07-14,12097,2929,    -455,     500,21566,9168,Bearish Reversal
2009-07-07,12552,2429,    -169,    -307,21965,10123,Bullish Reversal
2009-06-30,12721,2736,      76,       9,22996,9985,Bullish Reversal
2009-06-23,12645,2727,      -9,    -784,23276,9918,Bullish Reversal
2009-06-16,12654,3511,     119,     -93,23901,9143,Bullish Reversal
2009-06-09,12535,3604,    1380,     -27,24233,8931,Bullish
2009-06-02,11155,3631,     -20,     236,23162,7524,Bearish
2009-05-26,11175,3395,     652,     -20,21840,7780,Bullish
2009-05-19,10523,3415,     551,     415,21174,7108,Bullish
2009-05-12,9972,3000,      59,     -96,20600,6972,Bullish
2009-05-05,9913,3096,     203,    -243,20510,6817,Bullish
2009-04-28,9710,3339,      18,     142,19767,6371,Bearish Reversal
2009-04-21,9692,3197,    -754,     185,19879,6495,Bearish Reversal
2009-04-14,10446,3012,     199,     264,21052,7434,Bearish
2009-04-07,10247,2748,     396,     239,20969,7499,Bullish
2009-03-31,9851,2509,    -325,     322,20101,7342,Bearish Reversal
2009-03-24,10176,2187,     584,    -453,20940,7989,Bullish
2009-03-17,9592,2640,   -1084,     214,19900,6952,Bearish Reversal
2009-03-10,10676,2426,     450,     351,20175,8250,Bullish
2009-03-03,10226,2075,   -1164,     114,19443,8151,Bearish Reversal
2009-02-24,11390,1961,    -346,     354,20870,9429,Bearish
2009-02-17,11736,1607,     867,     -62,20510,10129,Bullish
2009-02-10,10869,1669,     527,     -60,19945,9200,Bullish
2009-02-03,10342,1729,     564,    -665,18927,8613,Bullish
2009-01-27,9778,2394,     566,     425,18522,7384,Bullish
2009-01-20,9212,1969,    -546,     350,17832,7243,Bearish Reversal
2009-01-13,9758,1619,     -19,    -166,18294,8139,Bullish Reversal
2009-01-06,9777,1785,     388,    -269,18386,7992,Bullish
2008-12-30,9389,2054,     -78,     276,18320,7335,Bearish
2008-12-22,9467,1778,     587,      28,18191,7689,Bullish
2008-12-16,8880,1750,     519,    -689,17045,7130,Bullish
2008-12-09,8361,2439,    -632,     331,16054,5922,Bearish Reversal
2008-12-02,8993,2108,    -773,      91,17325,6885,Bearish Reversal
2008-11-25,9766,2017,     427,     765,17358,7749,Bearish
2008-11-18,9339,1252,     253,     -85,16731,8087,Bullish
2008-11-11,9086,1337,     787,    -165,16055,7749,Bullish
2008-11-04,8299,1502,    -141,     246,15761,6797,Bearish
2008-10-28,8440,1256,     312,      58,15434,7184,Bullish
2008-10-21,8128,1198,    -453,    -485,15106,6930,Bullish Reversal
2008-10-14,8581,1683,     172,      13,15240,6898,Bullish
2008-10-07,8409,1670,     664,      14,14850,6739,Bullish
2008-09-30,7745,1656,    -108,   -1521,14679,6089,Bullish
2008-09-23,7853,3177,    1055,     -80,14572,4676,Bullish
2008-09-16,6798,3257,     189,      17,13405,3541,Bullish
2008-09-09,6609,3240,     -70,     103,13142,3369,Bearish
2008-09-02,6679,3137,     276,     145,12994,3542,Bullish
2008-08-26,6403,2992,    -149,    -570,12355,3411,Bullish Reversal
2008-08-19,6552,3562,     435,    -565,12563,2990,Bullish
2008-08-12,6117,4127,    -158,      12,12258,1990,Bearish
2008-08-05,6275,4115,    -827,     432,12078,2160,Bearish Reversal
2008-07-29,7102,3683,   -1133,     -93,13406,3419,Bearish Reversal
2008-07-22,8235,3776,    -564,    1312,14632,4459,Bearish
2008-07-15,8799,2464,    -253,     -79,13943,6335,Bearish Reversal
2008-07-08,9052,2543,    -794,     436,14647,6509,Bearish Reversal
2008-07-01,9846,2107,    -333,     207,15141,7739,Bearish
2008-06-24,10179,1900,    -588,    -550,15051,8279,Bearish Reversal
2008-06-17,10767,2450,     -44,    -279,16146,8317,Bullish
2008-06-10,10811,2729,     766,      16,16138,8082,Bullish
2008-06-03,10045,2713,   -1684,     631,15395,7332,Bearish Reversal
2008-05-27,11729,2082,      58,     157,17295,9647,Bearish
2008-05-20,11671,1925,    1239,     368,17225,9746,Bullish
2008-05-13,10432,1557,     706,    -105,15783,8875,Bullish
2008-05-06,9726,1662,     130,    -342,13961,8064,Bullish Reversal
2008-04-29,9596,2004,       4,      99,13968,7592,Bearish
2008-04-22,9592,1905,    1286,      42,13881,7687,Bullish
2008-04-15,8306,1863,     700,     183,12533,6443,Bullish
2008-04-08,7606,1680,     325,       2,11916,5926,Bullish Reversal
2008-04-01,7281,1678,     918,     112,12018,5603,Bullish
2008-03-25,6363,1566,     -22,    -367,11413,4797,Bullish Reversal
2008-03-18,6385,1933,   -1211,     -56,12575,4452,Bearish Reversal
2008-03-11,7596,1989,    -943,    -684,13669,5607,Bearish Reversal
2008-03-04,8539,2673,    -599,    -270,15014,5866,Bearish Reversal
2008-02-26,9138,2943,    -940,    -100,15486,6195,Bearish Reversal
2008-02-19,10078,3043,     -27,      30,16153,7035,Bearish
2008-02-12,10105,3013,    -543,     234,15135,7092,Bearish Reversal
2008-02-05,10648,2779,    -765,     102,15705,7869,Bearish Reversal
2008-01-29,11413,2677,    -731,     316,16759,8736,Bearish Reversal
2008-01-22,12144,2361,    -801,    -426,16847,9783,Bearish Reversal
2008-01-15,12945,2787,   -1624,     -29,17970,10158,Bearish Reversal
2008-01-08,14569,2816,    1922,     557,19500,11753,Bullish
2007-12-31,12647,2259,     914,    -265,17562,10388,Bullish
2007-12-24,11733,2524,     817,    -189,16670,9209,Bullish
2007-12-18,10916,2713,    1610,     -90,16213,8203,Bullish
2007-12-11,9306,2803,     378,    -136,14092,6503,Bullish
2007-12-04,8928,2939,     147,     447,13897,5989,Bearish
2007-11-27,8781,2492,    -600,     358,13612,6289,Bearish Reversal
2007-11-20,9381,2134,     173,     104,13979,7247,Bullish
2007-11-13,9208,2030,   -2169,    -355,13865,7178,Bearish Reversal
2007-11-06,11377,2385,     915,     241,16382,8992,Bullish
2007-10-30,10462,2144,    -122,     370,15695,8318,Bearish
2007-10-23,10584,1774,     575,       3,15504,8810,Bullish
2007-10-16,10009,1771,     517,     140,14968,8238,Bullish
2007-10-09,9492,1631,     -77,     -83,14894,7861,Bullish
2007-10-02,9569,1714,     797,     873,14621,7855,Bearish
2007-09-25,8772,841,    1669,    -307,13729,7931,Bullish
2007-09-18,7103,1148,    1037,     177,12205,5955,Bullish
2007-09-11,6066,971,     793,      -8,11352,5095,Bullish
2007-09-04,5273,979,    -205,    -127,10881,4294,Bearish
2007-08-28,5478,1106,    -262,    -245,10529,4372,Bearish Reversal
2007-08-21,5740,1351,   -1410,     583,11119,4389,Bearish Reversal
2007-08-14,7150,768,   -1796,    -226,12933,6382,Bearish Reversal
2007-08-07,8946,994,     -91,     116,14573,7952,Bearish Reversal
2007-07-31,9037,878,   -4648,    -531,14773,8159,Bearish Reversal
2007-07-24,13685,1409,    1553,      86,18768,12276,Bullish
2007-07-17,12132,1323,    1243,     -32,17001,10809,Bullish
2007-07-10,10889,1355,    1260,     267,15801,9534,Bullish
2007-07-03,9629,1088,     340,     -98,14533,8541,Bullish Reversal
2007-06-26,9289,1186,    -862,     259,15288,8103,Bearish
2007-06-19,10151,927,     -45,     -11,15231,9224,Bearish
2007-06-12,10196,938,     561,      15,15187,9258,Bullish
2007-06-05,9635,923,     152,    -100,14730,8712,Bullish Reversal
2007-05-29,9483,1023,    -765,    -260,14738,8460,Bearish Reversal
2007-05-22,10248,1283,    -870,     284,15141,8965,Bearish Reversal
2007-05-15,11118,999,     978,     -19,16081,10119,Bullish
2007-05-08,10140,1018,     478,     -86,15130,9122,Bullish
2007-05-01,9662,1104,     -91,    -386,14652,8558,Bullish Reversal
2007-04-24,9753,1490,     368,      81,14767,8263,Bullish
2007-04-17,9385,1409,    1318,    -317,13788,7976,Bullish
2007-04-10,8067,1726,     852,     217,12684,6341,Bullish
2007-04-03,7215,1509,     700,     547,11787,5706,Bullish
2007-03-27,6515,962,     223,    -144,11320,5553,Bullish Reversal
2007-03-20,6292,1106,     568,     396,11339,5186,Bullish
2007-03-13,5724,710,     203,     -79,10704,5014,Bullish Reversal
2007-03-06,5521,789,   -1260,    -646,10978,4732,Bearish Reversal
2007-02-27,6781,1435,     870,      68,12289,5346,Bullish
2007-02-20,5911,1367,     312,     -37,10908,4544,Bullish
2007-02-13,5599,1404,     481,     205,10571,4195,Bullish
2007-02-06,5118,1199,     -69,     -42,10354,3919,Bearish
2007-01-30,5187,1241,     660,     123,9811,3946,Bullish
2007-01-23,4527,1118,     881,     -23,9102,3409,Bullish
2007-01-16,3646,1141,     289,    -154,8504,2505,Bullish
2007-01-09,3357,1295,    -358,     152,8058,2062,Bearish Reversal
2007-01-03,3715,1143,     972,     112,8383,2572,Bullish Reversal
2006-12-26,2743,1031,    -234,      85,8549,1712,Bearish
2006-12-19,2977,946,     107,     -36,8165,2031,Bullish
2006-12-12,2870,982,     -32,      21,8144,1888,Bearish
2006-12-05,2902,961,    -413,      88,8015,1941,Bearish Reversal
2006-11-28,3315,873,    -327,      69,8081,2442,Bearish
2006-11-21,3642,804,    -442,    -532,7580,2838,Bullish Reversal
2006-11-14,4084,1336,     -28,    -212,8258,2748,Bullish Reversal
2006-11-07,4112,1548,     756,    -326,9085,2564,Bullish
2006-10-31,3356,1874,    -108,     206,7648,1482,Bearish
2006-10-24,3464,1668,     144,      96,7046,1796,Bullish Reversal
2006-10-17,3320,1572,     -92,     -71,7288,1748,Bearish
2006-10-10,3412,1643,    -891,     679,6968,1769,Bearish Reversal
2006-10-03,4303,964,    -308,     220,7682,3339,Bearish Reversal
2006-09-26,4611,744,    -160,     194,8451,3867,Bearish Reversal
2006-09-19,4771,550,    -876,     -50,8528,4221,Bearish Reversal
2006-09-12,5647,600,    -243,     -45,9399,5047,Bearish Reversal
2006-09-05,5890,645,     522,     120,10269,5245,Bullish
2006-08-29,5368,525,    -165,     142,9665,4843,Bearish Reversal
2006-08-22,5533,383,    -119,     -60,9877,5150,Bearish Reversal
2006-08-15,5652,443,    -133,     -85,9948,5209,Bearish Reversal
2006-08-08,5785,528,     470,      16,10176,5257,Bullish
2006-08-01,5315,512,     692,    -136,9272,4803,Bullish
2006-07-25,4623,648,    -326,    -245,8567,3975,Bearish Reversal
2006-07-18,4949,893,     560,     -53,9022,4056,Bullish
2006-07-11,4389,946,     964,    -292,8213,3443,Bullish
2006-07-03,3425,1238,      89,    -730,7338,2187,Bullish Reversal
2006-06-27,3336,1968,     112,     -50,8093,1368,Bullish
2006-06-20,3224,2018,    -395,   -1146,7379,1206,Bullish Reversal
2006-06-13,3619,3164,    -460,     966,8614,455,Bearish Reversal
2006-06-06,4079,2198,    -666,     320,8905,1881,Bearish Reversal
2006-05-30,4745,1878,     242,     432,9616,2867,Bearish
2006-05-23,4503,1446,      22,     118,9495,3057,Bearish
2006-05-16,4481,1328,   -1032,     117,9357,3153,Bearish Reversal
2006-05-09,5513,1211,     -68,     147,10009,4302,Bearish
2006-05-02,5581,1064,     159,     100,9908,4517,Bullish
2006-04-25,5422,964,     246,       5,9712,4458,Bullish
2006-04-18,5176,959,     214,    -100,9559,4217,Bullish
2006-04-11,4962,1059,       0,     -85,9290,3903,Bullish
2006-04-04,4962,1144,     572,     172,9103,3818,Bullish
2006-03-28,4390,972,     327,    -147,8886,3418,Bullish
2006-03-21,4063,1119,     361,     -58,7988,2944,Bullish
2006-03-14,3702,1177,    -765,      70,7959,2525,Bearish Reversal
2006-03-07,4467,1107,     165,     -62,8768,3360,Bullish
2006-02-28,4302,1169,     153,     149,8576,3133,Bullish Reversal
2006-02-21,4149,1020,   -1048,    -384,8736,3129,Bearish Reversal
2006-02-14,5197,1404,   -1973,     126,9571,3793,Bearish Reversal
2006-02-07,7170,1278,    -602,     164,11384,5892,Bearish Reversal
2006-01-31,7772,1114,     312,      27,11686,6658,Bullish
2006-01-24,7460,1087,     523,     171,11275,6373,Bullish
2006-01-17,6937,916,     891,      70,10829,6021,Bullish
2006-01-10,6046,846,     519,     145,9901,5200,Bullish
2006-01-03,5527,701,    -626,       7,9381,4826,Bearish Reversal
2005-12-27,6153,694,    -239,     -72,10323,5459,Bearish Reversal
2005-12-20,6392,766,   -1721,     113,10697,5626,Bearish Reversal
2005-12-13,8113,653,    -675,    -108,11939,7460,Bearish Reversal
2005-12-06,8788,761,   -1212,     -47,12234,8027,Bearish Reversal
2005-11-29,10000,808,    -153,      63,13486,9192,Bearish Reversal
2005-11-22,10153,745,     342,      74,13491,9408,Bullish
2005-11-15,9811,671,    1311,     209,12913,9140,Bullish
2005-11-08,8500,462,     476,     -10,11525,8038,Bullish
2005-11-01,8024,472,   -1810,     -92,11075,7552,Bearish Reversal
2005-10-25,9834,564,     473,      28,12774,9270,Bullish
2005-10-18,9361,536,    -975,     -19,12560,8825,Bearish Reversal
2005-10-11,10336,555,     278,      86,13455,9781,Bullish
2005-10-04,10058,469,     522,    -137,13071,9589,Bullish
2005-09-27,9536,606,    -590,    -177,12884,8930,Bearish Reversal
2005-09-20,10126,783,    1743,    -131,13480,9343,Bullish
2005-09-13,8383,914,     601,      96,11960,7469,Bullish
2005-09-06,7782,818,     347,     112,11319,6964,Bullish
2005-08-30,7435,706,    -209,       5,10835,6729,Bearish Reversal
2005-08-23,7644,701,    -473,      60,11292,6943,Bearish Reversal
2005-08-16,8117,641,    -538,     -83,11659,7476,Bearish Reversal
2005-08-09,8655,724,    1077,    -102,12334,7931,Bullish
2005-08-02,7578,826,    2002,      64,10932,6752,Bullish
2005-07-26,5576,762,    1436,    -108,8809,4814,Bullish
2005-07-19,4140,870,      51,      10,7869,3270,Bullish Reversal
2005-07-12,4089,860,   -1514,      40,7908,3229,Bearish Reversal
2005-07-05,5603,820,   -2581,      74,9070,4783,Bearish Reversal
2005-06-28,8184,746,     388,     -54,11355,7438,Bullish Reversal
2005-06-21,7796,800,    1326,      10,11683,6996,Bullish
2005-06-14,6470,790,     557,       0,9380,5680,Bullish
2005-06-07,5913,790,    1388,    -269,8806,5123,Bullish
2005-05-31,4525,1059,     -68,     -83,7946,3466,Bullish
2005-05-24,4593,1142,    -282,    -388,7718,3451,Bullish Reversal
2005-05-17,4875,1530,   -1520,     293,8140,3345,Bearish Reversal
2005-05-10,6395,1237,     497,      70,9459,5158,Bullish
2005-05-03,5898,1167,    -356,      89,8684,4731,Bearish Reversal
2005-04-26,6254,1078,     868,      71,9180,5176,Bullish
2005-04-19,5386,1007,     752,     307,8254,4379,Bullish
2005-04-12,4634,700,     156,     150,7606,3934,Bullish Reversal
2005-04-05,4478,550,     -80,      43,7641,3928,Bearish Reversal
2005-03-29,4558,507,    -334,       4,7948,4051,Bearish Reversal
2005-03-22,4892,503,     568,     -50,8711,4389,Bullish
2005-03-15,4324,553,     407,      79,8037,3771,Bullish
2005-03-08,3917,474,     565,      94,7852,3443,Bullish
2005-03-01,3352,380,    -421,      25,7347,2972,Bearish Reversal
2005-02-22,3773,355,     155,      44,7510,3418,Bullish
2005-02-15,3618,311,    -264,      -4,7432,3307,Bearish Reversal
2005-02-08,3882,315,    -303,      43,7536,3567,Bearish Reversal
2005-02-01,4185,272,     855,     -25,7946,3913,Bullish
2005-01-25,3330,297,     693,      68,7330,3033,Bullish
2005-01-18,2637,229,     238,    -320,6609,2408,Bullish
2005-01-11,2399,549,     106,     382,6443,1850,Bearish
2005-01-04,2293,167,      -6,      11,6201,2126,Bearish Reversal
2004-12-28,2299,156,     628,    -800,6327,2143,Bullish Reversal
2004-12-21,1671,956,     -12,     -10,6374,715,Bearish Reversal
2004-12-14,1683,966,   -3478,     553,6538,717,Bearish Reversal
2004-12-07,5161,413,    1026,      43,9042,4748,Bullish
2004-11-30,4135,370,     162,       0,8374,3765,Bullish
2004-11-23,3973,370,     352,     119,8166,3603,Bullish
2004-11-16,3621,251,    1280,     -56,7747,3370,Bullish
2004-11-09,2341,307,     763,    -355,6503,2034,Bullish
2004-11-02,1578,662,    -742,     483,5865,916,Bearish Reversal
2004-10-26,2320,179,     336,     -59,6295,2141,Bullish
2004-10-19,1984,238,     -80,      55,5658,1746,Bearish Reversal
2004-10-12,2064,183,    -101,    -100,6063,1881,Bearish Reversal
2004-10-05,2165,283,   -1364,     -21,6241,1882,Bearish Reversal
2004-09-28,3529,304,    1236,    -100,7005,3225,Bullish
2004-09-21,2293,404,      79,      18,5959,1889,Bullish
2004-09-14,2214,386,    -538,     117,5535,1828,Bearish Reversal
2004-09-07,2752,269,    -273,     -58,6157,2483,Bearish Reversal
2004-08-31,3025,327,      61,     100,6455,2698,Bearish
2004-08-24,2964,227,    -341,    -144,6435,2737,Bearish Reversal
2004-08-17,3305,371,     936,    -156,7206,2934,Bullish
2004-08-10,2369,527,     604,    -262,6099,1842,Bullish
2004-08-03,1765,789,     -82,    -153,5408,976,Bullish Reversal
2004-07-27,1847,942,     402,     -34,5616,905,Bullish
2004-07-20,1445,976,     511,    -128,5314,469,Bullish
2004-07-13,934,1104,     -20,    -350,5283,-170,Bullish Reversal
2004-07-06,954,1454,     -25,      72,5553,-500,Bearish
2004-06-29,979,1382,      79,     401,5527,-403,Bearish Reversal
2004-06-22,900,981,    -239,    -231,5647,-81,Bearish Reversal
2004-06-15,1139,1212,     -79,     213,5737,-73,Bearish
2004-06-08,1218,999,      13,      24,5541,219,Bearish
2004-06-01,1205,975,      25,     132,5375,230,Bearish Reversal
2004-05-25,1180,843,     -50,      22,5420,337,Bearish
2004-05-18,1230,821,    -241,     199,5384,409,Bearish Reversal
2004-05-11,1471,622,    -117,    -137,5551,849,Bullish Reversal
2004-05-04,1588,759,    -388,    -104,6083,829,Bearish Reversal
2004-04-27,1976,863,   -2552,     -41,6469,1113,Bearish Reversal
2004-04-20,4528,904,    -220,     -10,8122,3624,Bearish Reversal
2004-04-12,4748,914,     -41,      82,8280,3834,Bearish Reversal
2004-04-06,4789,832,     367,     -31,8327,3957,Bullish Reversal
2004-03-30,4422,863,    -755,    -126,8490,3559,Bearish Reversal
2004-03-23,5177,989,       4,     158,8985,4188,Bearish Reversal
2004-03-16,5173,831,     -10,     257,9156,4342,Bearish
2004-03-09,5183,574,      -7,     -68,8675,4609,Bullish Reversal
2004-03-02,5190,642,    1202,      32,8759,4548,Bullish
2004-02-24,3988,610,      21,     -80,7332,3378,Bullish Reversal
2004-02-17,3967,690,     705,     -17,7649,3277,Bullish
2004-02-10,3262,707,    -327,    -358,7069,2555,Bullish Reversal
2004-02-03,3589,1065,   -1220,     -58,7126,2524,Bearish Reversal
2004-01-27,4809,1123,    -243,       7,8085,3686,Bearish Reversal
2004-01-20,5052,1116,      90,     -56,8348,3936,Bullish Reversal
2004-01-13,4962,1172,    -214,     -37,8417,3790,Bearish Reversal
2004-01-06,5176,1209,     204,     -20,8500,3967,Bullish
2003-12-30,4972,1229,     -18,    -139,8261,3743,Bullish Reversal
2003-12-22,4990,1368,    -856,     -72,8822,3622,Bearish Reversal
2003-12-16,5846,1440,    -148,     396,9922,4406,Bearish
2003-12-09,5994,1044,    -272,      78,9594,4950,Bearish Reversal
2003-12-02,6266,966,     390,     169,9969,5300,Bullish
2003-11-25,5876,797,    -276,    -175,9153,5079,Bearish Reversal
2003-11-18,6152,972,     -23,      93,9524,5180,Bearish Reversal
2003-11-11,6175,879,      69,      43,9697,5296,Bullish
2003-11-04,6106,836,     282,     195,9173,5270,Bullish
2003-10-28,5824,641,     101,      96,8515,5183,Bullish
2003-10-21,5723,545,     259,     131,8201,5178,Bullish Reversal
2003-10-14,5464,414,    -478,      76,8223,5050,Bearish Reversal
2003-10-07,5942,338,     712,     207,8600,5604,Bullish
2003-09-30,5230,131,    -430,    -335,8447,5099,Bearish Reversal
2003-09-23,5660,466,    -305,    -138,8670,5194,Bearish Reversal
2003-09-16,5965,604,    -535,     -23,8771,5361,Bearish Reversal
2003-09-09,6500,627,     -84,     -13,9066,5873,Bearish Reversal
2003-09-02,6584,640,     336,     234,9218,5944,Bullish
2003-08-26,6248,406,      62,    -107,8700,5842,Bullish
2003-08-19,6186,513,     189,     -40,8649,5673,Bullish
2003-08-12,5997,553,     320,      77,8523,5444,Bullish
2003-08-05,5677,476,     -39,      16,8096,5201,Bearish Reversal
2003-07-29,5716,460,     330,     143,8114,5256,Bullish
2003-07-22,5386,317,     466,     173,7945,5069,Bullish
2003-07-15,4920,144,     755,      69,7642,4776,Bullish
2003-07-08,4165,75,     209,       2,6750,4090,Bullish
2003-07-01,3956,73,     -41,     -82,6598,3883,Bullish Reversal
2003-06-24,3997,155,     750,      18,7695,3842,Bullish
2003-06-17,3247,137,    -101,      -3,6583,3110,Bearish Reversal
2003-06-10,3348,140,    -343,      86,6678,3208,Bearish
2003-06-03,3691,54,    -283,     -46,6464,3637,Bearish Reversal
2003-05-27,3974,100,     632,       9,7274,3874,Bullish
2003-05-20,3342,91,     629,    -197,6918,3251,Bullish
2003-05-13,2713,288,     536,    -398,6454,2425,Bullish
2003-05-06,2177,686,      43,     256,6275,1491,Bearish Reversal
2003-04-29,2134,430,     249,      93,6302,1704,Bullish
2003-04-22,1885,337,     -37,     -18,6200,1548,Bearish Reversal
2003-04-15,1922,355,    -427,     -11,6230,1567,Bearish Reversal
2003-04-08,2349,366,      36,    -405,6634,1983,Bullish
2003-04-01,2313,771,    -124,     -58,6341,1542,Bearish Reversal
2003-03-25,2437,829,   -2318,    -198,6714,1608,Bearish Reversal
2003-03-18,4755,1027,    -430,     -47,9022,3728,Bearish Reversal
2003-03-11,5185,1074,     809,      56,9202,4111,Bullish
2003-03-04,4376,1018,     107,     -48,8288,3358,Bullish
2003-02-25,4269,1066,    -744,     -97,7552,3203,Bearish Reversal
2003-02-14,5013,1163,    -281,       2,8305,3850,Bearish Reversal
2003-02-11,5294,1161,      82,      11,8568,4133,Bullish Reversal
2003-02-04,5212,1150,    -411,     -32,8678,4062,Bearish
2003-01-28,5623,1182,     -15,       3,8649,4441,Bearish
2003-01-21,5638,1179,    -101,     -96,8575,4459,Bearish Reversal
2003-01-14,5739,1275,     632,       3,8899,4464,Bullish
2003-01-07,5107,1272,     876,     159,8579,3835,Bullish
2002-12-31,4231,1113,    -119,      73,8255,3118,Bearish
2002-12-23,4350,1040,   -1532,    -230,8075,3310,Bearish Reversal
2002-12-17,5882,1270,     453,     -91,9047,4612,Bullish
2002-12-10,5429,1361,     354,    -100,8798,4068,Bullish
2002-12-03,5075,1461,     -17,     -22,7959,3614,Bullish
2002-11-26,5092,1483,     -85,     -87,7549,3609,Bullish Reversal
2002-11-19,5177,1570,     641,     254,7799,3607,Bullish
2002-11-12,4536,1316,     222,     204,7109,3220,Bullish
2002-11-05,4314,1112,    -416,      13,6873,3202,Bearish Reversal
2002-10-29,4730,1099,      50,      15,7297,3631,Bullish
2002-10-22,4680,1084,     146,     -54,7282,3596,Bullish Reversal
2002-10-15,4534,1138,     354,     138,7365,3396,Bullish
2002-10-08,4180,1000,     141,     -33,7025,3180,Bullish
2002-10-01,4039,1033,      89,       8,6923,3006,Bullish Reversal
2002-09-24,3950,1025,     279,      73,7264,2925,Bullish
2002-09-17,3671,952,     530,     -35,6802,2719,Bullish
2002-09-10,3141,987,   -1165,     -73,6628,2154,Bearish Reversal
2002-09-03,4306,1060,    -317,    -135,7404,3246,Bearish
2002-08-27,4623,1195,     334,     314,7245,3428,Bullish
2002-08-20,4289,881,    1755,      83,6795,3408,Bullish
2002-08-13,2534,798,    1498,     149,6090,1736,Bullish
2002-08-06,1036,649,      35,      41,5135,387,Bearish
2002-07-30,1001,608,     -16,     -39,5056,393,Bullish
2002-07-23,1017,647,    -732,    -156,4957,370,Bearish Reversal
2002-07-16,1749,803,    -450,     -34,5491,946,Bearish Reversal
