As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Net Positions,Interpretation
2011-09-13,634,2818,     111,    1227,32789,-2184,Bearish
2011-09-13,7409,7605,    -135,     856,127549,-196,Bullish
2011-09-06,523,1591,       0,   -1018,27456,-1068,Bearish
2011-09-06,7544,6750,    2369,   -1196,106003,794,Bullish
2011-08-30,523,2609,       0,    1084,27050,-2086,Bullish
2011-08-30,5176,7946,   -1672,     976,101620,-2770,Bearish
2011-08-23,523,1525,       0,     248,24839,-1002,Bearish
2011-08-23,6847,6970,     992,   -1340,96918,-123,Bullish
2011-08-16,5855,8310,   -7442,    3564,91215,-2455,Bearish
2011-08-16,523,1277,     124,   -1269,22615,-754,Bullish
2011-08-09,399,2546,   -3314,     219,15329,-2147,Bearish Reversal
2011-08-09,13297,4745,   -5760,   -1123,81283,8552,Bullish Reversal
2011-08-02,3713,2327,    -480,     124,17983,1386,Bearish
2011-08-02,19057,5868,   -3213,     247,88746,13189,Bearish Reversal
2011-07-26,22269,5621,   -1148,   -1657,90825,16648,Bullish Reversal
2011-07-26,4193,2203,    -245,     246,17957,1990,Bearish Reversal
2011-07-19,23417,7279,     119,    1609,91279,16138,Bullish
2011-07-19,4438,1957,     246,     984,18514,2481,Bearish
2011-07-12,4192,973,.,.,16335,3219,No signal
2011-07-12,23298,5670,   10024,   -3840,87588,17628,Bullish
2011-07-05,13274,9510,    6244,     436,58531,3764,Bullish
2011-06-28,7030,9073,    -576,   -1928,53574,-2043,Bullish Reversal
2011-06-21,7606,11002,   -3196,     967,54132,-3396,Bearish Reversal
2011-06-14,10802,10035,   -4104,    2477,100551,767,Bullish
2011-06-14,540,4870,      14,    1866,20320,-4330,Bearish
2011-06-07,14906,7558,   -3917,    1553,85862,7348,Bullish Reversal
2011-06-07,526,3004,    -406,    1125,17715,-2478,Bearish Reversal
2011-05-31,932,1879,    -635,       4,18137,-947,Bearish Reversal
2011-05-31,18823,6005,    -167,    -418,88383,12818,Bullish
2011-05-24,1567,1875,   -2000,     897,18634,-308,Bearish Reversal
2011-05-24,18991,6423,   -3340,    1099,87582,12568,Bullish Reversal
2011-05-17,3567,978,   -4484,     -19,20513,2589,Bearish Reversal
2011-05-17,22330,5324,   -6771,   -1228,93078,17006,Bearish Reversal
2011-05-10,29101,6552,   -3279,   -1156,104332,22549,Bullish Reversal
2011-05-10,8051,997,      75,    -393,24455,7054,Bearish
2011-05-03,32380,7708,    7130,   -2120,106635,24672,Bullish
2011-05-03,7976,1390,    3873,      11,24120,6586,Bullish
2011-04-26,4103,1379,    2371,       3,18384,2724,Bearish
2011-04-26,25249,9828,    7897,     657,91470,15421,Bullish
2011-04-19,17352,9170,   -4033,    -881,77540,8182,Bullish Reversal
2011-04-19,1732,1376,   -3972,     233,14375,356,Bearish Reversal
2011-04-12,21385,10051,   -3714,     510,84480,11334,Bullish Reversal
2011-04-12,5704,1143,   -1273,     532,17258,4561,Bearish Reversal
2011-04-05,6977,611,    3926,    -513,17942,6366,Bearish
2011-04-05,25099,9541,    5764,    -423,90141,15558,Bullish
2011-03-29,19335,9964,    6687,    -712,74143,9371,Bullish
2011-03-29,3051,1124,    2216,   -7976,11195,1927,Bearish Reversal
2011-03-22,12647,10676,    -883,    -799,54965,1971,Bullish Reversal
2011-03-15,835,9100,      50,    4369,26962,-8265,Bearish
2011-03-15,13530,11474,   -8258,    1049,112617,2056,Bearish
2011-03-08,21788,10425,    2327,     687,93669,11363,Bullish
2011-03-08,785,4731,     217,    1939,20916,-3946,Bearish
2011-03-01,19461,9738,   -6261,     562,91733,9723,Bullish Reversal
2011-03-01,568,2792,   -2746,     492,19655,-2224,Bearish Reversal
2011-02-22,25722,9176,    4743,    1957,94932,16546,Bullish
2011-02-22,3314,2300,     817,    1687,20267,1014,Bearish
2011-02-15,20979,7219,     351,   -1553,89253,13760,Bullish
2011-02-15,2497,613,    -736,     123,18377,1884,Bearish
2011-02-08,20628,8772,   -6801,    1014,86607,11856,Bullish Reversal
2011-02-08,3233,490,    -246,       0,16491,2743,Bearish
2011-02-01,27429,7759,   -1071,      28,89303,19670,Bullish Reversal
2011-02-01,3479,490,   -1835,     246,16043,2989,Bearish Reversal
2011-01-25,28500,7731,    1954,    -569,93513,20769,Bullish
2011-01-25,5314,244,    1028,     244,16843,5070,Bearish
2011-01-18,26546,8300,    2534,     653,88962,18246,Bullish
2011-01-18,4286,0,     735,       0,13763,4286,Bearish
2011-01-11,24012,7647,   -1834,    1576,84045,16365,Bullish Reversal
2011-01-11,3551,0,    -774,       0,13159,3551,Bearish Reversal
2011-01-04,25846,6071,    2794,    -739,84953,19775,Bullish
2011-01-04,4325,0,    2353,    -471,13202,4325,Bullish
2010-12-28,1972,471,   -7581,   -1049,9411,1501,Bearish Reversal
2010-12-28,23053,6810,   -1849,    -629,74063,16243,Bearish
2010-12-21,24902,7439,     536,   -2762,66711,17463,Bullish Reversal
2010-12-14,9553,1520,    1132,     -53,30342,8033,Bearish
2010-12-14,24366,10202,    1082,     332,134491,14164,Bullish
2010-12-07,8421,1573,     967,      32,27544,6848,Bearish
2010-12-07,23284,9870,    1027,    -698,110065,13414,Bullish
2010-11-30,7454,1541,   -1185,      21,26647,5913,Bearish Reversal
2010-11-30,22257,10568,   -1043,    -873,107048,11689,Bullish Reversal
2010-11-23,8639,1520,   -2553,    1198,28106,7119,Bearish Reversal
2010-11-23,23300,11441,   -8509,     391,110771,11859,Bullish Reversal
2010-11-16,11192,322,    2460,      23,30460,10870,Bearish
2010-11-16,31808,11049,    4381,      83,123529,20759,Bullish
2010-11-09,8732,299,    1023,      94,27936,8433,Bearish
2010-11-09,27428,10967,   -3366,     430,114938,16461,Bearish
2010-11-02,30794,10537,    -270,    1605,113462,20257,Bullish Reversal
2010-11-02,7709,205,       0,     205,24873,7504,Bearish
2010-10-26,31065,8932,    5086,     667,115614,22133,Bullish
2010-10-26,7709,0,     368,       0,24835,7709,Bearish
2010-10-19,25979,8265,   -2730,   -1379,109183,17714,Bullish
2010-10-19,7341,0,     367,       0,22767,7341,Bearish
2010-10-12,28709,9644,   -7381,    -983,108848,19065,Bullish Reversal
2010-10-12,6974,0,    -272,       0,20244,6974,Bearish
2010-10-05,7246,0,.,.,19467,7246,No signal
2010-10-05,36090,10627,    5495,   -4868,111443,25463,Bullish
2010-09-28,30595,15495,   13776,    1889,82561,15100,Bullish
2010-09-21,16819,13606,    2740,   -5828,69213,3213,Bullish Reversal
2010-09-14,2578,2005,    2578,   -1230,27415,573,Bullish
2010-09-14,14079,19434,    5879,   -1636,121873,-5355,Bullish
2010-09-07,8201,21070,    1335,   -1042,94852,-12869,Bearish Reversal
2010-09-07,0,3235,       0,    -738,24940,-3235,Bullish Reversal
2010-08-31,6865,22112,   -3693,    3220,96738,-15247,Bearish
2010-08-31,0,3973,       0,     246,25275,-3973,Bullish
2010-08-24,10558,18892,   -6078,    4333,93392,-8334,Bearish
2010-08-24,0,3727,    -738,    1230,22851,-3727,Bearish
2010-08-17,738,2497,    -739,       0,17354,-1759,Bearish
2010-08-17,16636,14559,   -4190,    1251,86763,2077,Bearish Reversal
2010-08-10,20826,13307,    2562,    -395,86874,7519,Bullish
2010-08-10,1477,2497,     492,       0,14399,-1020,Bullish
2010-08-03,985,2497,     738,       0,13949,-1512,Bearish
2010-08-03,18264,13702,    5273,   -1207,83508,4562,Bullish
2010-07-27,247,2497,     247,    -947,13419,-2250,Bearish Reversal
2010-07-27,12991,14909,     736,    1187,78205,-1918,Bearish
2010-07-20,12255,13721,     533,   -5521,76812,-1466,Bullish
2010-07-20,0,3444,       0,    1686,13807,-3444,Bullish
2010-07-13,11722,19242,    1757,    3357,76300,-7520,Bearish
2010-07-13,0,1758,    -550,     983,13097,-1758,Bearish
2010-07-06,550,775,.,.,11078,-225,No signal
2010-07-06,9965,15885,     791,    4205,72124,-5920,Bearish
2010-06-29,9173,11680,   -4055,     777,59605,-2507,Bearish
2010-06-22,13228,10903,    2217,   -2362,57845,2325,Bullish Reversal
2010-06-15,3859,2210,      48,     371,30128,1649,Bullish
2010-06-15,11012,13265,.,.,121827,-2253,No signal
2010-06-08,3811,1839,    -254,     371,25787,1972,Bearish
2010-06-01,4065,1468,    -154,     176,24043,2597,Bearish
2010-05-25,4219,1292,   -1582,    -422,21641,2927,Bearish Reversal
2010-05-18,5801,1714,    -492,       0,24119,4087,Bearish
2010-05-11,6293,1714,    -492,    -563,23511,4579,Bullish
2010-05-04,6785,2277,    1028,    -246,22065,4508,Bullish
2010-04-27,5757,2523,    1226,    -246,18793,3234,Bullish
2010-04-20,4531,2769,    -737,     746,16902,1762,Bearish
2010-04-13,5268,2023,     322,    -172,16152,3245,Bullish Reversal
2010-04-06,4946,2195,     696,     750,16173,2751,Bearish
2010-03-30,4250,1445,    1476,       0,14192,2805,Bullish
2010-03-23,2774,1445,    1247,   -1382,12884,1329,Bullish Reversal
2010-03-16,1527,2827,     861,   -3137,23642,-1300,Bullish Reversal
2010-03-09,666,5964,       0,   -2451,24456,-5298,Bullish Reversal
2010-03-02,666,8415,     -91,   -4015,28123,-7749,Bullish Reversal
2010-02-23,757,12430,    -369,    1991,32756,-11673,Bearish
2010-02-16,1126,10439,       0,     749,30711,-9313,Bearish
2010-02-09,1126,9690,       0,    2022,28341,-8564,Bearish
2010-02-02,1126,7668,    -134,    7007,22820,-6542,Bearish
2010-01-26,1260,661,   -4400,     456,15486,599,Bearish Reversal
2010-01-19,5660,205,    1575,     205,15669,5455,Bullish
2010-01-12,4085,0,   -1086,       0,14549,4085,Bearish
2010-01-05,5171,0,    2012,    -218,12646,5171,Bullish
2009-12-29,3159,218,     641,    -492,10390,2941,Bullish
2009-12-22,2518,710,   -7882,     140,9800,1808,Bearish Reversal
2009-12-15,10400,570,   -1436,       0,27808,9830,Bearish
2009-12-08,11836,570,   -2749,       0,24225,11266,Bearish Reversal
2009-12-01,14585,570,    2019,       0,25895,14015,Bullish
2009-11-24,12566,570,    2800,     300,24768,11996,Bullish
2009-11-17,9766,270,    3042,       0,21494,9496,Bullish
2009-11-09,6724,270,    1118,       0,20065,6454,Bullish
2009-11-03,5606,270,    -100,    -298,18387,5336,Bullish Reversal
2009-10-27,5706,568,   -1080,     -14,19476,5138,Bearish Reversal
2009-10-20,6786,582,    -328,      17,20306,6204,Bearish
2009-10-13,7114,565,     671,      62,19710,6549,Bullish
2009-10-06,6443,503,    1506,    -405,18502,5940,Bullish
2009-09-29,4937,908,     276,    -725,17606,4029,Bullish Reversal
2009-09-22,4661,1633,     596,   -4267,17797,3028,Bullish Reversal
2009-09-15,4065,5900,     556,    -705,33631,-1835,Bullish
2009-09-08,3509,6605,    1178,    -507,23148,-3096,Bullish
2009-09-01,2331,7112,   -3824,    1472,22736,-4781,Bearish Reversal
2009-08-25,6155,5640,    2492,    1295,23252,515,Bullish
2009-08-18,3663,4345,     697,      53,20188,-682,Bullish Reversal
2009-08-11,2966,4292,    -944,     573,20259,-1326,Bearish
2009-08-04,3910,3719,      93,    -218,19517,191,Bullish
2009-07-28,3817,3937,     681,    -784,17182,-120,Bullish Reversal
2009-07-21,3136,4721,     633,    -166,19805,-1585,Bullish
2009-07-14,2503,4887,    1020,    -245,17837,-2384,Bullish
2009-07-07,1483,5132,   -1229,     954,15130,-3649,Bearish
2009-06-30,2712,4178,    1372,    -284,14582,-1466,Bullish
2009-06-23,1340,4462,    -733,   -4362,13362,-3122,Bullish Reversal
2009-06-16,2073,8824,   -1351,    1712,30908,-6751,Bearish
2009-06-09,3424,7112,     379,      15,26697,-3688,Bullish
2009-06-02,3045,7097,     531,    -215,26422,-4052,Bullish Reversal
2009-05-26,2514,7312,      50,    2113,27977,-4798,Bearish
2009-05-19,2464,5199,     364,     671,24156,-2735,Bearish
2009-05-12,2100,4528,   -1868,     954,22959,-2428,Bearish
2009-05-05,3968,3574,     623,      32,22393,394,Bullish
2009-04-28,3345,3542,     739,     905,22390,-197,Bearish
2009-04-21,2606,2637,     -57,     -16,22359,-31,Bearish
2009-04-14,2663,2653,     187,      34,21461,10,Bullish
2009-04-07,2476,2619,     249,     863,20480,-143,Bearish
2009-03-31,2227,1756,     350,     237,19911,471,Bullish
2009-03-24,1877,1519,     529,   -2944,17893,358,Bullish Reversal
2009-03-17,1348,4463,    -391,    -383,45071,-3115,Bearish
2009-03-10,1739,4846,    -521,   -1578,34275,-3107,Bullish
2009-03-03,2260,6424,    -125,    -377,32776,-4164,Bullish
2009-02-24,2385,6801,       2,      29,32605,-4416,Bearish
2009-02-17,2383,6772,     283,    1765,30969,-4389,Bearish
2009-02-10,2100,5007,     257,    -412,27870,-2907,Bullish
2009-02-03,1843,5419,     169,    1126,26224,-3576,Bearish
2009-01-27,1674,4293,    -854,   -1121,25801,-2619,Bullish
2009-01-20,2528,5414,      61,    1328,25020,-2886,Bearish
2009-01-13,2467,4086,    -556,    1122,23318,-1619,Bearish
2009-01-06,3023,2964,     619,    -965,20568,59,Bullish
2008-12-30,2404,3929,     -22,     -32,19121,-1525,Bullish
2008-12-22,2426,3961,   -2780,    1985,19090,-1535,Bearish Reversal
2008-12-16,5206,1976,     396,    -240,45604,3230,Bullish
2008-12-09,4810,2216,     538,    -103,34809,2594,Bullish
2008-12-02,4272,2319,    -396,     485,33509,1953,Bearish
2008-11-25,4668,1834,      47,    -128,33346,2834,Bullish
2008-11-18,4621,1962,      49,     230,31376,2659,Bearish
2008-11-11,4572,1732,    -324,     791,31051,2840,Bearish
2008-11-04,4896,941,     106,   -1546,30700,3955,Bullish Reversal
2008-10-28,4790,2487,    1093,     -91,33592,2303,Bullish
2008-10-21,3697,2578,     915,    -566,32655,1119,Bullish
2008-10-14,2782,3144,    1360,    1120,26154,-362,Bullish
2008-10-07,1422,2024,     -60,   -1392,22350,-602,Bullish
2008-09-30,1482,3416,    -408,     -91,21842,-1934,Bearish
2008-09-23,1890,3507,   -3948,    -912,20727,-1617,Bearish Reversal
2008-09-16,5838,4419,    1055,     -49,39653,1419,Bullish
2008-09-09,4783,4468,    1128,    2158,30729,315,Bearish
2008-09-02,3655,2310,    -129,     -12,29402,1345,Bearish Reversal
2008-08-26,3784,2322,   -1191,    -682,30310,1462,Bearish Reversal
2008-08-19,4975,3004,    1503,   -1683,32055,1971,Bullish
2008-08-12,3472,4687,     596,   -1120,30059,-1215,Bullish Reversal
2008-08-05,2876,5807,    -252,    -383,30635,-2931,Bullish
2008-07-29,3128,6190,     177,   -1840,30101,-3062,Bullish
2008-07-22,2951,8030,    -874,     704,28437,-5079,Bearish Reversal
2008-07-15,3825,7326,     103,     115,30081,-3501,Bearish
2008-07-08,3722,7211,   -1133,     450,26327,-3489,Bearish
2008-07-01,4855,6761,    -327,     226,25294,-1906,Bearish Reversal
2008-06-24,5182,6535,     384,   -1029,25601,-1353,Bullish Reversal
2008-06-17,4798,7564,     922,    -478,52547,-2766,Bullish
2008-06-10,3876,8042,   -1312,     418,37719,-4166,Bearish
2008-06-03,5188,7624,     346,   -1921,37281,-2436,Bullish Reversal
2008-05-27,4842,9545,   -1172,     866,37653,-4703,Bearish
2008-05-20,6014,8679,      32,     649,37186,-2665,Bearish Reversal
2008-05-13,5982,8030,    1327,    -150,37671,-2048,Bullish
2008-05-06,4655,8180,      88,      -5,36665,-3525,Bullish
2008-04-29,4567,8185,      29,     551,33383,-3618,Bearish
2008-04-22,4538,7634,     998,   -1006,32141,-3096,Bullish
2008-04-15,3540,8640,    -767,    1123,31323,-5100,Bearish
2008-04-08,4307,7517,     897,     274,30845,-3210,Bullish
2008-04-01,3410,7243,     227,     537,30411,-3833,Bearish
2008-03-25,3183,6706,  -10648,   -8773,27689,-3523,Bearish Reversal
2008-03-18,13831,15479,    -582,      12,70753,-1648,Bearish
2008-03-11,14413,15467,    -367,     127,61505,-1054,Bearish
2008-03-04,14780,15340,     831,    2990,60053,-560,Bearish
2008-02-26,13949,12350,     171,     809,55382,1599,Bearish Reversal
2008-02-19,13778,11541,    2163,     895,55865,2237,Bullish
2008-02-12,11615,10646,      95,    1055,50323,969,Bearish
2008-02-05,11520,9591,    1055,   -2035,46441,1929,Bullish Reversal
2008-01-29,10465,11626,     488,    -665,46519,-1161,Bullish
2008-01-22,9977,12291,    3941,    -605,44478,-2314,Bullish
2008-01-15,6036,12896,    1066,    2532,41516,-6860,Bearish
2008-01-08,4970,10364,     -76,     489,39240,-5394,Bearish
2007-12-31,5046,9875,     683,      14,38122,-4829,Bullish
2007-12-24,4363,9861,   -4492,   -5644,36789,-5498,Bullish Reversal
2007-12-18,8855,15505,   -1560,    1335,68103,-6650,Bearish
2007-12-11,10415,14170,    1198,    -215,56416,-3755,Bullish
2007-12-04,9217,14385,    -486,    -453,52715,-5168,Bearish
2007-11-27,9703,14838,    -968,     760,51842,-5135,Bearish
2007-11-20,10671,14078,    -596,   -1684,51002,-3407,Bullish Reversal
2007-11-13,11267,15762,   -2103,    4251,51424,-4495,Bearish Reversal
2007-11-06,13370,11511,     730,      24,58533,1859,Bullish
2007-10-30,12640,11487,   -1163,     -41,56775,1153,Bearish
2007-10-23,13803,11528,       7,    1063,54960,2275,Bearish
2007-10-16,13796,10465,     491,     712,48908,3331,Bearish
2007-10-09,13305,9753,     504,    -270,47753,3552,Bullish
2007-10-02,12801,10023,    3737,    -786,47069,2778,Bullish
2007-09-25,9064,10809,    1973,  -15251,41463,-1745,Bullish Reversal
2007-09-18,7091,26060,     875,     571,88375,-18969,Bullish
2007-09-11,6216,25489,    -255,     718,72501,-19273,Bearish
2007-09-04,6471,24771,    3047,     111,71320,-18300,Bullish
2007-08-28,3424,24660,     414,    1009,67903,-21236,Bearish
2007-08-21,3010,23651,    -558,    1945,67656,-20641,Bearish
2007-08-14,3568,21706,   -1474,    1112,67526,-18138,Bearish
2007-08-07,5042,20594,   -1435,   -1022,67311,-15552,Bearish
2007-07-31,6477,21616,   -1212,    1869,66926,-15139,Bearish Reversal
2007-07-24,7689,19747,   -1047,    2429,67896,-12058,Bearish
2007-07-17,8736,17318,    1905,     493,63327,-8582,Bullish
2007-07-10,6831,16825,    -572,      25,60447,-9994,Bearish Reversal
2007-07-03,7403,16800,    2052,     721,62484,-9397,Bullish
2007-06-26,5351,16079,    -595,     576,56043,-10728,Bearish
2007-06-19,5946,15503,     699,    1617,51994,-9557,Bearish Reversal
2007-06-12,5247,13886,   -1785,     -71,75436,-8639,Bearish
2007-06-05,7032,13957,    1427,    -585,61701,-6925,Bullish Reversal
2007-05-29,5605,14542,   -2896,     -46,62353,-8937,Bearish Reversal
2007-05-22,8501,14588,    2025,    -309,63849,-6087,Bullish
2007-05-15,6476,14897,   -1764,    1710,58255,-8421,Bearish
2007-05-08,8240,13187,     829,    -325,55824,-4947,Bullish
2007-05-01,7411,13512,    -269,     223,54354,-6101,Bearish
2007-04-24,7680,13289,    1542,    -814,54327,-5609,Bullish
2007-04-17,6138,14103,    -627,     -14,52166,-7965,Bearish
2007-04-10,6765,14117,    1250,    -160,48724,-7352,Bullish
2007-04-03,5515,14277,    -433,     333,46167,-8762,Bearish Reversal
2007-03-27,5948,13944,   -1659,     563,47167,-7996,Bearish
2007-03-20,7607,13381,   -1300,    5326,47006,-5774,Bearish Reversal
2007-03-13,8907,8055,    -856,    -508,75766,852,Bearish
2007-03-06,9763,8563,   -3892,    1994,57607,1200,Bearish
2007-02-27,13655,6569,   -1242,    1165,55795,7086,Bearish
2007-02-20,14897,5404,    2289,   -4839,50462,9493,Bullish Reversal
2007-02-13,12608,10243,    -358,     786,51721,2365,Bearish
2007-02-06,12966,9457,     -73,    -729,48950,3509,Bullish Reversal
2007-01-30,13039,10186,    -478,   -1072,51633,2853,Bullish
2007-01-23,13517,11258,     -39,    1332,49927,2259,Bearish
2007-01-16,13556,9926,    6069,   -1013,46307,3630,Bullish
2007-01-09,7487,10939,    1068,    1069,45101,-3452,Bearish
2007-01-03,6419,9870,   -1256,   -1248,44188,-3451,Bearish Reversal
2006-12-26,7675,11118,   -2529,     -62,44884,-3443,Bearish Reversal
2006-12-19,10204,11180,   -3377,    6185,46558,-976,Bearish Reversal
2006-12-12,13581,4995,   -2996,   -1721,86261,8586,Bearish
2006-12-05,16577,6716,     425,   -1302,71300,9861,Bullish Reversal
2006-11-28,16152,8018,   -2654,      87,71461,8134,Bearish Reversal
2006-11-21,18806,7931,    4542,      78,73414,10875,Bullish
2006-11-14,14264,7853,    1550,     250,67184,6411,Bullish
2006-11-07,12714,7603,    1328,     -50,65417,5111,Bullish
2006-10-31,11386,7653,     499,    -964,59287,3733,Bullish
2006-10-24,10887,8617,    -191,   -3950,54585,2270,Bullish
2006-10-17,11078,12567,    -861,    -385,53727,-1489,Bearish
2006-10-10,11939,12952,    5515,    -176,53172,-1013,Bullish
2006-10-03,6424,13128,   -1184,     628,47064,-6704,Bearish Reversal
2006-09-26,7608,12500,    -649,    -439,47311,-4892,Bearish Reversal
2006-09-19,8257,12939,     797,      57,48529,-4682,Bullish Reversal
2006-09-12,7460,12882,   -1110,    -951,66991,-5422,Bearish
2006-09-05,8570,13833,     362,    -551,56572,-5263,Bullish Reversal
2006-08-29,8208,14384,       6,     580,56781,-6176,Bearish Reversal
2006-08-22,8202,13804,     870,     672,59124,-5602,Bullish
2006-08-15,7332,13132,     230,   -4976,58943,-5800,Bullish Reversal
2006-08-08,7102,18108,     825,    2526,59058,-11006,Bearish
2006-08-01,6277,15582,   -4256,     -47,55500,-9305,Bearish Reversal
2006-07-25,10533,15629,     355,     976,56675,-5096,Bearish
2006-07-18,10178,14653,    2435,     -83,54901,-4475,Bullish
2006-07-11,7743,14736,      24,    2653,51193,-6993,Bearish Reversal
2006-07-03,7719,12083,    -311,   -2146,52018,-4364,Bullish
2006-06-27,8030,14229,    -753,    -770,51691,-6199,Bullish
2006-06-20,8783,14999,     332,    1042,50710,-6216,Bearish Reversal
2006-06-13,8451,13957,   -1652,   -2887,82774,-5506,Bullish
2006-06-06,10103,16844,   -1696,    1614,76676,-6741,Bearish
2006-05-30,11799,15230,   -1359,    -310,69570,-3431,Bearish
2006-05-23,13158,15540,    -829,    3772,68692,-2382,Bearish
2006-05-16,13987,11768,   -1261,    2248,63214,2219,Bearish Reversal
2006-05-09,15248,9520,     525,   -2355,63735,5728,Bullish
2006-05-02,14723,11875,   -1906,     190,62761,2848,Bearish
2006-04-25,16629,11685,     467,    -392,62058,4944,Bullish
2006-04-18,16162,12077,    -545,       9,59903,4085,Bearish
2006-04-11,16707,12068,    -219,    -116,59672,4639,Bearish Reversal
2006-04-04,16926,12184,    1168,     991,59732,4742,Bullish
2006-03-28,15758,11193,    -293,     383,56451,4565,Bearish
2006-03-21,16051,10810,    3868,    1571,56187,5241,Bullish Reversal
2006-03-14,12183,9239,   -1095,      51,90832,2944,Bearish
2006-03-07,13278,9188,    -237,     863,74882,4090,Bearish
2006-02-28,13515,8325,     451,    -384,68475,5190,Bullish
2006-02-21,13064,8709,     118,     -66,65403,4355,Bullish
2006-02-14,12946,8775,   -1601,    -316,60909,4171,Bearish Reversal
2006-02-07,14547,9091,   -2244,    -425,61046,5456,Bearish Reversal
2006-01-31,16791,9516,    -264,     973,62762,7275,Bearish
2006-01-24,17055,8543,   -1442,     348,61623,8512,Bearish
2006-01-17,18497,8195,    2419,     170,60410,10302,Bullish
2006-01-10,16078,8025,    1884,   -2130,59775,8053,Bullish
2006-01-03,14194,10155,     162,    1806,58601,4039,Bearish
2005-12-27,14032,8349,    -386,     549,55255,5683,Bearish
2005-12-20,14418,7800,   -1385,   -1503,54376,6618,Bullish Reversal
2005-12-13,15803,9303,    -409,     778,83821,6500,Bearish
2005-12-06,16212,8525,    1113,   -5373,60858,7687,Bullish
2005-11-29,15099,13898,     582,    -722,58445,1201,Bullish Reversal
2005-11-22,14517,14620,     360,    2133,58829,-103,Bearish Reversal
2005-11-15,14157,12487,    3087,    -659,59145,1670,Bullish Reversal
2005-11-08,11070,13146,    2252,    -445,62037,-2076,Bullish Reversal
2005-11-01,8818,13591,    -193,     437,62439,-4773,Bearish Reversal
2005-10-25,9011,13154,     907,   -2922,62890,-4143,Bullish Reversal
2005-10-18,8104,16076,     777,    3837,64079,-7972,Bearish
2005-10-11,7327,12239,   -2125,    2617,59669,-4912,Bearish
2005-10-04,9452,9622,    3934,   -3154,56366,-170,Bullish Reversal
2005-09-27,5518,12776,    -302,     986,56422,-7258,Bearish
2005-09-20,5820,11790,   -1364,   -5791,51728,-5970,Bullish Reversal
2005-09-13,7184,17581,     758,    1307,76760,-10397,Bearish
2005-09-06,6426,16274,     362,     157,58349,-9848,Bullish
2005-08-30,6064,16117,    -176,    2517,57968,-10053,Bearish
2005-08-23,6240,13600,    -936,    2718,56853,-7360,Bearish
2005-08-16,7176,10882,       8,    2258,53953,-3706,Bearish
2005-08-09,7168,8624,     488,    1072,48286,-1456,Bearish Reversal
2005-08-02,6680,7552,    -172,   -1065,49222,-872,Bullish Reversal
2005-07-26,6852,8617,    -518,    1513,49334,-1765,Bearish
2005-07-19,7370,7104,     921,   -1681,47712,266,Bullish Reversal
2005-07-12,6449,8785,    -433,     719,50381,-2336,Bearish
2005-07-05,6882,8066,      98,     -35,50039,-1184,Bullish
2005-06-28,6784,8101,   -1572,     688,49441,-1317,Bearish
2005-06-21,8356,7413,    -613,   -4224,44859,943,Bullish Reversal
2005-06-14,8969,11637,    -288,     164,75607,-2668,Bearish
2005-06-07,9257,11473,    -146,   -1494,56595,-2216,Bullish
2005-05-31,9403,12967,    1833,   -4716,55678,-3564,Bullish
2005-05-24,7570,17683,    2881,   -2689,54457,-10113,Bullish Reversal
2005-05-17,4689,20372,     187,    2144,58332,-15683,Bearish
2005-05-10,4502,18228,    -288,    -936,57829,-13726,Bullish Reversal
2005-05-03,4790,19164,   -2054,   -1243,58203,-14374,Bearish Reversal
2005-04-26,6844,20407,    1512,    2029,60963,-13563,Bearish
2005-04-19,5332,18378,    1117,    1533,57727,-13046,Bearish
2005-04-12,4215,16845,    -324,    1187,52398,-12630,Bearish Reversal
2005-04-05,4539,15658,     553,   -1758,53645,-11119,Bullish Reversal
2005-03-29,3986,17416,   -1155,    -318,55775,-13430,Bearish
2005-03-22,5141,17734,     916,     392,53688,-12593,Bullish Reversal
2005-03-15,4225,17342,    -744,    3998,103755,-13117,Bearish
2005-03-08,4969,13344,     450,   -6730,85610,-8375,Bullish Reversal
2005-03-01,4519,20074,    -125,     643,89809,-15555,Bearish
2005-02-22,4644,19431,   -1899,    2047,87138,-14787,Bearish
2005-02-15,6543,17384,     913,    1137,79272,-10841,Bearish
2005-02-08,5630,16247,   -1696,     507,78723,-10617,Bearish
2005-02-01,7326,15740,     418,     434,75187,-8414,Bearish Reversal
2005-01-25,6908,15306,   -1332,     664,76455,-8398,Bearish
2005-01-18,8240,14642,   -4579,     367,74610,-6402,Bearish
2005-01-11,12819,14275,   -1208,    3688,72140,-1456,Bearish
2005-01-04,14027,10587,     775,   -2510,63620,3440,Bullish Reversal
2004-12-28,13252,13097,   -1811,     847,65015,155,Bearish Reversal
2004-12-21,15063,12250,   -2552,    2745,66808,2813,Bearish Reversal
2004-12-14,17615,9505,   -1615,     542,122961,8110,Bearish
2004-12-07,19230,8963,      -1,   -1449,93641,10267,Bullish
2004-11-30,19231,10412,     810,   -3505,85792,8819,Bullish Reversal
2004-11-23,18421,13917,    -340,     229,87761,4504,Bearish
2004-11-16,18761,13688,    1094,    2566,85284,5073,Bearish
2004-11-09,17667,11122,     877,     296,82415,6545,Bullish
2004-11-02,16790,10826,    6742,   -6265,78683,5964,Bullish
2004-10-26,10048,17091,    -354,     780,73842,-7043,Bearish
