,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1135,SILVER - COMMODITY EXCHANGE INC.,2003-09-09,57490,4680,    9680,   -1393,109498,    6187,52810,11073.0
1136,SILVER - COMMODITY EXCHANGE INC.,2003-09-02,47810,6073,    1062,    1670,103311,     -32,41737,-608.0
1137,SILVER - COMMODITY EXCHANGE INC.,2003-08-26,46748,4403,    1676,   -1079,103343,   -4365,42345,2755.0
1138,SILVER - COMMODITY EXCHANGE INC.,2003-08-19,45072,5482,   -3274,    -681,107708,     263,39590,-2593.0
1139,SILVER - COMMODITY EXCHANGE INC.,2003-08-12,48346,6163,   -4720,     810,107445,   -2560,42183,-5530.0
1140,SILVER - COMMODITY EXCHANGE INC.,2003-08-05,53066,5353,   -2938,   -2219,110005,    1194,47713,-719.0
1141,SILVER - COMMODITY EXCHANGE INC.,2003-07-29,56004,7572,   16674,   -1847,108811,   19776,48432,18521.0
1142,SILVER - COMMODITY EXCHANGE INC.,2003-07-22,39330,9419,     693,    1125,89035,    1163,29911,-432.0
1143,SILVER - COMMODITY EXCHANGE INC.,2003-07-15,38637,8294,    7512,   -1916,87872,    6097,30343,9428.0
1144,SILVER - COMMODITY EXCHANGE INC.,2003-07-08,31125,10210,    4439,   -7600,81775,    1803,20915,12039.0
1145,SILVER - COMMODITY EXCHANGE INC.,2003-07-01,26686,17810,    -468,     412,79972,   -3933,8876,-880.0
1146,SILVER - COMMODITY EXCHANGE INC.,2003-06-24,27154,17398,    -204,    3722,83905,    4477,9756,-3926.0
1147,SILVER - COMMODITY EXCHANGE INC.,2003-06-17,27358,13676,     754,    1736,79428,     744,13682,-982.0
1148,SILVER - COMMODITY EXCHANGE INC.,2003-06-10,26604,11940,    -394,    5690,78684,    2772,14664,-6084.0
1149,SILVER - COMMODITY EXCHANGE INC.,2003-06-03,26998,6250,   -9417,     140,75912,   -6635,20748,-9557.0
1150,SILVER - COMMODITY EXCHANGE INC.,2003-05-27,36415,6110,   -3925,   -2066,82547,   -6816,30305,-1859.0
1151,SILVER - COMMODITY EXCHANGE INC.,2003-05-20,40340,8176,    1302,    1371,89363,     255,32164,-69.0
1152,SILVER - COMMODITY EXCHANGE INC.,2003-05-13,39038,6805,    4869,   -1776,89108,    4335,32233,6645.0
1153,SILVER - COMMODITY EXCHANGE INC.,2003-05-06,34169,8581,    9554,   -6817,84773,    2816,25588,16371.0
1154,SILVER - COMMODITY EXCHANGE INC.,2003-04-29,24615,15398,   -2177,   -7303,81957,   -5607,9217,5126.0
1155,SILVER - COMMODITY EXCHANGE INC.,2003-04-22,26792,22701,     -62,   -4500,87564,   -1141,4091,4438.0
1156,SILVER - COMMODITY EXCHANGE INC.,2003-04-15,26854,27201,    -658,    -991,88705,   -1987,-347,333.0
1157,SILVER - COMMODITY EXCHANGE INC.,2003-04-08,27512,28192,    2244,    -756,90692,    1645,-680,3000.0
1158,SILVER - COMMODITY EXCHANGE INC.,2003-04-01,25268,28948,     175,    3234,89047,     858,-3680,-3059.0
1159,SILVER - COMMODITY EXCHANGE INC.,2003-03-25,25093,25714,   -2425,   10955,88189,    4261,-621,-13380.0
1160,SILVER - COMMODITY EXCHANGE INC.,2003-03-18,27518,14759,   -1079,    8182,83928,    1985,12759,-9261.0
1161,SILVER - COMMODITY EXCHANGE INC.,2003-03-11,28597,6577,    1088,   -2922,81943,     118,22020,4010.0
1162,SILVER - COMMODITY EXCHANGE INC.,2003-03-04,27509,9499,   -3120,    -224,81825,   -9130,18010,-2896.0
1163,SILVER - COMMODITY EXCHANGE INC.,2003-02-25,30629,9723,    -192,    -920,90955,   -1184,20906,728.0
1164,SILVER - COMMODITY EXCHANGE INC.,2003-02-14,30821,10643,   -5640,    3319,92139,   -2897,20178,-8959.0
1165,SILVER - COMMODITY EXCHANGE INC.,2003-02-11,36461,7324,  -12649,     742,95036,   -8478,29137,-13391.0
1166,SILVER - COMMODITY EXCHANGE INC.,2003-02-04,49110,6582,    1971,    -585,103514,    1300,42528,2556.0
1167,SILVER - COMMODITY EXCHANGE INC.,2003-01-28,47139,7167,     123,   -1449,102214,    2794,39972,1572.0
1168,SILVER - COMMODITY EXCHANGE INC.,2003-01-21,47016,8616,    1115,     -42,99420,     820,38400,1157.0
1169,SILVER - COMMODITY EXCHANGE INC.,2003-01-14,45901,8658,     -92,    1252,98600,    2861,37243,-1344.0
1170,SILVER - COMMODITY EXCHANGE INC.,2003-01-07,45993,7406,    9341,    2634,95739,   14819,38587,6707.0
1171,SILVER - COMMODITY EXCHANGE INC.,2002-12-31,36652,4772,    2406,    -542,80920,    3988,31880,2948.0
1172,SILVER - COMMODITY EXCHANGE INC.,2002-12-23,34246,5314,     482,    -824,76932,   -1967,28932,1306.0
1173,SILVER - COMMODITY EXCHANGE INC.,2002-12-17,33764,6138,    2476,   -4011,78899,    2204,27626,6487.0
1174,SILVER - COMMODITY EXCHANGE INC.,2002-12-10,31288,10149,    1973,   -6616,76695,   -2488,21139,8589.0
1175,SILVER - COMMODITY EXCHANGE INC.,2002-12-03,29315,16765,     527,     441,79183,   -4273,12550,86.0
1176,SILVER - COMMODITY EXCHANGE INC.,2002-11-26,28788,16324,   -3551,    1840,83456,   -2800,12464,-5391.0
1177,SILVER - COMMODITY EXCHANGE INC.,2002-11-19,32339,14484,    1594,   -1452,86256,    2153,17855,3046.0
1178,SILVER - COMMODITY EXCHANGE INC.,2002-11-12,30745,15936,    2331,   -6298,84103,   -1500,14809,8629.0
1179,SILVER - COMMODITY EXCHANGE INC.,2002-11-05,28414,22234,   -1523,   -5167,85603,   -3460,6180,3644.0
1180,SILVER - COMMODITY EXCHANGE INC.,2002-10-29,29937,27401,    -191,   -3516,89063,   -3613,2536,3325.0
1181,SILVER - COMMODITY EXCHANGE INC.,2002-10-22,30128,30917,    1499,    1915,92676,    2028,-789,-416.0
1182,SILVER - COMMODITY EXCHANGE INC.,2002-10-15,28629,29002,    -623,    8120,90648,    4147,-373,-8743.0
1183,SILVER - COMMODITY EXCHANGE INC.,2002-10-08,29252,20882,   -1588,    8090,86501,    4758,8370,-9678.0
1184,SILVER - COMMODITY EXCHANGE INC.,2002-10-01,30840,12792,   -2113,    2045,81743,      80,18048,-4158.0
1185,SILVER - COMMODITY EXCHANGE INC.,2002-09-24,32953,10747,    4547,   -3340,81663,     478,22206,7887.0
1186,SILVER - COMMODITY EXCHANGE INC.,2002-09-17,28406,14087,    1794,    -951,81185,    1176,14319,2745.0
1187,SILVER - COMMODITY EXCHANGE INC.,2002-09-10,26612,15038,     402,     183,80009,    2130,11574,219.0
1188,SILVER - COMMODITY EXCHANGE INC.,2002-09-03,26210,14855,    -340,    1431,77879,   -1589,11355,-1771.0
1189,SILVER - COMMODITY EXCHANGE INC.,2002-08-27,26550,13424,     319,    3637,79468,   -3962,13126,-3318.0
1190,SILVER - COMMODITY EXCHANGE INC.,2002-08-20,26231,9787,   -2750,    3543,83430,    1039,16444,-6293.0
1191,SILVER - COMMODITY EXCHANGE INC.,2002-08-13,28981,6244,    -711,    1478,82391,   -1239,22737,-2189.0
1192,SILVER - COMMODITY EXCHANGE INC.,2002-08-06,29692,4766,   -2390,    1058,83630,     528,24926,-3448.0
1193,SILVER - COMMODITY EXCHANGE INC.,2002-07-30,32082,3708,  -15028,    -127,83102,  -12215,28374,-14901.0
1194,SILVER - COMMODITY EXCHANGE INC.,2002-07-23,47110,3835,   -5524,    -254,95317,   -5111,43275,-5270.0
1195,SILVER - COMMODITY EXCHANGE INC.,2002-07-16,52634,4089,    2568,   -1653,100428,    3259,48545,4221.0
1196,SILVER - COMMODITY EXCHANGE INC.,2002-07-09,50066,5742,    3050,     979,97169,    3228,44324,2071.0
1197,SILVER - COMMODITY EXCHANGE INC.,2002-07-02,47016,4763,    2195,    -894,93941,   -4986,42253,3089.0
1198,SILVER - COMMODITY EXCHANGE INC.,2002-06-25,44821,5657,   -4675,     816,98927,   -3681,39164,-5491.0
1199,SILVER - COMMODITY EXCHANGE INC.,2002-06-18,49496,4841,   -5224,     313,102608,    1044,44655,-5537.0
1200,SILVER - COMMODITY EXCHANGE INC.,2002-06-11,54720,4528,   -3464,   -1484,101564,     161,50192,-1980.0
1201,SILVER - COMMODITY EXCHANGE INC.,2002-06-04,58184,6012,    2092,    -574,101403,    2637,52172,2666.0
1202,SILVER - COMMODITY EXCHANGE INC.,2002-05-28,56092,6586,    7054,    2878,98766,   13100,49506,4176.0
1203,SILVER - COMMODITY EXCHANGE INC.,2002-05-21,49038,3708,   14661,     295,85666,   10779,45330,14366.0
1204,SILVER - COMMODITY EXCHANGE INC.,2002-05-14,34377,3413,     680,    -348,74887,    1158,30964,1028.0
1205,SILVER - COMMODITY EXCHANGE INC.,2002-05-07,33697,3761,    1036,      75,73729,     111,29936,961.0
1206,SILVER - COMMODITY EXCHANGE INC.,2002-04-30,32661,3686,     311,     -12,73618,    2335,28975,323.0
1207,SILVER - COMMODITY EXCHANGE INC.,2002-04-23,32350,3698,   -1775,   -2260,71283,   -2491,28652,485.0
1208,SILVER - COMMODITY EXCHANGE INC.,2002-04-16,34125,5958,   -9447,    1426,73774,   -5252,28167,-10873.0
1209,SILVER - COMMODITY EXCHANGE INC.,2002-04-09,43572,4532,   -2043,     846,79026,   -1035,39040,-2889.0
1210,SILVER - COMMODITY EXCHANGE INC.,2002-04-02,45615,3686,    6795,    -331,80061,    5584,41929,7126.0
1211,SILVER - COMMODITY EXCHANGE INC.,2002-03-26,38820,4017,    2139,     417,74477,    2699,34803,1722.0
1212,SILVER - COMMODITY EXCHANGE INC.,2002-03-19,36681,3600,     166,    -282,71778,    1857,33081,448.0
1213,SILVER - COMMODITY EXCHANGE INC.,2002-03-12,36515,3882,     520,     -76,69921,    3028,32633,596.0
1214,SILVER - COMMODITY EXCHANGE INC.,2002-03-05,35995,3958,    3668,   -1259,66893,    1884,32037,4927.0
1215,SILVER - COMMODITY EXCHANGE INC.,2002-02-26,32327,5217,    -206,     812,65009,   -3009,27110,-1018.0
1216,SILVER - COMMODITY EXCHANGE INC.,2002-02-19,32533,4405,    1756,     152,68018,    3316,28128,1604.0
1217,SILVER - COMMODITY EXCHANGE INC.,2002-02-12,30777,4253,      65,   -1238,64702,   -1312,26524,1303.0
1218,SILVER - COMMODITY EXCHANGE INC.,2002-02-05,30712,5491,   -1716,    1658,66014,     832,25221,-3374.0
1219,SILVER - COMMODITY EXCHANGE INC.,2002-01-29,32428,3833,   -4208,     233,65182,   -2395,28595,-4441.0
1220,SILVER - COMMODITY EXCHANGE INC.,2002-01-22,36636,3600,   -4246,   -1074,67577,   -4171,33036,-3172.0
1221,SILVER - COMMODITY EXCHANGE INC.,2002-01-15,40882,4674,    3154,    -441,71748,    4336,36208,3595.0
1222,SILVER - COMMODITY EXCHANGE INC.,2002-01-08,37728,5115,    5670,   -3875,67412,    4152,32613,9545.0
1223,SILVER - COMMODITY EXCHANGE INC.,2001-12-28,32058,8990,     250,   -4850,63260,    -588,23068,5100.0
1224,SILVER - COMMODITY EXCHANGE INC.,2001-12-21,31808,13840,    -299,   -5176,63848,   -1856,17968,4877.0
1225,SILVER - COMMODITY EXCHANGE INC.,2001-12-18,32107,19016,    -716,   -5903,65704,   -2125,13091,5187.0
1226,SILVER - COMMODITY EXCHANGE INC.,2001-12-11,32823,24919,     467,   -4384,67829,   -3522,7904,4851.0
1227,SILVER - COMMODITY EXCHANGE INC.,2001-12-04,32356,29303,     767,    -863,71351,   -1498,3053,1630.0
1228,SILVER - COMMODITY EXCHANGE INC.,2001-11-27,31589,30166,      57,    2667,72849,   -2619,1423,-2610.0
1229,SILVER - COMMODITY EXCHANGE INC.,2001-11-20,31532,27499,    -388,    2418,75468,    1797,4033,-2806.0
1230,SILVER - COMMODITY EXCHANGE INC.,2001-11-13,31920,25081,     745,    3098,73671,     496,6839,-2353.0
1231,SILVER - COMMODITY EXCHANGE INC.,2001-11-06,31175,21983,     702,   10136,73175,    5759,9192,-9434.0
1232,SILVER - COMMODITY EXCHANGE INC.,2001-10-30,30473,11847,   -1125,    3344,67416,    1896,18626,-4469.0
1233,SILVER - COMMODITY EXCHANGE INC.,2001-10-23,31598,8503,   -6354,    1807,65520,     -37,23095,-8161.0
1234,SILVER - COMMODITY EXCHANGE INC.,2001-10-16,37952,6696,   -5791,   -2308,65557,   -5658,31256,-3483.0
1235,SILVER - COMMODITY EXCHANGE INC.,2001-10-09,43743,9004,    6314,    1568,71215,    5742,34739,4746.0
1236,SILVER - COMMODITY EXCHANGE INC.,2001-10-02,37429,7436,    3732,   -2141,65473,    2346,29993,5873.0
1237,SILVER - COMMODITY EXCHANGE INC.,2001-09-25,33697,9577,    -367,  -15628,63127,    -465,24120,15261.0
1238,SILVER - COMMODITY EXCHANGE INC.,2001-09-18,34064,25205,    1336,   -6293,63592,   -7233,8859,7629.0
1239,SILVER - COMMODITY EXCHANGE INC.,2001-09-10,32728,31498,    -240,     133,70825,   -1722,1230,-373.0
1240,SILVER - COMMODITY EXCHANGE INC.,2001-09-04,32968,31365,    -376,    1493,72547,   -1167,1603,-1869.0
1241,SILVER - COMMODITY EXCHANGE INC.,2001-08-28,33344,29872,     389,    -113,73714,    -899,3472,502.0
1242,SILVER - COMMODITY EXCHANGE INC.,2001-08-21,32955,29985,    1798,   -1798,74613,    -594,2970,3596.0
1243,SILVER - COMMODITY EXCHANGE INC.,2001-08-14,31157,31783,   -1294,   -2018,75207,   -2849,-626,724.0
1244,SILVER - COMMODITY EXCHANGE INC.,2001-08-07,32451,33801,      78,    -325,78056,     440,-1350,403.0
1245,SILVER - COMMODITY EXCHANGE INC.,2001-07-31,32373,34126,     510,     286,77616,     894,-1753,224.0
1246,SILVER - COMMODITY EXCHANGE INC.,2001-07-24,31863,33840,     343,    -266,76722,    -706,-1977,609.0
1247,SILVER - COMMODITY EXCHANGE INC.,2001-07-17,31520,34106,    -143,    3010,77428,    3897,-2586,-3153.0
1248,SILVER - COMMODITY EXCHANGE INC.,2001-07-10,31663,31096,     483,    3478,73531,    4457,567,-2995.0
1249,SILVER - COMMODITY EXCHANGE INC.,2001-07-03,31180,27618,    2027,    4589,69074,   -1420,3562,-2562.0
1250,SILVER - COMMODITY EXCHANGE INC.,2001-06-26,29153,23029,     646,    4055,70494,    5186,6124,-3409.0
1251,SILVER - COMMODITY EXCHANGE INC.,2001-06-19,28507,18974,    -559,   -2917,65308,   -3518,9533,2358.0
1252,SILVER - COMMODITY EXCHANGE INC.,2001-06-12,29066,21891,   -1437,    2794,68826,    2387,7175,-4231.0
1253,SILVER - COMMODITY EXCHANGE INC.,2001-06-05,30503,19097,   -2306,    1895,66439,   -2025,11406,-4201.0
1254,SILVER - COMMODITY EXCHANGE INC.,2001-05-29,32809,17202,     430,   -3850,68464,     491,15607,4280.0
1255,SILVER - COMMODITY EXCHANGE INC.,2001-05-22,32379,21052,    2795,   -9993,67973,   -1437,11327,12788.0
1256,SILVER - COMMODITY EXCHANGE INC.,2001-05-15,29584,31045,     510,    2593,69410,    2557,-1461,-2083.0
1257,SILVER - COMMODITY EXCHANGE INC.,2001-05-08,29074,28452,     178,    3659,66853,    2072,622,-3481.0
1258,SILVER - COMMODITY EXCHANGE INC.,2001-05-01,28896,24793,     247,    2699,64781,   -2859,4103,-2452.0
1259,SILVER - COMMODITY EXCHANGE INC.,2001-04-24,28649,22094,     547,   -3389,67640,   -2752,6555,3936.0
1260,SILVER - COMMODITY EXCHANGE INC.,2001-04-17,28102,25483,   -2474,   -2867,70392,   -4913,2619,393.0
1261,SILVER - COMMODITY EXCHANGE INC.,2001-04-10,30576,28350,    -169,   -1243,75305,      24,2226,1074.0
1262,SILVER - COMMODITY EXCHANGE INC.,2001-04-03,30745,29593,     383,    1741,75281,    2023,1152,-1358.0
1263,SILVER - COMMODITY EXCHANGE INC.,2001-03-27,30362,27852,     651,   -3301,73258,   -1757,2510,3952.0
1264,SILVER - COMMODITY EXCHANGE INC.,2001-03-20,29711,31153,      69,     444,75015,    1977,-1442,-375.0
1265,SILVER - COMMODITY EXCHANGE INC.,2001-03-13,29642,30709,     211,   -1020,73038,   -1301,-1067,1231.0
1266,SILVER - COMMODITY EXCHANGE INC.,2001-03-06,29431,31729,    -336,    2169,74339,   -8682,-2298,-2505.0
1267,SILVER - COMMODITY EXCHANGE INC.,2001-02-27,29767,29560,     341,    1345,83021,    6195,207,-1004.0
1268,SILVER - COMMODITY EXCHANGE INC.,2001-02-20,29426,28215,    -102,    5122,76826,    4731,1211,-5224.0
1269,SILVER - COMMODITY EXCHANGE INC.,2001-02-13,29528,23093,   -3467,    7245,72095,    5756,6435,-10712.0
1270,SILVER - COMMODITY EXCHANGE INC.,2001-02-06,32995,15848,    1863,    -121,66339,    -139,17147,1984.0
1271,SILVER - COMMODITY EXCHANGE INC.,2001-01-30,31132,15969,     168,   -3195,66478,    -242,15163,3363.0
1272,SILVER - COMMODITY EXCHANGE INC.,2001-01-23,30964,19164,     111,  -10080,66720,   -2490,11800,10191.0
1273,SILVER - COMMODITY EXCHANGE INC.,2001-01-16,30853,29244,   -1334,   -3672,69210,   -3355,1609,2338.0
1274,SILVER - COMMODITY EXCHANGE INC.,2001-01-09,32187,32916,     305,   -1181,72565,    -690,-729,1486.0
1275,SILVER - COMMODITY EXCHANGE INC.,2001-01-02,31882,34097,    -170,    1285,73255,     964,-2215,-1455.0
1276,SILVER - COMMODITY EXCHANGE INC.,2000-12-26,32052,32812,       5,     -29,72291,    -970,-760,34.0
1277,SILVER - COMMODITY EXCHANGE INC.,2000-12-19,32047,32841,   -2353,     385,73261,   -1836,-794,-2738.0
1278,SILVER - COMMODITY EXCHANGE INC.,2000-12-12,34400,32456,     436,    -260,75097,    1582,1944,696.0
1279,SILVER - COMMODITY EXCHANGE INC.,2000-12-05,33964,32716,     915,    1346,73515,   -6168,1248,-431.0
1280,SILVER - COMMODITY EXCHANGE INC.,2000-11-28,33049,31370,    2432,   -1067,79683,   -1699,1679,3499.0
1281,SILVER - COMMODITY EXCHANGE INC.,2000-11-21,30617,32437,    -303,   -2193,81382,   -2826,-1820,1890.0
1282,SILVER - COMMODITY EXCHANGE INC.,2000-11-14,30920,34630,   -4631,    -933,84208,   -2338,-3710,-3698.0
1283,SILVER - COMMODITY EXCHANGE INC.,2000-11-07,35551,35563,    1091,     813,86546,    1705,-12,278.0
1284,SILVER - COMMODITY EXCHANGE INC.,2000-10-31,34460,34750,   -1025,    2299,84841,    2748,-290,-3324.0
1285,SILVER - COMMODITY EXCHANGE INC.,2000-10-24,35485,32451,     770,    5480,82093,    3603,3034,-4710.0
1286,SILVER - COMMODITY EXCHANGE INC.,2000-10-17,34715,26971,    2275,    3379,78490,    3575,7744,-1104.0
1287,SILVER - COMMODITY EXCHANGE INC.,2000-10-10,32440,23592,     668,     478,74915,    2550,8848,190.0
1288,SILVER - COMMODITY EXCHANGE INC.,2000-10-03,31772,23114,    -606,   -2356,72365,    -986,8658,1750.0
1289,SILVER - COMMODITY EXCHANGE INC.,2000-09-26,32378,25470,    -142,    -271,73351,    -274,6908,129.0
1290,SILVER - COMMODITY EXCHANGE INC.,2000-09-19,32520,25741,    -720,    1756,73625,    1103,6779,-2476.0
1291,SILVER - COMMODITY EXCHANGE INC.,2000-09-12,33240,23985,    1199,    -447,72522,   -1768,9255,1646.0
1292,SILVER - COMMODITY EXCHANGE INC.,2000-09-05,32041,24432,   -1336,   -6246,74290,  -13476,7609,4910.0
1293,SILVER - COMMODITY EXCHANGE INC.,2000-08-29,33377,30678,    -818,   -2305,87766,  -10932,2699,1487.0
1294,SILVER - COMMODITY EXCHANGE INC.,2000-08-22,34195,32983,     363,    2099,98698,    2414,1212,-1736.0
1295,SILVER - COMMODITY EXCHANGE INC.,2000-08-15,33832,30884,    1863,    5780,96284,    6751,2948,-3917.0
1296,SILVER - COMMODITY EXCHANGE INC.,2000-08-08,31969,25104,    2487,    5337,89533,   11265,6865,-2850.0
1297,SILVER - COMMODITY EXCHANGE INC.,2000-08-01,29482,19767,   -1140,   -1958,78268,    1366,9715,818.0
1298,SILVER - COMMODITY EXCHANGE INC.,2000-07-25,30622,21725,    1535,    3988,76902,    4830,8897,-2453.0
1299,SILVER - COMMODITY EXCHANGE INC.,2000-07-18,29087,17737,   -2124,   -1686,72072,   -2273,11350,-438.0
1300,SILVER - COMMODITY EXCHANGE INC.,2000-07-11,31211,19423,     750,    2319,74345,     321,11788,-1569.0
1301,SILVER - COMMODITY EXCHANGE INC.,2000-07-05,30461,17104,     959,   -3617,74024,   -4713,13357,4576.0
1302,SILVER - COMMODITY EXCHANGE INC.,2000-06-27,29502,20721,    -594,    7416,78737,    6238,8781,-8010.0
1303,SILVER - COMMODITY EXCHANGE INC.,2000-06-20,30096,13305,     806,   -1046,72499,   -2660,16791,1852.0
1304,SILVER - COMMODITY EXCHANGE INC.,2000-06-13,29290,14351,   -2135,    -935,75159,   -1135,14939,-1200.0
1305,SILVER - COMMODITY EXCHANGE INC.,2000-06-06,31425,15286,   -2846,  -13801,76294,   -5068,16139,10955.0
1306,SILVER - COMMODITY EXCHANGE INC.,2000-05-30,34271,29087,    1614,    8963,81362,    5731,5184,-7349.0
1307,SILVER - COMMODITY EXCHANGE INC.,2000-05-23,32657,20124,    1050,    4840,75631,    3615,12533,-3790.0
1308,SILVER - COMMODITY EXCHANGE INC.,2000-05-16,31607,15284,    -686,    -925,72016,   -1462,16323,239.0
1309,SILVER - COMMODITY EXCHANGE INC.,2000-05-09,32293,16209,      72,   -4219,73478,     805,16084,4291.0
1310,SILVER - COMMODITY EXCHANGE INC.,2000-05-02,32221,20428,     811,     287,72673,   -9878,11793,524.0
1311,SILVER - COMMODITY EXCHANGE INC.,2000-04-25,31410,20141,      97,    8414,82551,    5823,11269,-8317.0
1312,SILVER - COMMODITY EXCHANGE INC.,2000-04-18,31313,11727,     586,    -902,76728,    5264,19586,1488.0
1313,SILVER - COMMODITY EXCHANGE INC.,2000-04-11,30727,12629,    -199,   -3956,71464,   -2149,18098,3757.0
1314,SILVER - COMMODITY EXCHANGE INC.,2000-04-04,30926,16585,   -3541,   -1698,73613,   -5070,14341,-1843.0
1315,SILVER - COMMODITY EXCHANGE INC.,2000-03-28,34467,18283,     740,    2027,78683,    4546,16184,-1287.0
1316,SILVER - COMMODITY EXCHANGE INC.,2000-03-21,33727,16256,    -790,   -1593,74137,    -131,17471,803.0
1317,SILVER - COMMODITY EXCHANGE INC.,2000-03-14,34517,17849,     993,    2122,74268,    -148,16668,-1129.0
1318,SILVER - COMMODITY EXCHANGE INC.,2000-03-07,33524,15727,    -865,    5247,74416,     346,17797,-6112.0
1319,SILVER - COMMODITY EXCHANGE INC.,2000-02-29,34389,10480,   -7662,    8833,74070,   -5859,23909,-16495.0
1320,SILVER - COMMODITY EXCHANGE INC.,2000-02-22,42051,1647,    -568,    -330,79929,   -1240,40404,-238.0
1321,SILVER - COMMODITY EXCHANGE INC.,2000-02-15,42619,1977,   -4743,   -1192,81169,   -4726,40642,-3551.0
1322,SILVER - COMMODITY EXCHANGE INC.,2000-02-08,47362,3169,    4172,   -1083,85895,    5236,44193,5255.0
1323,SILVER - COMMODITY EXCHANGE INC.,2000-02-01,43190,4252,    4047,   -2350,80659,    3873,38938,6397.0
1324,SILVER - COMMODITY EXCHANGE INC.,2000-01-25,39143,6602,    3919,   -4555,76786,     354,32541,8474.0
1325,SILVER - COMMODITY EXCHANGE INC.,2000-01-18,35224,11157,    -255,    5447,76432,    3275,24067,-5702.0
1326,SILVER - COMMODITY EXCHANGE INC.,2000-01-11,35479,5710,   -4414,     665,73157,   -2936,29769,-5079.0
1327,SILVER - COMMODITY EXCHANGE INC.,2000-01-04,39893,5045,    7252,   -1538,76093,    6093,34848,8790.0
1328,SILVER - COMMODITY EXCHANGE INC.,1999-12-28,32641,6583,      99,       9,70000,     938,26058,90.0
1329,SILVER - COMMODITY EXCHANGE INC.,1999-12-21,32542,6574,    1599,   -1940,69062,    -727,25968,3539.0
1330,SILVER - COMMODITY EXCHANGE INC.,1999-12-14,30943,8514,    -806,    -257,69789,      20,22429,-549.0
1331,SILVER - COMMODITY EXCHANGE INC.,1999-12-07,31749,8771,    -518,     937,69769,   -1805,22978,-1455.0
1332,SILVER - COMMODITY EXCHANGE INC.,1999-11-30,32267,7834,   -1162,     697,71574,   -4635,24433,-1859.0
1333,SILVER - COMMODITY EXCHANGE INC.,1999-11-23,33429,7137,     715,   -6984,76209,   -4852,26292,7699.0
1334,SILVER - COMMODITY EXCHANGE INC.,1999-11-16,32714,14121,     278,   -2474,81061,   -5397,18593,2752.0
1335,SILVER - COMMODITY EXCHANGE INC.,1999-11-09,32436,16595,   -1615,    9884,86458,    6922,15841,-11499.0
1336,SILVER - COMMODITY EXCHANGE INC.,1999-11-02,34051,6711,    1018,    1924,79536,    1637,27340,-906.0
1337,SILVER - COMMODITY EXCHANGE INC.,1999-10-26,33033,4787,   -4233,    2216,77899,   -2421,28246,-6449.0
1338,SILVER - COMMODITY EXCHANGE INC.,1999-10-19,37266,2571,  -16054,    -563,80320,  -15231,34695,-15491.0
1339,SILVER - COMMODITY EXCHANGE INC.,1999-10-12,53320,3134,    3330,   -1624,95551,    2814,50186,4954.0
1340,SILVER - COMMODITY EXCHANGE INC.,1999-10-05,49990,4758,     164,    -262,92737,    2954,45232,426.0
1341,SILVER - COMMODITY EXCHANGE INC.,1999-09-28,49826,5020,   10355,   -3350,89783,   10646,44806,13705.0
1342,SILVER - COMMODITY EXCHANGE INC.,1999-09-21,39471,8370,    5284,    -971,79137,    4158,31101,6255.0
1343,SILVER - COMMODITY EXCHANGE INC.,1999-09-14,34187,9341,     422,     911,74979,    2240,24846,-489.0
1344,SILVER - COMMODITY EXCHANGE INC.,1999-09-07,33765,8430,    -318,     967,72739,   -1105,25335,-1285.0
1345,SILVER - COMMODITY EXCHANGE INC.,1999-08-31,34083,7463,   -4268,    3575,73844,   -9690,26620,-7843.0
1346,SILVER - COMMODITY EXCHANGE INC.,1999-08-24,38351,3888,   -6231,    1222,83534,   -3265,34463,-7453.0
1347,SILVER - COMMODITY EXCHANGE INC.,1999-08-17,44582,2666,   -6577,     -55,86799,   -7587,41916,-6522.0
1348,SILVER - COMMODITY EXCHANGE INC.,1999-08-10,51159,2721,    6164,    -314,94386,    8326,48438,6478.0
1349,SILVER - COMMODITY EXCHANGE INC.,1999-08-03,44995,3035,   14171,   -2139,86060,   11387,41960,16310.0
1350,SILVER - COMMODITY EXCHANGE INC.,1999-07-27,30824,5174,    1229,   -1691,74673,    -321,25650,2920.0
1351,SILVER - COMMODITY EXCHANGE INC.,1999-07-20,29595,6865,   -5773,    3672,74994,   -6013,22730,-9445.0
1352,SILVER - COMMODITY EXCHANGE INC.,1999-07-13,35368,3193,    -319,    -150,81007,    -768,32175,-169.0
1353,SILVER - COMMODITY EXCHANGE INC.,1999-07-06,35687,3343,    6008,   -6164,81775,    3332,32344,12172.0
1354,SILVER - COMMODITY EXCHANGE INC.,1999-06-29,29679,9507,    2118,   -6021,78443,   -1423,20172,8139.0
1355,SILVER - COMMODITY EXCHANGE INC.,1999-06-22,27561,15528,     -64,    2390,79866,    3384,12033,-2454.0
1356,SILVER - COMMODITY EXCHANGE INC.,1999-06-15,27625,13138,    1016,   -2382,76482,   -5689,14487,3398.0
1357,SILVER - COMMODITY EXCHANGE INC.,1999-06-08,26609,15520,    -222,    6652,82171,    5683,11089,-6874.0
1358,SILVER - COMMODITY EXCHANGE INC.,1999-06-01,26831,8868,   -2444,    6087,76488,    2238,17963,-8531.0
