,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
951,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-12-05,24557,71036,   -2377,    3820,131624,    7071,-46479,-6197.0
952,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-28,26934,67216,    3698,  -14913,124553,  -13560,-40282,18611.0
953,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-21,23236,82129,   -2666,    8852,138113,    8576,-58893,-11518.0
954,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-14,25902,73277,     903,   27936,129537,   26111,-47375,-27033.0
955,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-07,24999,45341,    1181,   -2155,103426,    -924,-20342,3336.0
956,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-31,23818,47496,   -1167,    8278,104350,    4147,-23678,-9445.0
957,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-24,24985,39218,   -1848,  -12113,100203,   -9970,-14233,10265.0
958,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-17,26833,51331,   -7439,   18918,110173,   18980,-24498,-26357.0
959,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-10,34272,32413,  -11263,   -3843,91193,   -8948,1859,-7420.0
960,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-03,45535,36256,    6993,    4224,100141,    6013,9279,2769.0
961,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-26,38542,32032,   -2501,   -8156,94128,  -44710,6510,5655.0
962,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-19,41043,40188,    3304,   17231,138838,     657,855,-13927.0
963,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-12,37739,22957,  -11701,     983,138181,   26476,14782,-12684.0
964,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-05,49440,21974,    3463,    6602,111705,    5563,27466,-3139.0
965,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-29,45977,15372,   18172,    3060,106142,   19475,30605,15112.0
966,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-22,27805,12312,     599,   -6297,86667,    -148,15493,6896.0
967,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-15,27206,18609,    4021,    5254,86815,    4305,8597,-1233.0
968,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-08,23185,13355,    4376,  -12870,82510,   -3538,9830,17246.0
969,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-01,18809,26225,   -4804,   -2807,86048,   -5915,-7416,-1997.0
970,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-25,23613,29032,     311,   15014,91963,    8548,-5419,-14703.0
971,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-18,23302,14018,   -6640,   -4303,83415,   -9563,9284,-2337.0
972,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-11,29942,18321,  -12820,   12006,92978,    -863,11621,-24826.0
973,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-07-03,42762,6315,    4597,   -1541,93841,    4050,36447,6138.0
974,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-27,38165,7856,    1141,   -5190,89791,  -33655,30309,6331.0
975,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-20,37024,13046,   -9555,    -182,123446,   -6261,23978,-9373.0
976,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-13,46579,13228,    2136,   -8353,129707,   10909,33351,10489.0
977,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-06-06,44443,21581,   -1494,    7351,118798,    9546,22862,-8845.0
978,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-30,45937,14230,    8957,   -7048,109252,   -2724,31707,16005.0
979,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-23,36980,21278,   -9080,   -5254,111976,   -5863,15702,-3826.0
980,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-16,46060,26532,   -6051,    3294,117839,   -3207,19528,-9345.0
981,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-09,52111,23238,    3114,    6393,121046,   10767,28873,-3279.0
982,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-05-02,48997,16845,   17048,     519,110279,    9688,32152,16529.0
983,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-25,31949,16326,    8724,      19,100591,    7421,15623,8705.0
984,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-18,23225,16307,   -1414,    5610,93170,    5480,6918,-7024.0
985,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-11,24639,10697,   12558,   -5530,87690,    3389,13942,18088.0
986,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-04-04,12081,16227,   -1193,   -4858,84301,   -3055,-4146,3665.0
987,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-28,13274,21085,   -5021,    -952,87356,    2137,-7811,-4069.0
988,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-21,18295,22037,  -15684,    2079,85219,  -40493,-3742,-17763.0
989,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-14,33979,19958,  -21247,    6055,125712,  -11483,14021,-27302.0
990,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-03-07,55226,13903,     295,    -394,137195,   12211,41323,689.0
991,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-28,54931,14297,    8221,    2784,124984,    9108,40634,5437.0
992,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-21,46710,11513,   -5510,    -243,115876,   -2481,35197,-5267.0
993,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-14,52220,11756,   -4078,     303,118357,   -3532,40464,-4381.0
994,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-02-07,56298,11453,    5593,   -1768,121889,    4575,44845,7361.0
995,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-31,50705,13221,   15657,    5306,117314,   15219,37484,10351.0
996,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-24,35048,7915,   -4458,   -4658,102095,     143,27133,200.0
997,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-17,39506,12573,    6878,    3262,101952,    3608,26933,3616.0
998,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-10,32628,9311,  -13121,     249,98344,   -7057,23317,-13370.0
999,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-01-03,45749,9062,   -3719,    1886,105401,    2361,36687,-5605.0
1000,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-27,49468,7176,   -6074,    -255,103040,  -34579,42292,-5819.0
1001,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-20,55542,7431,  -10926,   -2854,137619,   -4831,48111,-8072.0
1002,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-13,66468,10285,   17404,   -1462,142450,   24113,56183,18866.0
1003,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-12-06,49064,11747,    6753,   -1554,118337,    3184,37317,8307.0
1004,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-29,42311,13301,    8726,   -4559,115153,    9147,29010,13285.0
1005,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-22,33585,17860,    1098,    5542,106006,    3456,15725,-4444.0
1006,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-15,32487,12318,   -4747,    1424,102550,   -1801,20169,-6171.0
1007,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-08,37234,10894,   -7201,    3619,104351,   -3875,26340,-10820.0
1008,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-11-01,44435,7275,     586,     371,108226,    3601,37160,215.0
1009,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-25,43849,6904,   -7410,   -1543,104625,   -7729,36945,-5867.0
1010,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-18,51259,8447,     727,    1506,112354,    3207,42812,-779.0
1011,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-11,50532,6941,    3506,   -2054,109147,     969,43591,5560.0
1012,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-10-04,47026,8995,   -3494,    1571,108178,   -1879,38031,-5065.0
1013,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-27,50520,7424,    4984,  -11609,110057,  -38114,43096,16593.0
1014,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-20,45536,19033,    -421,    2668,148171,    6952,26503,-3089.0
1015,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-13,45957,16365,    -466,     -65,141219,   23768,29592,-401.0
1016,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-09-06,46423,16430,    1519,     440,117451,    6298,29993,1079.0
1017,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-30,44904,15990,    3361,   -1010,111153,    3302,28914,4371.0
1018,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-23,41543,17000,   -2499,    -995,107851,   -1654,24543,-1504.0
1019,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-16,44042,17995,   10455,   -1378,109505,   16920,26047,11833.0
1020,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-09,33587,19373,    4621,    2571,92585,    4679,14214,2050.0
1021,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-08-02,28966,16802,   -2874,    2481,87906,   -2847,12164,-5355.0
1022,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-26,31840,14321,   -3844,    4462,90753,    -502,17519,-8306.0
1023,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-19,35684,9859,     402,   -2220,91255,    -168,25825,2622.0
1024,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-12,35282,12079,   15918,   -3197,91423,   21349,23203,19115.0
1025,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-07-05,19364,15276,   -1595,   -3399,70074,   -1448,4088,1804.0
1026,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-28,20959,18675,    4087,    2087,71522,    4379,2284,2000.0
1027,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-21,16872,16588,    5940,  -11933,67143,    3956,284,17873.0
1028,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-14,10932,28521,    1257,   -7715,63187,  -30999,-17589,8972.0
1029,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-06-07,9675,36236,    -849,   -5528,94186,    -514,-26561,4679.0
1030,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-31,10524,41764,     718,    -926,94700,   -2133,-31240,1644.0
1031,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-24,9806,42690,   -1856,   -2464,96833,   -2256,-32884,608.0
1032,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-17,11662,45154,      11,    5708,99089,   12223,-33492,-5697.0
1033,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-10,11651,39446,    -783,   -6309,86866,   -6412,-27795,5526.0
1034,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-05-03,12434,45755,   -1342,    7260,93278,    7441,-33321,-8602.0
1035,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-26,13776,38495,    -129,    8232,85837,    9066,-24719,-8361.0
1036,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-19,13905,30263,   -2046,    6878,76771,    7479,-16358,-8924.0
1037,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-12,15951,23385,  -19848,   13261,69292,  -11010,-7434,-33109.0
1038,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-04-05,35799,10124,     344,    1359,80302,    -891,25675,-1015.0
1039,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-29,35455,8765,   -7688,   -2831,81193,   -8651,26690,-4857.0
1040,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-22,43143,11596,    6884,    1487,89844,  -35347,31547,5397.0
1041,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-15,36259,10109,   18696,   -4125,125191,   19271,26150,22821.0
1042,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-08,17563,14234,    5770,   -4388,105920,   10276,3329,10158.0
1043,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-03-01,11793,18622,     518,    4206,95644,    7369,-6829,-3688.0
1044,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-22,11275,14416,     515,   -1651,88275,    4907,-3141,2166.0
1045,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-15,10760,16067,     154,   -1904,83368,     698,-5307,2058.0
1046,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-08,10606,17971,   -1521,    7113,82670,    5664,-7365,-8634.0
1047,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-02-01,12127,10858,   -5225,   -3841,77006,   -1844,1269,-1384.0
1048,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-25,17352,14699,   -2421,     426,78850,    1465,2653,-2847.0
1049,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-18,19773,14273,     456,    4849,77385,    7535,5500,-4393.0
1050,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-11,19317,9424,   -1131,   -1362,69850,   -1205,9893,231.0
1051,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2005-01-04,20448,10786,    1233,   -2295,71055,    4884,9662,3528.0
1052,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-12-28,19215,13081,   -1207,   -1065,66171,     719,6134,-142.0
1053,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-12-21,20422,14146,   -1467,    1334,65452,  -35861,6276,-2801.0
1054,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-12-14,21889,12812,   -8978,     315,101313,   -7643,9077,-9293.0
1055,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-12-07,30867,12497,   -4767,     494,108956,    3063,18370,-5261.0
1056,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-30,35634,12003,   -1573,    4267,105893,     522,23631,-5840.0
1057,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-23,37207,7736,   -3345,     519,105371,   -3173,29471,-3864.0
1058,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-16,40552,7217,    -866,     771,108544,   -1254,33335,-1637.0
1059,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-09,41418,6446,   -4478,     242,109798,   -5877,34972,-4720.0
1060,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-11-02,45896,6204,    2909,    -560,115675,    5954,39692,3469.0
1061,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-10-26,42987,6764,   -6047,   -2250,109721,   -6314,36223,-3797.0
1062,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-10-19,49034,9014,   -7841,    1525,116035,   -1079,40020,-9366.0
1063,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-10-12,56875,7489,    3839,    -379,117114,    5912,49386,4218.0
1064,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-10-05,53036,7868,     320,    1908,111202,   12876,45168,-1588.0
1065,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-09-28,52716,5960,    8101,     744,98326,    9279,46756,7357.0
1066,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-09-21,44615,5216,   -5756,    -503,89047,  -22738,39399,-5253.0
1067,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-09-14,50371,5719,    3992,     643,111785,    4618,44652,3349.0
1068,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-09-07,46379,5076,   11073,   -1092,107167,   20983,41303,12165.0
1069,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-31,35306,6168,   -5201,    -596,86184,   -5861,29138,-4605.0
1070,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-24,40507,6764,    2528,    -121,92045,    5241,33743,2649.0
1071,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-17,37979,6885,    4886,     431,86804,    6531,31094,4455.0
1072,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-10,33093,6454,    3594,     556,80273,    3327,26639,3038.0
1073,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-08-03,29499,5898,   -1527,     587,76946,    1041,23601,-2114.0
1074,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-07-27,31026,5311,   -5890,    -627,75905,   -7039,25715,-5263.0
1075,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-07-20,36916,5938,    6803,    -299,82944,   10305,30978,7102.0
1076,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-07-13,30113,6237,   11180,   -1375,72639,   10632,23876,12555.0
1077,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-07-06,18933,7612,    2056,   -9000,62007,    2991,11321,11056.0
1078,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-29,16877,16612,    4612,  -10858,59016,     567,265,15470.0
1079,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-22,12265,27470,   -1774,    2441,58449,  -26051,-15205,-4215.0
1080,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-15,14039,25029,     890,    6988,84500,    7402,-10990,-6098.0
1081,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-08,13149,18041,    -281,   -9665,77098,   -5040,-4892,9384.0
1082,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-06-01,13430,27706,     276,   -4625,82138,    -131,-14276,4901.0
1083,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-05-25,13154,32331,    -226,   -9783,82269,   -8845,-19177,9557.0
1084,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-05-18,13380,42114,    -325,    2761,91114,    4752,-28734,-3086.0
1085,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-05-11,13705,39353,     527,    6784,86362,    4595,-25648,-6257.0
1086,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-05-04,13178,32569,     868,   10634,81767,   10791,-19391,-9766.0
1087,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-04-27,12310,21935,   -1896,    7177,70976,    5567,-9625,-9073.0
1088,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-04-20,14206,14758,   -6579,   11123,65409,   -1013,-552,-17702.0
1089,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-04-12,20785,3635,  -23434,    1281,66422,  -19999,17150,-24715.0
1090,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-04-06,44219,2354,    9153,     303,86421,   10308,41865,8850.0
1091,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-30,35066,2051,   24504,   -1411,76113,   27411,33015,25915.0
1092,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-23,10562,3462,     742,   -2616,48702,  -22901,7100,3358.0
1093,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-16,9820,6078,   -1785,   -2703,71603,   -1279,3742,918.0
1094,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-09,11605,8781,    5771,   -6468,72882,    7374,2824,12239.0
1095,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-03-02,5834,15249,    -935,    1704,65508,    2860,-9415,-2639.0
1096,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-02-24,6769,13545,   -1616,    4787,62648,     750,-6776,-6403.0
1097,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-02-17,8385,8758,     417,   -3644,61898,   -4790,-373,4061.0
1098,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-02-10,7968,12402,     133,     715,66688,    3359,-4434,-582.0
1099,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-02-03,7835,11687,   -8643,    8918,63329,   -2590,-3852,-17561.0
1100,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-01-27,16478,2769,   -8754,    1481,65919,  -10144,13709,-10235.0
1101,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-01-20,25232,1288,  -14426,    -801,76063,  -13842,23944,-13625.0
1102,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-01-13,39658,2089,   10160,    -197,89905,   16470,37569,10357.0
1103,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2004-01-06,29498,2286,    7162,   -1091,73435,    6899,27212,8253.0
1104,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-12-30,22336,3377,    8801,   -1495,66536,    3786,18959,10296.0
1105,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-12-22,13535,4872,   -4092,    3843,62750,  -19148,8663,-7935.0
1106,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-12-16,17627,1029,   -9780,     709,81898,   -5466,16598,-10489.0
1107,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-12-09,27407,320,   -3748,    -167,87364,    4450,27087,-3581.0
1108,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-12-02,31155,487,    4637,    -154,82914,    3752,30668,4791.0
1109,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-11-25,26518,641,   -7530,      69,79162,   -7553,25877,-7599.0
1110,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-11-18,34048,572,    3856,      85,86715,    6561,33476,3771.0
1111,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-11-11,30192,487,     985,       0,80154,    1851,29705,985.0
1112,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-11-04,29207,487,   -5146,    -995,78303,   -5731,28720,-4151.0
1113,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-10-28,34353,1482,    4506,    1040,84034,    3849,32871,3466.0
1114,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-10-21,29847,442,    -850,    -401,80185,     166,29405,-449.0
1115,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-10-14,30697,843,    -314,     432,80019,    3716,29854,-746.0
1116,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-10-07,31011,411,    6183,   -1330,76303,    6945,30600,7513.0
1117,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-09-30,24828,1741,    1374,     594,69358,    2844,23087,780.0
1118,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-09-23,23454,1147,    3172,     997,66514,  -15117,22307,2175.0
1119,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-09-16,20282,150,     862,     150,81631,    2874,20132,712.0
1120,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-09-09,19420,0,    7036,    -119,78757,   14443,19420,7155.0
1121,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-09-02,12384,119,    2722,       6,64314,    2290,12265,2716.0
1122,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-08-26,9662,113,    -782,    -360,62024,     240,9549,-422.0
1123,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-08-19,10444,473,   -3299,    -224,61784,   -4582,9971,-3075.0
1124,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-08-12,13743,697,    4158,    -593,66366,    3851,13046,4751.0
1125,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-08-05,9585,1290,    -443,     696,62515,    -130,8295,-1139.0
1126,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-07-29,10028,594,     676,    -492,62645,   -3510,9434,1168.0
1127,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-07-22,9352,1086,   -2766,   -1696,66155,   -3663,8266,-1070.0
1128,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-07-15,12118,2782,   -5866,    2721,69818,   -4417,9336,-8587.0
1129,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-07-08,17984,61,     -38,   -1180,74235,   -1511,17923,1142.0
1130,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-07-01,18022,1241,    1423,     421,75746,    3204,16781,1002.0
1131,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-06-24,16599,820,   -3364,    -689,72542,  -20336,15779,-2675.0
1132,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-06-17,19963,1509,    -651,   -1425,92878,   -2900,18454,774.0
1133,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-06-10,20614,2934,   -1161,    -479,95778,    1297,17680,-682.0
1134,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-06-03,21775,3413,    -686,     899,94481,    1312,18362,-1585.0
1135,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-05-27,22461,2514,   -3624,    1989,93169,   -2494,19947,-5613.0
1136,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-05-20,26085,525,   -5533,    -203,95663,   -3080,25560,-5330.0
1137,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2003-05-13,31618,728,   -2084,    -217,98743,     941,30890,-1867.0
