,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
1028,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-11-14,14190,6109,   -3843,    1739,52263,    -101,8081,-5582.0
1029,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-11-07,18033,4370,    2663,     825,52364,    2831,13663,-67503.0
1030,GOLD - COMMODITY EXCHANGE INC.,2006-11-07,121406,40240,   13934,   -2516,335036,   11555,81166,69341.0
1031,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-10-31,15370,3545,    8025,   -2211,49533,    4642,11825,-52891.0
1032,GOLD - COMMODITY EXCHANGE INC.,2006-10-31,107472,42756,    3373,   -5293,323481,   -8117,64716,8666.0
1034,GOLD - COMMODITY EXCHANGE INC.,2006-10-24,104099,48049,   -3894,    1315,331598,    1723,56050,54461.0
1033,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-10-24,7345,5756,    1288,    -785,44891,    3645,1589,-59670.0
1035,GOLD - COMMODITY EXCHANGE INC.,2006-10-17,107993,46734,    1782,    2972,329875,   -4454,61259,61743.0
1036,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-10-17,6057,6541,     932,   -3620,41246,   -1331,-484,-62933.0
1037,GOLD - COMMODITY EXCHANGE INC.,2006-10-10,106211,43762,   -1359,    5626,334329,    4264,62449,67485.0
1038,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-10-10,5125,10161,    1168,      72,42577,    3572,-5036,-74470.0
1039,GOLD - COMMODITY EXCHANGE INC.,2006-10-03,107570,38136,    -547,    1263,330065,    7128,69434,75566.0
1040,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-10-03,3957,10089,     420,    1299,39005,    1757,-6132,-879.0
1041,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-09-26,3537,8790,    -437,   -3507,37248,   -3788,-5253,-76497.0
1042,GOLD - COMMODITY EXCHANGE INC.,2006-09-26,108117,36873,   -8002,   -1378,322937,   -2915,71244,-6624.0
1043,GOLD - COMMODITY EXCHANGE INC.,2006-09-19,116119,38251,   -5336,    1018,325852,   15342,77868,86191.0
1044,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-09-19,3974,12297,    -539,    1784,41036,    4617,-8323,-2323.0
1045,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-09-12,4513,10513,   -5934,    8298,36419,    2624,-6000,-90222.0
1046,GOLD - COMMODITY EXCHANGE INC.,2006-09-12,121455,37233,  -12536,    1576,310510,   -9488,84222,-14112.0
1048,GOLD - COMMODITY EXCHANGE INC.,2006-09-05,133991,35657,    9570,   -1048,319998,   12415,98334,90102.0
1047,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-09-05,10447,2215,    4954,   -3503,33795,    -543,8232,-79484.0
1049,GOLD - COMMODITY EXCHANGE INC.,2006-08-29,124421,36705,   -4476,    3756,307583,    1412,87716,87941.0
1050,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-08-29,5493,5718,    -992,    3290,34338,    3116,-225,-4282.0
1051,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-08-22,6485,2428,     764,    -318,31222,    -513,4057,-91891.0
1052,GOLD - COMMODITY EXCHANGE INC.,2006-08-22,128897,32949,   -3122,    1474,306171,   -7156,95948,-4596.0
1053,GOLD - COMMODITY EXCHANGE INC.,2006-08-15,132019,31475,   -6952,   -1398,313327,    4230,100544,97569.0
1054,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-08-15,5721,2746,    -122,    1372,31735,    3796,2975,-103123.0
1055,GOLD - COMMODITY EXCHANGE INC.,2006-08-08,138971,32873,    6190,    2853,309097,    4190,106098,101629.0
1056,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-08-08,5843,1374,    -237,     -95,27939,    3427,4469,-142.0
1057,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-08-01,6080,1469,    1445,    -835,24512,   -1742,4611,-98150.0
1058,GOLD - COMMODITY EXCHANGE INC.,2006-08-01,132781,30020,     513,    -693,304907,  -10728,102761,1206.0
1059,GOLD - COMMODITY EXCHANGE INC.,2006-07-25,132268,30713,  -10934,   -5115,315635,   -8641,101555,99224.0
1060,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-07-25,4635,2304,   -1326,    -351,26254,   -2219,2331,-975.0
1061,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-07-18,5961,2655,   -2195,    1130,28473,    3041,3306,-104068.0
1062,GOLD - COMMODITY EXCHANGE INC.,2006-07-18,143202,35828,    1008,   -4437,324276,   11592,107374,5445.0
1064,GOLD - COMMODITY EXCHANGE INC.,2006-07-11,142194,40265,   11008,     999,312684,   20184,101929,95298.0
1063,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-07-11,8156,1525,     -28,   -1030,25432,    2418,6631,1002.0
1066,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-07-03,8184,2555,    1757,     345,23014,     599,5629,-86291.0
1065,GOLD - COMMODITY EXCHANGE INC.,2006-07-03,131186,39266,    2876,   -3420,292500,    -289,91920,6296.0
1067,GOLD - COMMODITY EXCHANGE INC.,2006-06-27,128310,42686,   -3554,    1043,292789,    4641,85624,81407.0
1068,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-06-27,6427,2210,    -315,     -23,22415,    -270,4217,-86004.0
1069,GOLD - COMMODITY EXCHANGE INC.,2006-06-20,131864,41643,   -6902,    2164,288148,    -833,90221,85712.0
1070,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-06-20,6742,2233,   -1528,   -2440,22685,   -3197,4509,912.0
1071,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-06-13,8270,4673,    2142,    3026,25882,    6662,3597,-95690.0
1072,GOLD - COMMODITY EXCHANGE INC.,2006-06-13,138766,39479,    4117,     726,288981,    5820,99287,3391.0
1073,GOLD - COMMODITY EXCHANGE INC.,2006-06-06,134649,38753,    1174,    6765,283161,  -31333,95896,91415.0
1074,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-06-06,6128,1647,    1263,    1157,19220,    -457,4481,106.0
1075,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-05-30,4865,490,    -496,   -2701,19677,   -4523,4375,-97112.0
1076,GOLD - COMMODITY EXCHANGE INC.,2006-05-30,133475,31988,  -10772,   -1161,314494,   -1649,101487,-9611.0
1077,GOLD - COMMODITY EXCHANGE INC.,2006-05-23,144247,33149,  -19526,   -4467,316143,  -22577,111098,108928.0
1078,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-05-23,5361,3191,    -580,   -1732,24200,   -8755,2170,-123987.0
1080,GOLD - COMMODITY EXCHANGE INC.,2006-05-16,163773,37616,  -11936,   -4157,338720,  -13213,126157,125139.0
1079,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-05-16,5941,4923,     984,    1855,32955,   11936,1018,-132918.0
1081,GOLD - COMMODITY EXCHANGE INC.,2006-05-09,175709,41773,   -2000,   -5648,351933,   -7606,133936,132047.0
1082,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-05-09,4957,3068,      57,   -1748,21019,    3235,1889,-128399.0
1083,GOLD - COMMODITY EXCHANGE INC.,2006-05-02,177709,47421,    2363,    1453,359539,    5431,130288,130204.0
1084,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-05-02,4900,4816,    -449,    -447,17784,   -1079,84,-129294.0
1085,GOLD - COMMODITY EXCHANGE INC.,2006-04-25,175346,45968,   -2524,   -1608,354108,     351,129378,129292.0
1086,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-04-25,5349,5263,    -317,      36,18863,    1786,86,-353.0
1087,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-04-18,5666,5227,    -118,     223,17077,     245,439,-129855.0
1088,GOLD - COMMODITY EXCHANGE INC.,2006-04-18,177870,47576,    2870,   -3092,353757,   11125,130294,5962.0
1089,GOLD - COMMODITY EXCHANGE INC.,2006-04-11,175000,50668,   -3040,    4836,342632,     -89,124332,123552.0
1090,"GOLD, 100 TROY OZ - CHICAGO BOARD OF TRADE",2006-04-11,5784,5004,.,.,16832,.,780,-131428.0
1091,GOLD - COMMODITY EXCHANGE INC.,2006-04-04,178040,45832,   14984,    3362,342721,    8679,132208,11622.0
1092,GOLD - COMMODITY EXCHANGE INC.,2006-03-28,163056,42470,   13110,   -3212,334042,   14424,120586,16322.0
1093,GOLD - COMMODITY EXCHANGE INC.,2006-03-21,149946,45682,    6249,   -2075,319618,   -2742,104264,8324.0
1094,GOLD - COMMODITY EXCHANGE INC.,2006-03-14,143697,47757,  -23447,    1502,322360,  -15965,95940,-24949.0
1095,GOLD - COMMODITY EXCHANGE INC.,2006-03-07,167144,46255,   -2819,    3662,338325,   -1534,120889,-6481.0
1096,GOLD - COMMODITY EXCHANGE INC.,2006-02-28,169963,42593,    6077,   -2609,339859,    6449,127370,8686.0
1097,GOLD - COMMODITY EXCHANGE INC.,2006-02-21,163886,45202,   -4024,   -3794,333410,   -4733,118684,-230.0
1098,GOLD - COMMODITY EXCHANGE INC.,2006-02-14,167910,48996,  -13061,   -4626,338143,   -3584,118914,-8435.0
1099,GOLD - COMMODITY EXCHANGE INC.,2006-02-07,180971,53622,   -6435,    5466,341727,    2082,127349,-11901.0
1100,GOLD - COMMODITY EXCHANGE INC.,2006-01-31,187406,48156,   -1522,    2077,339645,  -16435,139250,-3599.0
1101,GOLD - COMMODITY EXCHANGE INC.,2006-01-24,188928,46079,   -2722,    2908,356080,   -5624,142849,-5630.0
1102,GOLD - COMMODITY EXCHANGE INC.,2006-01-17,191650,43171,    7242,    4569,361704,   18285,148479,2673.0
1103,GOLD - COMMODITY EXCHANGE INC.,2006-01-10,184408,38602,    3720,    8876,343419,   17895,145806,-5156.0
1104,GOLD - COMMODITY EXCHANGE INC.,2006-01-03,180688,29726,    1364,    4924,325524,    5409,150962,-3560.0
1105,GOLD - COMMODITY EXCHANGE INC.,2005-12-27,179324,24802,   -3399,   -1751,320115,   -4314,154522,-1648.0
1106,GOLD - COMMODITY EXCHANGE INC.,2005-12-20,182723,26553,   -7208,   -7047,324429,  -13145,156170,-161.0
1107,GOLD - COMMODITY EXCHANGE INC.,2005-12-13,189931,33600,  -18535,   -7453,337574,   -3437,156331,-11082.0
1108,GOLD - COMMODITY EXCHANGE INC.,2005-12-06,208466,41053,    8945,     437,341011,   -9214,167413,8508.0
1109,GOLD - COMMODITY EXCHANGE INC.,2005-11-29,199521,40616,   -2244,    1833,350225,    -378,158905,-4077.0
1110,GOLD - COMMODITY EXCHANGE INC.,2005-11-22,201765,38783,   24344,   -8952,350603,   25884,162982,33296.0
1111,GOLD - COMMODITY EXCHANGE INC.,2005-11-15,177421,47735,   10171,    3596,324719,    7643,129686,6575.0
1112,GOLD - COMMODITY EXCHANGE INC.,2005-11-08,167250,44139,  -13304,   -5847,317076,  -17394,123111,-7457.0
1113,GOLD - COMMODITY EXCHANGE INC.,2005-11-01,180554,49986,  -26255,   -3471,334470,   -4918,130568,-22784.0
1114,GOLD - COMMODITY EXCHANGE INC.,2005-10-25,206809,53457,  -17615,    -543,339388,  -23311,153352,-17072.0
1115,GOLD - COMMODITY EXCHANGE INC.,2005-10-18,224424,54000,   -9636,   -2650,362699,   -8145,170424,-6986.0
1116,GOLD - COMMODITY EXCHANGE INC.,2005-10-11,234060,56650,    4596,   -1316,370844,    7315,177410,5912.0
1117,GOLD - COMMODITY EXCHANGE INC.,2005-10-04,229464,57966,    9816,    4418,363529,   -3290,171498,5398.0
1118,GOLD - COMMODITY EXCHANGE INC.,2005-09-27,219648,53548,    -315,   -8289,366819,    3504,166100,7974.0
1119,GOLD - COMMODITY EXCHANGE INC.,2005-09-20,219963,61837,   44678,   13350,363315,   42115,158126,31328.0
1120,GOLD - COMMODITY EXCHANGE INC.,2005-09-13,175285,48487,   15363,    3817,321200,   22008,126798,11546.0
1121,GOLD - COMMODITY EXCHANGE INC.,2005-09-06,159922,44670,    1081,   -4338,299192,    7298,115252,5419.0
1122,GOLD - COMMODITY EXCHANGE INC.,2005-08-30,158841,49008,  -48057,    1797,291894,  -39910,109833,-49854.0
1123,GOLD - COMMODITY EXCHANGE INC.,2005-08-23,206898,47211,   -1660,   -3740,331804,     171,159687,2080.0
1124,GOLD - COMMODITY EXCHANGE INC.,2005-08-16,208558,50951,   39945,      37,331633,   43794,157607,39908.0
1125,GOLD - COMMODITY EXCHANGE INC.,2005-08-09,168613,50914,   49672,   -2458,287839,   43351,117699,52130.0
1126,GOLD - COMMODITY EXCHANGE INC.,2005-08-02,118941,53372,    8256,   -8291,244488,  -12398,65569,16547.0
1127,GOLD - COMMODITY EXCHANGE INC.,2005-07-26,110685,61663,   -5887,    -798,256886,  -13115,49022,-5089.0
1128,GOLD - COMMODITY EXCHANGE INC.,2005-07-19,116572,62461,   -8013,   11598,270001,     110,54111,-19611.0
1129,GOLD - COMMODITY EXCHANGE INC.,2005-07-12,124585,50863,  -22148,    9004,269891,  -11295,73722,-31152.0
1130,GOLD - COMMODITY EXCHANGE INC.,2005-07-05,146733,41859,  -28787,   -3730,281186,  -22199,104874,-25057.0
1131,GOLD - COMMODITY EXCHANGE INC.,2005-06-28,175520,45589,   13282,   -8139,303385,   13614,129931,21421.0
1132,GOLD - COMMODITY EXCHANGE INC.,2005-06-21,162238,53728,   42780,   -8869,289771,   32737,108510,51649.0
1133,GOLD - COMMODITY EXCHANGE INC.,2005-06-14,119458,62597,    7662,  -10092,257034,    4883,56861,17754.0
1134,GOLD - COMMODITY EXCHANGE INC.,2005-06-07,111796,72689,   -1206,   -7348,252151,   -3844,39107,6142.0
1135,GOLD - COMMODITY EXCHANGE INC.,2005-05-31,113002,80037,   -1963,    4581,255995,  -16753,32965,-6544.0
1136,GOLD - COMMODITY EXCHANGE INC.,2005-05-24,114965,75456,   -9604,    6831,272748,   -1634,39509,-16435.0
1137,GOLD - COMMODITY EXCHANGE INC.,2005-05-17,124569,68625,  -10150,   14284,274382,   -8096,55944,-24434.0
1138,GOLD - COMMODITY EXCHANGE INC.,2005-05-10,134719,54341,  -19195,    8155,282478,   -8061,80378,-27350.0
1139,GOLD - COMMODITY EXCHANGE INC.,2005-05-03,153914,46186,  -19912,   10137,290539,  -11545,107728,-30049.0
1140,GOLD - COMMODITY EXCHANGE INC.,2005-04-26,173826,36049,   21011,   -2374,302084,   21652,137777,23385.0
1141,GOLD - COMMODITY EXCHANGE INC.,2005-04-19,152815,38423,    2204,    1156,280432,     887,114392,1048.0
1142,GOLD - COMMODITY EXCHANGE INC.,2005-04-12,150611,37267,    7124,      44,279545,    6599,113344,7080.0
1143,GOLD - COMMODITY EXCHANGE INC.,2005-04-05,143487,37223,    3996,    -747,272946,   -8655,106264,4743.0
1144,GOLD - COMMODITY EXCHANGE INC.,2005-03-29,139491,37970,   -8598,  -18358,281601,  -17930,101521,9760.0
1145,GOLD - COMMODITY EXCHANGE INC.,2005-03-22,148089,56328,  -30635,  -11274,299531,  -35972,91761,-19361.0
1146,GOLD - COMMODITY EXCHANGE INC.,2005-03-15,178724,67602,   34794,   -5851,335503,   39168,111122,40645.0
1147,GOLD - COMMODITY EXCHANGE INC.,2005-03-08,143930,73453,    8189,   -5607,296335,    8574,70477,13796.0
1148,GOLD - COMMODITY EXCHANGE INC.,2005-03-01,135741,79060,   16423,   -1353,287761,   19901,56681,17776.0
1149,GOLD - COMMODITY EXCHANGE INC.,2005-02-22,119318,80413,    9897,   -7301,267860,    5271,38905,17198.0
1150,GOLD - COMMODITY EXCHANGE INC.,2005-02-15,109421,87714,   11791,    1259,262589,    7165,21707,10532.0
1151,GOLD - COMMODITY EXCHANGE INC.,2005-02-08,97630,86455,   -4758,   12185,255424,    2308,11175,-16943.0
1152,GOLD - COMMODITY EXCHANGE INC.,2005-02-01,102388,74270,   -4990,   -4763,253116,  -20314,28118,-227.0
1153,GOLD - COMMODITY EXCHANGE INC.,2005-01-25,107378,79033,    -447,     774,273430,   -2200,28345,-1221.0
1154,GOLD - COMMODITY EXCHANGE INC.,2005-01-18,107825,78259,   -1672,    5549,275630,     169,29566,-7221.0
1155,GOLD - COMMODITY EXCHANGE INC.,2005-01-11,109497,72710,  -30974,    5482,275461,  -26837,36787,-36456.0
1156,GOLD - COMMODITY EXCHANGE INC.,2005-01-04,140471,67228,  -29043,   -3533,302298,  -28667,73243,-25510.0
1157,GOLD - COMMODITY EXCHANGE INC.,2004-12-28,169514,70761,    7118,   -1382,330965,   11010,98753,8500.0
1158,GOLD - COMMODITY EXCHANGE INC.,2004-12-21,162396,72143,    2394,     -65,319955,    3926,90253,2459.0
1159,GOLD - COMMODITY EXCHANGE INC.,2004-12-14,160002,72208,  -51206,   -6653,316029,  -37215,87794,-44553.0
1160,GOLD - COMMODITY EXCHANGE INC.,2004-12-07,211208,78861,    9990,    6096,353244,    7598,132347,3894.0
1161,GOLD - COMMODITY EXCHANGE INC.,2004-11-30,201218,72765,   -1703,    8476,345646,   -6992,128453,-10179.0
1162,GOLD - COMMODITY EXCHANGE INC.,2004-11-23,202921,64289,    6550,   -9081,352638,   -9698,138632,15631.0
1163,GOLD - COMMODITY EXCHANGE INC.,2004-11-16,196371,73370,    8843,    3695,362336,   20190,123001,5148.0
1164,GOLD - COMMODITY EXCHANGE INC.,2004-11-09,187528,69675,   11459,    5043,342146,   28614,117853,6416.0
1165,GOLD - COMMODITY EXCHANGE INC.,2004-11-02,176069,64632,   -9273,    7185,313532,   -8317,111437,-16458.0
1166,GOLD - COMMODITY EXCHANGE INC.,2004-10-26,185342,57447,   12693,    5712,321849,   16624,127895,6981.0
1167,GOLD - COMMODITY EXCHANGE INC.,2004-10-19,172649,51735,    7120,    1343,305225,    3028,120914,5777.0
1168,GOLD - COMMODITY EXCHANGE INC.,2004-10-12,165529,50392,    2588,    1543,302197,    5605,115137,1045.0
1169,GOLD - COMMODITY EXCHANGE INC.,2004-10-05,162941,48849,   38126,    6152,296592,   30027,114092,31974.0
1170,GOLD - COMMODITY EXCHANGE INC.,2004-09-28,124815,42697,   16587,   -1204,266565,   10479,82118,17791.0
1171,GOLD - COMMODITY EXCHANGE INC.,2004-09-21,108228,43901,    7181,   -2290,256086,    6201,64327,9471.0
1172,GOLD - COMMODITY EXCHANGE INC.,2004-09-14,101047,46191,  -10920,   -3633,249885,   -6826,54856,-7287.0
1173,GOLD - COMMODITY EXCHANGE INC.,2004-09-07,111967,49824,  -18753,    -399,256711,  -12864,62143,-18354.0
1174,GOLD - COMMODITY EXCHANGE INC.,2004-08-31,130720,50223,    4239,    8503,269575,    9726,80497,-4264.0
1175,GOLD - COMMODITY EXCHANGE INC.,2004-08-24,126481,41720,   34600,    3629,259849,   31901,84761,30971.0
1176,GOLD - COMMODITY EXCHANGE INC.,2004-08-17,91881,38091,    6825,    -858,227948,    8886,53790,7683.0
1177,GOLD - COMMODITY EXCHANGE INC.,2004-08-10,85056,38949,    3511,   -8142,219062,    1248,46107,11653.0
1178,GOLD - COMMODITY EXCHANGE INC.,2004-08-03,81545,47091,    3081,    1942,217814,  -14193,34454,1139.0
1179,GOLD - COMMODITY EXCHANGE INC.,2004-07-27,78464,45149,  -35696,    1447,232007,  -24565,33315,-37143.0
1180,GOLD - COMMODITY EXCHANGE INC.,2004-07-20,114160,43702,    2111,    2087,256572,    8837,70458,24.0
1181,GOLD - COMMODITY EXCHANGE INC.,2004-07-13,112049,41615,   30030,   -9001,247735,   20778,70434,39031.0
1182,GOLD - COMMODITY EXCHANGE INC.,2004-07-06,82019,50616,   -4654,    4110,226957,     184,31403,-8764.0
1183,GOLD - COMMODITY EXCHANGE INC.,2004-06-29,86673,46506,    3333,    3064,226773,    7249,40167,269.0
1184,GOLD - COMMODITY EXCHANGE INC.,2004-06-22,83340,43442,    2806,   -7976,219524,   -3719,39898,10782.0
1185,GOLD - COMMODITY EXCHANGE INC.,2004-06-15,80534,51418,    1656,    2871,223243,   -2678,29116,-1215.0
1186,GOLD - COMMODITY EXCHANGE INC.,2004-06-08,78878,48547,     585,    2237,225921,   -2800,30331,-1652.0
1187,GOLD - COMMODITY EXCHANGE INC.,2004-06-01,78293,46310,    1580,   -8194,228721,  -23944,31983,9774.0
1188,GOLD - COMMODITY EXCHANGE INC.,2004-05-25,76713,54504,   -5575,    -271,252665,    -982,22209,-5304.0
1189,GOLD - COMMODITY EXCHANGE INC.,2004-05-18,82288,54775,   -4488,    6015,253647,   -1095,27513,-10503.0
1190,GOLD - COMMODITY EXCHANGE INC.,2004-05-11,86776,48760,   -5069,   11578,254742,    7879,38016,-16647.0
1191,GOLD - COMMODITY EXCHANGE INC.,2004-05-04,91845,37182,   -6384,   -3243,246863,     359,54663,-3141.0
1192,GOLD - COMMODITY EXCHANGE INC.,2004-04-27,98229,40425,  -11209,    4263,246504,   -8891,57804,-15472.0
1193,GOLD - COMMODITY EXCHANGE INC.,2004-04-20,109438,36162,  -65137,     283,255395,  -50028,73276,-65420.0
1194,GOLD - COMMODITY EXCHANGE INC.,2004-04-12,174575,35879,   -1710,    3847,305423,    -238,138696,-5557.0
1195,GOLD - COMMODITY EXCHANGE INC.,2004-04-06,176285,32032,   16532,   -2583,305661,   10617,144253,19115.0
1196,GOLD - COMMODITY EXCHANGE INC.,2004-03-30,159753,34615,   15400,   -7227,295044,   13205,125138,22627.0
1197,GOLD - COMMODITY EXCHANGE INC.,2004-03-23,144353,41842,   46237,    6205,281839,   36344,102511,40032.0
1198,GOLD - COMMODITY EXCHANGE INC.,2004-03-16,98116,35637,    2986,    1046,245495,   15486,62479,1940.0
1199,GOLD - COMMODITY EXCHANGE INC.,2004-03-09,95130,34591,   11328,   -5332,230009,   -7343,60539,16660.0
1200,GOLD - COMMODITY EXCHANGE INC.,2004-03-02,83802,39923,  -11986,    7193,237352,   -4369,43879,-19179.0
1201,GOLD - COMMODITY EXCHANGE INC.,2004-02-24,95788,32730,  -10844,   -3597,241721,    -137,63058,-7247.0
1202,GOLD - COMMODITY EXCHANGE INC.,2004-02-17,106632,36327,   10980,     961,241858,    4462,70305,10019.0
1203,GOLD - COMMODITY EXCHANGE INC.,2004-02-10,95652,35366,     524,    7802,237396,     884,60286,-7278.0
1204,GOLD - COMMODITY EXCHANGE INC.,2004-02-03,95128,27564,  -22972,   -4480,236512,  -38978,67564,-18492.0
1205,GOLD - COMMODITY EXCHANGE INC.,2004-01-27,118100,32044,   -7220,   -8241,275490,   -1891,86056,1021.0
1206,GOLD - COMMODITY EXCHANGE INC.,2004-01-20,125320,40285,  -22425,    -228,277381,  -22892,85035,-22197.0
1207,GOLD - COMMODITY EXCHANGE INC.,2004-01-13,147745,40513,   -3946,    4807,300273,   15773,107232,-8753.0
1208,GOLD - COMMODITY EXCHANGE INC.,2004-01-06,151691,35706,    5044,    1659,284500,    5859,115985,3385.0
1209,GOLD - COMMODITY EXCHANGE INC.,2003-12-30,146647,34047,    2864,   -1464,278641,    5124,112600,4328.0
1210,GOLD - COMMODITY EXCHANGE INC.,2003-12-22,143783,35511,   -4250,    3586,273517,   -5411,108272,-7836.0
1211,GOLD - COMMODITY EXCHANGE INC.,2003-12-16,148033,31925,    7386,   -1694,278928,    2626,116108,9080.0
1212,GOLD - COMMODITY EXCHANGE INC.,2003-12-09,140647,33619,   -1995,    3832,276302,   -2457,107028,-5827.0
1213,GOLD - COMMODITY EXCHANGE INC.,2003-12-02,142642,29787,    8549,    3722,278759,   -6751,112855,4827.0
1214,GOLD - COMMODITY EXCHANGE INC.,2003-11-25,134093,26065,   -2136,  -17004,285510,    -110,108028,14868.0
1215,GOLD - COMMODITY EXCHANGE INC.,2003-11-18,136229,43069,   11773,    1191,285620,   14725,93160,10582.0
1216,GOLD - COMMODITY EXCHANGE INC.,2003-11-11,124456,41878,    4754,    6786,270895,    8199,82578,-2032.0
1217,GOLD - COMMODITY EXCHANGE INC.,2003-11-04,119702,35092,   -6491,    -488,262696,    1182,84610,-6003.0
1218,GOLD - COMMODITY EXCHANGE INC.,2003-10-28,126193,35580,   10251,     502,261514,    8617,90613,9749.0
1219,GOLD - COMMODITY EXCHANGE INC.,2003-10-21,115942,35078,    7327,    3355,252897,    6764,80864,3972.0
1220,GOLD - COMMODITY EXCHANGE INC.,2003-10-14,108615,31723,   -2196,    1677,246133,   -9802,76892,-3873.0
1221,GOLD - COMMODITY EXCHANGE INC.,2003-10-07,110811,30046,  -25760,  -11337,255935,  -21987,80765,-14423.0
1222,GOLD - COMMODITY EXCHANGE INC.,2003-09-30,136571,41383,  -10016,    2464,277922,  -13816,95188,-12480.0
1223,GOLD - COMMODITY EXCHANGE INC.,2003-09-23,146587,38919,    1769,     -83,291738,    8563,107668,1852.0
1224,GOLD - COMMODITY EXCHANGE INC.,2003-09-16,144818,39002,   -6712,    2564,283175,    -150,105816,-9276.0
1225,GOLD - COMMODITY EXCHANGE INC.,2003-09-09,151530,36438,    5300,   13055,283325,    8344,115092,-7755.0
1226,GOLD - COMMODITY EXCHANGE INC.,2003-09-02,146230,23383,   28890,    6270,274981,   31972,122847,22620.0
1227,GOLD - COMMODITY EXCHANGE INC.,2003-08-26,117340,17113,   13117,    2888,243009,   13867,100227,10229.0
1228,GOLD - COMMODITY EXCHANGE INC.,2003-08-19,104223,14225,   19645,   -3840,229142,   19955,89998,23485.0
1229,GOLD - COMMODITY EXCHANGE INC.,2003-08-12,84578,18065,    8955,     253,209187,    8588,66513,8702.0
1230,GOLD - COMMODITY EXCHANGE INC.,2003-08-05,75623,17812,  -17688,     -52,200599,  -37520,57811,-17636.0
1231,GOLD - COMMODITY EXCHANGE INC.,2003-07-29,93311,17864,   33243,   -2795,238119,   45271,75447,36038.0
1232,GOLD - COMMODITY EXCHANGE INC.,2003-07-22,60068,20659,    9023,   -2871,192848,    5865,39409,11894.0
1233,GOLD - COMMODITY EXCHANGE INC.,2003-07-15,51045,23530,   -5932,    7881,186983,    -344,27515,-13813.0
1234,GOLD - COMMODITY EXCHANGE INC.,2003-07-08,56977,15649,   -2545,    1341,187327,     163,41328,-3886.0
1235,GOLD - COMMODITY EXCHANGE INC.,2003-07-01,59522,14308,   -6168,   -2498,187164,   -5626,45214,-3670.0
1236,GOLD - COMMODITY EXCHANGE INC.,2003-06-24,65690,16806,  -15809,    -518,192790,   -6852,48884,-15291.0
1237,GOLD - COMMODITY EXCHANGE INC.,2003-06-17,81499,17324,    2381,    3805,199642,   -1739,64175,-1424.0
1238,GOLD - COMMODITY EXCHANGE INC.,2003-06-10,79118,13519,  -15037,    4411,201381,   -3838,65599,-19448.0
1239,GOLD - COMMODITY EXCHANGE INC.,2003-06-03,94155,9108,   15860,    -438,205219,   -1099,85047,16298.0
1240,GOLD - COMMODITY EXCHANGE INC.,2003-05-27,78295,9546,   -1399,   -4407,206318,   10080,68749,3008.0
1241,GOLD - COMMODITY EXCHANGE INC.,2003-05-20,79694,13953,   21601,   -1720,196238,   12281,65741,23321.0
1242,GOLD - COMMODITY EXCHANGE INC.,2003-05-13,58093,15673,    4216,    1087,183957,    5024,42420,3129.0
1243,GOLD - COMMODITY EXCHANGE INC.,2003-05-06,53877,14586,    4532,   -9992,178933,    2810,39291,14524.0
