,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
972,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-07-11,27639,48343,    2309,    -896,173470,    4782,-20704,3205.0
973,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-07-03,25330,49239,     140,  -11523,168688,   -5378,-23909,11663.0
974,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-06-27,25190,60762,    1313,   13878,174066,   12776,-35572,-12565.0
975,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-06-20,23877,46884,  -15483,   -2073,161290,  -82223,-23007,-13410.0
976,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-06-13,39360,48957,   -7788,   22812,243513,   41670,-9597,-30600.0
977,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-06-06,47148,26145,   -8871,   -4133,201843,   -6669,21003,-4738.0
978,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-05-30,56019,30278,    6350,   -1062,208512,   -3437,25741,7412.0
979,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-05-23,49669,31340,    2616,    3408,211949,    -437,18329,-792.0
980,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-05-16,47053,27932,     284,       7,212386,    1841,19121,277.0
981,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-05-09,46769,27925,    2380,  -13775,210545,    4145,18844,16155.0
982,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-05-02,44389,41700,    3392,   -5787,206400,    4985,2689,9179.0
983,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-04-25,40997,47487,    2248,  -32403,201415,    -624,-6490,34651.0
984,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-04-18,38749,79890,    2536,  -10794,202039,   -3591,-41141,13330.0
985,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-04-11,36213,90684,    5610,   27365,205630,   15898,-54471,-21755.0
986,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-04-04,30603,63319,    3374,    5678,189732,    9631,-32716,-2304.0
987,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-03-28,27229,57641,    4114,    5170,180101,    4139,-30412,-1056.0
988,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-03-21,23115,52471,   -1699,  -17632,175962,  -13551,-29356,15933.0
989,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-03-14,24814,70103,  -11924,   -8466,189513,  -59099,-45289,-3458.0
990,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-03-07,36738,78569,   -4849,   14161,248612,   46839,-41831,-19010.0
991,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-02-28,41587,64408,   14628,  -33735,201773,   -1692,-22821,48363.0
992,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-02-21,26959,98143,    -601,   15526,203465,    7821,-71184,-16127.0
993,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-02-14,27560,82617,   -3659,   -4949,195644,   -2254,-55057,1290.0
994,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-02-07,31219,87566,   -1068,   13534,197898,    9174,-56347,-14602.0
995,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-01-31,32287,74032,    2589,   25056,188724,   22124,-41745,-22467.0
996,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-01-24,29698,48976,    -364,     655,166600,   -1081,-19278,-1019.0
997,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-01-17,30062,48321,    -410,   -1680,167681,   -2205,-18259,1270.0
998,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-01-10,30472,50001,    8280,    3072,169886,   14164,-19529,5208.0
999,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2006-01-03,22192,46929,    5194,    7802,155722,    6777,-24737,-2608.0
1000,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-12-27,16998,39127,    4676,     700,148945,    9442,-22129,3976.0
1001,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-12-20,12322,38427,   -9899,  -55857,139503, -104096,-26105,45958.0
1002,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-12-13,22221,94284,   -4491,   -4071,243599,   23286,-72063,-420.0
1003,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-12-06,26712,98355,    4086,   11729,220313,   13435,-71643,-7643.0
1004,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-11-29,22626,86626,    1589,    -295,206878,    2062,-64000,1884.0
1005,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-11-22,21037,86921,    -110,   -1457,204816,    1679,-65884,1347.0
1006,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-11-15,21147,88378,    1719,    4322,203137,    5422,-67231,-2603.0
1007,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-11-08,19428,84056,    -434,   -2108,197715,    1912,-64628,1674.0
1008,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-11-01,19862,86164,    -236,    -616,195803,     585,-66302,380.0
1009,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-10-25,20098,86780,    -116,     -75,195218,   -4460,-66682,-41.0
1010,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-10-18,20214,86855,    1469,    2075,199678,   23517,-66641,-606.0
1011,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-10-11,18745,84780,    2393,    5129,176161,    8182,-66035,-2736.0
1012,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-10-04,16352,79651,    2883,    7116,167979,   29408,-63299,-4233.0
1013,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-09-27,13469,72535,    1515,   12952,138571,   10721,-59066,-11437.0
1014,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-09-20,11954,59583,    1674,   14369,127850,  -61397,-47629,-12695.0
1015,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-09-13,10280,45214,    2263,    2825,189247,   13261,-34934,-562.0
1016,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-09-06,8017,42389,      76,  -13217,175986,   -2259,-34372,13293.0
1017,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-08-30,7941,55606,   -1417,   14882,178245,   11707,-47665,-16299.0
1018,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-08-23,9358,40724,   -3065,    1916,166538,    -385,-31366,-4981.0
1019,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-08-16,12423,38808,    -345,  -22620,166923,  -11071,-26385,22275.0
1020,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-08-09,12768,61428,    3431,    8940,177994,   12713,-48660,-5509.0
1021,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-08-02,9337,52488,    1305,   -3312,165281,    4267,-43151,4617.0
1022,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-07-26,8032,55800,   -1133,  -12421,161014,   -7683,-47768,11288.0
1023,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-07-19,9165,68221,   -1665,   -5685,168697,    5738,-59056,4020.0
1024,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-07-12,10830,73906,    -749,   10141,162959,    6442,-63076,-10890.0
1025,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-07-05,11579,63765,     735,    1076,156517,    8645,-52186,-341.0
1026,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-06-28,10844,62689,    -284,   13587,147872,    8146,-51845,-13871.0
1027,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-06-21,11128,49102,    2137,  -11920,139726,   -4322,-37974,14057.0
1028,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-06-14,8991,61022,    3696,   18616,144048,  -41940,-52031,-14920.0
1029,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-06-07,5295,42406,   -1172,  -12496,185988,    2395,-37111,11324.0
1030,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-05-31,6467,54902,   -4162,    5442,183593,    -429,-48435,-9604.0
1031,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-05-24,10629,49460,   -1034,  -10086,184022,   -5010,-38831,9052.0
1032,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-05-17,11663,59546,   -9108,   29212,189032,   28196,-47883,-38320.0
1033,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-05-10,20771,30334,   -1061,   -5629,160836,     651,-9563,4568.0
1034,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-05-03,21832,35963,   10617,   -7754,160185,   21397,-14131,18371.0
1035,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-04-26,11215,43717,    4288,  -17907,138788,   -4390,-32502,22195.0
1036,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-04-19,6927,61624,   -5027,    5474,143178,    9950,-54697,-10501.0
1037,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-04-12,11954,56150,    2268,   10022,133228,    5822,-44196,-7754.0
1038,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-04-05,9686,46128,   -1347,    4906,127406,   13138,-36442,-6253.0
1039,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-03-29,11033,41222,   -4642,   13644,114268,    5403,-30189,-18286.0
1040,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-03-22,15675,27578,    1731,    8288,108865,    1431,-11903,-6557.0
1041,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-03-15,13944,19290,     594,   -3846,107434,  -63675,-5346,4440.0
1042,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-03-08,13350,23136,     -72,    2591,171109,   17478,-9786,-2663.0
1043,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-03-01,13422,20545,    -656,  -19468,153631,    -453,-7123,18812.0
1044,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-02-22,14078,40013,    1061,    3303,154084,    2097,-25935,-2242.0
1045,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-02-15,13017,36710,   -6781,    2622,151987,   -3565,-23693,-9403.0
1046,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-02-08,19798,34088,  -11416,    3273,155552,  -11573,-14290,-14689.0
1047,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-02-01,31214,30815,   -2394,   -1869,167125,    4943,399,-525.0
1048,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-01-25,33608,32684,   -6264,     691,162182,   -8927,924,-6955.0
1049,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-01-18,39872,31993,    4664,   20530,171109,    9241,7879,-15866.0
1050,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-01-11,35208,11463,    1236,     211,161868,    5998,23745,1025.0
1051,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2005-01-04,33972,11252,   -5268,    -235,155870,    5382,22720,-5033.0
1052,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-12-28,39240,11487,    5867,   -1310,150488,    4783,27753,7177.0
1053,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-12-21,33373,12797,    -263,     562,145705,    -273,20576,-825.0
1054,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-12-14,33636,12235,  -17159,   -1237,145978,  -75319,21401,-15922.0
1055,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-12-07,50795,13472,  -10481,   -8444,221297,   24337,37323,-2037.0
1056,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-11-30,61276,21916,    4578,   -1584,196960,    6588,39360,6162.0
1057,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-11-23,56698,23500,   -1910,    9488,190372,    8471,33198,-11398.0
1058,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-11-16,58608,14012,    4851,    -652,181901,    7150,44596,5503.0
1059,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-11-09,53757,14664,    6978,    4699,174751,   12389,39093,2279.0
1060,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-11-02,46779,9965,    5388,   -3790,162362,   18743,36814,9178.0
1061,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-10-26,41391,13755,   18507,    -564,143619,   12698,27636,19071.0
1062,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-10-19,22884,14319,   10131,   -4821,130921,   13635,8565,14952.0
1063,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-10-12,12753,19140,    1181,   -6928,117286,    5978,-6387,8109.0
1064,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-10-05,11572,26068,    1295,   -6412,111308,   16772,-14496,7707.0
1065,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-09-28,10277,32480,    2611,   15457,94536,   12492,-22203,-12846.0
1066,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-09-21,7666,17023,    -316,    4984,82044,    2772,-9357,-5300.0
1067,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-09-14,7982,12039,   -2865,     360,79272,  -27265,-4057,-3225.0
1068,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-09-07,10847,11679,   -1906,    -549,106537,   -2661,-832,-1357.0
1069,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-08-31,12753,12228,      -4,   -1498,109198,     638,525,1494.0
1070,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-08-24,12757,13726,    1506,   -2730,108560,   -5397,-969,4236.0
1071,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-08-17,11251,16456,     921,   -2156,113957,    3524,-5205,3077.0
1072,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-08-10,10330,18612,   -1803,    3211,110433,   -3035,-8282,-5014.0
1073,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-08-03,12133,15401,    1525,    2392,113468,    6298,-3268,-867.0
1074,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-07-27,10608,13009,   -1181,    3057,107170,   -2151,-2401,-4238.0
1075,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-07-20,11789,9952,    1220,    1549,109321,    2931,1837,-329.0
1076,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-07-13,10569,8403,    3081,    3332,106390,    6878,2166,-251.0
1077,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-07-06,7488,5071,   -5774,     225,99512,     608,2417,-5999.0
1078,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-06-29,13262,4846,     829,   -2092,98904,    5911,8416,2921.0
1079,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-06-22,12433,6938,     756,   -2246,92993,    1826,5495,3002.0
1080,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-06-15,11677,9184,    -582,   -2477,91167,  -34899,2493,1895.0
1081,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-06-08,12259,11661,    3698,   -1739,126066,   10227,598,5437.0
1082,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-06-01,8561,13400,     -95,   -7363,115839,    8242,-4839,7268.0
1083,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-05-25,8656,20763,    -439,   -1014,107597,    1798,-12107,575.0
1084,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-05-18,9095,21777,     304,    2893,105799,   -2805,-12682,-2589.0
1085,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-05-11,8791,18884,   -3734,    9332,108604,    4743,-10093,-13066.0
1086,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-05-04,12525,9552,   -4715,   -7484,103861,   -1117,2973,2769.0
1087,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-04-27,17240,17036,   -1457,   -7705,104978,     738,204,6248.0
1088,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-04-20,18697,24741,  -28320,    2484,104240,  -31148,-6044,-30804.0
1089,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-04-12,47017,22257,    3811,    -561,135388,    2537,24760,4372.0
1090,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-04-06,43206,22818,   16955,     876,132851,   25834,20388,16079.0
1091,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-03-30,26251,21942,   14923,   -3987,107017,   20922,4309,18910.0
1092,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-03-23,11328,25929,    4354,  -12484,86095,   -3381,-14601,16838.0
1093,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-03-16,6974,38413,    -805,   -3882,89476,  -67450,-31439,3077.0
1094,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-03-09,7779,42295,   -7940,    4264,156926,    3381,-34516,-12204.0
1095,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-03-02,15719,38031,    -483,    9648,153545,   11455,-22312,-10131.0
1096,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-02-24,16202,28383,  -45828,   21551,142090,  -17513,-12181,-67379.0
1097,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-02-17,62030,6832,   -2565,     867,159603,    -840,55198,-3432.0
1098,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-02-10,64595,5965,   -5604,     265,160443,   -9073,58630,-5869.0
1099,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-02-03,70199,5700,    6253,    -254,169516,    8803,64499,6507.0
1100,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-01-27,63946,5954,    7145,     861,160713,    8387,57992,6284.0
1101,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-01-20,56801,5093,   -8447,     447,152326,   -6907,51708,-8894.0
1102,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-01-13,65248,4646,    2495,   -1273,159233,    2978,60602,3768.0
1103,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2004-01-06,62753,5919,   10902,    1732,156255,   17832,56834,9170.0
1104,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-12-30,51851,4187,    -469,       2,138423,    7343,47664,-471.0
1105,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-12-22,52320,4185,  -10101,       0,131080,   -8296,48135,-10101.0
1106,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-12-16,62421,4185,     -92,   -1592,139376,  -31137,58236,1500.0
1107,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-12-09,62513,5777,    8774,   -1776,170513,   27913,56736,10550.0
1108,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-12-02,53739,7553,    5966,    2320,142600,    9220,46186,3646.0
1109,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-11-25,47773,5233,  -11905,    -683,133380,  -10088,42540,-11222.0
1110,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-11-18,59678,5916,   -3907,     128,143468,     105,53762,-4035.0
1111,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-11-11,63585,5788,    7406,     -47,143363,    7467,57797,7453.0
1112,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-11-04,56179,5835,  -15283,  -10717,135896,  -16984,50344,-4566.0
1113,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-10-28,71462,16552,    1668,   -4938,152880,    1490,54910,6606.0
1114,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-10-21,69794,21490,   -1885,  -10980,151390,   -2886,48304,9095.0
1115,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-10-14,71679,32470,   -4759,    5757,154276,   -4733,39209,-10516.0
1116,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-10-07,76438,26713,    6781,   -2079,159009,   14578,49725,8860.0
1117,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-09-30,69657,28792,    8137,   20820,144431,    8931,40865,-12683.0
1118,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-09-23,61520,7972,    1367,    2466,135500,    8839,53548,-1099.0
1119,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-09-16,60153,5506,     621,   -1181,126661,  -45127,54647,1802.0
1120,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-09-09,59532,6687,    6068,     178,171788,    2204,52845,5890.0
1121,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-09-02,53464,6509,   31316,   -2407,169584,   37846,46955,33723.0
1122,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-08-26,22148,8916,    7591,  -14993,131738,   13694,13232,22584.0
1123,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-08-19,14557,23909,    1617,    1029,118044,    2463,-9352,588.0
1124,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-08-12,12940,22880,    2804,  -23555,115581,   -9839,-9940,26359.0
1125,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-08-05,10136,46435,   -8444,   34163,125420,   22168,-36299,-42607.0
1126,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-07-29,18580,12272,    2044,    2528,103252,    -909,6308,-484.0
1127,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-07-22,16536,9744,   -7166,    1867,104161,   -9808,6792,-9033.0
1128,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-07-15,23702,7877,   10060,   -5657,113969,    9535,15825,15717.0
1129,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-07-08,13642,13534,    4874,   -8631,104434,     250,108,13505.0
1130,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-07-01,8768,22165,  -17129,   13404,104184,    5892,-13397,-30533.0
1131,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-06-24,25897,8761,    1434,   -4840,98292,    6376,17136,6274.0
1132,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-06-17,24463,13601,    1628,    2522,91916,  -29505,10862,-894.0
1133,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-06-10,22835,11079,    2902,   -1294,121421,   22908,11756,4196.0
1134,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-06-03,19933,12373,  -16825,    5058,98513,  -11330,7560,-21883.0
1135,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-05-27,36758,7315,   -1126,    -799,109843,   -2121,29443,-327.0
1136,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-05-20,37884,8114,    -604,    -912,111964,   -2170,29770,308.0
1137,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-05-13,38488,9026,   18635,   -8159,114134,   14210,29462,26794.0
1138,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-05-06,19853,17185,   10212,   -2636,99924,   13578,2668,12848.0
1139,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-04-29,9641,19821,   -4884,    1113,86346,    2387,-10180,-5997.0
1140,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-04-22,14525,18708,    4588,    -646,83959,    4707,-4183,5234.0
1141,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-04-15,9937,19354,   -1094,    2689,79252,    4164,-9417,-3783.0
1142,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-04-08,11031,16665,   -1454,     277,75088,   -5048,-5634,-1731.0
1143,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-04-01,12485,16388,    1705,   -7375,80136,   -4321,-3903,9080.0
1144,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-03-25,10780,23763,  -19609,   16692,84457,    1798,-12983,-36301.0
1145,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-03-18,30389,7071,  -12011,     890,82659,  -50439,23318,-12901.0
1146,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-03-11,42400,6181,    1678,   -2509,133098,   16477,36219,4187.0
1147,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-03-04,40722,8690,   -4325,    -603,116621,   -1744,32032,-3722.0
1148,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-02-25,45047,9293,    7301,  -10020,118365,    4512,35754,17321.0
1149,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-02-18,37746,19313,    7370,    -354,113853,    3578,18433,7724.0
1150,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-02-11,30376,19667,   10695,    5580,110275,   19027,10709,5115.0
1151,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-02-04,19681,14087,  -16847,    3169,91248,  -17603,5594,-20016.0
1152,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-01-28,36528,10918,   -7935,    -252,108851,  -10679,25610,-7683.0
1153,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-01-21,44463,11170,      64,    -285,119530,    -866,33293,349.0
1154,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-01-14,44399,11455,    4911,    -806,120396,    3841,32944,5717.0
1155,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2003-01-07,39488,12261,   -1178,    -271,116555,   -3126,27227,-907.0
1156,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2002-12-31,40666,12532,   23690,    -637,119681,   26914,28134,24327.0
1157,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2002-12-23,16976,13169,    5144,     631,92767,    5591,3807,4513.0
1158,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2002-12-17,11832,12538,    3626,   -7878,87176,  -32504,-706,11504.0
1159,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2002-12-10,8206,20416,   -1548,     759,119680,   41247,-12210,-2307.0
1160,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2002-12-03,9754,19657,   -1990,    3449,78433,    6572,-9903,-5439.0
1161,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2002-11-26,11744,16208,   -1123,     450,71861,   -3231,-4464,-1573.0
1162,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2002-11-19,12867,15758,   -1197,    1267,75092,   -2330,-2891,-2464.0
1163,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2002-11-12,14064,14491,    1652,   -2617,77422,    2164,-427,4269.0
1164,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2002-11-05,12412,17108,    -773,   -4341,75258,   -4211,-4696,3568.0
