,Market and Exchange Names,As of Date in Form YYYY-MM-DD,Noncommercial Positions-Long (All),Noncommercial Positions-Short (All),Change in Noncommercial-Long (All),Change in Noncommercial-Short (All),Open Interest (All),Change in Open Interest (All),Net Positions,Change Net Positions
410,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-02-21,33659,7938,   -1542,     142,63482,     -33,25721,-1684.0
411,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-02-14,35201,7796,   -1847,    -201,63515,    -617,27405,-1646.0
412,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-02-07,37048,7997,    1060,   -1730,64132,     121,29051,2790.0
413,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-01-31,35988,9727,   -5067,     430,64011,   -3338,26261,-5496.0
414,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-01-24,41054,9297,    3687,    3988,67349,    2141,31757,-301.0
415,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-01-17,37367,5309,     539,    -865,65209,     -32,32058,1403.0
416,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-01-10,36829,6174,   -4994,    -587,65240,   -4101,30655,-4407.0
417,DJIA Consolidated - CHICAGO BOARD OF TRADE,2017-01-03,41822,6760,    4696,    -199,69341,    4649,35062,4894.0
418,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-12-27,37127,6959,    -178,     302,64692,     976,30168,-479.0
419,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-12-20,37304,6657,     608,    -815,63716,  -21095,30647,1423.0
420,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-12-13,36696,7472,   -6818,   -1480,84811,   13678,29224,-5339.0
421,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-12-06,43514,8951,   -1158,    -461,71133,   -1694,34563,-697.0
422,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-11-29,44672,9412,    4485,     530,72827,    5567,35260,3955.0
423,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-11-22,40187,8882,    2265,     904,67260,    5586,31305,1360.0
424,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-11-15,37923,7978,     739,   -7457,61674,    3488,29945,8196.0
425,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-11-08,37184,15435,    2506,    1866,58186,    -128,21749,640.0
426,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-11-01,34678,13569,   -1530,    1666,58314,     637,21109,-3196.0
427,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-10-25,36208,11903,   -1835,    1792,57677,   -1165,24305,-3626.0
428,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-10-18,38043,10112,     297,   -1324,58842,   -1919,27931,1621.0
429,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-10-11,37746,11436,   -1119,    1857,60761,    -253,26310,-2976.0
430,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-10-04,38865,9579,     172,    1323,61014,     361,29286,-1151.0
431,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-09-27,38693,8256,    3192,    -107,60653,    2539,30437,3299.0
432,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-09-20,35501,8363,   -3060,    -922,58114,  -20451,27138,-2138.0
433,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-09-13,38561,9285,   -8899,    1036,78565,    4539,29276,-9935.0
434,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-09-06,47460,8249,    1076,     641,74026,    1189,39211,435.0
435,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-08-30,46385,7609,    -117,    -768,72837,    -302,38776,652.0
436,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-08-23,46501,8377,     485,     196,73139,     506,38124,289.0
437,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-08-16,46016,8181,    1109,     681,72633,    1628,37835,428.0
438,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-08-09,44907,7500,     846,    1683,71005,    1265,37407,-837.0
439,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-08-02,44061,5817,    2439,   -2305,69740,    2279,38244,4743.0
440,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-07-26,41623,8122,    2974,     903,67461,    4305,33501,2071.0
441,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-07-19,38649,7219,    7479,     799,63157,    7170,31430,6680.0
442,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-07-12,31170,6420,    3544,    1431,55987,    6347,24750,2112.0
443,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-07-05,27627,4989,    2865,     315,49640,    2532,22638,2550.0
444,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-06-28,24762,4674,   -7543,   -6039,47108,   -9085,20088,-1504.0
445,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-06-21,32305,10713,    -622,   -1587,56193,  -18078,21592,965.0
446,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-06-14,32927,12300,    4525,   -3293,74270,    9149,20627,7818.0
447,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-06-07,28402,15593,     798,    1358,65122,    3924,12809,-560.0
448,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-05-31,27604,14235,     251,     559,61198,    2418,13369,-307.0
449,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-05-24,27353,13677,    3396,   -1216,58780,    2975,13676,4611.0
450,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-05-17,23957,14892,   -4797,   -1636,55806,   -9254,9065,-3161.0
451,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-05-10,28754,16528,    2123,    -571,65060,    2767,12226,2693.0
452,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-05-03,26631,17098,    1021,   -2373,62293,    1425,9533,3394.0
453,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-04-26,25610,19471,     612,    1874,60869,    1106,6139,-1262.0
454,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-04-19,24999,17598,     153,     769,59763,    1439,7401,-616.0
455,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-04-12,24846,16829,    1107,    1647,58324,    1851,8017,-540.0
456,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-04-05,23739,15182,    2935,     645,56474,    5506,8557,2291.0
457,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-03-29,20804,14538,    3414,     584,50968,    5388,6266,2830.0
458,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-03-22,17390,13954,    7690,    4668,45580,     737,3436,3022.0
459,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-03-15,9700,9286,    1148,    1877,44843,   11601,414,-730.0
460,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-03-08,8553,7409,    1039,    1996,33243,    2027,1144,-956.0
461,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-03-01,7514,5414,     686,    -153,31216,    2264,2100,837.0
462,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-02-23,6829,5566,      -5,   -1434,28952,   -2526,1263,1430.0
463,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-02-16,6833,7000,    -962,   -1268,31478,    -759,-167,306.0
464,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-02-09,7795,8268,     231,     720,32237,    2270,-473,-489.0
465,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-02-02,7564,7548,    -585,      -4,29967,    -588,16,-581.0
466,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-01-26,8149,7552,     145,     865,30555,     -33,597,-720.0
467,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-01-19,8004,6687,   -2891,     140,30588,   -2578,1317,-3031.0
468,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-01-12,10895,6547,   -3160,   -2513,33166,   -4280,4348,-647.0
469,DJIA Consolidated - CHICAGO BOARD OF TRADE,2016-01-05,14055,9060,   -2402,    2863,37445,   -3727,4995,-5265.0
470,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-12-29,16457,6197,    1519,    -270,41172,    2106,10260,1789.0
471,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-12-22,14938,6467,   -5370,   -2506,39066,  -23165,8471,-2865.0
472,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-12-15,20308,8972,    1748,   -1848,62230,   10935,11336,3596.0
473,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-12-08,18560,10820,   -2370,   -1506,51296,   -2108,7740,-864.0
474,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-12-01,20930,12326,    1336,    1610,53404,    1897,8604,-274.0
475,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-11-24,19594,10716,    2545,     229,51507,    1776,8878,2316.0
476,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-11-17,17049,10487,   -2915,    1048,49731,   -2136,6562,-3962.0
477,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-11-10,19964,9440,    3064,   -1765,51867,    4077,10524,4829.0
478,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-11-03,16900,11205,    4729,     834,47790,    9087,5695,3894.0
479,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-10-27,12172,10371,    -256,   -1950,38703,     977,1801,1694.0
480,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-10-20,12428,12321,   -1697,     -27,37727,     155,107,-1670.0
481,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-10-13,14124,12347,     994,     161,37572,    2904,1777,834.0
482,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-10-06,13130,12187,    2171,    1384,34668,    2679,943,786.0
483,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-09-29,10960,10803,    2730,     564,31990,    2602,157,2166.0
484,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-09-22,8230,10239,   -2356,   -1890,29388,  -19201,-2009,-466.0
485,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-09-15,10586,12129,     449,     947,48589,    4969,-1543,-497.0
486,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-09-08,10137,11183,    1732,   -3014,43620,    1276,-1046,4745.0
487,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-09-01,8405,14196,   -1393,   -3530,42344,   -4051,-5791,2137.0
488,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-08-25,9798,17726,    -491,    2204,46395,    -329,-7928,-2694.0
489,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-08-18,10289,15523,    -129,    -314,46724,    -696,-5234,185.0
490,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-08-11,10418,15837,    -404,    3725,47419,    -747,-5419,-4128.0
491,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-08-04,10821,12112,    1050,    -715,48166,    1909,-1291,1763.0
492,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-07-28,9772,12826,    -799,    3526,46258,   -1175,-3054,-4323.0
493,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-07-21,10570,9301,   -3043,     208,47433,     -79,1269,-3251.0
494,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-07-14,13613,9093,    4132,       6,47511,    3852,4520,4125.0
495,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-07-07,9482,9087,     773,     -12,43659,   -1168,395,785.0
496,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-06-30,8709,9099,   -8722,    3692,44827,   -8472,-390,-12414.0
497,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-06-23,17431,5407,    4796,   -1252,53299,   -2018,12024,6048.0
498,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-06-16,12635,6659,    1248,   -4842,55316,   -2750,5976,6089.0
499,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-06-09,11387,11500,   -5713,     480,58066,     550,-113,-6191.0
500,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-06-02,17099,11021,     -47,     997,57516,     841,6078,-1044.0
501,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-05-26,17146,10024,   -4086,     129,56676,   -4027,7122,-4215.0
502,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-05-19,21232,9895,    6556,    2765,60703,    7626,11337,3791.0
503,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-05-12,14676,7130,    1130,   -2770,53077,      -5,7546,3900.0
504,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-05-05,13546,9900,   -2772,    1802,53082,   -4035,3646,-4574.0
505,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-04-28,16318,8098,    2362,     164,57117,    7047,8220,2199.0
506,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-04-21,13956,7935,   -2609,      -9,50070,   -4273,6021,-2599.0
507,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-04-14,16564,7944,    4235,     247,54343,    5675,8620,3987.0
508,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-04-07,12330,7697,    1152,    -344,48669,      -3,4633,1496.0
509,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-03-31,11178,8041,   -3794,    -732,48671,   -4654,3137,-3061.0
510,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-03-24,14971,8773,    -694,   -1866,53325,    -884,6198,1171.0
511,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-03-17,15665,10638,   -2036,    1313,54208,   -1508,5027,-3348.0
512,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-03-10,17701,9326,   -3396,     122,55716,   -2642,8375,-3517.0
513,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-03-03,21096,9204,    1374,       5,58358,     192,11892,1369.0
514,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-02-24,19723,9200,   -1186,     660,58166,      51,10523,-1845.0
515,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-02-17,20908,8540,    3634,     208,58115,    5029,12368,3426.0
516,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-02-10,17274,8332,    4046,    -182,53087,     582,8942,4228.0
517,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-02-03,13228,8514,    1631,   -3901,52505,    -466,4714,5531.0
518,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-01-27,11598,12415,   -2181,    3137,52970,    2670,-817,-5318.0
519,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-01-20,13779,9278,   -3889,    -538,50301,   -5066,4501,-3350.0
520,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-01-13,17667,9816,   -1627,    -197,55366,    -942,7851,-1430.0
521,DJIA Consolidated - CHICAGO BOARD OF TRADE,2015-01-06,19294,10013,    1607,     312,56308,    -646,9281,1295.0
522,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-12-30,17687,9701,    3274,      62,56954,    3599,7986,3211.0
523,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-12-23,14414,9639,   -8440,     197,53355,  -45799,4775,2923.0
525,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-12-16,2352,500,     -49,    -115,15724,    2919,1852,-11559.0
524,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-12-16,22853,9442,    1252,     271,99154,   15388,13411,11625.0
527,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-12-09,2401,615,.,.,12805,.,1786,-10644.0
526,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-12-09,21601,9171,   -2942,   -2072,83767,    8652,12430,-870.0
528,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-12-02,24543,11243,    1359,     347,75115,    3294,13300,1012.0
529,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-11-25,23184,10896,   -1997,      73,71821,     100,12288,-2070.0
530,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-11-18,25181,10823,    1874,     227,71721,    3951,14358,1647.0
531,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-11-11,23307,10596,    2865,    1186,67770,    1285,12711,1679.0
532,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-11-04,20442,9410,    2580,   -2819,66485,    9952,11032,5398.0
533,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-10-28,17863,12229,    3853,     -66,56533,    1265,5634,3918.0
534,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-10-21,14010,12294,   -3428,     691,55269,   -3965,1716,-4118.0
535,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-10-14,17437,11603,   -2596,     156,59234,   -6903,5834,-2751.0
536,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-10-07,20033,11448,   -4430,       6,66136,   -3065,8585,-4436.0
537,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-09-30,24463,11442,    2193,   -3091,69201,    1451,13021,5283.0
538,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-09-23,22270,14532,   -1958,    1989,67750,  -18042,7738,-3947.0
539,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-09-16,24228,12543,    5369,    -590,85792,   21069,11685,5959.0
540,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-09-09,18859,13133,   -1285,    -434,64723,     -52,5726,-852.0
541,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-09-02,20144,13566,    2078,   -1747,64775,    3857,6578,3825.0
542,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-08-26,18066,15313,    4072,      57,60918,    5274,2753,4016.0
543,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-08-19,13994,15257,     980,   -1495,55644,     685,-1263,2474.0
544,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-08-12,13015,16752,   -2630,    1621,54959,   -3369,-3737,-4251.0
545,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-08-05,15645,15131,   -4675,    5059,58328,   -5025,514,-9733.0
546,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-07-29,20319,10072,   -1400,   -2476,63353,    -274,10247,1075.0
547,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-07-22,21719,12547,    2711,   -1418,63627,    1441,9172,4128.0
548,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-07-15,19009,13965,    3234,     708,62186,    3698,5044,2527.0
549,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-07-08,15775,13258,   -4471,    -931,58489,   -6586,2517,-3540.0
550,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-07-01,20245,14188,    5667,   -1146,65075,    6963,6057,6812.0
551,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-06-24,14579,15334,   -2911,    1568,58112,  -25357,-755,-4479.0
552,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-06-17,17490,13766,   -1288,    -674,83468,   18023,3724,-614.0
553,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-06-10,18777,14439,     966,     387,65446,    1541,4338,579.0
554,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-06-03,17811,14052,    -502,     370,63905,    -719,3759,-872.0
555,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-05-27,18313,13682,    2180,   -3189,64624,    3712,4631,5368.0
556,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-05-20,16134,16871,   -5617,    3373,60912,   -7156,-737,-8989.0
557,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-05-13,21751,13499,    6509,      70,68067,    8708,8252,6439.0
558,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-05-06,15242,13429,    -963,    1984,59360,   -1533,1813,-2946.0
559,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-04-29,16205,11446,    2520,   -1108,60892,     899,4759,3628.0
560,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-04-22,13685,12554,    1480,     -39,59993,    6394,1131,1519.0
561,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-04-15,12205,12593,   -1348,   -1901,53600,   -4707,-388,552.0
562,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-04-08,13553,14493,   -4388,    1647,58307,   -5743,-940,-6035.0
563,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-04-01,17941,12846,    1439,     675,64050,     273,5095,765.0
564,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-03-25,16502,12172,   -3828,    3203,63777,  -28119,4330,-7030.0
565,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-03-18,20329,8969,    2626,   -4172,91896,   27548,11360,7734.0
566,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-03-18,4041,415,.,.,14115,.,3626,-937.0
567,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-03-11,17704,13141,   -1690,    1002,64348,   -1897,4563,-2691.0
568,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-03-04,19393,12139,    4213,     776,66245,    5788,7254,3437.0
569,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-02-25,15180,11363,    2206,   -2235,60457,    4794,3817,4440.0
570,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-02-18,12975,13598,    2578,    1626,55663,  -11047,-623,952.0
572,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-02-11,10397,11972,   -3817,    2247,66710,    7803,-1575,-4960.0
571,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-02-11,3885,500,.,.,13379,.,3385,-1103.0
573,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-02-04,14214,9726,   -1913,   -1557,58907,   -3063,4488,-356.0
574,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-01-28,16126,11282,   -3365,    1083,61970,   -4326,4844,-4447.0
575,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-01-21,19491,10200,   -1905,     689,66296,     131,9291,-2593.0
576,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-01-14,21395,9511,    1935,    -349,66166,    2422,11884,2283.0
577,DJIA Consolidated - CHICAGO BOARD OF TRADE,2014-01-07,19460,9859,    4523,    -495,63744,    3936,9601,5018.0
578,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-12-31,14937,10354,    -246,    -273,59809,      55,4583,26.0
579,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-12-24,15183,10626,   -3829,    3623,59754,  -27413,4557,-7451.0
580,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-12-17,19012,7004,   -4862,    -560,87167,    2656,12008,8320.0
581,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-12-17,4008,320,      48,    -202,16810,    2256,3688,250.0
582,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-12-10,3960,522,     -15,       0,14554,      -3,3438,-12871.0
583,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-12-10,23873,7564,   -2224,    -301,84512,   -1714,16309,12856.0
585,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-12-03,3975,522,    -162,     202,14557,     746,3453,-14780.0
584,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-12-03,26097,7864,    2516,   -2208,86226,    4513,18233,4724.0
587,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-11-26,23581,10072,    1414,      19,81713,    2651,13509,9692.0
586,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-11-26,4137,320,      28,       0,13811,    -187,3817,28.0
588,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-11-19,4109,320,       3,       0,13998,      68,3789,-8324.0
589,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-11-19,22167,10054,     288,    2562,79063,     695,12113,8327.0
591,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-11-12,4106,320,     -51,    -325,13930,     325,3786,-10601.0
590,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-11-12,21879,7492,      96,     217,78368,    1820,14387,-121.0
593,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-11-05,21783,7275,    3794,    -716,76549,    5134,14508,10996.0
592,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-11-05,4157,645,      12,      18,13605,     773,3512,-6487.0
595,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-10-29,17990,7991,    2577,    1720,71415,    6237,9999,6481.0
594,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-10-29,4145,627,     -17,     -15,12832,     235,3518,-5624.0
597,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-10-22,15413,6271,    2722,    -545,65178,    3413,9142,5622.0
596,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-10-22,4162,642,     -15,      -2,12597,    1038,3520,-2355.0
598,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-10-15,12691,6816,   -2085,    1719,61766,   11470,5875,2342.0
599,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-10-15,4177,644,.,.,11559,.,3533,-6146.0
600,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-10-08,14776,5097,   -6462,     615,50296,   -8982,9679,-7077.0
601,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-10-01,21238,4482,   -7765,     279,59278,   -8738,16756,-8043.0
602,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-09-24,29003,4204,    8652,     679,68015,  -16333,24799,23030.0
604,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-09-17,2794,1025,     232,     795,16234,    2570,1769,-15057.0
603,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-09-17,20351,3525,    6057,   -1160,84348,   17622,16826,14494.0
606,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-09-10,2562,230,.,.,13664,.,2332,-7277.0
605,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-09-10,14294,4685,     958,    1319,66726,   17707,9609,-361.0
607,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-09-03,13336,3366,   -1688,    -859,49019,   -2514,9970,-828.0
608,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-08-27,15023,4225,   -4137,      54,51533,   -2873,10798,-4191.0
609,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-08-20,19160,4171,   -5667,     825,54405,   -9219,14989,-6491.0
610,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-08-13,24826,3346,    2607,    -324,63624,    2283,21480,2930.0
611,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-08-06,22220,3670,   -1461,     626,61341,     114,18550,-2087.0
612,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-07-30,23681,3044,    1038,     -91,61227,    1190,20637,1129.0
613,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-07-23,22643,3135,     -63,     -36,60037,    1478,19508,-27.0
614,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-07-16,22706,3171,     865,    -818,58559,    5719,19535,1682.0
615,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-07-09,21841,3988,    2628,    1835,52840,    5787,17853,793.0
616,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-07-02,19214,2154,     625,   -1300,47054,    1758,17060,1925.0
617,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-06-25,18589,3454,   -7484,     486,45296,  -31197,15135,-7969.0
618,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-06-18,26072,2968,    3306,     225,76492,   21066,23104,3080.0
619,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-06-11,22767,2743,   -1620,      60,55426,   -2645,20024,-1680.0
620,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-06-04,24387,2683,    2963,   -1092,58071,     155,21704,4054.0
621,DJIA Consolidated - CHICAGO BOARD OF TRADE,2013-05-28,21424,3774,    1073,    -489,57916,     386,17650,1562.0
